,name,market_capitalization_USD,price,country
3171,Dycom Industries,2820000000,96,USA
3172,Wienerberger,2820000000,26,Austria
3173,Kosmos Energy,2820000000,6,USA
3174,EngageSmart,2820000000,17,USA
3175,Simmons First National,2820000000,22,USA
3176,Array Technologies,2820000000,19,USA
3177,Grupo Aval,2810000000,2,Colombia
3178,IronSource,2810000000,3,Israel
3179,American Eagle Outfitters,2810000000,15,USA
3180,nCino,2800000000,25,USA
3181,Prospect Capital,2800000000,7,USA
3182,Pegasystems,2800000000,34,USA
3183,Blueprint Medicines,2800000000,47,USA
3184,Sigma Lithium,2800000000,27,Canada
3185,Innovative Industrial,2800000000,100,USA
3186,ACADIA Pharmaceuticals,2800000000,17,USA
3187,Siegfried Holding,2800000000,659,Switzerland
3188,Torrent Power,2800000000,6,India
3189,Atul,2790000000,95,India
3190,BancFirst,2790000000,85,USA
3191,Forward Air,2790000000,105,USA
3192,Grocery Outlet,2790000000,29,USA
3193,Timken India,2790000000,37,India
3194,Capstone Copper,2790000000,4,Canada
3195,NEXTDC,2790000000,6,Australia
3196,Marel,2780000000,4,Iceland
3197,Evergrande,2780000000,0,China
3198,Equity Commonwealth,2780000000,25,USA
3199,Sumitomo Dainippon Pharma,2780000000,7,Japan
3200,EPR Properties,2780000000,37,USA
3201,SITE Centers,2770000000,13,USA
3202,PacWest Bancorp,2770000000,24,USA
3203,Ingevity,2770000000,74,USA
3204,Prothena,2760000000,54,Ireland
3205,Hannon Armstrong,2760000000,31,USA
3206,Zee Entertainment,2760000000,3,India
3207,CT REIT,2760000000,12,Canada
3208,Liberty Energy,2760000000,15,USA
3209,Corporación Financiera Alba,2760000000,47,Spain
3210,Viva Energy,2760000000,2,Australia
3211,TripAdvisor,2760000000,20,USA
3212,Altarea,2750000000,137,France
3213,Walker & Dunlop,2750000000,83,USA
3214,Dixon Technologies,2750000000,46,India
3215,Vidrala,2750000000,91,Spain
3216,SKF India,2750000000,56,India
3217,Patterson Companies,2740000000,28,USA
3218,Mercury Systems,2740000000,47,USA
3219,Allreal Holding,2740000000,166,Switzerland
3220,Rubis,2740000000,27,France
3221,Oil India,2740000000,3,India
3222,Evolent Health,2740000000,27,USA
3223,Bank Jago,2740000000,0,Indonesia
3224,Nerolac Paints,2730000000,5,India
3225,First Capital REIT,2730000000,13,Canada
3226,Korn Ferry,2730000000,52,USA
3227,Amot Investment,2730000000,6,Israel
3228,Atlantic Union Bankshares,2720000000,37,USA
3229,Werner Enterprises,2720000000,43,USA
3230,Hisense Visual Technology,2720000000,2,China
3231,Aksa Energy,2720000000,2,Turkey
3232,Mitra Keluarga,2720000000,0,Indonesia
3233,Cogeco,2720000000,60,Canada
3234,Bausch Health,2720000000,7,Canada
3235,CNO Financial Group,2720000000,24,USA
3236,AbCellera,2720000000,10,Canada
3237,Makkah Construction & Development,2720000000,17,S. Arabia
3238,ViaSat,2710000000,36,USA
3239,Relaxo Footwear,2710000000,11,India
3240,Harmonic Drive Systems,2700000000,29,Japan
3241,Group 1 Automotive,2700000000,186,USA
3242,LIC Housing Finance,2690000000,5,India
3243,Boise Cascade,2690000000,68,USA
3244,Shoals Technologies,2690000000,23,USA
3245,Brink's,2690000000,58,USA
3246,JK Cement,2680000000,35,India
3247,Cal-Maine Foods,2680000000,55,USA
3248,JOYY,2680000000,38,China
3249,Nordstrom,2680000000,17,USA
3250,Park Hotels & Resorts,2680000000,12,USA
3251,Amedisys,2680000000,83,USA
3252,SimCorp,2670000000,68,Denmark
3253,Kulicke and Soffa Industries,2670000000,47,Singapore
3254,Computacenter,2670000000,23,UK
3255,MaxLinear,2660000000,34,USA
3256,Alvotech,2660000000,11,Iceland
3257,Helen of Troy,2660000000,111,USA
3258,Idorsia,2660000000,15,Switzerland
3259,SYNLAB,2660000000,12,Germany
3260,Coca-Cola İçecek,2660000000,10,Turkey
3261,Shapir Civil and Marine Engineering,2660000000,7,Israel
3262,Guardant Health,2650000000,26,USA
3263,Keywords Studios,2650000000,34,Ireland
3264,Dorman Products,2650000000,85,USA
3265,Installed Building Products,2650000000,93,USA
3266,Jet2,2650000000,12,UK
3267,Port of Tauranga,2650000000,4,New Zealand
3268,IVERIC bio,2640000000,20,USA
3269,HighPeak Energy,2640000000,23,USA
3270,AdaptHealth,2640000000,20,USA
3271,StepStone Group,2640000000,26,USA
3272,Alm. Brand,2640000000,2,Denmark
3273,Acerinox,2640000000,10,Spain
3274,Energizer Holdings,2630000000,37,USA
3275,Easterly Government Properties,2630000000,15,USA
3276,BankUnited,2630000000,34,USA
3277,Aarti Industries,2630000000,7,India
3278,Focus Financial Partners,2630000000,40,USA
3279,Petco,2620000000,10,USA
3280,Macerich,2620000000,12,USA
3281,Affirm,2620000000,9,USA
3282,Ermenegildo Zegna,2620000000,11,Italy
3283,Ipca Laboratories,2620000000,10,India
3284,ALSOK,2620000000,26,Japan
3285,Victoria's Secret & Co,2620000000,32,USA
3286,International Distributions Services (Royal Mail),2620000000,3,UK
3287,Punjab & Sind Bank,2610000000,0,India
3288,BGF Retail,2610000000,150,S. Korea
3289,Progyny,2610000000,28,USA
3290,Fonterra,2610000000,2,New Zealand
3291,Immunocore,2610000000,55,UK
3292,Spin Master,2610000000,25,Canada
3293,Innospec,2610000000,105,USA
3294,Doosan Bobcat,2610000000,26,S. Korea
3295,CRISIL,2600000000,36,India
3296,Pegasus Airlines,2600000000,26,Turkey
3297,Hub Group,2600000000,78,USA
3298,Flywire,2600000000,24,USA
3299,Kumho Petrochemical,2600000000,100,S. Korea
3300,Fortis Healthcare,2600000000,3,India
3301,Myovant Sciences,2600000000,27,UK
3302,New India Assurance,2600000000,2,India
3303,The Navigator Company,2600000000,4,Portugal
3304,Vector Limited,2590000000,3,New Zealand
3305,Arcosa,2590000000,54,USA
3306,Hensoldt,2590000000,25,Germany
3307,Grindwell Norton,2590000000,23,India
3308,Genworth Financial,2590000000,5,USA
3309,Hanesbrands,2590000000,7,USA
3310,Ultrapar Participacoes,2590000000,2,Brazil
3311,iRhythm,2580000000,86,USA
3312,Bachoco,2580000000,51,Mexico
3313,MGE Energy,2580000000,71,USA
3314,Rand Merchant Investment,2580000000,2,South Africa
3315,Vitesco Technologies Group,2580000000,65,Germany
3316,Mirati Therapeutics,2580000000,45,USA
3317,LCI Industries,2580000000,102,USA
3318,Lithium Americas,2580000000,19,Canada
3319,GoHealth,2580000000,12,USA
3320,Bayer Crop Science,2570000000,57,India
3321,Tohoku Electric Power,2570000000,5,Japan
3322,Alliance Resource Partners,2570000000,20,USA
3323,Spectrum Brands,2560000000,63,USA
3324,Trigano,2560000000,128,France
3325,Arch Resources,2550000000,142,USA
3326,Xerox,2550000000,16,USA
3327,Pick n Pay Stores,2550000000,3,South Africa
3328,PIERER Mobility,2550000000,75,Austria
3329,Varonis,2550000000,23,USA
3330,Immunovant,2540000000,20,USA
3331,Big Yellow Group,2540000000,14,UK
3332,Vivint Smart Home,2540000000,12,USA
3333,Freenet,2540000000,23,Germany
3334,Cvent,2540000000,5,USA
3335,First Merchants Corporation,2540000000,43,USA
3336,Konecranes,2540000000,32,Finland
3337,Cembra Money Bank,2530000000,85,Switzerland
3338,Certara,2530000000,16,USA
3339,Primo Water,2530000000,16,USA
3340,Resideo Technologies,2530000000,17,USA
3341,Kadokawa,2530000000,18,Japan
3342,Worthington Industries,2530000000,52,USA
3343,Bata India,2520000000,20,India
3344,Dürr,2520000000,36,Germany
3345,H&R REIT,2520000000,9,Canada
3346,Bank of Maharashtra,2520000000,0,India
3347,Hang Lung Group,2520000000,2,Hong Kong
3348,Apollo Tyres,2520000000,4,India
3349,Filo Mining,2520000000,21,Canada
3350,Red Rock Resorts,2520000000,43,USA
3351,Travis Perkins,2520000000,12,UK
3352,Northern Oil and Gas,2510000000,30,USA
3353,Encore Wire,2510000000,137,USA
3354,Metcash,2510000000,3,Australia
3355,Tianjin FAW,2510000000,0,China
3356,Alarm.com,2510000000,50,USA
3357,Excelerate Energy,2510000000,23,USA
3358,PB Fintech,2510000000,6,India
3359,Asana,2500000000,12,USA
3360,Insmed,2500000000,19,USA
3361,Allied Properties REIT,2500000000,20,Canada
3362,Devyani International,2500000000,2,India
3363,Otter Tail,2500000000,60,USA
3364,Keppel REIT,2500000000,1,Singapore
3365,Globalstar,2500000000,1,USA
3366,Safestore,2490000000,11,UK
3367,Extreme Networks,2490000000,19,USA
3368,Freshpet,2490000000,52,USA
3369,Nova Measuring Instruments,2490000000,87,Israel
3370,Gibson Energy,2490000000,17,Canada
3371,CorVel Corporation,2480000000,144,USA
3372,Dunelm Group,2480000000,12,UK
3373,VIAVI Solutions,2480000000,11,USA
3374,Life Time Group,2480000000,13,USA
3375,Ansell,2470000000,19,Australia
3376,Kunlun Tech,2470000000,2,China
3377,Balfour Beatty,2470000000,4,UK
3378,Vermilion Energy,2470000000,15,Canada
3379,Frontline,2470000000,11,Bermuda
3380,Vicor,2470000000,56,USA
3381,TeamViewer,2470000000,13,Germany
3382,TransAlta,2460000000,9,Canada
3383,Piper Sandler,2460000000,138,USA
3384,WH Smith,2460000000,19,UK
3385,SD BioSensor,2450000000,24,S. Korea
3386,Zain Saudi Arabia,2450000000,3,S. Arabia
3387,QuantumScape,2450000000,6,USA
3388,Privia Health Group,2450000000,22,USA
3389,Lundin Gold,2450000000,10,Canada
3390,QinetiQ,2450000000,4,UK
3391,MDC Holdings,2450000000,34,USA
3392,McGrath RentCorp,2450000000,101,USA
3393,Amylyx Pharmaceuticals,2450000000,37,USA
3394,Compañía Cervecerías Unidas,2440000000,13,Chile
3395,SJW Group,2440000000,81,USA
3396,Dana,2440000000,17,USA
3397,Innergex Renewable Energy,2440000000,12,Canada
3398,Steve Madden,2440000000,31,USA
3399,Laurus Labs,2430000000,5,India
3400,Darktrace,2430000000,3,UK
3401,Mr Price Group,2430000000,10,South Africa
3402,Mandarin Oriental,2420000000,2,Hong Kong
3403,Covivio Hotels,2420000000,16,France
3404,Independent Bank Group,2420000000,59,USA
3405,NetLink Trust,2410000000,1,Singapore
3406,Kemira,2410000000,16,Finland
3407,Alpha Metallurgical Resources,2410000000,152,USA
3408,First Financial Bank,2410000000,25,USA
3409,Britvic,2410000000,9,UK
3410,Matson,2410000000,64,USA
3411,ALSO Holding,2410000000,188,Switzerland
3412,Holly Energy Partners,2410000000,19,USA
3413,Canadian Solar,2410000000,36,Canada
3414,Tronox,2410000000,16,USA
3415,Ebro Foods,2400000000,16,Spain
3416,Itron,2400000000,53,USA
3417,Braze,2400000000,25,USA
3418,Genus,2400000000,37,UK
3419,Gestamp Automoción,2390000000,4,Spain
3420,Perficient,2390000000,69,USA
3421,Buckle,2390000000,48,USA
3422,Sage Therapeutics,2390000000,40,USA
3423,United Industrial Corporation,2390000000,2,Singapore
3424,Kingnet Network,2390000000,1,China
3425,Beach Energy,2390000000,1,Australia
3426,Stepan Company,2390000000,108,USA
3427,Xenon Pharmaceuticals,2390000000,38,Canada
3428,First Majestic Silver,2380000000,9,Canada
3429,Hatsun Agro Products,2380000000,11,India
3430,Sotera Health,2380000000,8,USA
3431,Endurance Technologies,2380000000,17,India
3432,Champion REIT,2380000000,0,Hong Kong
3433,Kontoor Brands,2380000000,43,USA
3434,St. Joe Company,2380000000,41,USA
3435,Leslie's,2380000000,13,USA
3436,Brady,2380000000,48,USA
3437,KPIT Technologies,2380000000,9,India
3438,Elekta AB,2370000000,6,Sweden
3439,Verint Systems,2370000000,36,USA
3440,SATS,2370000000,2,Singapore
3441,Hayward,2370000000,11,USA
3442,Harmony Gold,2360000000,4,South Africa
3443,Arbor Realty Trust,2360000000,14,USA
3444,CBIZ,2360000000,47,USA
3445,LGI Homes,2360000000,101,USA
3446,SMA Solar Technology,2360000000,68,Germany
3447,Jetblue Airways,2350000000,7,USA
3448,Giant Network Group,2350000000,1,China
3449,Kindred Group,2350000000,11,Malta
3450,Osisko Gold Royalties,2350000000,13,Canada
3451,Acer,2350000000,1,Taiwan
3452,Multiplan Empreendimentos Imobiliários,2350000000,4,Brazil
3453,John Wiley & Sons,2350000000,42,USA
3454,Mallplaza,2350000000,1,Chile
3455,CASIO,2350000000,10,Japan
3456,National Health Investors,2350000000,54,USA
3457,Compagnie Plastic Omnium,2350000000,16,France
3458,E-L Financial,2340000000,661,Canada
3459,Urban Outfitters,2340000000,25,USA
3460,Fannie Mae,2340000000,3,USA
3461,United Natural Foods,2340000000,39,USA
3462,Uniqa Insurance Group,2340000000,8,Austria
3463,Olink Holding,2340000000,20,Sweden
3464,Maple Leaf Foods,2340000000,19,Canada
3465,DigitalOcean,2340000000,24,USA
3466,Permata Bank,2340000000,0,Indonesia
3467,Fletcher Building,2330000000,3,New Zealand
3468,Axos Financial,2330000000,39,USA
3469,Omnicell,2330000000,52,USA
3470,KWS,2330000000,70,Germany
3471,Cedar Fair,2330000000,43,USA
3472,Golar LNG,2330000000,22,Bermuda
3473,EnPro Industries,2320000000,112,USA
3474,Weber,2320000000,8,USA
3475,Columbia Bank,2320000000,30,USA
3476,NETSCOUT,2320000000,32,USA
3477,Park National Corp,2310000000,143,USA
3478,Gentherm,2310000000,70,USA
3479,Millicom,2310000000,14,Luxembourg
3480,Jinko Solar,2310000000,46,China
3481,Hays plc,2310000000,1,UK
3482,Weis Markets,2310000000,86,USA
3483,Kainos Group,2300000000,19,UK
3484,Piramal Enterprises,2300000000,10,India
3485,Whirlpool India,2300000000,18,India
3486,ESCO Technologies,2300000000,89,USA
3487,Navient,2300000000,17,USA
3488,AEON REIT Investment,2300000000,1127,Japan
3489,Österreichische Post,2300000000,34,Austria
3490,SSP Group,2290000000,3,UK
3491,Kimbell Royalty Partners,2290000000,16,USA
3492,OPC Energy,2290000000,10,Israel
3493,Appian,2290000000,32,USA
3494,Gerresheimer,2290000000,73,Germany
3495,Sun TV Network,2290000000,6,India
3496,Grainger plc,2290000000,3,UK
3497,Bavarian Nordic,2290000000,32,Denmark
3498,SoftwareONE,2280000000,15,Switzerland
3499,Integer Holdings,2280000000,69,USA
3500,Chorus,2280000000,5,New Zealand
3501,Baytex Energy,2280000000,4,Canada
3502,NovaGold Resources,2280000000,7,Canada
3503,Cyfrowy Polsat,2280000000,4,Poland
3504,Pan Ocean,2280000000,4,S. Korea
3505,Jumbo S.A.,2280000000,16,Greece
3506,Office Depot,2280000000,50,USA
3507,Ashmore Group,2280000000,3,UK
3508,SL Green Realty,2270000000,35,USA
3509,Bowlero,2270000000,14,USA
3510,Arconic,2270000000,22,USA
3511,Dream Industrial REIT,2270000000,9,Canada
3512,1&1,2270000000,13,Germany
3513,Frontier Airlines,2270000000,10,USA
3514,Siltronic,2260000000,76,Germany
3515,Prestige Group,2260000000,6,India
3516,Solaria Energía,2260000000,18,Spain
3517,Lightspeed POS,2250000000,15,Canada
3518,Distell Group,2250000000,10,South Africa
3519,SiTime,2250000000,105,USA
3520,VisEra Technologies,2250000000,7,Taiwan
3521,Four Corners Property Trust,2240000000,27,USA
3522,Golub Capital,2240000000,13,USA
3523,Emami,2240000000,5,India
3524,Rogers Corporation,2240000000,119,USA
3525,Interroll,2240000000,2739,Switzerland
3526,TowneBank,2240000000,31,USA
3527,WesBanco,2240000000,38,USA
3528,Progress Software,2230000000,52,USA
3529,Callon Petroleum,2230000000,36,USA
3530,INFICON,2230000000,914,Switzerland
3531,Tricon Residential,2230000000,8,Canada
3532,Kajaria Ceramics,2230000000,14,India
3533,Dr Lal PathLabs,2230000000,27,India
3534,Swissquote,2230000000,149,Switzerland
3535,NuVasive,2230000000,43,USA
3536,Boral,2220000000,2,Australia
3537,ams AG,2220000000,8,Austria
3538,OC Oerlikon,2220000000,7,Switzerland
3539,Sonos,2220000000,18,USA
3540,Corcept Therapeutics,2220000000,21,USA
3541,MGP Ingredients,2210000000,101,USA
3542,Artisan Partners,2210000000,33,USA
3543,Berner Kantonalbank,2200000000,239,Switzerland
3544,Fisker,2200000000,7,USA
3545,Sabre,2200000000,7,USA
3546,Blue Dart Express,2200000000,93,India
3547,BioCryst Pharmaceuticals,2200000000,12,USA
3548,JBG SMITH,2200000000,19,USA
3549,Stella-Jones,2190000000,37,Canada
3550,Topaz Energy,2190000000,15,Canada
3551,Evertec,2190000000,34,USA
3552,Tiger Brands,2190000000,13,South Africa
3553,NexPoint Residential,2190000000,43,USA
3554,FLSmidth,2190000000,39,Denmark
3555,WD-40 Company,2180000000,161,USA
3556,WaFd Bank,2180000000,33,USA
3557,Kennedy Wilson,2180000000,16,USA
3558,Trinity Industries,2180000000,27,USA
3559,Cracker Barrel,2180000000,98,USA
3560,Jamf,2180000000,18,USA
3561,ReNew Power,2170000000,5,India
3562,Barnes Group,2170000000,43,USA
3563,Banner Bank,2170000000,64,USA
3564,Iren,2170000000,2,Italy
3565,Triple Flag Precious Metals,2160000000,14,Canada
3566,AeroVironment,2160000000,86,USA
3567,Sylvamo,2160000000,49,USA
3568,Micro Focus,2160000000,6,UK
3569,Outokumpu,2160000000,5,Finland
3570,Altice USA,2160000000,5,USA
3571,Glaukos,2150000000,45,USA
3572,Kadant,2150000000,185,USA
3573,Itaú CorpBanca,2140000000,3,Chile
3574,IHS Towers,2140000000,6,UK
3575,GMS,2140000000,52,USA
3576,Shimao Property,2140000000,1,Hong Kong
3577,TORM,2140000000,26,UK
3578,Efes Beverage Group,2140000000,4,Turkey
3579,Six Flags,2140000000,26,USA
3580,Elkem,2140000000,3,Norway
3581,WIN Semiconductors,2140000000,5,Taiwan
3582,Nu Skin,2130000000,43,USA
3583,NexGen Energy,2130000000,4,Canada
3584,Trustmark,2130000000,35,USA
3585,Delek Logistics Partners,2130000000,49,USA
3586,Krystal Biotech,2130000000,83,USA
3587,Korea Gas,2130000000,25,S. Korea
3588,Chesapeake Utilities,2130000000,120,USA
3589,PagerDuty,2130000000,24,USA
3590,Supernus Pharmaceuticals,2120000000,39,USA
3591,AtriCure,2120000000,46,USA
3592,MVV Energie,2120000000,32,Germany
3593,ProSiebenSat.1 Media,2120000000,9,Germany
3594,Landis+Gyr,2120000000,74,Switzerland
3595,Enerjisa Enerji,2120000000,2,Turkey
3596,Liontown Resources,2120000000,1,Australia
3597,TTEC,2110000000,45,USA
3598,Crombie Real Estate Investment Trust,2110000000,12,Canada
3599,NexTier Oilfield,2110000000,9,USA
3600,Claros Mortgage Trust,2110000000,15,USA
3601,Gudang Garam,2100000000,1,Indonesia
3602,IIFL Finance,2100000000,6,India
3603,NOS,2100000000,4,Portugal
3604,Jfrog,2100000000,21,USA
3605,Sitio Royalties,2100000000,26,USA
3606,Spirit Airlines,2100000000,19,USA
3607,Verra Mobility,2090000000,14,USA
3608,Iveco Group,2090000000,6,Italy
3609,Akero Therapeutics,2090000000,45,USA
3610,Cricut,2090000000,9,USA
3611,Joby Aviation,2090000000,3,USA
3612,Cavco Industries,2090000000,235,USA
3613,Kennametal,2090000000,26,USA
3614,CONSOL Energy,2080000000,60,USA
3615,Strategic Education,2080000000,85,USA
3616,Netwealth,2080000000,9,Australia
3617,LondonMetric Property,2080000000,2,UK
3618,Bharat Dynamics,2080000000,11,India
3619,International Games System,2070000000,15,Taiwan
3620,Minerals Technologies,2070000000,64,USA
3621,CompuGroup Medical,2070000000,40,Germany
3622,Aareal Bank,2070000000,35,Germany
3623,American Assets Trust,2070000000,27,USA
3624,Netcompany Group,2070000000,42,Denmark
3625,Patria Investments,2070000000,14,Cayman Islands
3626,Embraer,2070000000,11,Brazil
3627,Fine Organics,2070000000,68,India
3628,Corbion,2070000000,35,Netherlands
3629,Alignment Healthcare,2060000000,11,USA
3630,Tata Teleservices,2060000000,1,India
3631,Renasant Corp,2060000000,37,USA
3632,BlackBerry,2060000000,4,Canada
3633,Celldex Therapeutics,2060000000,44,USA
3634,Pactiv Evergreen,2060000000,12,USA
3635,Carborundum Universal,2060000000,11,India
3636,Canada Goose,2060000000,19,Canada
3637,Buenaventura Mining Company,2060000000,8,Peru
3638,Griffon Corporation,2050000000,36,USA
3639,Dermapharm,2050000000,38,Germany
3640,Winpak,2050000000,32,Canada
3641,ZIM Integrated Shipping Services,2050000000,17,Israel
3642,Edgewell Personal Care,2050000000,40,USA
3643,Silicon Motion,2050000000,62,Hong Kong
3644,Playtech,2050000000,7,Isle of Man
3645,Bread Financial,2040000000,41,USA
3646,Agiliti,2040000000,15,USA
3647,Ramco Cements,2040000000,9,India
3648,NV5 Global,2040000000,131,USA
3649,Catalyst Pharmaceuticals,2030000000,20,USA
3650,TRI Pointe Group,2030000000,20,USA
3651,Jeudan,2030000000,37,Denmark
3652,Eve Air Mobility,2030000000,8,USA
3653,Cranswick,2030000000,38,UK
3654,Coface,2020000000,14,France
3655,Sunnova,2020000000,18,USA
3656,Orange Polska,2020000000,2,Poland
3657,Doosan Fuel Cell,2020000000,24,S. Korea
3658,Sprinklr,2020000000,8,USA
3659,Future plc,2020000000,17,UK
3660,Banco Macro,2020000000,18,Argentina
3661,Gogo Inflight Internet,2010000000,16,USA
3662,Mercury General,2010000000,36,USA
3663,First Advantage,2010000000,13,USA
3664,Spirent,2010000000,3,UK
3665,Close Brothers Group,2010000000,13,UK
3666,Star Bulk Carriers,2010000000,20,Greece
3667,Indra Sistemas,2010000000,11,Spain
3668,Canfor,2000000000,16,Canada
3669,Flagstar Bank,2000000000,38,USA
3670,Rocket Lab,2000000000,4,USA
3671,Philip Morris ČR,2000000000,729,Czech Republic
3672,Shutterstock,1990000000,56,USA
3673,Sunstone Hotel Investors,1990000000,10,USA
3674,Ninety One Group,1990000000,2,South Africa
3675,RPC,1990000000,9,USA
3676,Yelp,1990000000,29,USA
3677,Fortress Transportation,1990000000,20,USA
3678,Revolution Medicines,1980000000,22,USA
3679,Heartland Financial USA,1980000000,47,USA
3680,Green Thumb Industries,1980000000,8,USA
3681,BayWa,1980000000,58,Germany
3682,ComfortDelGro,1980000000,1,Singapore
3683,Assura Plc,1970000000,1,UK
3684,Paradox Interactive,1970000000,19,Sweden
3685,AMC Entertainment,1970000000,4,USA
3686,ContourGlobal,1970000000,3,UK
3687,PeptiDream,1960000000,15,Japan
3688,Delek Group,1960000000,107,Israel
3689,Befesa,1960000000,49,Luxembourg
3690,Hilltop Holdings,1960000000,30,USA
3691,Plus500,1960000000,21,Israel
3692,Brigham Minerals,1960000000,33,USA
3693,Central Garden & Pet,1960000000,38,USA
3694,RXO,1960000000,17,USA
3695,Redrow,1960000000,6,UK
3696,Seacoast Banking,1960000000,32,USA
3697,CI Financial,1950000000,11,Canada
3698,Shake Shack,1950000000,46,USA
3699,Entra,1950000000,11,Norway
3700,StoneX Group,1950000000,96,USA
3701,The Foschini Group,1950000000,6,South Africa
3702,Laboratorios Farmaceuticos Rovi,1940000000,38,Spain
3703,U.S. Cellular,1940000000,23,USA
3704,Trupanion,1940000000,48,USA
3705,Türkiye Kalkınma,1940000000,1,Turkey
3706,Momo,1940000000,10,China
3707,Newmark,1940000000,8,USA
3708,PriceSmart,1940000000,63,USA
3709,Expro Group,1940000000,18,USA
3710,Enlight Renewable Energy,1940000000,2,Israel
3711,Semtech,1930000000,30,USA
3712,Ironwood Pharmaceuticals,1930000000,13,USA
3713,Basic-Fit,1930000000,29,Netherlands
3714,Vector Group,1930000000,12,USA
3715,Rhythm Pharmaceuticals,1920000000,34,USA
3716,Safehold,1920000000,31,USA
3717,Silk Road Medical,1920000000,51,USA
3718,Allscripts,1920000000,18,USA
3719,BRF,1920000000,2,Brazil
3720,Rapid7,1920000000,32,USA
3721,Electra,1920000000,501,Israel
3722,Stelco,1910000000,35,Canada
3723,IIFL Wealth Management,1910000000,22,India
3724,GoodRx,1910000000,5,USA
3725,Masonite,1910000000,86,USA
3726,Agilysys,1910000000,76,USA
3727,Alfen,1910000000,87,Netherlands
3728,Verona Pharma,1910000000,25,UK
3729,USA Compression Partners,1910000000,20,USA
3730,Altus Group,1900000000,43,Canada
3731,Air Transport Services Group,1900000000,26,USA
3732,Breville Group,1900000000,13,Australia
3733,Empire State Realty Trust,1900000000,7,USA
3734,Burford Capital,1900000000,9,Guernsey
3735,Software AG,1900000000,26,Germany
3736,Retail Opportunity Investments,1900000000,15,USA
3737,Relay Therapeutics,1900000000,16,USA
3738,Bloomin' Brands,1900000000,22,USA
3739,Pacific Biosciences,1890000000,8,USA
3740,Compass Minerals,1890000000,46,USA
3741,Constellium,1890000000,13,France
3742,Telenet,1890000000,18,Belgium
3743,SIGNA Sports United,1890000000,5,Germany
3744,Victory Capital,1890000000,28,USA
3745,Carpenter Technology,1880000000,39,USA
3746,Rumble,1880000000,7,USA
3747,ICF International,1880000000,100,USA
3748,Remitly,1880000000,11,USA
3749,Tanger Factory Outlet Centers,1880000000,18,USA
3750,Green Plains,1870000000,32,USA
3751,CSW Industrials,1870000000,121,USA
3752,Farfetch,1870000000,5,UK
3753,Vertex,1870000000,12,USA
3754,Toho Gas,1870000000,18,Japan
3755,Eutelsat,1870000000,7,France
3756,Hornbach Baumarkt,1870000000,59,Germany
3757,Earthstone Energy,1860000000,13,USA
3758,Pigeon,1860000000,16,Japan
3759,Lakeland Financial Corp,1860000000,74,USA
3760,Materion,1860000000,91,USA
3761,ForgeRock,1860000000,22,USA
3762,AUTO1,1860000000,9,Germany
3763,Dave & Buster's,1860000000,39,USA
3764,Krispy Kreme,1860000000,11,USA
3765,CSG International,1860000000,59,USA
3766,RWS Holdings,1860000000,5,UK
3767,Pampa Energía,1860000000,33,Argentina
3768,Americanas,1860000000,2,Brazil
3769,Credo Technology,1850000000,13,USA
3770,FibroGen,1850000000,20,USA
3771,PageGroup,1850000000,6,UK
3772,WABCO India,1850000000,98,India
3773,CareTrust REIT,1850000000,19,USA
3774,FormFactor,1850000000,24,USA
3775,Enterprise Financial Services Corp,1850000000,50,USA
3776,ArcBest,1850000000,76,USA
3777,NuStar Energy,1850000000,17,USA
3778,Ingles Markets,1850000000,97,USA
3779,MicroStrategy,1850000000,160,USA
3780,TDCX,1840000000,13,Singapore
3781,Helios Technologies,1840000000,57,USA
3782,Boot Barn Holdings,1840000000,62,USA
3783,AvidXchange,1840000000,9,USA
3784,Coursera,1840000000,13,USA
3785,Stock Yards Bancorp,1840000000,63,USA
3786,Exide Industries,1830000000,2,India
3787,NBT Bancorp,1830000000,43,USA
3788,Harel Group,1830000000,9,Israel
3789,NuVista Energy,1830000000,8,Canada
3790,Formosa Sumco Technology,1830000000,5,Taiwan
3791,ZipRecruiter,1830000000,17,USA
3792,Boardwalk Real Estate Investment Trust,1820000000,36,Canada
3793,Alony Hetz,1820000000,10,Israel
3794,Ventyx Biosciences,1820000000,32,USA
3795,The Cheesecake Factory,1820000000,35,USA
3796,N-Able,1810000000,10,USA
3797,Arvinas,1810000000,34,USA
3798,Sacyr,1810000000,3,Spain
3799,XL Axiata,1810000000,0,Indonesia
3800,National Aluminum & Alloy,1800000000,1,India
3801,Tidewater,1800000000,36,USA
3802,Salzgitter,1800000000,33,Germany
3803,Braves Group,1800000000,34,USA
3804,Lenzing,1800000000,68,Austria
3805,Colbún,1800000000,0,Chile
3806,Voltalia,1800000000,19,France
3807,Tilray,1800000000,3,Canada
3808,Payoneer,1800000000,5,USA
3809,Northwest Bank,1800000000,14,USA
3810,Liberty Latin America,1790000000,8,USA
3811,Almirall,1790000000,10,Spain
3812,Urban Edge Properties,1790000000,15,USA
3813,Goodman Property Trust,1790000000,1,New Zealand
3814,Babcock International Group,1790000000,4,UK
3815,Canadian Western Bank,1780000000,19,Canada
3816,Warrior Met Coal,1780000000,35,USA
3817,Primary Health Properties,1780000000,1,UK
3818,CarGurus,1780000000,15,USA
3819,Warby Parker,1780000000,15,USA
3820,Pets at Home,1780000000,4,UK
3821,Frontdoor,1780000000,22,USA
3822,Alamo Group,1770000000,149,USA
3823,Zug Estates Holding,1770000000,1858,Switzerland
3824,AssetMark,1770000000,24,USA
