,name,world_rank,marketvalue,marketcap,ceo,country
6490,3sbio,"6,157",doll_2.065 b ,doll_2.844 b ,,china
6491,takara holdings,"6,158",doll_2.072 b ,doll_2.648 b ,,japan
6492,lotte shopping,"6,159",doll_2.067 b ,doll_2.602 b ,,south korea
6493,stella-jones,"6,160",doll_2.068 b ,doll_2.219 b ,,canada
6494,"chengdu wintrue holding co., ltd.","6,161",doll_2.067 b ,doll_2.202 b ,,china
6495,shenma industrial,"6,162",doll_2.073 b ,doll_2.103 b ,,china
6496,hipgnosis songs fund limited,"6,163",doll_2.067 b ,doll_2.078 b ,,uk
6497,zhejiang hisoar pharmaceutical,"6,164",doll_2.067 b ,doll_1.986 b ,,china
6498,anji microelectronics technology (shanghai),"6,165",doll_2.069 b ,doll_1.974 b ,,china
6499,shenzhen kingdom sci-tech,"6,166",doll_2.067 b ,doll_1.897 b ,,china
6500,taichung commercial bank,"6,167",doll_2.070 b ,doll_1.827 b ,,taiwan
6501,viva energy reit,"6,168","6,168","6,168",,australia
6502,yinyi,"6,168",doll_2.070 b ,doll_1.529 b ,,china
6503,ourpalm,"6,169",doll_2.065 b ,doll_1.526 b ,,china
6504,patterson-uti energy,"6,170",doll_2.074 b ,doll_1.467 b ,,usa
6505,banco inter,"6,171",doll_2.063 b ,doll_11.231 b ,,brazil
6506,fiskars oyj abp,"6,171",doll_2.064 b ,doll_2.042 b ,,finland
6507,chindata,"6,172",doll_2.060 b ,doll_4.309 b ,,china
6508,banco pan,"6,173",doll_2.063 b ,doll_4.304 b ,,brazil
6509,caredx,"6,174",doll_2.063 b ,doll_3.857 b ,,usa
6510,golden solar new energy technology holdings limited,"6,175",doll_2.057 b ,doll_3.115 b ,,china
6511,zhejiang sanmei chemical industry,"6,176",doll_2.060 b ,doll_2.479 b ,,china
6512,kobe steel,"6,177",doll_2.056 b ,doll_2.304 b ,,japan
6513,tiger brands,"6,178",doll_2.058 b ,doll_2.210 b ,,south africa
6514,sao martinho,"6,179",doll_2.059 b ,doll_2.176 b ,,brazil
6515,evolent health,"6,180",doll_2.062 b ,doll_2.143 b ,,usa
6516,yfy,"6,181",doll_2.056 b ,doll_2.140 b ,,taiwan
6517,ningbo huaxiang electronic,"6,182",doll_2.055 b ,doll_2.124 b ,,china
6518,shanghai hanbell precise machinery,"6,183",doll_2.063 b ,doll_2.058 b ,,china
6519,paradox interactive ab (publ),"6,184",doll_2.061 b ,doll_2.045 b ,,sweden
6520,air transport services group,"6,185",doll_2.056 b ,doll_2.032 b ,,usa
6521,esker sa,"6,186",doll_2.057 b ,doll_1.930 b ,,france
6522,monmouth real estate investment corporation,"6,187",doll_2.062 b ,doll_1.865 b ,,usa
6523,yantai zhenghai magnetic material,"6,188",doll_2.060 b ,doll_1.673 b ,,china
6524,doosan solus,"6,189",doll_2.061 b ,doll_1.618 b ,,south korea
6525,gree real estate,"6,190",doll_2.048 b ,doll_2.777 b ,,china
6526,gvs s.p.a.,"6,190",doll_2.051 b ,doll_3.567 b ,,italy
6527,aj bell,"6,191",doll_2.053 b ,doll_2.447 b ,,uk
6528,s-1 corporation,"6,192",doll_2.047 b ,doll_2.373 b ,,south korea
6529,electrolux professional ab (publ),"6,193",doll_2.052 b ,doll_2.330 b ,,sweden
6530,shinsegae,"6,194",doll_2.051 b ,doll_2.258 b ,,south korea
6531,cinemark holdings,"6,195",doll_2.054 b ,doll_2.133 b ,,usa
6532,sonic automotive,"6,196",doll_2.051 b ,doll_2.108 b ,,usa
6533,zug estates holding ag,"6,197",doll_2.047 b ,doll_2.107 b ,,switzerland
6534,huafa industrial.zhuhai,"6,198",doll_2.054 b ,doll_2.080 b ,,china
6535,fuyo general lease,"6,199",doll_2.048 b ,doll_2.075 b ,,japan
6536,nmi holdings,"6,200",doll_2.053 b ,doll_1.934 b ,,usa
6537,yantai dongcheng pharmaceutical group,"6,201",doll_2.049 b ,doll_1.889 b ,,china
6538,argo group international holdings,"6,202",doll_2.051 b ,doll_1.836 b ,,bermuda
6539,tanger factory outlet centers,"6,203",doll_2.050 b ,doll_1.742 b ,,usa
6540,great western bancorp,"6,204",doll_2.050 b ,doll_1.706 b ,,usa
6541,"allbirds, inc.","6,206",doll_2.047 b ,,,usa
6542,stride stapled group,"6,207",doll_2.041 b ,doll_2.651 b ,,new zealand
6543,o-i glass,"6,208",doll_2.042 b ,doll_2.380 b ,,usa
6544,workspace group,"6,209",doll_2.036 b ,doll_2.361 b ,,uk
6545,first national financial corporation,"6,210",doll_2.040 b ,doll_2.195 b ,,canada
6546,fortune real estate investment trust,"6,211",doll_2.042 b ,doll_2.124 b ,,singapore
6547,wacker neuson se,"6,212",doll_2.043 b ,doll_2.120 b ,,germany
6548,mfa financial,"6,213",doll_2.037 b ,doll_2.105 b ,,usa
6549,whitehaven coal,"6,214",doll_2.039 b ,doll_2.010 b ,,australia
6550,zhongshan public utilities group,"6,215",doll_2.043 b ,doll_1.998 b ,,china
6551,harbin hatou investment,"6,216",doll_2.038 b ,doll_1.963 b ,,china
6552,sensirion holding ag,"6,217",doll_2.035 b ,doll_1.949 b ,,switzerland
6553,flsmidth & co. a/s,"6,218",doll_2.036 b ,doll_1.859 b ,,denmark
6554,visionox technology,"6,219",doll_2.041 b ,doll_1.855 b ,,china
6555,tibet rhodiola pharmaceutical holding,"6,220",doll_2.044 b ,doll_1.809 b ,,china
6556,link administration holdings,"6,221",doll_2.041 b ,doll_1.794 b ,,australia
6557,waddell & reed financial,"6,221","6,221",doll_1.592 b ,,usa
6558,zhejiang huace film & tv,"6,222",doll_2.041 b ,doll_1.660 b ,,china
6559,veidekke asa,"6,223",doll_2.036 b ,doll_1.657 b ,,norway
6560,np3 fastigheter ab (publ),"6,224",doll_2.044 b ,doll_1.470 b ,,sweden
6561,shanghai phichem material,"6,225",doll_2.038 b ,doll_1.407 b ,,china
6562,delixi xinjiang transportation,"6,226",doll_2.042 b ,doll_0.809 b ,,china
6563,udemy,"6,227",doll_2.042 b ,"5,144",,usa
6564,prothena corporation,"6,228",doll_2.033 b ,doll_3.120 b ,,ireland
6565,cardlytics,"6,229",doll_2.032 b ,doll_2.999 b ,,usa
6566,information services international-dentsu,"6,230",doll_2.033 b ,doll_2.541 b ,,japan
6567,cheesecake factory,"6,231",doll_2.031 b ,doll_2.434 b ,,usa
6568,loomis ab (publ),"6,232",doll_2.034 b ,doll_2.419 b ,,sweden
6569,chung hung steel corporation,"6,233",doll_2.029 b ,doll_2.380 b ,,taiwan
6570,china youran dairy group limited,"6,234",doll_2.034 b ,doll_2.289 b ,,china
6571,suplet power,"6,235",doll_2.034 b ,doll_2.251 b ,,china
6572,ipsos sa,"6,236",doll_2.032 b ,doll_2.178 b ,,france
6573,jumbo,"6,237",doll_2.026 b ,doll_2.110 b ,,greece
6574,sally beauty holdings,"6,238",doll_2.026 b ,doll_2.101 b ,,usa
6575,sonoscape medical,"6,239",doll_2.034 b ,doll_1.888 b ,,china
6576,luolai lifestyle technology,"6,240",doll_2.027 b ,doll_1.444 b ,,china
6577,bgf retail,"6,241",doll_2.017 b ,doll_2.681 b ,,south korea
6578,"shandong jinjing science and technology stock co., ltd.","6,242",doll_2.024 b ,doll_2.501 b ,,china
6579,izumi,"6,243",doll_2.019 b ,doll_2.373 b ,,japan
6580,guangdong dowstone technology,"6,244",doll_2.020 b ,doll_2.353 b ,,china
6581,golden ocean group,"6,245",doll_2.017 b ,doll_2.274 b ,,bermuda
6582,jiangling motors corporation,"6,246",doll_2.021 b ,doll_2.266 b ,,china
6583,k-fast holding ab (publ),"6,247",doll_2.020 b ,doll_2.072 b ,,sweden
6584,edp - energias do brasil,"6,248",doll_2.022 b ,doll_2.035 b ,,brazil
6585,teekay lng partners l.p. pfd unit ser a,"6,249",doll_2.017 b ,doll_2.033 b ,,usa
6586,guangdong marubi biotechnology,"6,250",doll_2.020 b ,doll_2.019 b ,,china
6587,kar auction services,"6,251",doll_2.023 b ,doll_2.015 b ,,usa
6588,energix - renewable energies ltd,"6,252",doll_2.020 b ,doll_2.000 b ,,israel
6589,nkt a/s,"6,253",doll_2.021 b ,doll_1.965 b ,,denmark
6590,sph reit,"6,254",doll_2.024 b ,doll_1.875 b ,,singapore
6591,bangkok commercial asset management company,"6,255",doll_2.016 b ,doll_1.824 b ,,thailand
6592,park24,"6,256",doll_2.007 b ,doll_3.101 b ,,japan
6593,lancy,"6,257",doll_2.006 b ,doll_2.104 b ,,china
6594,sanne group,"6,258",doll_2.010 b ,doll_2.084 b ,,uk
6595,equitable group,"6,259",doll_2.014 b ,doll_2.054 b ,,canada
6596,keppel infrastructure trust,"6,260",doll_2.007 b ,doll_1.994 b ,,singapore
6597,pt jasa marga (persero) tbk,"6,261",doll_2.007 b ,doll_1.986 b ,,indonesia
6598,zhejiang southeast space frame,"6,262",doll_2.013 b ,doll_1.846 b ,,china
6599,cardtronics,"6,263","6,263",doll_1.570 b ,,usa
6600,eagle bancorp,"6,263",doll_2.006 b ,doll_1.844 b ,,usa
6601,provident financial services,"6,264",doll_2.013 b ,doll_1.721 b ,,usa
6602,"shenzhen united winners laser co., ltd.","6,265",doll_2.011 b ,doll_1.639 b ,,china
6603,zhejiang xianju pharmaceutical,"6,266",doll_2.012 b ,doll_1.595 b ,,china
6604,suzhou tfc optical communication,"6,267",doll_2.007 b ,doll_1.562 b ,,china
6605,cvr energy,"6,268",doll_2.011 b ,doll_1.448 b ,,usa
6606,itau corpbanca,"6,269",doll_2.013 b ,doll_1.442 b ,,chile
6607,intertrust,"6,270",doll_2.011 b ,doll_1.403 b ,,netherlands
6608,sandfire resources nl,"6,271",doll_2.005 b ,doll_0.884 b ,,australia
6609,agile group holdings,"6,272",doll_1.999 b ,doll_4.573 b ,,china
6610,sk chemicals,"6,273",doll_2.004 b ,doll_3.247 b ,,south korea
6611,menicon,"6,274",doll_2.004 b ,doll_3.124 b ,,japan
6612,viper energy partners lp,"6,275",doll_1.999 b ,doll_2.871 b ,,usa
6613,cvs group,"6,276",doll_1.995 b ,doll_2.426 b ,,uk
6614,hudson,"6,277","6,277","6,277",,usa
6615,winall hi-tech seed,"6,277",doll_2.003 b ,doll_2.383 b ,,china
6616,atea asa,"6,278",doll_2.004 b ,doll_2.293 b ,,norway
6617,jpmorgan emerging markets investment trust,"6,279",doll_1.995 b ,doll_2.236 b ,,uk
6618,barco nv,"6,280",doll_1.999 b ,doll_2.200 b ,,belgium
6619,taiwan familymart,"6,281",doll_1.996 b ,doll_2.101 b ,,taiwan
6620,two harbors investment,"6,282",doll_1.998 b ,doll_2.064 b ,,usa
6621,progress software corporation,"6,283",doll_2.001 b ,doll_2.037 b ,,usa
6622,shanghai shimao,"6,284",doll_1.999 b ,doll_2.031 b ,,china
6623,ncc ab (publ),"6,285",doll_2.001 b ,doll_1.989 b ,,sweden
6624,megaport,"6,286",doll_2.004 b ,doll_1.965 b ,,australia
6625,grinm advanced materials,"6,287",doll_1.995 b ,doll_1.934 b ,,china
6626,jiangsu sanfangxiang industry co. ltd,"6,288",doll_1.997 b ,doll_1.783 b ,,china
6627,nexpoint residential trust,"6,289",doll_2.000 b ,doll_1.621 b ,,usa
6628,beijing wandong medical technology,"6,290",doll_1.997 b ,doll_1.590 b ,,china
6629,"wuxi paike new materials technology co.,ltd.","6,291",doll_1.996 b ,doll_1.588 b ,,china
6630,pt capital financial indonesia tbk,"6,292",doll_2.002 b ,doll_1.472 b ,,indonesia
6631,comstock resources,"6,293",doll_1.996 b ,doll_1.376 b ,,usa
6632,hexaware technologies,"6,294","6,294","6,294",,india
6633,sterling check corp.,"6,295",doll_1.997 b ,,,usa
6634,myriad genetics,"6,296",doll_1.991 b ,doll_2.793 b ,,usa
6635,shenzhen investment,"6,297",doll_1.985 b ,doll_2.661 b ,,hong kong
6636,mitsubishi logistics corporation,"6,298",doll_1.987 b ,doll_2.345 b ,,japan
6637,aeroflot - russian airlines,"6,299",doll_1.990 b ,doll_2.331 b ,,russia
6638,l.d.c,"6,300",doll_1.985 b ,doll_2.157 b ,,netherlands
6639,"ningbo jintian copper(group) co., ltd.","6,301",doll_1.991 b ,doll_2.070 b ,,china
6640,harbin boshi automation,"6,302",doll_1.989 b ,doll_1.991 b ,,china
6641,ocean's king lighting science & technology,"6,303",doll_1.986 b ,doll_1.969 b ,,china
6642,sdiptech ab (publ),"6,304",doll_1.994 b ,doll_1.899 b ,,sweden
6643,jpmorgan american investment trust,"6,305",doll_1.985 b ,doll_1.885 b ,,uk
6644,laxmi organic industries limited,"6,305","6,305",,,india
6645,killam apartment real estate investment trust,"6,306",doll_1.985 b ,doll_1.872 b ,,canada
6646,lushang health industry development,"6,307",doll_1.994 b ,doll_1.844 b ,,china
6647,guangdong baolihua new energy stock,"6,308",doll_1.988 b ,doll_1.831 b ,,china
6648,virtusa corporation,"6,308","6,308",doll_1.550 b ,,usa
6649,easterly government properties,"6,309",doll_1.986 b ,doll_1.806 b ,,usa
6650,cbiz,"6,310",doll_1.991 b ,doll_1.798 b ,,usa
6651,icf international,"6,311",doll_1.989 b ,doll_1.766 b ,,usa
6652,hudson's bay company,"6,312","6,312","6,312",,canada
6653,nv5 global,"6,312",doll_1.985 b ,doll_1.625 b ,,usa
6654,topaz energy corp.,"6,313",doll_1.993 b ,doll_1.603 b ,,canada
6655,grupo comercial chedraui,"6,314",doll_1.991 b ,doll_1.454 b ,,mexico
6656,china express airlines,"6,315",doll_1.989 b ,doll_1.415 b ,,china
6657,hexatronic group ab (publ),"6,316",doll_1.994 b ,doll_1.280 b ,,sweden
6658,vtech holdings,"6,317",doll_1.975 b ,doll_2.482 b ,,hong kong
6659,nuvoton technology corporation,"6,318",doll_1.979 b ,doll_2.465 b ,,taiwan
6660,unidas - todos os direitos reservados,"6,319",doll_1.977 b ,doll_2.392 b ,,brazil
6661,proterra inc.,"6,320",doll_1.984 b ,doll_2.223 b ,,usa
6662,nos s.g.p.s,"6,321",doll_1.983 b ,doll_2.177 b ,,portugal
6663,hanwha life insurance,"6,322",doll_1.977 b ,doll_2.172 b ,,south korea
6664,gubre fabrikalari t.a.s,"6,323",doll_1.983 b ,doll_2.086 b ,,turkey
6665,king yuan electronics,"6,324",doll_1.976 b ,doll_2.042 b ,,taiwan
6666,nagase & co,"6,325",doll_1.978 b ,doll_2.032 b ,,japan
6667,buckle,"6,326",doll_1.977 b ,doll_2.028 b ,,usa
6668,murray international trust,"6,327",doll_1.984 b ,doll_2.023 b ,,uk
6669,gray television,"6,328",doll_1.978 b ,doll_2.023 b ,hilton h. howell jr.,usa
6670,3i infotech,"6,329",doll_1.984 b ,doll_1.937 b ,,india
6671,derichebourg,"6,330",doll_1.979 b ,doll_1.849 b ,,france
6672,coface sa,"6,331",doll_1.983 b ,doll_1.834 b ,,france
6673,tunghsu optoelectronic technology,"6,332",doll_1.980 b ,doll_1.808 b ,,china
6674,china meheco group,"6,333",doll_1.976 b ,doll_1.800 b ,,china
6675,"jiangsu toland alloy co.,ltd","6,334",doll_1.978 b ,doll_1.755 b ,,china
6676,bank of n.t. butterfield & son,"6,335",doll_1.981 b ,doll_1.672 b ,,bermuda
6677,pt industri jamu dan farmasi sido muncul tbk,"6,336",doll_1.980 b ,doll_1.657 b ,,indonesia
6678,alior bank,"6,337",doll_1.983 b ,doll_1.513 b ,,poland
6679,talktalk telecom group,"6,338","6,338",doll_1.536 b ,,uk
6680,vardhman textiles,"6,338",doll_1.976 b ,doll_1.465 b ,,india
6681,luyang energy-saving materials,"6,339",doll_1.982 b ,doll_1.438 b ,,china
6682,centennial resource development,"6,340",doll_1.977 b ,doll_1.430 b ,,usa
6683,green cross corporation,"6,341",doll_1.966 b ,doll_3.764 b ,,south korea
6684,"clear secure, inc.","6,342",doll_1.972 b ,doll_3.507 b ,,usa
6685,kwg group holdings,"6,343",doll_1.966 b ,doll_3.372 b ,,china
6686,"alignment healthcare, inc.","6,344",doll_1.966 b ,doll_3.309 b ,,usa
6687,green dot corporation,"6,345",doll_1.970 b ,doll_2.855 b ,,usa
6688,midea real estate holding,"6,346",doll_1.969 b ,doll_2.503 b ,,china
6689,alfen,"6,347",doll_1.972 b ,doll_2.371 b ,,netherlands
6690,jupiter fund management,"6,348",doll_1.972 b ,doll_2.047 b ,,uk
6691,nuveen preferred securities income fund,"6,349",doll_1.974 b ,doll_2.038 b ,,usa
6692,hercules capital,"6,350",doll_1.974 b ,doll_1.958 b ,,usa
6693,usana health sciences,"6,351",doll_1.966 b ,doll_1.947 b ,,usa
6694,sigdo koppers,"6,352","6,352","6,352",,chile
6695,goldman sachs bdc,"6,352",doll_1.969 b ,doll_1.939 b ,,usa
6696,thinkon semiconductor jinzhou corp.,"6,353",doll_1.970 b ,doll_1.838 b ,,china
6697,zhejiang orient financial holdings group,"6,354",doll_1.965 b ,doll_1.825 b ,,china
6698,allied properties (h.k.),"6,354","6,354","6,354",,hong kong
6699,camtek,"6,355",doll_1.971 b ,doll_1.751 b ,,israel
6700,pt bank tabungan pensiunan nasional syariah tbk,"6,356",doll_1.973 b ,doll_1.547 b ,,indonesia
6701,beijing tianyishangjia new material,"6,357",doll_1.969 b ,doll_1.535 b ,,china
6702,impinj,"6,358",doll_1.969 b ,doll_1.416 b ,,usa
6703,zhejiang huatie emergency equipment science & technology,"6,359",doll_1.974 b ,doll_1.173 b ,,china
6704,fujian snowman,"6,360",doll_1.970 b ,doll_0.755 b ,,china
6705,codemasters group holdings,"6,361",doll_1.966 b ,"6,803",,uk
6706,"corsair gaming, inc.","6,362",doll_1.960 b ,doll_2.716 b ,,usa
6707,orient corporation,"6,363",doll_1.961 b ,doll_2.358 b ,,japan
6708,comforia residential,"6,364",doll_1.964 b ,doll_2.204 b ,,japan
6709,shanghai sinyang semiconductor materials,"6,365",doll_1.960 b ,doll_2.203 b ,,china
6710,china everbright,"6,366",doll_1.957 b ,doll_2.127 b ,,china
6711,hill & smith holdings,"6,367",doll_1.958 b ,doll_2.031 b ,,uk
6712,paragon banking group,"6,368",doll_1.960 b ,doll_1.978 b ,,uk
6713,"suzhou jinhong gas co., ltd.","6,369",doll_1.961 b ,doll_1.934 b ,,china
6714,henan yicheng new energy,"6,370",doll_1.955 b ,doll_1.926 b ,,china
6715,middlesex water company,"6,371",doll_1.963 b ,doll_1.914 b ,,usa
6716,monro,"6,372",doll_1.958 b ,doll_1.907 b ,,usa
6717,acadia realty trust,"6,373",doll_1.963 b ,doll_1.884 b ,,usa
6718,syncona limited,"6,374",doll_1.961 b ,doll_1.849 b ,,uk
6719,hana microelectronics public company,"6,375",doll_1.960 b ,doll_1.803 b ,,thailand
6720,tianjin port,"6,376",doll_1.964 b ,doll_1.741 b ,,china
6721,sparebank 1 ostlandet,"6,377",doll_1.959 b ,doll_1.646 b ,,norway
6722,polaris group,"6,378",doll_1.959 b ,doll_1.518 b ,,taiwan
6723,"cyxtera technologies, inc.","6,379",doll_1.955 b ,doll_1.471 b ,,usa
6724,ygsoft,"6,380",doll_1.955 b ,doll_1.369 b ,,china
6725,kingnet network,"6,381",doll_1.963 b ,doll_1.317 b ,,china
6726,shantou dongfeng printing,"6,382",doll_1.961 b ,doll_1.303 b ,,china
6727,pbf energy,"6,383",doll_1.960 b ,doll_1.251 b ,,usa
6728,kosmos energy,"6,384",doll_1.957 b ,doll_0.964 b ,,usa
6729,enghouse systems,"6,385",doll_1.946 b ,doll_2.676 b ,,canada
6730,plaza,"6,386",doll_1.948 b ,doll_2.491 b ,,chile
6731,hyundai rotem company,"6,387",doll_1.948 b ,doll_2.454 b ,,south korea
6732,xperi holding corporation,"6,388",doll_1.953 b ,doll_2.239 b ,,usa
6733,oxford instruments,"6,389",doll_1.950 b ,doll_2.069 b ,,uk
6734,banca popolare di sondrio s.c.p.a,"6,390",doll_1.946 b ,doll_2.021 b ,,italy
6735,holly energy partners,"6,391",doll_1.950 b ,doll_1.961 b ,,usa
6736,royce value trust,"6,392",doll_1.950 b ,doll_1.956 b ,,usa
6737,scandinavian tobacco group a/s,"6,393",doll_1.946 b ,doll_1.944 b ,,denmark
6738,bell food group ag,"6,394",doll_1.946 b ,doll_1.938 b ,,switzerland
6739,superior industries europe ag,"6,395",doll_1.953 b ,doll_1.912 b ,,germany
6740,baltic classifieds group plc,"6,395","6,395",,,uk
6741,santam ltd,"6,396",doll_1.945 b ,doll_1.907 b ,,south africa
6742,bajaj electricals,"6,397",doll_1.949 b ,doll_1.871 b ,,india
6743,jiangsu zijin rural commercial bank,"6,398",doll_1.945 b ,doll_1.807 b ,,china
6744,sydbank a/s,"6,399",doll_1.951 b ,doll_1.754 b ,,denmark
6745,business-intelligence of oriental nations corporation,"6,400",doll_1.952 b ,doll_1.697 b ,,china
6746,konfoong materials international,"6,401",doll_1.954 b ,doll_1.659 b ,,china
6747,triple flag precious metals corp.,"6,402",doll_1.948 b ,doll_1.635 b ,,canada
6748,shenzhen envicool technology,"6,403",doll_1.949 b ,doll_1.612 b ,,china
6749,aareal bank ag,"6,404",doll_1.947 b ,doll_1.592 b ,,germany
6750,sprott physical uranium trust fund,"6,405",doll_1.953 b ,doll_0.690 b ,,canada
6751,nafine chemical industry group,"6,406",doll_1.948 b ,doll_0.663 b ,,china
6752,boohoo group,"6,407",doll_1.942 b ,doll_4.972 b ,,uk
6753,linklogis,"6,408",doll_1.944 b ,doll_3.290 b ,,china
6754,john wood group,"6,409",doll_1.942 b ,doll_2.403 b ,,uk
6755,pinnacle investment management group,"6,410",doll_1.936 b ,doll_2.401 b ,,australia
6756,wuxi chipown micro-electronics limited,"6,411",doll_1.943 b ,doll_2.323 b ,,china
6757,ushio,"6,412",doll_1.937 b ,doll_2.211 b ,,japan
6758,nok corporation,"6,413",doll_1.942 b ,doll_2.158 b ,,japan
6759,equinox gold,"6,414",doll_1.938 b ,doll_2.155 b ,,canada
6760,csw industrials,"6,415",doll_1.936 b ,doll_2.089 b ,,usa
6761,digital garage,"6,416",doll_1.943 b ,doll_2.074 b ,,japan
6762,vitec software group ab (publ),"6,417",doll_1.936 b ,doll_2.006 b ,,sweden
6763,vodafone qatar,"6,418",doll_1.943 b ,doll_1.815 b ,,qatar
6764,houghton mifflin harcourt company,"6,419",doll_1.942 b ,doll_1.720 b ,,usa
6765,hope bancorp,"6,420",doll_1.938 b ,doll_1.695 b ,,usa
6766,nhk spring,"6,421",doll_1.938 b ,doll_1.645 b ,,japan
6767,marcus & millichap,"6,422",doll_1.936 b ,doll_1.548 b ,,usa
6768,beijing shouhang resources saving,"6,423",doll_1.937 b ,doll_0.944 b ,,china
6769,srf,"6,424",doll_1.930 b ,doll_8.005 b ,,india
6770,china national electric apparatus research institute,"6,425",doll_1.929 b ,doll_2.863 b ,,china
6771,hunan gold corporation,"6,426",doll_1.929 b ,doll_2.423 b ,,china
6772,great eagle holdings,"6,427",doll_1.931 b ,doll_2.328 b ,,hong kong
6773,hillman solutions corp.,"6,428",doll_1.930 b ,doll_2.303 b ,,usa
6774,china overseas grand oceans group,"6,429",doll_1.927 b ,doll_2.296 b ,,hong kong
6775,cementos argos s.a.,"6,430",doll_1.931 b ,doll_2.229 b ,,colombia
6776,labrador iron ore royalty corporation,"6,431",doll_1.931 b ,doll_2.226 b ,,canada
6777,ironwood pharmaceuticals,"6,432",doll_1.931 b ,doll_2.134 b ,,usa
6778,"custom truck one source, inc.","6,433",doll_1.934 b ,doll_2.116 b ,,usa
6779,suzhou slac precision equipment,"6,434",doll_1.925 b ,doll_2.110 b ,,china
6780,societe anonyme des bains de mer et du cercle des etrangers a monaco,"6,435",doll_1.933 b ,doll_2.106 b ,,monaco
6781,glenmark pharmaceuticals,"6,436",doll_1.933 b ,doll_2.103 b ,,india
6782,exide industries,"6,437",doll_1.933 b ,doll_2.022 b ,,india
6783,hefei jianghang aircraft equipment corporation ltd.,"6,438",doll_1.928 b ,doll_1.985 b ,,china
6784,hangzhou steam turbine,"6,439",doll_1.926 b ,doll_1.847 b ,,china
6785,equatorial para distribuidora de energia,"6,440",doll_1.932 b ,doll_1.837 b ,,brazil
6786,china logistics property holdings co. ltd,"6,441",doll_1.933 b ,doll_1.829 b ,,china
6787,"hirogin holdings, inc.","6,442",doll_1.928 b ,doll_1.802 b ,,japan
6788,beijing gehua catv network,"6,443",doll_1.934 b ,doll_1.770 b ,,china
6789,phenix optical company,"6,444",doll_1.925 b ,doll_0.588 b ,,china
6790,"globalstar, inc.","6,445",doll_1.919 b ,doll_3.568 b ,,usa
6791,tpg inc.,"6,445",,,,usa
6792,allogene therapeutics,"6,446",doll_1.918 b ,doll_3.391 b ,,usa
6793,voltalia sa,"6,447",doll_1.924 b ,doll_2.697 b ,,france
6794,technogym,"6,448",doll_1.919 b ,doll_2.406 b ,,italy
6795,draper esprit,"6,449",doll_1.919 b ,doll_2.314 b ,,uk
6796,cassava sciences,"6,450",doll_1.919 b ,doll_2.275 b ,,usa
6797,landis+gyr group ag,"6,451",doll_1.915 b ,doll_2.242 b ,,switzerland
6798,toda corporation,"6,452",doll_1.921 b ,doll_2.241 b ,,japan
6799,apollo commercial real estate finance,"6,453",doll_1.918 b ,doll_2.180 b ,,usa
6800,shanghai zijiang enterprise group,"6,454",doll_1.920 b ,doll_1.966 b ,,china
6801,bwp trust,"6,455",doll_1.918 b ,doll_1.925 b ,,australia
6802,austerlitz acquisition corp ii,"6,456",doll_1.922 b ,doll_1.908 b ,,usa
6803,green plains,"6,457",doll_1.923 b ,doll_1.883 b ,,usa
6804,shanghai jinqiao export processing zone development,"6,458",doll_1.920 b ,doll_1.794 b ,,china
6805,mcgrath rentcorp,"6,459",doll_1.920 b ,doll_1.692 b ,,usa
6806,hudbay minerals,"6,460",doll_1.917 b ,doll_1.595 b ,,canada
6807,israel canada (t.r) ltd,"6,461",doll_1.919 b ,doll_1.183 b ,,israel
6808,weatherford international plc,"6,462",doll_1.924 b ,doll_1.105 b ,,usa
6809,sembcorp marine ltd,"6,463",doll_1.922 b ,doll_0.781 b ,,singapore
6810,chemometec a/s,"6,464",doll_1.908 b ,doll_2.766 b ,,denmark
6811,"array technologies, inc.","6,465",doll_1.907 b ,doll_2.557 b ,,usa
6812,guizhou panjiang refined coal,"6,466",doll_1.914 b ,doll_2.376 b ,,china
6813,kusuri no aoki holdings,"6,467",doll_1.910 b ,doll_2.247 b ,,japan
6814,daiseki,"6,468",doll_1.913 b ,doll_2.134 b ,,japan
6815,ratch group public company,"6,469",doll_1.906 b ,doll_2.113 b ,,thailand
6816,micro focus international,"6,470",doll_1.905 b ,doll_2.064 b ,,uk
6817,jchx mining management,"6,471",doll_1.912 b ,doll_1.957 b ,,china
6818,yantai shuangta food,"6,472",doll_1.909 b ,doll_1.951 b ,,china
6819,patrick industries,"6,473",doll_1.914 b ,doll_1.932 b ,,usa
6820,embotelladora andina,"6,474",doll_1.905 b ,doll_1.858 b ,,chile
6821,dis-chem pharmacies,"6,475",doll_1.905 b ,doll_1.846 b ,,south africa
6822,infinera corporation,"6,476",doll_1.914 b ,doll_1.767 b ,,usa
6823,north huajin chemical industries,"6,477",doll_1.912 b ,doll_1.727 b ,,china
6824,matrix it,"6,478",doll_1.911 b ,doll_1.689 b ,,israel
6825,tech-bank food,"6,480",doll_1.911 b ,doll_1.545 b ,,china
6826,northern bitcoin ag,"6,481",doll_1.908 b ,doll_1.433 b ,,germany
6827,xinhuanet,"6,482",doll_1.913 b ,doll_1.431 b ,,china
6828,"medlive technology co., ltd.","6,483",doll_1.902 b ,doll_3.319 b ,,china
6829,8x8,"6,484",doll_1.899 b ,doll_2.706 b ,,usa
6830,nsfocus information technology,"6,485",doll_1.903 b ,doll_2.700 b ,,china
6831,bloomin' brands,"6,486",doll_1.899 b ,doll_2.390 b ,,usa
6832,celulosa argentina,"6,487",doll_1.896 b ,doll_2.382 b ,,argentina
