,Name,MasterCap,Country,Industry,Sector
671,NB Global Monthly Income Fund Ltd GBP,$281.1 M,United Kingdom,Asset Management,Financials
672,Keystone Law Group plc,$276.8 M,United Kingdom,Personal Services,Consumer Discretionary
673,Schroder Income Growth Fund plc,$276.8 M,United Kingdom,Asset Management,Financials
674,EKF Diagnostics Holdings plc,$275.4 M,United Kingdom,Diagnostics & Research,Healthcare
675,AFH Financial Group plc,"(March 13, 2021)",United Kingdom,Asset Management,Financials
676,Redx Pharma plc,$274.0 M,United Kingdom,Biotechnology,Healthcare
677,CC Japan Income & Growth Trust plc,$272.8 M,United Kingdom,Asset Management,Financials
678,Montanaro UK Smaller Companies Trust,$272.1 M,United Kingdom,Asset Management,Financials
679,Xaar plc,$271.7 M,United Kingdom,Electronic Components,Technology
680,Galliford Try Holdings plc,$267.5 M,United Kingdom,Engineering & Construction,Industrials
681,City Merchants High Yield Trust Limited,"(March 13, 2021)",United Kingdom,Asset Management,Financials
682,Severfield plc,$266.2 M,United Kingdom,Engineering & Construction,Industrials
683,JPMorgan Japan Small Cap Growth & Income plc,$265.8 M,United Kingdom,Asset Management,Financials
684,Hargreave Hale AIM VCT plc,$265.7 M,United Kingdom,Asset Management,Financials
685,Supreme Plc,$265.6 M,United Kingdom,Electrical Equipment & Parts,Industrials
686,JPMorgan Global Core Real Assets Limited,$265.1 M,United Kingdom,Asset Management,Financials
687,Norcros plc,$264.8 M,United Kingdom,Building Products & Equipment,Industrials
688,Independent Oil and Gas plc,$264.7 M,United Kingdom,Oil & Gas E&P,Energy
689,Ilika plc,$264.5 M,United Kingdom,Electrical Equipment & Parts,Industrials
690,Macfarlane Group plc,$263.9 M,United Kingdom,Packaging & Containers,Consumer Discretionary
691,M&C Saatchi plc,$262.6 M,United Kingdom,Advertising Agencies,Communication Services
692,Schroder UK Mid Cap,$261.1 M,United Kingdom,Asset Management,Financials
693,Animalcare Group plc,$260.5 M,United Kingdom,Medical Care Facilities,Healthcare
694,Andrews Sykes Group plc,$258.3 M,United Kingdom,Rental & Leasing Services,Industrials
695,Cohort plc,$257.4 M,United Kingdom,Aerospace & Defense,Industrials
696,The SimplyBiz Group plc,"(March 13, 2021)",United Kingdom,Consulting Services,Industrials
697,AEW UK REIT Ord,$253.7 M,United Kingdom,REITDiversified,Real Estate
698,Hargreaves Services plc,$253.1 M,United Kingdom,Integrated Freight & Logistics,Industrials
699,U and I Group plc,"(Dec. 1, 2021)",United Kingdom,Real EstateDiversified,Real Estate
700,Renalytix AI plc,$249.6 M,United Kingdom,Diagnostics & Research,Healthcare
701,Impellam Group plc,$248.4 M,United Kingdom,Staffing & Employment Services,Industrials
702,Hyve Group plc,$247.5 M,United Kingdom,Specialty Business Services,Industrials
703,Residential Secure Income plc,$247.5 M,United Kingdom,REITResidential,Real Estate
704,Manchester & London Investment Trust plc,$247.3 M,United Kingdom,Asset Management,Financials
705,Baillie Gifford China Growth Trust plc,$246.9 M,United Kingdom,Asset Management,Financials
706,Mulberry Group plc,$246.6 M,United Kingdom,Footwear & Accessories,Consumer Discretionary
707,WANdisco plc,$245.5 M,United Kingdom,SoftwareApplication,Technology
708,Medica Group plc,$245.5 M,United Kingdom,Medical Devices,Healthcare
709,The Pebble Group plc,$245.0 M,United Kingdom,Advertising Agencies,Communication Services
710,Tribal Group plc,$244.3 M,United Kingdom,SoftwareApplication,Technology
711,Water Intelligence plc,$244.2 M,United Kingdom,Specialty Business Services,Industrials
712,Strategic Equity Capital plc,$243.9 M,United Kingdom,Asset Management,Financials
713,Hurricane Energy plc,$243.8 M,United Kingdom,Oil & Gas E&P,Energy
714,Science Group plc,$243.4 M,United Kingdom,Consulting Services,Industrials
715,TPXimpact Holdings PLC,$240.2 M,United Kingdom,Information Technology Services,Technology
716,Agronomics Limited,$239.9 M,United Kingdom,Biotechnology,Healthcare
717,Amati AIM VCT plc,$238.2 M,United Kingdom,Asset Management,Financials
718,iomart Group plc,$238.0 M,United Kingdom,SoftwareInfrastructure,Technology
719,K3 Capital Group plc,$237.2 M,United Kingdom,Capital Markets,Financials
720,Avacta Group plc,$232.9 M,United Kingdom,Biotechnology,Healthcare
721,Quartix Holdings plc,$232.6 M,United Kingdom,Scientific & Technical Instruments,Technology
722,Curtis Banks Group plc,$231.8 M,United Kingdom,Asset Management,Financials
723,SDI Group plc,$230.6 M,United Kingdom,Scientific & Technical Instruments,Technology
724,Begbies Traynor Group plc,$230.4 M,United Kingdom,Specialty Business Services,Industrials
725,Aurora Investment Trust,$229.9 M,United Kingdom,Asset Management,Financials
726,Creo Medical Limited,$228.9 M,United Kingdom,Medical Devices,Healthcare
727,Aptitude Software Group plc,$228.8 M,United Kingdom,SoftwareApplication,Technology
728,Aberdeen Standard Equity Income Trust plc,$228.7 M,United Kingdom,Asset Management,Financials
729,Invesco Perpetual UK Smaller Companies Investment Trust plc,$228.4 M,United Kingdom,Asset Management,Financials
730,Twentyfour Select Monthly Income Fund Limited,$225.7 M,United Kingdom,Asset Management,Financials
731,Ten Entertainment Group plc,$225.2 M,United Kingdom,Leisure,Consumer Discretionary
732,Blackrock Latin American Investment Trust plc,$224.6 M,United Kingdom,Asset Management,Financials
733,Pantheon International plc,$224.5 M,United Kingdom,Asset Management,Financials
734,Ediston Property Investment Company plc,$223.1 M,United Kingdom,REITDiversified,Real Estate
735,Bioventix plc,$222.6 M,United Kingdom,Biotechnology,Healthcare
736,Jersey Electricity plc,"(March 13, 2021)",United Kingdom,UtilitiesRegulated Electric,Utilities
737,Time Out Group plc,$220.5 M,United Kingdom,Entertainment,Communication Services
738,James Fisher and Sons plc,$220.3 M,United Kingdom,Specialty Business Services,Industrials
739,Zoetic International plc,"(March 13, 2021)",United Kingdom,Drug ManufacturersSpecialty & Generic,Healthcare
740,Camellia plc,$217.4 M,United Kingdom,Farm Products,Consumer Staples
741,Blancco Technology Group plc,$217.4 M,United Kingdom,SoftwareInfrastructure,Technology
742,Instem plc,$216.7 M,United Kingdom,Health Information Services,Healthcare
743,Allergy Therapeutics plc,$216.3 M,United Kingdom,Drug ManufacturersSpecialty & Generic,Healthcare
744,Octopus AIM VCT PLC,$215.3 M,United Kingdom,Asset Management,Financials
745,Petropavlovsk plc,$212.6 M,United Kingdom,Gold,Basic Materials
746,Pensana plc,$212.0 M,United Kingdom,Other Industrial Metals & Mining,Basic Materials
747,First Trust Dynamic Europe Equity Income Fund,$211.0 M,United Kingdom,Asset Management,Financials
748,Invesco Income Growth Trust plc,"(March 13, 2021)",United Kingdom,Asset Management,Financials
749,BMO Managed Portfolio Trust plc,$210.7 M,United Kingdom,Asset Management,Financials
750,Anexo Group plc,$206.3 M,United Kingdom,Rental & Leasing Services,Industrials
751,Tristel plc,$206.2 M,United Kingdom,Medical Instruments & Supplies,Healthcare
752,Inspired Plc,$206.0 M,United Kingdom,Specialty Business Services,Industrials
753,Trifast plc,$205.2 M,United Kingdom,Tools & Accessories,Industrials
754,Card Factory plc,$204.6 M,United Kingdom,Specialty Retail,Consumer Discretionary
755,Churchill China plc,$203.8 M,United Kingdom,"Furnishings, Fixtures & Appliances",Consumer Discretionary
756,Jupiter US Smaller Companies plc,"(March 13, 2021)",United Kingdom,Asset Management,Financials
757,Arix Bioscience plc,$203.6 M,United Kingdom,Biotechnology,Healthcare
758,Zotefoams plc,$202.0 M,United Kingdom,Specialty Chemicals,Basic Materials
759,Metro Bank plc,$200.7 M,United Kingdom,Banks,Financials
760,Nucleus Financial Group plc,"(March 13, 2021)",United Kingdom,Asset Management,Financials
761,Fonix Mobile plc,$200.6 M,United Kingdom,Information Technology Services,Technology
762,Schroder European Real Estate Investment Trust plc,$200.5 M,United Kingdom,REITDiversified,Real Estate
763,AVI Japan Opportunity Trust plc,$199.7 M,United Kingdom,Asset Management,Financials
764,Springfield Properties plc,$199.7 M,United Kingdom,Residential Construction,Consumer Discretionary
765,Novacyt SA,$198.2 M,United Kingdom,Diagnostics & Research,Healthcare
766,Gabelli Value Plus+ Trust plc,"(March 13, 2021)",United Kingdom,Asset Management,Financials
767,Avingtrans plc,$196.9 M,United Kingdom,Specialty Industrial Machinery,Industrials
768,Sigma Capital Group plc,"(March 13, 2021)",United Kingdom,REITResidential,Real Estate
769,Middlefield Canadian Income PCC,$193.3 M,United Kingdom,Asset Management,Financials
770,Circassia Group plc,$192.8 M,United Kingdom,Biotechnology,Healthcare
771,Henderson Diversified Income Trust plc,$191.2 M,United Kingdom,Asset Management,Financials
772,Studio Retail Group plc,"(Jan. 1, 2022)",United Kingdom,Specialty Retail,Consumer Discretionary
773,Foxtons Group plc,$190.6 M,United Kingdom,Real Estate Services,Real Estate
774,BlackRock Energy and Resources Income Trust plc,$190.3 M,United Kingdom,Asset Management,Financials
775,Venator Materials PLC,$190.2 M,United Kingdom,Specialty Chemicals,Basic Materials
776,Mercia Asset Management plc,$189.1 M,United Kingdom,Asset Management,Financials
777,Chenavari Toro Income Fund Ltd,$188.2 M,United Kingdom,Asset Management,Financials
778,Keystone Positive Change Investment Trust plc,$188.1 M,United Kingdom,Asset Management,Financials
779,STV Group plc,$188.0 M,United Kingdom,Broadcasting,Communication Services
780,BlackRock North American Income Trust plc,"(March 13, 2021)",United Kingdom,Asset Management,Financials
781,ProVen VCT plc,"(Jan. 1, 2022)",United Kingdom,Asset Management,Financials
782,Arbuthnot Banking Group plc,$186.9 M,United Kingdom,Banks,Financials
783,M&G Credit Income Investment Trust plc,$186.8 M,United Kingdom,Asset Management,Financials
784,Franchise Brands plc,$186.5 M,United Kingdom,Specialty Business Services,Industrials
785,Bango plc,$186.4 M,United Kingdom,Information Technology Services,Technology
786,Equals Group plc,$183.2 M,United Kingdom,Credit Services,Financials
787,Duke Royalty Limited,$182.4 M,United Kingdom,Asset Management,Financials
788,Aberforth Split Level Income Trust plc,$182.1 M,United Kingdom,Asset Management,Financials
789,N Brown Group plc,$180.7 M,United Kingdom,Internet Retail,Consumer Discretionary
790,Carr's Group plc,$180.0 M,United Kingdom,Farm Products,Consumer Staples
791,Countrywide plc,"(March 13, 2021)",United Kingdom,Real Estate Services,Real Estate
792,Access Intelligence plc,$179.9 M,United Kingdom,SoftwareApplication,Technology
793,Caledonia Mining Corporation plc,$179.0 M,United Kingdom,Gold,Basic Materials
794,H&T Group plc,$176.4 M,United Kingdom,Credit Services,Financials
795,Knights Group Holdings plc,$174.6 M,United Kingdom,Specialty Business Services,Industrials
796,Mind Gym plc,$174.3 M,United Kingdom,Specialty Business Services,Industrials
797,Aquis Exchange plc,$173.9 M,United Kingdom,Financial Data & Stock Exchanges,Financials
798,TMT Investments plc,$170.9 M,United Kingdom,Asset Management,Financials
799,Superdry plc,$170.6 M,United Kingdom,Apparel Manufacturing,Consumer Discretionary
800,Castings plc,$169.0 M,United Kingdom,Specialty Industrial Machinery,Industrials
801,Calnex Solutions plc,$169.0 M,United Kingdom,Communication Equipment,Technology
802,Aberdeen Income Credit Strategies Fund,$168.3 M,United Kingdom,Asset Management,Financials
803,Sureserve Group plc,$167.4 M,United Kingdom,Engineering & Construction,Industrials
804,Record plc,$166.8 M,United Kingdom,Asset Management,Financials
805,Trident Royalties plc,$166.8 M,United Kingdom,Other Industrial Metals & Mining,Basic Materials
806,"Alterola Biotech, Inc.",$165.9 M,United Kingdom,Drug ManufacturersSpecialty & Generic,Healthcare
807,Anpario plc,$165.7 M,United Kingdom,Packaged Foods,Consumer Staples
808,Gresham Technologies plc,$165.4 M,United Kingdom,SoftwareApplication,Technology
809,Shepherd Neame Ltd,$164.3 M,United Kingdom,BeveragesBrewers,Consumer Staples
810,Chariot Ltd.,$163.9 M,United Kingdom,Oil & Gas E&P,Energy
811,The Character Group plc,$163.7 M,United Kingdom,Leisure,Consumer Discretionary
812,Wynnstay Group plc,$160.1 M,United Kingdom,Agricultural Inputs,Basic Materials
813,e-therapeutics plc,$160.0 M,United Kingdom,Biotechnology,Healthcare
814,Pharos Energy plc,$159.9 M,United Kingdom,Oil & Gas E&P,Energy
815,Amino Technologies plc,"(March 13, 2021)",United Kingdom,Communication Equipment,Technology
816,Epwin Group plc,$157.5 M,United Kingdom,Building Products & Equipment,Industrials
817,Palace Capital plc,$157.4 M,United Kingdom,Real Estate Services,Real Estate
818,RM plc,$156.6 M,United Kingdom,SoftwareApplication,Technology
819,Global Value Fund Limited,$155.0 M,United Kingdom,Asset Management,Financials
820,James Cropper plc,$154.7 M,United Kingdom,Paper & Paper Products,Basic Materials
821,Artemis Alpha Trust plc,$153.1 M,United Kingdom,Asset Management,Financials
822,Foresight Enterprise VCT Plc,$153.0 M,United Kingdom,Asset Management,Financials
823,Dialight plc,$152.0 M,United Kingdom,Electrical Equipment & Parts,Industrials
824,RBG Holdings plc,$150.1 M,United Kingdom,Specialty Business Services,Industrials
825,UP Global Sourcing Holdings plc,$148.5 M,United Kingdom,Specialty Retail,Consumer Discretionary
826,Advanced Oncotherapy plc,$147.5 M,United Kingdom,Medical Devices,Healthcare
827,Octopus AIM VCT 2 plc,$146.9 M,United Kingdom,Asset Management,Financials
828,Helios Underwriting plc,$146.8 M,United Kingdom,InsuranceProperty & Casualty,Financials
829,Aferian Plc,$146.8 M,United Kingdom,Broadcasting,Communication Services
830,Eagle Eye Solutions Group plc,$146.4 M,United Kingdom,SoftwareApplication,Technology
831,Phoenix Global Resources plc,$146.2 M,United Kingdom,Oil & Gas E&P,Energy
832,NWF Group plc,$146.1 M,United Kingdom,Oil & Gas Refining & Marketing,Energy
833,AssetCo plc,$145.9 M,United Kingdom,Security & Protection Services,Industrials
834,Vaccitech plc,$145.5 M,United Kingdom,Biotechnology,Healthcare
835,Edtechx Holdings Acquisition Corp,$145.0 M,United Kingdom,Shell Companies,Financials
836,Eckoh plc,$144.6 M,United Kingdom,Information Technology Services,Technology
837,B.P. Marsh & Partners plc,$144.3 M,United Kingdom,Asset Management,Financials
838,The Property Franchise Group plc,$144.0 M,United Kingdom,Real Estate Services,Real Estate
839,ECO Animal Health Group plc,$143.8 M,United Kingdom,Drug ManufacturersSpecialty & Generic,Healthcare
840,HSS Hire Group plc,$143.7 M,United Kingdom,Rental & Leasing Services,Industrials
841,PowerHouse Energy Group plc,$143.5 M,United Kingdom,UtilitiesRenewable,Utilities
842,Michelmersh Brick Holdings plc,$143.0 M,United Kingdom,Building Materials,Basic Materials
843,Sanderson Design Group plc,$142.4 M,United Kingdom,"Furnishings, Fixtures & Appliances",Consumer Discretionary
844,Arecor Therapeutics plc,$142.4 M,United Kingdom,Biotechnology,Healthcare
845,Amedeo Air Four Plus Ltd,$141.7 M,United Kingdom,Aerospace & Defense,Industrials
846,Costain Group plc,$141.2 M,United Kingdom,Engineering & Construction,Industrials
847,Esken Limited,$140.8 M,United Kingdom,Conglomerates,Industrials
848,ZOO Digital Group plc,$140.6 M,United Kingdom,SoftwareApplication,Technology
849,The Income & Growth VCT plc,$140.2 M,United Kingdom,Asset Management,Financials
850,Topps Tiles plc,$139.9 M,United Kingdom,Home Improvement Retail,Consumer Discretionary
851,Downing ONE VCT Plc,$139.8 M,United Kingdom,Asset Management,Financials
852,EP Global Opportunities Trust,$139.1 M,United Kingdom,Asset Management,Financials
853,Northern Venture Trust PLC,$138.9 M,United Kingdom,Asset Management,Financials
854,Kropz plc,$138.8 M,United Kingdom,Agricultural Inputs,Basic Materials
855,Surface Transforms plc,$137.7 M,United Kingdom,Auto Parts,Consumer Discretionary
856,Warrego Energy Limited,$137.6 M,United Kingdom,Oil & Gas E&P,Energy
857,Walker Greenbank PLC,$137.0 M,United Kingdom,"Furnishings, Fixtures & Appliances",Consumer Discretionary
858,Manolete Partners plc,$136.7 M,United Kingdom,Consulting Services,Industrials
859,Inland Homes plc,$136.4 M,United Kingdom,Real EstateDevelopment,Real Estate
860,Northern 3 VCT PLC,$135.9 M,United Kingdom,Asset Management,Financials
861,Shanta Gold Limited,$135.5 M,United Kingdom,Gold,Basic Materials
862,Mpac Group plc,$135.3 M,United Kingdom,Specialty Industrial Machinery,Industrials
863,D4t4 Solutions plc,$135.1 M,United Kingdom,SoftwareApplication,Technology
864,BMO UK High Income Trust Plc,$133.2 M,United Kingdom,Asset Management,Financials
865,Value and Indexed Property Income Trust plc,$132.1 M,United Kingdom,Asset Management,Financials
866,Solid State plc,$131.7 M,United Kingdom,Electronic Components,Technology
867,Personal Group Holdings plc,$131.5 M,United Kingdom,InsuranceProperty & Casualty,Financials
868,Northern 2 VCT PLC,$131.0 M,United Kingdom,Asset Management,Financials
869,Crystal Amber Fund Ld,$129.9 M,United Kingdom,Asset Management,Financials
870,Capital & Regional plc,$128.1 M,United Kingdom,REITRetail,Real Estate
871,Kitwave Group plc,$127.6 M,United Kingdom,Food Distribution,Consumer Staples
872,Staffline Group plc,$127.3 M,United Kingdom,Staffing & Employment Services,Industrials
873,Bluejay Mining plc,$126.5 M,United Kingdom,Other Industrial Metals & Mining,Basic Materials
874,PetroNor E&P Ltd,"(Jan. 1, 2022)",United Kingdom,Oil & Gas E&P,Energy
875,The Fulham Shore plc,$124.1 M,United Kingdom,Restaurants,Consumer Discretionary
876,Open Orphan plc,$123.9 M,United Kingdom,Biotechnology,Healthcare
877,Dianomi plc,$123.9 M,United Kingdom,Advertising Agencies,Communication Services
878,Albion Enterprise VCT Plc,$123.5 M,United Kingdom,Asset Management,Financials
879,New Star Investment Trust Plc,$123.4 M,United Kingdom,Asset Management,Financials
880,Logistics Development Group plc,"(Jan. 1, 2022)",United Kingdom,Integrated Freight & Logistics,Industrials
881,Quixant plc,$123.0 M,United Kingdom,Computer Hardware,Technology
882,Belvoir Group plc,$122.9 M,United Kingdom,Real Estate Services,Real Estate
883,Albion Development VCT PLC,$122.7 M,United Kingdom,Asset Management,Financials
884,Doric Nimrod Air Three Ltd,$121.8 M,United Kingdom,Rental & Leasing Services,Industrials
885,Achilles Therapeutics plc,$121.7 M,United Kingdom,Biotechnology,Healthcare
886,Nexus Infrastructure plc,$121.7 M,United Kingdom,Engineering & Construction,Industrials
887,Beeks Trading Corporation Ltd.,$121.1 M,United Kingdom,SoftwareInfrastructure,Technology
888,Celtic plc,$118.6 M,United Kingdom,Leisure,Consumer Discretionary
889,Schroder BSC Social Impact Trust PLC,$118.5 M,United Kingdom,Asset Management,Financials
890,Warpaint London plc,$118.5 M,United Kingdom,Household & Personal Products,Consumer Staples
891,JPMorgan European Investment Trust plc,$118.3 M,United Kingdom,Asset Management,Financials
892,Dewhurst plc,$117.5 M,United Kingdom,Electrical Equipment & Parts,Industrials
893,The City Pub Group plc,$117.5 M,United Kingdom,Restaurants,Consumer Discretionary
894,Oncimmune Holdings plc,$116.8 M,United Kingdom,Biotechnology,Healthcare
895,The Conygar Investment Company plc,$115.8 M,United Kingdom,Real EstateDiversified,Real Estate
896,Flowtech Fluidpower plc,$114.3 M,United Kingdom,Industrial Distribution,Industrials
897,Triple Point Energy Efficiency Infrastructure Company plc,$114.2 M,United Kingdom,Asset Management,Financials
898,Trans-Siberian Gold plc,"(March 13, 2021)",United Kingdom,Gold,Basic Materials
899,Ferro-Alloy Resources Limited,$113.5 M,United Kingdom,Other Industrial Metals & Mining,Basic Materials
900,AfriTin Mining Limited,$113.5 M,United Kingdom,Other Industrial Metals & Mining,Basic Materials
901,Geiger Counter Ltd,$113.4 M,United Kingdom,Asset Management,Financials
902,Diaceutics plc,$113.0 M,United Kingdom,Biotechnology,Healthcare
903,Aberdeen Asia-Pacific Income Investment Company Limited,$112.6 M,United Kingdom,Asset Management,Financials
904,Finsbury Food Group plc,$112.3 M,United Kingdom,Packaged Foods,Consumer Staples
905,Mereo BioPharma Group plc,$112.1 M,United Kingdom,Biotechnology,Healthcare
906,Sourcebio International plc,$112.0 M,United Kingdom,Medical Care Facilities,Healthcare
907,KR1 Plc,$111.6 M,United Kingdom,Asset Management,Financials
908,Scancell Holdings plc,$110.9 M,United Kingdom,Biotechnology,Healthcare
909,Smiths News plc,$110.7 M,United Kingdom,Publishing,Communication Services
910,Gear4music (Holdings) plc,$109.9 M,United Kingdom,Internet Retail,Consumer Discretionary
911,ICG-Longbow Senior Secured UK Property Debt Investments,$109.6 M,United Kingdom,Asset Management,Financials
912,Gaming Realms plc,$109.3 M,United Kingdom,Gambling,Consumer Discretionary
913,Netcall plc,$108.7 M,United Kingdom,SoftwareApplication,Technology
914,Invinity Energy Systems plc,$108.5 M,United Kingdom,UtilitiesDiversified,Utilities
915,Portmeirion Group plc,$108.2 M,United Kingdom,"Furnishings, Fixtures & Appliances",Consumer Discretionary
916,Distribution Finance Capital Holdings plc,$108.2 M,United Kingdom,Credit Services,Financials
917,Velocys plc,$107.6 M,United Kingdom,Oil & Gas Equipment & Services,Energy
918,4D pharma plc,$107.0 M,United Kingdom,Biotechnology,Healthcare
919,Kooth plc,$106.4 M,United Kingdom,Internet Content & Information,Communication Services
920,British Smaller Companies VCT 2 plc,$106.3 M,United Kingdom,Asset Management,Financials
921,Frenkel Topping Group plc,$105.7 M,United Kingdom,Asset Management,Financials
922,Argentex Group plc,$105.7 M,United Kingdom,Capital Markets,Financials
923,Town Centre Securities plc,$105.2 M,United Kingdom,REITDiversified,Real Estate
924,KKV Secured Loan Fund Limited,"(Jan. 1, 2022)",United Kingdom,Asset Management,Financials
925,Cake Box Holdings plc,$104.9 M,United Kingdom,Grocery Stores,Consumer Staples
926,Meridian Mining S.E.,$104.4 M,United Kingdom,Other Industrial Metals & Mining,Basic Materials
927,Air Partner plc,$104.2 M,United Kingdom,Airports & Air Services,Industrials
928,Eleco plc,$104.2 M,United Kingdom,SoftwareApplication,Technology
929,Maven Income and Growth VCT 4 PLC,$103.8 M,United Kingdom,Asset Management,Financials
930,EPE Special Opportunities Limited,$103.7 M,United Kingdom,Asset Management,Financials
931,Rainbow Rare Earths Limited,$102.0 M,United Kingdom,Other Industrial Metals & Mining,Basic Materials
932,Gem Diamonds Limited,$101.8 M,United Kingdom,Other Precious Metals & Mining,Basic Materials
933,IQGeo Group plc,$101.4 M,United Kingdom,SoftwareApplication,Technology
934,Zephyr Energy plc,$101.3 M,United Kingdom,Oil & Gas E&P,Energy
935,ScS Group plc,$101.3 M,United Kingdom,Specialty Retail,Consumer Discretionary
936,Caspian Sunrise plc,$101.0 M,United Kingdom,Oil & Gas E&P,Energy
937,Science in Sport plc,$100.8 M,United Kingdom,Packaged Foods,Consumer Staples
938,Enwell Energy plc,$99.8 M,United Kingdom,Oil & Gas E&P,Energy
939,Accrol Group Holdings plc,$98.6 M,United Kingdom,Household & Personal Products,Consumer Staples
940,CEIBA Investments Ltd,$98.5 M,United Kingdom,Asset Management,Financials
941,The Alumasc Group plc,$98.3 M,United Kingdom,Building Products & Equipment,Industrials
942,Woodbois Limited,$98.2 M,United Kingdom,Lumber & Wood Production,Basic Materials
943,Savannah Resources plc,$97.4 M,United Kingdom,Other Industrial Metals & Mining,Basic Materials
944,Virgin Wines UK PLC,$97.4 M,United Kingdom,BeveragesWineries & Distilleries,Consumer Staples
945,Xpediator plc,$95.7 M,United Kingdom,Integrated Freight & Logistics,Industrials
946,Inspiration Healthcare Group plc,$95.4 M,United Kingdom,Medical Devices,Healthcare
947,Aquila Energy Efficiency Trust Plc,$95.3 M,United Kingdom,Asset Management,Financials
948,Purplebricks Group plc,$95.2 M,United Kingdom,Real Estate Services,Real Estate
949,McBride plc,$94.8 M,United Kingdom,Household & Personal Products,Consumer Staples
950,Trinity Exploration & Production plc,$93.2 M,United Kingdom,Oil & Gas E&P,Energy
951,Braemar Shipping Services plc,$93.2 M,United Kingdom,Marine Shipping,Industrials
952,Arena Events Group plc,"(Jan. 1, 2022)",United Kingdom,Advertising Agencies,Communication Services
953,Geodrill Limited,$92.3 M,United Kingdom,Other Industrial Metals & Mining,Basic Materials
954,OnTheMarket plc,$91.8 M,United Kingdom,Internet Content & Information,Communication Services
955,Shoe Zone plc,$91.6 M,United Kingdom,Footwear & Accessories,Consumer Discretionary
956,Real Estate Investors plc,$91.5 M,United Kingdom,REITDiversified,Real Estate
957,Futura Medical plc,$91.5 M,United Kingdom,Biotechnology,Healthcare
958,Bespoke Capital Acquisition Corp.,"(April 5, 2021)",United Kingdom,Shell Companies,Financials
959,IG Design Group plc,$90.6 M,United Kingdom,Specialty Retail,Consumer Discretionary
