,INDEX,URL,Name,Trade Name,Address Name,Postalcode,City,State,Country,Location type
1765,1766,https://www.info-clipper.com/en/company/united-kingdom/the-swatch-group-limited.gbd3h5qrc.html,THE SWATCH GROUP (UK) LIMITED,,Newham Dockside 1000 Dockside Road,              E16 2QU,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1766,1767,https://www.info-clipper.com/en/company/italy/lenovo-italy-srl.itd8zx2th.html,LENOVO ITALY SRL,,VIA SAN BOVIO 3,20054,"SEGRATE (SAN FELICE, ED.E C/O SEGREEN BUSINESS PARK )",ITALY,ITALY,Headquarter
1767,1768,https://www.info-clipper.com/en/company/united-states/stark-aerospace-inc.usd22vpl.html,STARK AEROSPACE INC.,,319 CHARLEIGH D FORD JR DR,397019064,COLUMBUS,Mississippi(MS),UNITED STATES,Headquarter
1768,1769,https://www.info-clipper.com/en/company/united-kingdom/cove-communities-venture-2-argyle-opco-limited.gbdcptuh7.html,COVE COMMUNITIES VENTURE 2 ARGYLE OPCO LIMITED,,Lochgoilhead,              PA24 8AD,CAIRNDOW,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1769,1770,https://www.info-clipper.com/en/company/italy/oscartielle-spa.itd730xnu.html,OSCARTIELLE SPA,,VIA BOFFALORA ANG. VIA GARIBALDI,24048,TREVIOLO,ITALY,ITALY,Headquarter
1770,1771,https://www.info-clipper.com/en/company/united-states/vertex-aerospace-llc.usd1ifwe9.html,VERTEX AEROSPACE LLC,,555 INDUSTRIAL DR S,391109072,MADISON,Mississippi(MS),UNITED STATES,Headquarter
1771,1772,https://www.info-clipper.com/en/company/united-kingdom/dtp-hospitality-uk-limited.gbd4wf5y5.html,DTP HOSPITALITY UK LIMITED,,ONE PICCADILLY PLACE 1 AUBURN ST,              M1 3DG,MANCHESTER,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1772,1773,https://www.info-clipper.com/en/company/italy/comune-di-volla.itd69fa4r.html,COMUNE DI VOLLA,,VIA ALDO MORO 1,80040,VOLLA,ITALY,ITALY,Single address
1773,1774,https://www.info-clipper.com/en/company/united-states/northern-illinois-gas-company.usd44hio.html,NORTHERN ILLINOIS GAS COMPANY,NICOR GAS COMPANY,1844 FERRY RD,605639600,NAPERVILLE,Illinois(IL),UNITED STATES,Headquarter
1774,1775,https://www.info-clipper.com/en/company/united-kingdom/dtp-hospitality-ltd.gbd3nusro.html,DTP HOSPITALITY LTD.,,C/O VALOR HOSPITALITY EUROPE LIMITED QUEENS COURT 9-17 EASTERN ROAD,              RM1 3NG,ROMFORD,UNITED KINGDOM,UNITED KINGDOM,Single address
1775,1776,https://www.info-clipper.com/en/company/italy/drillmec-spa.itd7lg3md.html,DRILLMEC SPA,,VIA I MAGGIO 12,29027,PODENZANO (GARIGA ),ITALY,ITALY,Headquarter
1776,1777,https://www.info-clipper.com/en/company/united-states/ghirardelli-chocolate-co.usda2hkzi.html,GHIRARDELLI CHOCOLATE CO,GHIRARDELLI,1111 139TH AVE,945782616,SAN LEANDRO,California(CA),UNITED STATES,Headquarter
1777,1778,https://www.info-clipper.com/en/company/united-kingdom/us-bank-global-corporate-trust-limited.gbd5qp5ng.html,U.S. BANK GLOBAL CORPORATE TRUST LIMITED,,125 OLD BROAD STREET FIFTH FLOOR,              EC2N 1AR,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
1778,1779,https://www.info-clipper.com/en/company/italy/eurofins-chemical-control-srl.itd5lkziy.html,EUROFINS CHEMICAL CONTROL SRL,,VIA CELDIT 2,12100,CUNEO (MADONNA DELL\'OLMO ),ITALY,ITALY,Single address
1779,1780,https://www.info-clipper.com/en/company/united-states/mylan-inc.usdzayql.html,MYLAN INC.,VIATRIS,1000 MYLAN BLVD,153175853,CANONSBURG,Pennsylvania(PA),UNITED STATES,Headquarter
1780,1781,https://www.info-clipper.com/en/company/united-kingdom/wework-international-limited.gbd3n8ylk.html,WEWORK INTERNATIONAL LIMITED,WEWORK,3rd Floor 207 Regent Street,              W1B 3HH,LONDON,UNITED KINGDOM,UNITED KINGDOM,
1781,1782,https://www.info-clipper.com/en/company/italy/renovo-bioeconomy-spa.itd7534ca.html,RENOVO BIOECONOMY SPA,,VIA PIETRO VERRI 1,46100,MANTOVA,ITALY,ITALY,Headquarter
1782,1783,https://www.info-clipper.com/en/company/united-states/viatris-inc.usd1xzcda.html,VIATRIS INC.,,1000 MYLAN BLVD,153175853,CANONSBURG,Pennsylvania(PA),UNITED STATES,Headquarter
1783,1784,https://www.info-clipper.com/en/company/united-kingdom/babcock-marine-training-limited.gbd847mgu.html,BABCOCK MARINE TRAINING LIMITED,,Newgate Lane,              PO14 1AS,FAREHAM,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1784,1785,https://www.info-clipper.com/en/company/italy/farmacia-loreto-gallo-srl.itd79wjuw.html,FARMACIA LORETO GALLO SRL,,VIA MICHELANGELO SCHIPA 25,80122,NAPOLI,ITALY,ITALY,Headquarter
1785,1786,https://www.info-clipper.com/en/company/united-states/apg-asset-management-us-inc.usd8228l.html,APG ASSET MANAGEMENT US INC.,,666 3RD AVE,100174011,NEW YORK,New York(NY),UNITED STATES,Headquarter
1786,1787,https://www.info-clipper.com/en/company/united-kingdom/futura-foods-uk-limited.gbd5rmjuc.html,FUTURA FOODS UK LIMITED,,THE PRIORY LONG STREET,              GL11 4HR,DURSLEY,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1787,1788,https://www.info-clipper.com/en/company/italy/abilio-spa.itd7bcebz.html,ABILIO SPA,,VIA GALILEO GALILEI 6,48018,FAENZA,ITALY,ITALY,Headquarter
1788,1789,https://www.info-clipper.com/en/company/united-states/abm-industry-groups-llc.usd1bzcd5.html,"ABM INDUSTRY GROUPS, LLC",,14141 SOUTHWEST FWY STE 477,774784630,SUGAR LAND,Texas(TX),UNITED STATES,Headquarter
1789,1790,https://www.info-clipper.com/en/company/united-kingdom/edrington-uk-distribution-limited.gbd3ygvnl.html,EDRINGTON UK DISTRIBUTION LIMITED,,191 West George Street,              G2 2LD,GLASGOW,UNITED KINGDOM,UNITED KINGDOM,Single address
1790,1791,https://www.info-clipper.com/en/company/italy/naos-italia-srl.itd7472tw.html,NAOS ITALIA SRL,,PIAZZA DELLA REPUBBLICA 32,20124,MILANO,ITALY,ITALY,Headquarter
1791,1792,https://www.info-clipper.com/en/company/united-states/marlin-business-services-corp.usd2ae5h5.html,MARLIN BUSINESS SERVICES CORP.,,300 FELLOWSHIP RD,80541201,MOUNT LAUREL,New Jersey(NJ),UNITED STATES,Headquarter
1792,1793,https://www.info-clipper.com/en/company/united-kingdom/the-1887-company-limited.gbd3xwsgm.html,THE 1887 COMPANY LIMITED,Edrington,Royal Exchange House 100 Queen Street,              G1 3DN,GLASGOW,UNITED KINGDOM,UNITED KINGDOM,
1793,1794,https://www.info-clipper.com/en/company/italy/biocure-srl.itd796bzp.html,BIOCURE SRL,,VIA DURAZZO 5,20134,MILANO,ITALY,ITALY,Headquarter
1794,1795,https://www.info-clipper.com/en/company/united-states/greenbrier-companies-inc-the.usdevxge.html,"GREENBRIER COMPANIES, INC., THE",,1 CENTERPOINTE DR STE 200,970358612,LAKE OSWEGO,Oregon(OR),UNITED STATES,Headquarter
1795,1796,https://www.info-clipper.com/en/company/united-kingdom/the-edrington-group-limited.gbd3khggu.html,THE EDRINGTON GROUP LIMITED,EDRINGTON,Royal Exchange House 100 Queen Street,              G1 3DN,GLASGOW,UNITED KINGDOM,UNITED KINGDOM,
1796,1797,https://www.info-clipper.com/en/company/italy/mps-capital-services-banca-per-le-imprese-spa.itd7516ex.html,MPS CAPITAL SERVICES BANCA PER LE IMPRESE SPA,,VIA LEONE PANCALDO 4,50127,FIRENZE,ITALY,ITALY,Headquarter
1797,1798,https://www.info-clipper.com/en/company/united-states/payoneer-inc.usdd8bxt0.html,PAYONEER INC.,,150 W 30TH ST STE 500,100014118,NEW YORK,New York(NY),UNITED STATES,Headquarter
1798,1799,https://www.info-clipper.com/en/company/united-kingdom/edrington-brands-limited.gbd3hmu5j.html,EDRINGTON BRANDS LIMITED,,100 Queen Street,              G1 3DN,GLASGOW,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1799,1800,https://www.info-clipper.com/en/company/italy/segmueller-vertriebs-srl.itd7asrgf.html,SEGMUELLER VERTRIEBS SRL,,CORSO DELLA LIBERTA' 119,39100,BOLZANO,ITALY,ITALY,Single address
1800,1801,https://www.info-clipper.com/en/company/united-states/azuga-inc.usdlqb1j.html,"AZUGA, INC.",,42840 CHRISTY ST STE 205,945383154,FREMONT,California(CA),UNITED STATES,Headquarter
1801,1802,https://www.info-clipper.com/en/company/united-kingdom/highland-distillers-group-limited.gbd3jnjb4.html,HIGHLAND DISTILLERS GROUP LIMITED,The Edrington Group,West Kinfauns Kinfauns,              PH2 7XZ,PERTH,UNITED KINGDOM,UNITED KINGDOM,
1802,1803,https://www.info-clipper.com/en/company/italy/centro-recuperi-e-servizi-srl.itd754dut.html,CENTRO RECUPERI E SERVIZI SRL,,VIA CAVALIER VIRGILIO TEDESCHI 17,10036,SETTIMO TORINESE,ITALY,ITALY,Headquarter
1803,1804,https://www.info-clipper.com/en/company/united-states/1-800-flowerscom-inc.usdddnn4j.html,"1-800-FLOWERS.COM, INC.",1-800-FLOWERS.COM,2 JERICHO PLZ STE 200,117531681,JERICHO,New York(NY),UNITED STATES,Headquarter
1804,1805,https://www.info-clipper.com/en/company/united-kingdom/edrington-distillers-limited.gbd3jnuzf.html,EDRINGTON DISTILLERS LIMITED,Edrington,100 Queen Street,              G1 3DN,GLASGOW,UNITED KINGDOM,UNITED KINGDOM,
1805,1806,https://www.info-clipper.com/en/company/italy/ds-smith-packaging-italia-spa.itd73k162.html,DS SMITH PACKAGING ITALIA SPA,,VIA TORRI BIANCHE 24,20871,VIMERCATE (EDIFICIO PLATANO ),ITALY,ITALY,Headquarter
1806,1807,https://www.info-clipper.com/en/company/united-states/kinetik-holdings-inc.usd1bz7t0.html,KINETIK HOLDINGS INC.,,2700 POST OAK BLVD STE 300,770565748,HOUSTON,Texas(TX),UNITED STATES,Headquarter
1807,1808,https://www.info-clipper.com/en/company/united-kingdom/thomas-lowndes-co-limited.gbd4rnvag.html,THOMAS LOWNDES & CO. LIMITED,BEAM SUNTORY,2 Longwalk Road Road,              UB11 1BA,UXBRIDGE,UNITED KINGDOM,UNITED KINGDOM,
1808,1809,https://www.info-clipper.com/en/company/italy/mondi-italia-srl.itd75xvcp.html,MONDI ITALIA SRL,,VIA BALILLA 32,24058,ROMANO DI LOMBARDIA,ITALY,ITALY,Headquarter
1809,1810,https://www.info-clipper.com/en/company/united-states/federated-investment-management-company.usddng08p.html,FEDERATED INVESTMENT MANAGEMENT COMPANY,,1001 LIBERTY AVE,152223714,PITTSBURGH,Pennsylvania(PA),UNITED STATES,Headquarter
1810,1811,https://www.info-clipper.com/en/company/united-kingdom/beam-suntory-uk-limited.gbd5r50ye.html,BEAM SUNTORY UK LIMITED,,2 Longwalk Road Road,              UB11 1BA,UXBRIDGE,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1811,1812,https://www.info-clipper.com/en/company/italy/barrywehmiller-packaging-systems-italia-srl-in-sigla-bw-packaging-systems-italia-srl.itd5lobr5.html,BARRYWEHMILLER PACKAGING SYSTEMS ITALIA SRL IN SIGLA BW PACKAGING SYSTEMS ITALIA SRL,,VIA TRIESTE 53,35035,MESTRINO,ITALY,ITALY,Headquarter
1812,1813,https://www.info-clipper.com/en/company/united-states/federated-hermes-inc.usdsp1yk.html,"FEDERATED HERMES, INC.",,1001 LIBERTY AVE,152223714,PITTSBURGH,Pennsylvania(PA),UNITED STATES,Headquarter
1813,1814,https://www.info-clipper.com/en/company/united-kingdom/beam-global-international-limited.gbd3oll7u.html,BEAM GLOBAL INTERNATIONAL LIMITED,BEAM SUNTORY,Springburn Bond Carlisle Street,              G21 1EQ,GLASGOW,UNITED KINGDOM,UNITED KINGDOM,
1814,1815,https://www.info-clipper.com/en/company/italy/ball-beverage-packaging-italia-srl.itd73ma7t.html,BALL BEVERAGE PACKAGING ITALIA SRL,,VIA MOLINO DI SOPRA 64,37054,NOGARA,ITALY,ITALY,Single address
1815,1816,https://www.info-clipper.com/en/company/united-states/federated-investment-counseling.usdd36szm.html,FEDERATED INVESTMENT COUNSELING,,FEDERATED INVESTORS TOWER,15222,PITTSBURGH,Pennsylvania(PA),UNITED STATES,Single address
1816,1817,https://www.info-clipper.com/en/company/united-kingdom/kingfisher-international-holdings-limited.gbdcmy9xq.html,KINGFISHER INTERNATIONAL HOLDINGS LIMITED,Screw Fix,Prospect Drive Britannia Enterprise Park,              WS14 9UX,LICHFIELD,UNITED KINGDOM,UNITED KINGDOM,
1817,1818,https://www.info-clipper.com/en/company/italy/sisecam-flat-glass-south-italy-srl.itd79e7fg.html,SISECAM FLAT GLASS SOUTH ITALY SRL,,STRADA STATALE 89 0SNC,71030,MONTE SANT'ANGELO (MACCHIA ),ITALY,ITALY,Single address
1818,1819,https://www.info-clipper.com/en/company/united-states/stein-roe-investment-counsel-inc.usd4s4lq.html,"STEIN ROE INVESTMENT COUNSEL, INC.",,181 W MADISON ST STE 3600,606024641,CHICAGO,Illinois(IL),UNITED STATES,Headquarter
1819,1820,https://www.info-clipper.com/en/company/united-kingdom/screwfix-direct-limited.gbdcul41i.html,SCREWFIX DIRECT LIMITED,SCREWFIX,TRADE HOUSE MEAD AVENUE,              BA22 8RT,YEOVIL,UNITED KINGDOM,UNITED KINGDOM,
1820,1821,https://www.info-clipper.com/en/company/italy/bonatti-spa.itd73kl4j.html,BONATTI SPA,,VIA ALFRED BERNHARD NOBEL 2/A,43122,PARMA,ITALY,ITALY,Headquarter
1821,1822,https://www.info-clipper.com/en/company/united-states/block-inc.usdfxqp5y.html,"BLOCK, INC.",,1455 MARKET ST STE 600,941031332,SAN FRANCISCO,California(CA),UNITED STATES,Headquarter
1822,1823,https://www.info-clipper.com/en/company/united-kingdom/federal-mogul-coventry-limited.gbd3lulj0.html,FEDERAL-MOGUL COVENTRY LIMITED,,"Suite 11a Manchester International Office Centre, Styal Road",              M22 5TN,MANCHESTER,UNITED KINGDOM,UNITED KINGDOM,Single address
1823,1824,https://www.info-clipper.com/en/company/italy/celeritas-insurance-brokers-srl.itd5lk1m5.html,CELERITAS INSURANCE BROKERS SRL,,PIAZZA DELLE MUSE 7,197,ROMA,ITALY,ITALY,Headquarter
1824,1825,https://www.info-clipper.com/en/company/united-states/netcracker-technology-corporation.usde1ij59.html,NETCRACKER TECHNOLOGY CORPORATION,,95 SAWYER RD UNIVERSITY OFFICE PARK III,24533464,WALTHAM,Massachusetts(MA),UNITED STATES,Headquarter
1825,1826,https://www.info-clipper.com/en/company/united-kingdom/sir-joseph-isherwood-limited.gbd5r7w0s.html,SIR JOSEPH ISHERWOOD LIMITED,,Centre For Advanced Industry Coble Dene,              NE29 6DE,NORTH SHIELDS,UNITED KINGDOM,UNITED KINGDOM,Single address
1826,1827,https://www.info-clipper.com/en/company/italy/aon-spa-insurance-reinsurance-brokers.itd7e2inc.html,AON SPA INSURANCE & REINSURANCE BROKERS,,VIA ERNESTO CALINDRI 6,20143,MILANO,ITALY,ITALY,Headquarter
1827,1828,https://www.info-clipper.com/en/company/united-states/ck-franchising-inc.usd1z1j1k.html,"CK FRANCHISING, INC.",,1 PARK PLZ STE 300,926142510,IRVINE,California(CA),UNITED STATES,Headquarter
1828,1829,https://www.info-clipper.com/en/company/united-kingdom/softbank-group-capital-limited.gbd3nhktw.html,SOFTBANK GROUP CAPITAL LIMITED,,69 Grosvenor Street,              W1K 3JP,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1829,1830,https://www.info-clipper.com/en/company/italy/bridge-insurance-broker-srl.itd5mc3z9.html,BRIDGE INSURANCE BROKER SRL,,VIA DEL BRENNERO 358,55100,LUCCA,ITALY,ITALY,Headquarter
1830,1831,https://www.info-clipper.com/en/company/united-states/ps-holdco-llc.usd1cfxm8.html,"PS HOLDCO, LLC",,1810 AVE C,352181552,BIRMINGHAM,Alabama(AL),UNITED STATES,Headquarter
1831,1832,https://www.info-clipper.com/en/company/united-kingdom/sb-investment-advisers-limited.gbd3ob7q9.html,SB INVESTMENT ADVISERS (UK) LIMITED,,69 Grosvenor Street,              W1K 3JP,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1832,1833,https://www.info-clipper.com/en/company/italy/merkurwin-srl.itd74n2vd.html,MERKURWIN SRL,,VIALE BRIANZA 20,20092,CINISELLO BALSAMO,ITALY,ITALY,Single address
1833,1834,https://www.info-clipper.com/en/company/united-states/block-usa.usdej27w4.html,BLOCK USA,,715 TWITCHELL RD,363032847,DOTHAN,Alabama(AL),UNITED STATES,Headquarter
1834,1835,https://www.info-clipper.com/en/company/united-kingdom/softbank-robotics-uk-ltd.gbd3q6l57.html,SOFTBANK ROBOTICS UK LTD,,30 Old Bailey,              EC4M 7AU,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1835,1836,https://www.info-clipper.com/en/company/italy/finnat-fiduciaria-spa.itd79lwvx.html,FINNAT FIDUCIARIA SPA,,PIAZZA DEL GESU' 49,186,ROMA,ITALY,ITALY,Headquarter
1836,1837,https://www.info-clipper.com/en/company/united-states/aurora-capital-partners-lp.usd97770r.html,"AURORA CAPITAL PARTNERS, L.P.",,11611 SAN VICENTE BLVD STE 800,900496508,LOS ANGELES,California(CA),UNITED STATES,Headquarter
1837,1838,https://www.info-clipper.com/en/company/united-kingdom/midasplayercom-ltd.gbdc469n2.html,MIDASPLAYER.COM LTD.,KING,Ampersand Building 178 Wardour Street,              W1F 8FY,LONDON,UNITED KINGDOM,UNITED KINGDOM,
1838,1839,https://www.info-clipper.com/en/company/italy/gruppo-lactalis-italia-srl.itd698tph.html,GRUPPO LACTALIS ITALIA SRL,,VIA FLAVIO GIOIA 8,20149,MILANO,ITALY,ITALY,Headquarter
1839,1840,https://www.info-clipper.com/en/company/united-states/kallidus-inc.usd2ym4q4.html,"KALLIDUS, INC.",,"555 MISSION ST., SUITE 1950",941050924,SAN FRANCISCO,California(CA),UNITED STATES,Single address
1840,1841,https://www.info-clipper.com/en/company/united-kingdom/john-kking-sons-limited.gbd3knnbb.html,JOHN K.KING & SONS LIMITED,Kings,PO BOX 250,              PE2 9QF,PETERBOROUGH,UNITED KINGDOM,UNITED KINGDOM,
1841,1842,https://www.info-clipper.com/en/company/italy/lactalis-ingredients-italia-srl.itd785qgw.html,LACTALIS INGREDIENTS ITALIA SRL,,VIA S. QUASIMODO 9,43030,TORRILE (SAN POLO ),ITALY,ITALY,Single address
1842,1843,https://www.info-clipper.com/en/company/united-states/william-morris-endeavor-entertainment-llc.usd17ms5f.html,"WILLIAM MORRIS ENDEAVOR ENTERTAINMENT, LLC",WME,9601 WILSHIRE BLVD,902105213,BEVERLY HILLS,California(CA),UNITED STATES,Headquarter
1843,1844,https://www.info-clipper.com/en/company/united-kingdom/bio-rad-services-uk-limited.gbd3o6uu8.html,BIO-RAD SERVICES UK LIMITED,,3rd Floor Station Road the Junction,              WD17 1ET,WATFORD,UNITED KINGDOM,UNITED KINGDOM,Single address
1844,1845,https://www.info-clipper.com/en/company/italy/lactalis-italia-spa.itd7377hp.html,LACTALIS ITALIA SPA,,VIA FLAVIO GIOIA 8,20149,MILANO,ITALY,ITALY,Headquarter
1845,1846,https://www.info-clipper.com/en/company/united-states/wme-img-llc.usddqs0xz.html,"WME IMG, LLC",,9601 WILSHIRE BLVD,902105213,BEVERLY HILLS,California(CA),UNITED STATES,Headquarter
1846,1847,https://www.info-clipper.com/en/company/united-kingdom/state-street-hcl-holdings-limited.gbd3lvjj9.html,STATE STREET HCL HOLDINGS (UK) LIMITED,,6th Floor 70 Gracechurch Street,              EC3V 0XL,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1847,1848,https://www.info-clipper.com/en/company/italy/ermenegildo-zegna-nv.itd73temm.html,ERMENEGILDO ZEGNA N.V.,,VIA ROMA 99/100,13835,VALDILANA ((EX TRIVERO) ),ITALY,ITALY,Headquarter
1848,1849,https://www.info-clipper.com/en/company/united-states/duvaltex-inc.usdngdh.html,"DUVALTEX (US), INC.",,9 OAK ST,44436367,GUILFORD,Maine(ME),UNITED STATES,Headquarter
1849,1850,https://www.info-clipper.com/en/company/united-kingdom/aj-bell-media-limited.gbd3xc80n.html,AJ BELL MEDIA LIMITED,,49-51 Southwark Bridge Road,              SE1 9HH,LONDON,UNITED KINGDOM,UNITED KINGDOM,Single address
1850,1851,https://www.info-clipper.com/en/company/italy/alfa-parf-group-spa.itde6cpdr.html,ALFA PARF GROUP SPA,,VIA CISERANO SNC,24046,OSIO SOTTO,ITALY,ITALY,Headquarter
1851,1852,https://www.info-clipper.com/en/company/united-states/sony-corporation-of-america.usd9yhx3e.html,SONY CORPORATION OF AMERICA,SONY MUSIC ENTERTAINMENT,25 MADISON AVE FL 27,100108601,NEW YORK,New York(NY),UNITED STATES,Headquarter
1852,1853,https://www.info-clipper.com/en/company/united-kingdom/subsea-7-engineering-limited.gbd5sbbw3.html,SUBSEA 7 ENGINEERING LIMITED,SUBSEA 7,40 Brighton Road,              SM2 5AS,SUTTON,UNITED KINGDOM,UNITED KINGDOM,
1853,1854,https://www.info-clipper.com/en/company/italy/gsi-lucchini-spa.itdaf1yjt.html,GSI LUCCHINI SPA,,LARGO CADUTI SUL LAVORO 21,57025,PIOMBINO,ITALY,ITALY,Single address
1854,1855,https://www.info-clipper.com/en/company/united-states/dynegy-north-america-inc.usdwezp8.html,"DYNEGY NORTH AMERICA, INC.",,1990 POST OAK BLVD STE 1900,770563831,HOUSTON,Texas(TX),UNITED STATES,Single address
1855,1856,https://www.info-clipper.com/en/company/united-kingdom/gho-capital-partners-llp.gbd3mucz7.html,GHO CAPITAL PARTNERS LLP,,21 St. James's Square,              SW1Y 4JZ,LONDON,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1856,1857,https://www.info-clipper.com/en/company/italy/shopify-commerce-italy-srl.itd7b3njq.html,SHOPIFY COMMERCE ITALY SRL,,PIAZZA SAN BABILA 1,20122,MILANO,ITALY,ITALY,Single address
1857,1858,https://www.info-clipper.com/en/company/united-states/engie-resources-llc.usd1nc8ks.html,ENGIE RESOURCES LLC,,1360 POST OAK BLVD STE 400,770563030,HOUSTON,Texas(TX),UNITED STATES,Headquarter
1858,1859,https://www.info-clipper.com/en/company/united-kingdom/alun-griffiths-limited.gbd3rgbyh.html,ALUN GRIFFITHS (CONTRACTORS) LIMITED,,"Waterways House Merthyr Road, Llanfoist",              NP7 9PE,ABERGAVENNY,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1859,1860,https://www.info-clipper.com/en/company/italy/yoox-net-a-porter-group-spa.itdau9ufh.html,YOOX NET-A-PORTER GROUP SPA,,VIA NERIO NANNETTI 1,40069,ZOLA PREDOSA,ITALY,ITALY,Headquarter
1860,1861,https://www.info-clipper.com/en/company/united-states/airbus-helicopters-inc.usd27vj6x.html,"AIRBUS HELICOPTERS, INC.",,2701 N FORUM DR,750528927,GRAND PRAIRIE,Texas(TX),UNITED STATES,Headquarter
1861,1862,https://www.info-clipper.com/en/company/united-kingdom/john-menzies-limited.gbd3jg0qv.html,JOHN MENZIES LIMITED,,2 Lochside Avenue,              EH12 9DJ,EDINBURGH,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1862,1863,https://www.info-clipper.com/en/company/italy/across-fiduciaria-srl.itd7kyxzu.html,ACROSS FIDUCIARIA SRL,,VIA PIETRO PALEOCAPA 4,20121,MILANO,ITALY,ITALY,Headquarter
1863,1864,https://www.info-clipper.com/en/company/united-states/cynosure-llc.usdcwkx8s.html,"CYNOSURE, LLC",SMARTLIPO,5 CARLISLE RD,18863601,WESTFORD,Massachusetts(MA),UNITED STATES,Headquarter
1864,1865,https://www.info-clipper.com/en/company/united-kingdom/unipart-group-limited.gbd3quzbs.html,UNIPART GROUP LIMITED,Unipart,"3rd Floor Unipart House, Garsington Road, Cowley",              OX4 2PG,OXFORD,UNITED KINGDOM,UNITED KINGDOM,
1865,1866,https://www.info-clipper.com/en/company/italy/flower-pharm-srl.itd79zzmg.html,FLOWER PHARM SRL,,VIA SPEZIA 20,20142,MILANO,ITALY,ITALY,Headquarter
1866,1867,https://www.info-clipper.com/en/company/united-states/interpublic-group-of-companies-inc-the.usd45q9q.html,"INTERPUBLIC GROUP OF COMPANIES, INC., THE",,909 3RD AVE,100224731,NEW YORK,New York(NY),UNITED STATES,Headquarter
1867,1868,https://www.info-clipper.com/en/company/united-kingdom/unipart-rail-limited.gbdcvq3nj.html,UNIPART RAIL LIMITED,,"Jupiter Firstpoint, Balby Carr Bank",              DN4 5JQ,DONCASTER,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1868,1869,https://www.info-clipper.com/en/company/italy/flower-farm-food-srl.itd7baciy.html,FLOWER FARM FOOD SRL,,VIA SPEZIA 20,20142,MILANO,ITALY,ITALY,Single address
1869,1870,https://www.info-clipper.com/en/company/united-states/rga-media-group-inc.usd1dgc0g.html,"R/GA MEDIA GROUP, INC.",INTERPUBLIC GROUP OF COMPANIES,450 W 33RD ST 12TH FL,100012610,NEW YORK,New York(NY),UNITED STATES,Headquarter
1870,1871,https://www.info-clipper.com/en/company/united-kingdom/f5-networks-limited.gbd3xtv1k.html,F5 NETWORKS LIMITED,,43-47 London Street Chertsey Gate,              KT16 8AP,CHERTSEY,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1871,1872,https://www.info-clipper.com/en/company/italy/kairos-partners-sgr-spa.itd72zmpw.html,KAIROS PARTNERS SGR SPA,,VIA SAN PROSPERO 2,20121,MILANO,ITALY,ITALY,Headquarter
1872,1873,https://www.info-clipper.com/en/company/united-states/deutsch-inc.usd18sv5q.html,DEUTSCH INC.,INTERPUBLIC GROUP OF COMPANIES,387 PARK AVE S FL 10,100168810,NEW YORK,New York(NY),UNITED STATES,Headquarter
1873,1874,https://www.info-clipper.com/en/company/united-kingdom/tyco-building-services-products-limited.gbdcmybwh.html,TYCO BUILDING SERVICES PRODUCTS (UK) LIMITED,,Tyco Park Grimshaw Lane,              M40 2WL,MANCHESTER,UNITED KINGDOM,UNITED KINGDOM,Headquarter
1874,1875,https://www.info-clipper.com/en/company/italy/sagitta-societa-di-gestione-del-risparmio-spa.itd7a8vih.html,SAGITTA SOCIETA' DI GESTIONE DEL RISPARMIO SPA,SAGITTA SGR SPA,VIA LANZONE 31,20123,MILANO,ITALY,ITALY,
1875,1876,https://www.info-clipper.com/en/company/united-states/nevada-power-company.usd45erv.html,NEVADA POWER COMPANY,,6226 W SAHARA AVE,891463060,LAS VEGAS,Nevada(NV),UNITED STATES,Headquarter
1876,1877,https://www.info-clipper.com/en/company/united-kingdom/roper-industries-limited.gbd8d0hju.html,ROPER INDUSTRIES LIMITED,AMOT,Elton Works Western Way Bury Street,              IP33 3SZ,BURY ST. EDMUNDS,UNITED KINGDOM,UNITED KINGDOM,
1877,1878,https://www.info-clipper.com/en/company/italy/rubicon-bidco-spa.itd7aqugz.html,RUBICON BIDCO SPA,,VIA ALESSANDRO MANZONI 38,20121,MILANO,ITALY,ITALY,Headquarter
1878,1879,https://www.info-clipper.com/en/company/united-states/factset-research-systems-inc.usd34ysr2.html,FACTSET RESEARCH SYSTEMS INC.,,45 GLOVER AVE,68501238,NORWALK,Connecticut(CT),UNITED STATES,Headquarter
