10-DeBiGa-company_number,09-wissel-company_id
10292213,
12773903,
14081956,
12465752,
07725570,
03235166,
12604600,
12298432,
11107577,
11481662,
12324292,
sc537905,
12978094,
01064338,
sc465341,
13828860,
08306484,
04451406,
06210677,
sc625497,
06511062,
08054823,
01703869,
07822169,
09378599,
11483355,
11766578,
11259046,
10947168,
11851132,
sc555458,
06275489,
01267116,
11735136,
12093802,
09500558,
04910692,
13429168,
13617694,
12477050,
02238214,
08480417,
11557798,
01068297,
07045647,
10317308,
12128783,
sc550362,
10967777,
02350009,
09977632,
01980868,
02349635,
02350194,
02147807,
11097533,
03589058,
10697661,
14465572,
14035412,
13458386,
10387742,
09858942,
06055648,
03282420,
12428232,
11168190,
00827724,
12211785,
sc682346,
02463768,
13794163,
10289656,
13381173,
10935843,
11029787,
12769956,
09875029,
11150209,
04707736,
11449594,
12325803,
07960773,
sc677760,
13899473,
12510235,
10753270,
13549448,
13578522,
14440343,
13126225,
sc508987,
11179880,
14581230,
12576622,
07210788,
08182795,
10704826,
08046993,
11726405,
sc378505,
14202552,
sc516333,
11303247,
08394316,
11615378,
14279001,
09722698,
03633557,
09424985,
10584650,
12611883,
11143031,
14397831,
14574465,
13895204,
14211797,
14396718,
02850465,
08604883,
13482269,
sc282205,
10167296,
12790498,
14396827,
01528784,
12231605,
06116309,
06325803,
12791105,
12214178,
07054242,
14571070,
12636153,
12790552,
12798332,
12795817,
12795312,
13212515,
09907089,
05057021,
12791201,
06464634,
11822935,
10037512,
09844716,
14172714,
12088466,
12795620,
08822950,
04378676,
13653545,
14017107,
12394081,
07494050,
08527514,
04730685,
13049783,
12279930,
07634087,
12833297,
14479406,
13908348,
13781346,
08140756,
08255220,
14327196,
13517391,
14477523,
12411706,
03642111,
05101570,
14203468,
04264394,
12891078,
13782375,
01334115,
13266205,
14293342,
09155938,
09908350,
12117985,
11092302,
10938777,
13158556,
11157112,
12316934,
13858376,
09459655,
09535210,
sc713595,
07976231,
05744637,
sc422455,
sc482136,
14201732,
sc563576,
12004138,
sc656428,
12569345,
12868817,
04952759,
03746845,
14236897,
10137944,
04941592,
09558001,
13384456,
08568558,
13751106,
13249550,
13016277,
09896518,
09861919,
08472057,
14030868,
14553809,
10450598,
06254297,
04916498,
10298602,
08382028,
04386997,
12144495,
13785945,
09893370,
10960627,
07170039,
11664267,
09045689,
11163822,
10090388,
14486040,
09779256,
10813933,
11798625,
14003719,
sc696205,
03654487,
13646536,
07106842,
13079726,
sc720316,
05950418,
14355074,
13739136,
12728693,
06194960,
14578886,
10689610,
13202812,
14263818,
12456071,
07278104,
11993096,
01202816,
12393007,
08914406,
12552493,
09081485,
08241405,
01063539,
11161668,
06600220,
11795430,
13078831,
12415815,
sc606960,
13292683,
11216859,
12652314,
10431849,
08771989,
14254303,
04754385,
09744134,
10300357,
08547618,
13678896,
13492773,
13082561,
03780239,
10822894,
12551658,
07019592,
05224345,
14156242,
08446992,
08785254,
11035855,
13976519,
07978482,
11327719,
06795858,
12612203,
05068938,
05511144,
11651863,
09782622,
12215943,
11383214,
09054857,
sc410932,
09935837,
08399986,
10949372,
14361097,
13264305,
12723020,
10905439,
04739315,
12562570,
13632111,
12865451,
03923576,
13796877,
sc367351,
sc232014,
06819124,
11897143,
13461380,
04331588,
08673216,
11019534,
12189612,
12944865,
07350581,
10223816,
11454632,
12520138,
04085479,
13254324,
09671267,
11562363,
14299461,
13446882,
12308202,
13722381,
13303569,
07592090,
09714809,
07548644,
13676476,
10721057,
12455563,
13086120,
08216652,
sc408068,
03377314,
12354115,
08447956,
10711436,
12306097,
10674606,
11391071,
13523645,
10381453,
10256885,
14298747,
sc608767,
10322080,
11903123,
13417362,
10399575,
10934640,
10855231,
05219502,
10351783,
10756648,
13381237,
10462679,
07132930,
11579252,
12273841,
11044604,
10149193,
09604142,
04323452,
12874565,
08973293,
06519972,
11889460,
07211158,
12064106,
11675836,
14290194,
13932539,
13718780,
12352064,
09100687,
10968514,
14044778,
04938095,
14566883,
11494666,
06476202,
13257073,
12428937,
11459725,
10184066,
11735835,
10010370,
07113515,
14299359,
07199083,
08392962,
06510091,
11898861,
ni628992,
09404890,
13127824,
sc657889,
04315805,
12748310,
08388905,
08565319,
12365146,
12457497,
12738460,
10660298,
11722171,
04142061,
14246407,
14094203,
06203646,
11055860,
10573466,
sc531073,
02759941,
12935175,
08587712,
13681417,
14260233,
08234651,
13786578,
07867301,
09910400,
11936661,
11741878,
13057278,
11819474,
12413841,
10943784,
12993376,
03798466,
14100497,
10367028,
13401669,
13962240,
12327468,
09867283,
01240560,
05189721,
12776132,
sc202640,
02966713,
13478884,
08246268,
13064486,
05965639,
04292973,
14294296,
13222888,
06868625,
sc746873,
06601683,
09761322,
03325927,
12855191,
10411553,
10414197,
11506288,
11702290,
13422991,
11640740,
09580652,
12643741,
12665084,
12829476,
11599881,
04422354,
03278246,
14426167,
13233005,
12385061,
12942975,
12373030,
06237019,
12772225,
10782432,
05268870,
11531983,
ni685430,
12318779,
13763640,
06041675,
07966802,
10688339,
12482057,
03550153,
07447916,
09222116,
04180454,
07113155,
08428744,
08428113,
11856042,
11936895,
08025101,
10797105,
12440630,
sc401529,
14055668,
12172141,
04927536,
11292492,
11424867,
sc615874,
10482757,
11589151,
09544276,
14304373,
11737912,
13615662,
11882243,
08619030,
08403190,
sc562843,
12148468,
00988322,
10272097,
13566537,
13752337,
04549093,
10322856,
08787680,
02887612,
04373365,
08966753,
08793069,
14032234,
05829318,
sc246865,
01436611,
12601620,
04430617,
11336517,
13314919,
08270634,
13736322,
09723843,
10231094,
12928818,
ni045191,
ni020878,
10404429,
06444154,
ni046379,
11110680,
09890289,
14520703,
10031919,
14530969,
14447904,
05893487,
02582252,
06011936,
13161152,
11462160,
12398650,
14321350,
09796894,
00765796,
03927283,
08399446,
07928733,
sc715946,
02901548,
04231075,
04873117,
sc698858,
04960184,
14183305,
01000705,
08123633,
13364767,
13338164,
04279870,
06173623,
10331817,
09248328,
00798638,
12851569,
09961069,
sc593532,
12483305,
08319935,
13337187,
08148399,
14248512,
14231736,
14270320,
07175159,
13629774,
12645082,
04682878,
09544468,
09370027,
07985434,
08811760,
08557141,
07629399,
10949383,
sc442126,
10152930,
12678029,
sc215088,
13410894,
13955142,
11039556,
12415725,
11508125,
07238880,
12783317,
05708069,
13184738,
05695000,
10206962,
03809060,
02366877,
05810574,
sc737544,
07416625,
13422649,
ni007615,
09777505,
13597891,
07416627,
14220290,
13402022,
07686948,
08883523,
09154565,
13174935,
13526075,
03053166,
12397712,
11030460,
06314521,
10186944,
06531101,
01196085,
05474317,
13247158,
10785826,
02877984,
13294102,
07158426,
12473035,
04925741,
13866936,
14138514,
12950207,
12481985,
ni046774,
12210981,
06969099,
sc300742,
13800384,
09613109,
13603692,
02876838,
08346437,
10665417,
12752153,
13978389,
14114985,
13477996,
ni072800,
05027399,
11804176,
05637175,
13605499,
02937412,
04934937,
11820924,
11197112,
08885279,
09259852,
13223050,
09721611,
04187425,
10856818,
06769315,
12330781,
11683273,
04752498,
11688521,
04739937,
02608782,
14375117,
11575206,
sc538115,
08953343,
09816338,
ni631646,
08631144,
06061982,
13222468,
10315128,
11912189,
04887707,
11732211,
13250209,
10517617,
12292329,
ni603110,
03555679,
01367417,
12446233,
13121252,
09879067,
01972122,
sc031700,
12815472,
14588907,
05073490,
09315693,
12942516,
14173945,
09975095,
14277188,
09959524,
09482598,
14475463,
13373123,
06566364,
10842485,
08437860,
07026205,
ni012993,
12888559,
10331293,
ni063712,
sc021442,
08779464,
13678303,
sc509982,
05429930,
10622551,
sc698355,
12788584,
04218643,
07983471,
13042395,
sc357211,
10963663,
04050768,
09397621,
01918382,
11744919,
04422146,
14262645,
04686184,
10972614,
12138216,
11272629,
11227667,
14173929,
10645660,
13432748,
07648075,
05035950,
13341374,
12673107,
05074801,
14608783,
sc209321,
13251353,
sc229884,
08240650,
04602120,
sc221255,
08137798,
12142307,
ni047044,
10413172,
04902501,
04675537,
06029410,
11090732,
11239944,
07650795,
10721059,
10116707,
12518033,
13166258,
10944331,
13616500,
10152787,
05090055,
13303615,
06912265,
11190024,
13974022,
12449905,
13625195,
05667926,
07856269,
08799004,
10189986,
01667869,
10613086,
01327043,
08987032,
14603873,
05139824,
14572605,
09287106,
13830790,
09557607,
14339083,
01892122,
13388220,
10063628,
12254028,
07766711,
14512982,
13176359,
10800134,
ni644095,
13725957,
08173480,
07496955,
04910341,
11881247,
07016600,
08301493,
08275840,
13088324,
sc621418,
13927328,
12871113,
09154356,
09305025,
11863664,
14549148,
09693668,
12635518,
13598674,
05324643,
12302295,
sc735243,
10888749,
13457897,
07978227,
12357687,
04964455,
14539970,
12869295,
sc324913,
13494137,
sc616242,
10550527,
11931586,
12288811,
12756989,
12517551,
10651954,
13688135,
09289112,
10336543,
12955133,
12915159,
11803158,
14153822,
13159670,
13841017,
12434013,
14054766,
12143372,
04387019,
14113925,
12896271,
12181237,
08325549,
08186487,
13724875,
13718920,
14206268,
11058810,
08321817,
12291378,
14147842,
08478596,
11367464,
13143387,
12990109,
07621244,
10417596,
03615728,
12119357,
09877862,
13380936,
12367405,
10542922,
14204769,
11968045,
03725630,
13567439,
12859205,
13440601,
sc635567,
12065836,
09527453,
13837426,
06715689,
04701848,
09913591,
sc681365,
04635476,
12290275,
06978258,
12183188,
14502943,
sc574172,
10635848,
sc267087,
sc364170,
09817601,
09448044,
12839988,
05220276,
13562564,
11524307,
14529947,
02974666,
06861662,
06772298,
05010524,
04084483,
sc499665,
13741055,
08435970,
12257209,
14148590,
13175228,
05230760,
04669985,
07902800,
08478196,
08875849,
05289405,
12641690,
06424527,
10345636,
06500617,
11066230,
09760760,
11571483,
14019718,
08847254,
04674140,
14235725,
07656539,
sc644348,
09416075,
09802151,
09110374,
10581965,
07862994,
11970716,
11432508,
08405399,
04761094,
13520207,
11108028,
09546205,
10160583,
04641058,
08789079,
11509516,
13535957,
07801123,
14174989,
08841847,
06483129,
13300901,
sc668142,
08017913,
08374377,
02452151,
11806236,
13640229,
12730883,
04380328,
04547619,
14282864,
09325309,
01310150,
sc717412,
04566719,
14283530,
14555366,
10893636,
09792749,
14225430,
12491422,
05649313,
06529134,
11694889,
08565351,
04262567,
09021789,
08357115,
sc703968,
13514234,
13720736,
14150454,
10864605,
05350777,
11309951,
07935818,
13448467,
06728654,
12339880,
09328962,
11849987,
12917226,
14333254,
10952577,
sc528834,
13040514,
10600219,
04198899,
11597683,
13059246,
13498789,
11290453,
02894570,
09336599,
sc689960,
sc588814,
11726153,
12476486,
06845197,
07992130,
13319276,
06630650,
08420681,
10219182,
08008495,
13383758,
05386723,
14568410,
11006574,
11603107,
12393528,
04000123,
10300637,
14305388,
sc281643,
05652086,
10960707,
12944549,
14039217,
09299463,
07391309,
08088530,
11745616,
08952902,
sc354517,
07397591,
06345253,
13880796,
10255045,
11098783,
14396697,
04197318,
02916866,
06856831,
13462635,
12857291,
12129200,
08090742,
13367801,
sc580367,
12931125,
04652652,
09545461,
10711010,
03541266,
08878741,
13040925,
sc720007,
08716213,
06160819,
14189753,
13987591,
13642027,
12400447,
13613411,
07870706,
07763966,
09231493,
04691887,
11467311,
10868940,
08694938,
12983510,
sc563023,
06180952,
14537883,
10639333,
11558201,
10477339,
07928424,
04361143,
11371013,
13998705,
10691578,
11425321,
13659205,
10949611,
10350995,
12388038,
10078897,
08614128,
13822962,
sc755631,
09051175,
06095568,
08223526,
08871918,
13178840,
14384104,
13134438,
14557637,
13864436,
12991823,
10845863,
ni044171,
sc732636,
12990517,
14371749,
11962685,
04994708,
11373934,
12379445,
09697068,
10532859,
13393818,
05757412,
12303705,
08646045,
14126905,
13674112,
sc547225,
07647960,
10004951,
sc668133,
10862260,
07078537,
09877554,
11248523,
13977872,
06089811,
sc509053,
09806960,
14056612,
08604587,
06408552,
05303573,
04858391,
10198245,
06305320,
08841135,
08247459,
13382414,
07269840,
sc499244,
02946208,
14026091,
14298480,
13494321,
13676283,
13991535,
13774388,
12708957,
07360772,
13676260,
09062064,
13853945,
08560523,
14367422,
12947788,
06382672,
12181084,
08149045,
09825685,
05116446,
14394309,
14102496,
12167289,
sc706710,
sc678118,
12358571,
12794891,
11843303,
11247287,
09207519,
14045532,
13911072,
13204384,
12261932,
12541310,
10661339,
10494638,
14154430,
14325755,
11992302,
07948593,
12194174,
06287191,
sc609264,
08691190,
11054156,
14300966,
04673261,
08659927,
12474041,
14595737,
03764273,
13909922,
14317281,
12552948,
07232361,
09602969,
11581457,
04481823,
11481781,
04773177,
11472863,
06539097,
sc636238,
12877589,
01277218,
sc636371,
07075980,
05807812,
02601769,
04679444,
07549034,
04449970,
03230069,
09611513,
12181961,
12414342,
08475294,
04797526,
14204179,
04943227,
11541293,
14325668,
14244933,
sc236199,
13761722,
ni647437,
12820388,
12402101,
12388233,
06288197,
12440618,
00993422,
11701178,
13605422,
12965711,
12657957,
08995892,
05642238,
13227242,
09588914,
04648287,
08435306,
sc519798,
06694708,
02529416,
07261447,
12663974,
09249006,
11721819,
10842773,
12555281,
11738885,
13610316,
11910583,
06380333,
14434955,
13212574,
07989528,
10692611,
11794713,
11731868,
10399844,
12140894,
07126446,
06744111,
09382559,
13633269,
09827055,
12155878,
04267853,
04618403,
04741152,
11409953,
12396354,
04709841,
09781343,
12984127,
sc449222,
14235715,
12122333,
11463059,
10701905,
09093457,
11179945,
sc693553,
08568854,
04645642,
11233742,
05940077,
09536304,
13475257,
04245993,
13486187,
09881812,
10525508,
05349320,
06301762,
12741727,
14153291,
11662219,
sc744474,
04668430,
12763404,
03004841,
08978469,
09341328,
12031657,
09448313,
13802176,
04803326,
08324277,
09065937,
07038191,
03428716,
14385675,
12016793,
13735081,
11828431,
14295621,
12398187,
03634905,
12994488,
04950181,
07779902,
12167905,
10274371,
01982901,
03492561,
12881979,
12666413,
05362894,
08470897,
13722901,
05412782,
02676753,
10026252,
13585807,
05007510,
05722809,
13759831,
05374863,
sc614753,
07270866,
03764271,
10874805,
09522398,
09034783,
12681270,
09213722,
08980550,
14405937,
12380228,
06473489,
08012959,
08747937,
08075774,
03721131,
05406718,
14566486,
11269364,
04829701,
12065861,
10939061,
14558404,
12107288,
12348646,
sc699076,
06477053,
11518788,
10268703,
ni627307,
ni626722,
14486830,
ni627308,
12208214,
09689839,
14397827,
05026470,
08141660,
03493497,
07041405,
09051007,
04505895,
10089654,
12397316,
sc681982,
06157091,
13325387,
10437053,
03762005,
sc753269,
08831381,
09746764,
sc690673,
10483380,
13998684,
13328568,
12741304,
12714256,
12261858,
09227745,
08773505,
sc105630,
04710043,
04370570,
sc362698,
09753372,
01273295,
11710728,
02330443,
09719492,
13560966,
10192939,
07305263,
06444888,
04760223,
07786965,
05329442,
03248029,
11767828,
07478899,
07995045,
06752223,
10233112,
12032175,
04135575,
12692299,
08494931,
06188313,
ni649656,
12668171,
06775394,
13806116,
10249080,
09955565,
11160459,
14567884,
04198756,
09029012,
11743011,
13496727,
12817841,
13466310,
09294441,
06614886,
13045437,
12440355,
12961968,
08865236,
13132979,
13698295,
11357720,
05006336,
12876767,
sc245057,
09628537,
05339322,
12401637,
11133584,
07368842,
10662454,
12416660,
07844925,
06917246,
10524102,
14127625,
10366227,
05289858,
10433372,
ni066799,
09061393,
08370555,
06537336,
06764869,
05163812,
12820371,
11251064,
07034705,
14265200,
12872018,
sc604655,
09681867,
12272001,
07833218,
08044865,
07053495,
11007082,
13894787,
14494560,
05060640,
12816840,
12816020,
12047483,
14479007,
sc619703,
11951843,
08992911,
03446703,
09058269,
13557471,
09744355,
02921121,
06777782,
12367734,
02255565,
12210758,
03194591,
04651068,
10919575,
09104337,
07882559,
09336871,
11428145,
14123563,
12348572,
08885779,
12504828,
12870558,
05986489,
07098827,
08571105,
12691201,
07647053,
sc722345,
06069981,
ni673811,
07127432,
13272491,
07398350,
11956850,
04487891,
03040054,
07766119,
07233555,
11111192,
12817368,
12966022,
07071037,
05766446,
11781318,
13691655,
04992613,
09103600,
10779895,
09400698,
14581499,
10285192,
14179163,
11290955,
08227775,
09202770,
13134197,
13003703,
06542196,
11248371,
07430072,
13932239,
13737055,
08259580,
07758204,
13820479,
sc753956,
13897218,
12392201,
06828394,
03369903,
11102183,
01438919,
10674330,
12756006,
09845964,
12202954,
09356797,
13457861,
09258099,
13351900,
sc679158,
13886120,
13904523,
07387509,
08167437,
11236861,
10031020,
sc679155,
11784206,
08070049,
13059262,
sc727794,
sc581583,
02695353,
13216454,
09678274,
09200431,
13202485,
12653055,
12704009,
11771784,
13805012,
13236049,
11004160,
02638757,
09615425,
12389499,
14078022,
09801172,
13819406,
10648591,
13365529,
12940901,
12877784,
14105046,
10872524,
11192503,
13714729,
11107623,
12752671,
12648440,
08653453,
12968864,
13891253,
14082512,
10682957,
14396558,
14413581,
08302314,
06732575,
14117209,
10749042,
07542194,
13300866,
09161365,
14006536,
12908304,
13697909,
11194582,
11553816,
13097070,
11552347,
11553604,
11552943,
08351632,
13192893,
08091231,
06495553,
11399176,
05545248,
07338881,
07991068,
10468133,
03461157,
03968475,
01913004,
13185116,
13850857,
02783832,
13232141,
04406502,
07277528,
12097668,
ni672208,
09352435,
03673127,
10079077,
03845686,
13933918,
13457941,
11995219,
14039070,
05815911,
09075840,
04741240,
10529092,
10876628,
13560986,
07460965,
13463441,
14603292,
11390304,
07128741,
ni609704,
13244775,
12093071,
10156451,
11655080,
12864784,
03364732,
10079844,
05834626,
09799693,
05059590,
12998619,
12791734,
05415138,
10366476,
08939431,
12051810,
sc533337,
13833385,
10656423,
12896514,
09707911,
11464872,
12101287,
13117452,
12519170,
12519202,
12068523,
07451852,
13654459,
13876553,
13254054,
13903747,
06914362,
14416842,
05241834,
11590342,
ni611507,
05833154,
10856695,
09368042,
13078852,
13530452,
13401804,
09648117,
12879573,
14207684,
04931938,
03488948,
10948851,
13766415,
10320425,
09170528,
02881343,
04848199,
13766035,
13611747,
02913373,
09643933,
09225027,
02958797,
09943962,
13547461,
14568340,
11381803,
04162524,
12908625,
14093780,
14064420,
14216269,
04225751,
11578063,
09480487,
14242665,
02823554,
08490895,
12952522,
13434385,
07643876,
sc576833,
10326333,
11975010,
09106763,
sc464994,
13368320,
sc682925,
11222237,
07642663,
14175237,
12225374,
10952996,
05575797,
10132069,
13958197,
sc533120,
13514753,
09423380,
13935724,
12266231,
12848530,
11432897,
08372300,
09778218,
13166185,
02103438,
13282232,
14108635,
11501804,
11615713,
11615795,
13677732,
06593460,
08416701,
10036524,
02912717,
08309220,
07052288,
06545882,
13820973,
13259307,
08045869,
01141144,
13544860,
13474192,
10409796,
14340634,
10461362,
12076294,
02636947,
13090529,
04443088,
10391856,
04661216,
03348159,
04959965,
06229508,
10597521,
13828987,
14467252,
12953452,
10511618,
06708453,
14274959,
12528173,
04551561,
14247441,
11091429,
11022460,
03700603,
12729788,
13867311,
10315816,
13150434,
05679771,
03236531,
10239097,
04917706,
11203927,
sc340745,
10830526,
04706231,
09720062,
06128204,
01068623,
03763829,
09525497,
06716691,
03055531,
09310469,
13366995,
07323887,
11698584,
06893860,
04805521,
sc427574,
04600313,
13785630,
09002090,
14124390,
02862181,
12195451,
sc430855,
14100403,
sc689121,
11348487,
07963437,
12905398,
12676644,
08567511,
12709612,
08249553,
06383456,
08762388,
sc532358,
12577931,
04816848,
10660446,
13118204,
12165575,
13580949,
07572466,
ni620836,
14236949,
09710301,
08811937,
07045551,
14323514,
11672274,
08401456,
10812947,
13364423,
14438456,
11784942,
08730893,
13571755,
14040134,
11831200,
08850431,
08665860,
09630031,
11508751,
08899655,
13631175,
08857062,
04576381,
10428454,
13033252,
09143617,
05413320,
sc390819,
07803793,
04775700,
13525320,
09759339,
04371908,
13553304,
08932552,
09703238,
09172224,
ni657014,
08438545,
ni607056,
04726329,
03948680,
03958092,
11755676,
04165711,
12631709,
05385722,
12569037,
11761515,
10895117,
07944632,
14477531,
06313786,
12863781,
03580480,
13765682,
04432980,
08354790,
04772049,
07267950,
09849862,
09521586,
05485254,
05938627,
13712925,
12198640,
04861785,
14531694,
06733836,
10323433,
10602149,
09790933,
13200368,
08259049,
01859206,
08909065,
06891751,
05254744,
05961562,
14309324,
07210413,
03273361,
sc733882,
12716371,
07830401,
09142997,
09885537,
09597607,
09019264,
04501781,
10417412,
13197124,
00513373,
03293902,
14098925,
13003366,
13043564,
12303094,
sc637697,
13680118,
04726961,
10881293,
07724740,
12490919,
06646047,
07787733,
12049967,
13863327,
04242052,
05477585,
04747246,
11447808,
08717748,
14259534,
04155681,
10660585,
09632444,
06225699,
05444092,
09023960,
06609663,
08465242,
08457291,
08007381,
10518924,
12052887,
06752360,
08965852,
04563745,
07117346,
13870181,
14368539,
05185959,
07238104,
06036413,
14413802,
06010721,
13347223,
13303315,
07539616,
06953697,
07117483,
05678121,
08982832,
08983080,
10152713,
04887094,
05474436,
04981338,
04876066,
08459445,
05451705,
13450067,
sc398683,
11279372,
03126173,
11469288,
06031677,
04669391,
10839436,
06412938,
10777448,
09896180,
06114734,
10943864,
13525976,
08141613,
14559337,
12202596,
08152328,
01925762,
09498108,
13525330,
10826963,
07410289,
12806232,
07897537,
08670960,
06967263,
12333258,
09598747,
11412824,
10149764,
10225200,
03613822,
12764858,
09751086,
14183141,
03732089,
08894447,
06247294,
11603326,
04988230,
11033956,
08307104,
12980282,
12560540,
04042014,
10620697,
08275655,
14501364,
06043707,
04807398,
08394973,
09828834,
04072502,
14317441,
08217655,
12424695,
10403844,
05189726,
sc418296,
05857215,
12147483,
11553803,
09030607,
11389177,
10327048,
04072498,
03130360,
06030342,
04860061,
04335614,
14024451,
13737301,
10181385,
13890070,
05151879,
12880435,
08141726,
14035006,
02806165,
03858670,
07635346,
05423299,
07159206,
09960460,
04897300,
09237666,
04685114,
03534187,
01905954,
13892484,
11821194,
12172734,
06156635,
04488153,
09112787,
sc342416,
05609731,
06382697,
08362532,
13056268,
11379371,
07385721,
sc583819,
08700983,
08892170,
07281751,
14243388,
06856669,
ni640129,
ni050105,
06322341,
06255843,
11246690,
10681714,
04934226,
03754523,
10010057,
05838700,
10943440,
11162297,
11655688,
14583189,
09753544,
sc251041,
11343620,
05708370,
11089214,
06622548,
01880477,
14072943,
08173223,
02468908,
14341794,
09478702,
10009785,
08191109,
05183224,
10048912,
sc510889,
11952264,
07156038,
08480209,
05244260,
12733842,
06055703,
07133996,
14042123,
03385029,
09061407,
10732337,
10256311,
01442819,
13789174,
04578708,
00803095,
00457943,
05373066,
12955613,
08733909,
05957434,
11930313,
04580237,
10508131,
08052680,
11306011,
05324151,
13702047,
12450418,
13958308,
03562040,
10441242,
09551036,
14083610,
11938451,
09503190,
06589798,
05253681,
03887190,
ni048822,
07006401,
12919069,
09041907,
13575169,
02777317,
04690379,
09838044,
13266475,
02150642,
09084344,
09743956,
00691463,
04196611,
10591985,
01957440,
11236012,
02263737,
04906186,
10034594,
06923297,
03388815,
10738357,
10072571,
09991557,
13458299,
05538742,
08079135,
ni623058,
10928411,
13465333,
09345542,
04820783,
08782623,
08948068,
04944953,
07028961,
09772548,
06182745,
10038589,
04379681,
05169555,
02021082,
