,index,address_name,city,country,name,location_type,postalcode,state,trade_name
2125,2125,ellesfield avenue,bracknell,united kingdom,boehringer ingelheim limited,headquarter,              rg12 8ys,united kingdom,
2126,2126,via fratelli salvioni 6,milano,italy,afin srl,single address,20154,italy,
2127,2127,10550 talbert ave,fountain valley,united states,hyundai motor america,headquarter,927086032,california(ca),
2128,2128,beech house 35 london road,reigate,united kingdom,aig life limited,headquarter,              rh2 9hz,united kingdom,
2129,2129,via delle primule 5,cogliate,italy,prenatal retail group spa ovvero in abbreviato pnt retail gr oup spa o prg spa,headquarter,20815,italy,
2130,2130,111 peters canyon rd,irvine,united states,"kia america, inc.",headquarter,926061790,california(ca),
2131,2131,13-19 derby road,nottingham,united kingdom,wren sterling financial planning limited,headquarter,              ng1 5aa,united kingdom,
2132,2132,via gerolamo tiraboschi 48,bergamo,italy,bertolotti srl,single address,24122,italy,
2133,2133,6400 katella ave,cypress,united states,"mitsubishi motors credit of america, inc.",headquarter,906305208,california(ca),
2134,2134,number 3 south langworthy road,salford,united kingdom,mawdsley-brooks & company limited,,              m50 2pw,united kingdom,MAWDSLEY
2135,2135,via faustino tanara 20,parma,italy,stardea srl,single address,43121,italy,
2136,2136,175 berkeley st,boston,united states,liberty international holdings inc,headquarter,21165066,massachusetts(ma),
2137,2137,2 peterwood way,croydon,united kingdom,day lewis plc,headquarter,              cr0 4uq,united kingdom,
2138,2138,piazza luigi amedeo duca degli abruzzi 2,trieste,italy,assicurazioni generali spa,headquarter,34132,italy,
2139,2139,200 ballardvale st fl 4 bldg 1,wilmington,united states,"sovos compliance, llc",headquarter,18871074,massachusetts(ma),
2140,2140,2 peterwood way,croydon,united kingdom,day lewis medical limited,,              cr0 4uq,united kingdom,Day Lewis
2141,2141,via casilina 125,roma (centro direzionale ),italy,merck serono spa,headquarter,176,italy,
2142,2142,8025 production dr,florence,united states,mazak corporation,headquarter,410423092,kentucky(ky),
2143,2143,buckingham house 361-366 buckingham avenue,slough,united kingdom,john crane uk limited,headquarter,              sl1 4lu,united kingdom,
2144,2144,strada sant'agata 9,biella,italy,chiorino spa,headquarter,13900,italy,
2145,2145,702 marshall st ste 280,redwood city,united states,"epic! creations, inc.",single address,940631823,california(ca),
2146,2146,vinces road,diss,united kingdom,midwich limited,headquarter,              ip22 4yt,united kingdom,
2147,2147,via santa brigida 39,napoli,italy,amco asset management company spa,headquarter,80133,italy,
2148,2148,1808 eye st nw ste 600,washington,united states,"stagwell group llc, the",headquarter,200065429,district of columbia(dc),
2149,2149,7 kirkshaws road,coatbridge,united kingdom,spl powerlines uk limited,headquarter,              ml5 5ey,united kingdom,
2150,2150,via emilia 41,rimini,italy,celli asset management srl,headquarter,47921,italy,
2151,2151,200 park ave,new york,united states,"metlife assignment company, inc. (de)",single address,101660005,new york(ny),
2152,2152,"third floor, one strand grand bu trafalgar square",london,united kingdom,gerald group limited,headquarter,              wc2n 5hr,united kingdom,
2153,2153,via giambologna 1,pioltello,italy,esselunga spa,headquarter,20096,italy,
2154,2154,3800 richardson rd,hope hull,united states,miltope corporation,headquarter,360434017,alabama(al),VT MILTOPE
2155,2155,"unit 1 lawrence trading estate, blackwall lane",london,united kingdom,meantime brewing company limited,headquarter,              se10 0ar,united kingdom,
2156,2156,viale amelia 70,roma,italy,angelini pharma italia aziende chimiche riunite angelini francesco a.c.r.a.f. spa,headquarter,181,italy,
2157,2157,6915 high tech dr ste a,midvale,united states,"onyx graphics, inc.",single address,840473712,utah(ut),
2158,2158,cox lane,chessington,united kingdom,alliance healthcare management services limited,single address,              kt9 1dh,united kingdom,
2159,2159,via roggia bartolomea 9,assago,italy,stichd italy srl,single address,20057,italy,
2160,2160,55 e 52nd st fl 17,new york,united states,"kroll, llc",headquarter,100550029,new york(ny),DUFF & PHELPS
2161,2161,avonbridge house bath road,chippenham,united kingdom,alliance healthcare limited,single address,              sn15 2bb,united kingdom,
2162,2162,via cairo 83,mombaroccio,italy,supercap srl,single address,61024,italy,
2163,2163,5055 n greeley ave,portland,united states,"adidas promotional retail operations, inc.",single address,972173524,oregon(or),ADIDAS
2164,2164,"2 the heights, brooklands weybridge",weybridge,united kingdom,wba (it services) international limited,single address,              kt13 0ny,united kingdom,
2165,2165,piazza damiano grassi damiani 1,valenza (ex viale santuario  46 (variazione toponomastica) ),italy,casa damiani spa,,15048,italy,DAMIANI
2166,2166,5055 n greeley ave,portland,united states,"adidas international, inc.",headquarter,972173524,oregon(or),
2167,2167,43 cox lane,chessington,united kingdom,alliance healthcare (distribution) limited,headquarter,              kt9 1sn,united kingdom,
2168,2168,via augusto ruffo 36,arcole,italy,lidl italia srl,headquarter,37040,italy,
2169,2169,311 s wacker dr ste 1000,chicago,united states,dash financial technologies llc,headquarter,606066699,illinois(il),
2170,2170,100 new bridge street,london,united kingdom,international schools partnership limited,headquarter,              ec4v 6ja,united kingdom,
2171,2171,via caldera 21,milano,italy,gs spa,headquarter,20153,italy,
2172,2172,100 delta business park,swindon,united kingdom,oats limited,single address,              sn5 7xp,united kingdom,
2173,2173,via solferino 27,castiglione delle stiviere,italy,a & t europe spa,headquarter,46043,italy,
2174,2174,2700 colorado ave ste 200,santa monica,united states,lions gate entertainment inc.,headquarter,904045502,california(ca),LIONS GATE
2175,2175,"horizon honey lane, hurley",maidenhead,united kingdom,wireless logic limited,headquarter,              sl6 6rj,united kingdom,
2176,2176,via pier capponi 13,milano,italy,online sim spa di intermediazione mobiliare in sigla online sim spa,headquarter,20145,italy,
2177,2177,2700 colorado ave,santa monica,united states,lions gate films inc.,single address,904043553,california(ca),
2178,2178,2 more london riverside,london,united kingdom,montagu private equity llp,headquarter,              se1 2ap,united kingdom,
2179,2179,piazza degli affari 6,milano,italy,borsa italiana spa,headquarter,20123,italy,
2180,2180,16600 swingley ridge rd,chesterfield,united states,rga reinsurance company,headquarter,630171706,missouri(mo),
2181,2181,10 bressenden place,london,united kingdom,mirabaud asset management limited,,              sw1e 5dh,united kingdom,Mam
2182,2182,via eugenia ravasco 10,genova,italy,atomos hyla spa,headquarter,16128,italy,
2183,2183,250 parkway dr ste 270,lincolnshire,united states,"freedomroads, llc",headquarter,600694346,illinois(il),CAMPING WORLD RV SALES
2184,2184,100 barbirolli sq 60 chiswell street,london,united kingdom,a b & c limited,single address,              ec1y 4ag,united kingdom,
2185,2185,via i maggio 6,buguggiate,italy,tecniplast spa,headquarter,21020,italy,
2186,2186,250 parkway dr ste 270,lincolnshire,united states,"camping world holdings, inc.",headquarter,600694346,illinois(il),CAMPING WORLD
2187,2187,22 grenville street st helier,jersey,united kingdom,the automobile association limited,headquarter,              je2 4uf,united kingdom,
2188,2188,strada per robecco s.c.,cassinetta di lugagnano,italy,trime srl,headquarter,20081,italy,
2189,2189,"250 pkwy dr, ste 270",lincolnshire,united states,"cwgs enterprises, llc",single address,600694346,illinois(il),CAMPING WORLD
2190,2190,"5 level voyager, chicago avenue, manchester airport",manchester,united kingdom,thg beauty limited,headquarter,              m90 3dq,united kingdom,
2191,2191,via giovanni battista cassinis 21,milano,italy,helvetia vita compagnia italo-svizzera di assicurazioni sulla vita spa,headquarter,20139,italy,
2192,2192,301 e 57th st,new york,united states,"finn partners, inc.",headquarter,100225997,new york(ny),
2193,2193,one london road staines-upon-thames,london,united kingdom,synamedia holdings limited,headquarter,              tw18 4ex,united kingdom,
2194,2194,via prenestina 45,roma,italy,azienda per la mobilita' di roma capitale spa,headquarter,176,italy,
2195,2195,80 sw 8th st ste 2350,miami,united states,"acams north america chapters, inc.",single address,331303013,florida(fl),
2196,2196,leytonstone house 3 hanbury drive,london,united kingdom,great bowery (uk) limited,headquarter,              e11 1ga,united kingdom,
2197,2197,piazza del campidoglio 1,roma,italy,roma capitale,headquarter,186,italy,
2198,2198,3800 citigroup center a1-03,tampa,united states,"citigroup technology, inc.",single address,33610,florida(fl),
2199,2199,sutton road parkwood estate,maidstone,united kingdom,paydens limited,headquarter,              me15 9nn,united kingdom,
2200,2200,via santa maria delle giummare 45,mazara del vallo (presso ced inga soc.coop. ),italy,connectuw europe srl,headquarter,91026,italy,
2201,2201,530 herman o west dr,exton,united states,"west pharmaceutical services, inc.",headquarter,193411147,pennsylvania(pa),
2202,2202,exchange house 12 primrose street,london,united kingdom,herbert smith freehills llp,headquarter,              ec2a 2eg,united kingdom,
2203,2203,via piemonte 15/17/19,cologno al serio,italy,comal ferlatta spa,single address,24055,italy,
2204,2204,4150 international plz ste 300,fort worth,united states,"elevate credit, inc.",headquarter,761094819,texas(tx),ELEVATE
2205,2205,1 principal place worship street,london,united kingdom,amazon digital uk limited,,              ec2a 2fa,united kingdom,AMAZON
2206,2206,piazza luigi di savoia 22,milano,italy,things mobile srl,headquarter,20124,italy,
2207,2207,100 winchester cir,los gatos,united states,netflix global holdings c.v.,single address,950321815,california(ca),
2208,2208,three cherry trees lane,hemel hempstead,united kingdom,sopra steria limited,headquarter,              hp2 7ah,united kingdom,
2209,2209,via circondaria 32-34,firenze,italy,infrarail firenze srl,single address,50127,italy,
2210,2210,5701 se columbia way,vancouver,united states,"consolidated metco, inc.",headquarter,986615963,washington(wa),
2211,2211,30 old broad street,london,united kingdom,sopra group limited,headquarter,              ec2n 1ht,united kingdom,
2212,2212,via della chiesa 68,somma lombardo,italy,neos spa,,21019,italy,NEOS AIR
2213,2213,2 international pl,boston,united states,"taurus investment holdings, llc",headquarter,21104102,massachusetts(ma),
2214,2214,c a parsons works shields road,newcastle-upon-tyne,united kingdom,siemens energy industrial turbomachinery limited,,              ne6 2yl,united kingdom,SIEMENS
2215,2215,via fratelli kennedy 75,marcallo con casone,italy,industrie chimiche forestali spa in forma abbreviato icf spa,,20010,italy,DURABOND
2216,2216,4 limited pkwy e,reynoldsburg,united states,"victoria's secret stores, llc",headquarter,430685300,ohio(oh),VICTORIA'S SECRET
2217,2217,alexandra dock blade factory sir william siemens way,hull,united kingdom,siemens gamesa renewable energy uk limited,single address,              hu9 1ta,united kingdom,
2218,2218,via marco e marcelliano 45,roma,italy,infocert spa,headquarter,147,italy,
2219,2219,1 kaiser plz,oakland,united states,"kaiser foundation health plan, inc.",headquarter,946123604,california(ca),
2220,2220,hawkslease chapel lane,lyndhurst,united kingdom,ineos derivatives france limited,headquarter,              so43 7fg,united kingdom,
2221,2221,corso mortara 22,torino,italy,italiaonline spa,headquarter,10149,italy,
2222,2222,599 lexington ave ste 1800,new york,united states,"welsh, carson, anderson & stowe vi, l.p.",headquarter,100226030,new york(ny),
2223,2223,101 queen caroline street,london,united kingdom,stingray digital international limited,headquarter,              w6 9bn,united kingdom,
2224,2224,via privata gronda 1,borgosesia (regione fornace ),italy,effe 2 studio e confezioni spa,single address,13011,italy,
2225,2225,2111 north molter road,liberty lake,united states,"itron international, inc.",single address,990199469,washington(wa),
2226,2226,55 king street,manchester,united kingdom,peoples choice (europe) limited,headquarter,              m2 4lq,united kingdom,
2227,2227,via bancora e rimoldi 47,guanzate,italy,valvitalia spa,headquarter,22070,italy,
2228,2228,2818 n sullivan rd,spokane valley,united states,itron manufacturing inc,single address,992165198,washington(wa),
2229,2229,conquest house 32-34 collington avenue,bexhill-on-sea,united kingdom,hastings (us) limited,single address,              tn39 3lw,united kingdom,
2230,2230,via cernaia 8/10,milano,italy,amundi societa' di gestione del risparmio spa,,20121,italy,AMUNDI META 2018 QUATTRO
2231,2231,1393 veterans memorial hwy ste 310n,hauppauge,united states,"total defense, inc.",single address,117883068,new york(ny),
2232,2232,"ashbrook court prologis park, central boulevard, keresley end",coventry,united kingdom,cadent gas limited,headquarter,              cv7 8pe,united kingdom,
2233,2233,piazzale di porta pia 116,roma,italy,cala srl,headquarter,198,italy,
2234,2234,1393 veteran memorial hwy,hauppauge,united states,"total defense, llc",single address,11788,new york(ny),
2235,2235,albion road,dartford,united kingdom,trad group limited,headquarter,              da1 5pz,united kingdom,
2236,2236,via xx settembre 13,biella,italy,sella broker spa,headquarter,13900,italy,
2237,2237,555 sw morrison st rank_300,portland,united states,finastra usa corporation,headquarter,972041442,oregon(or),FINASTRA
2238,2238,25 heathmans road,london,united kingdom,merci maman limited,single address,              sw6 4tj,united kingdom,
2239,2239,via aurelia antica 415,roma,italy,hotel invest italiana srl,headquarter,165,italy,
2240,2240,385 e waterfront dr fl 1,homestead,united states,"g-a-i consultants, inc.",headquarter,151205070,pennsylvania(pa),
2241,2241,25 heathmans road,london,united kingdom,merci maman holding limited,headquarter,              sw6 4tj,united kingdom,
2242,2242,via duca d' aosta 24,caprie (novaretto ),italy,autoblok spa,headquarter,10040,italy,
2243,2243,1 strawberry ln,orrville,united states,"j. m. smucker company, the",headquarter,446671298,ohio(oh),
2244,2244,"b m i house 2 pitfield, kiln farm",milton keynes,united kingdom,bmi group uk limited,headquarter,              mk11 3lw,united kingdom,
2245,2245,via gandhi 17/19,vittuone,italy,ibf spa,headquarter,20009,italy,
2246,2246,3280 peachtree rd ne rank_ 2400,atlanta,united states,"ta connections de, llc",single address,303052453,georgia(ga),
2247,2247,"thames tower 4th floor, station rd",reading,united kingdom,bmi group holdings uk limited,headquarter,              rg1 1lx,united kingdom,
2248,2248,via crescentino snc,saluggia,italy,diasorin italia srl,headquarter,13040,italy,
2249,2249,3695b boardman canfield rd ste 200,canfield,united states,"bajco global management, llc",headquarter,444067007,ohio(oh),
2250,2250,southgate house southgate street,gloucester,united kingdom,thistle insurance services limited,headquarter,              gl1 1ub,united kingdom,
2251,2251,via dell'annunciata 23/4,milano (c/o lexia avvocati ),italy,h&mv engineering srl,single address,20121,italy,
2252,2252,3695 boardman canfield rd ste 200,canfield,united states,"bajco, llc",single address,444069009,ohio(oh),
2253,2253,1 creechurch place,london,united kingdom,dual corporate risks limited,single address,              ec3a 5af,united kingdom,
2254,2254,strada del francese 13/17,borgaro torinese,italy,presider spa,headquarter,10071,italy,
2255,2255,1 church st,burlington,united states,aero assurance ltd.,single address,54014451,vermont(vt),
2256,2256,"aurum house 2 elland road, braunstone",leicester,united kingdom,watches of switzerland company limited,headquarter,              le3 1tt,united kingdom,
2257,2257,piazza san domenico 10,bologna,italy,ced. is srl,headquarter,40124,italy,
2258,2258,501 little falls rd,cedar grove,united states,precision manufacturing group llc,headquarter,70091239,new jersey(nj),
2259,2259,"aurum house 2 elland road, braunstone",leicester,united kingdom,watches of switzerland operations limited,headquarter,              le3 1tt,united kingdom,
2260,2260,via del mare,orosei,italy,li cupulatti srl,headquarter,8028,italy,
2261,2261,227 fayetteville st fl 9 ste,raleigh,united states,"swissport usa, inc.",headquarter,276011574,north carolina(nc),
2262,2262,18 oxford road,marlow,united kingdom,thomas international uk limited,headquarter,              sl7 2ls,united kingdom,
2263,2263,via dei campi alti 3-5-9,castelfranco di sotto,italy,caravel pelli pregiate spa,headquarter,56022,italy,
2264,2264,227 fayetteville st fl 9 ste,raleigh,united states,"swissport north america, inc.",headquarter,276011574,north carolina(nc),
2265,2265,18 oxford road,marlow,united kingdom,thomas international limited,single address,              sl7 2nl,united kingdom,
2266,2266,viale lombardia 29,viadana,italy,gruppo mauro saviola srl,headquarter,46019,italy,
2267,2267,1350 timberlake manor pkwy ste 300,chesterfield,united states,"edgewell personal care, llc",headquarter,630176042,missouri(mo),
2268,2268,the olive house standard way industrial park,northallerton,united kingdom,the kerfoot group limited,headquarter,              dl6 2xa,united kingdom,
2269,2269,via stalingrado 45,bologna,italy,unipolsai assicurazioni spa,headquarter,40128,italy,
2270,2270,6 research dr,shelton,united states,edgewell personal care company,headquarter,64846228,connecticut(ct),
2271,2271,unit 6 gilberd court newcomen way,colchester,united kingdom,dab pumps limited,headquarter,              co4 9wn,united kingdom,
2272,2272,via isidoro la lumia 11,palermo,italy,aeroviaggi spa,headquarter,90139,italy,
2273,2273,6 research dr,shelton,united states,"edgewell personal care brands, llc",headquarter,64846228,connecticut(ct),
2274,2274,2 kingdom street,london,united kingdom,keller holdings limited,headquarter,              w2 6bd,united kingdom,
2275,2275,piazza raffaele de ferrari 1,genova,italy,regione liguria,headquarter,16121,italy,
2276,2276,28925 fountain pkwy,solon,united states,mri software llc,headquarter,441394356,ohio(oh),
2277,2277,solstice house 251 midsummer boulevard,milton keynes,united kingdom,mcgregor cory limited,headquarter,              mk9 1ea,united kingdom,
2278,2278,via dell'annunciata 23/4,milano,italy,owl spa,headquarter,20121,italy,
2279,2279,712 5th ave fl 43,new york,united states,cvc advisors (u.s.) inc.,headquarter,100194108,new york(ny),
2280,2280,15 bloomsbury square,london,united kingdom,le cordon bleu limited,headquarter,              wc1a 2ls,united kingdom,
2281,2281,via alberto bergamini 50,roma,italy,free to x srl,single address,159,italy,
2282,2282,25825 science park dr,beachwood,united states,"current lighting solutions, llc",headquarter,441227323,ohio(oh),
2283,2283,"suites 6-7 the turvill building old swiss, 149 cherry hinton road",cambridge,united kingdom,stafford house school of english limited,headquarter,              cb1 7bx,united kingdom,
2284,2284,via roma 96,bolzano,italy,avis budget italia spa,headquarter,39100,italy,
2285,2285,750 3rd ave ste 1500,new york,united states,krauter & company llc,headquarter,100172703,new york(ny),
2286,2286,14 friars entry,oxford,united kingdom,instill education limited,headquarter,              ox1 2bz,united kingdom,
2287,2287,viale sarca 222,milano,italy,tp industrial holding srl,headquarter,20126,italy,
2288,2288,10801 n mopac expy bldg 1-100,austin,united states,"bittitan, inc.",headquarter,787595460,texas(tx),
2289,2289,1 principal place worship street,london,united kingdom,amazon online uk limited,single address,              ec2a 2fa,united kingdom,
2290,2290,via pontecorvo pellegrino 2,pisa,italy,tp auto srl,headquarter,56121,italy,
2291,2291,10343 sam houston park dr ste 200,houston,united states,brock holdings i llc,headquarter,770644656,texas(tx),
2292,2292,1 principal place worship street,london,united kingdom,amazon uk services ltd.,,              ec2a 2fa,united kingdom,Amazon.co.UK
2293,2293,piazza nobel a. n. 1,cavallermaggiore,italy,istituto comprensivo 'cavallermaggiore',single address,12030,italy,
2294,2294,3015 s southeast loop 323,tyler,united states,"cequel communications holdings i, llc",headquarter,757017320,texas(tx),
2295,2295,the news building 1 london bridge street,london,united kingdom,factiva limited,headquarter,              se1 9gf,united kingdom,
2296,2296,viale giorgio ribotta 11,roma,italy,procter & gamble srl,,144,italy,AZ
2297,2297,601 lexington ave fl 55,new york,united states,centre partners management llc,headquarter,100226062,new york(ny),
2298,2298,"7th floor the news building, 1 london bridge street",london,united kingdom,dow jones factiva (uk) limited,single address,              se1 9gf,united kingdom,
2299,2299,via vittorio veneto 64/a,cagliari,italy,arbatax park resort srl,headquarter,9123,italy,
2300,2300,1000 asylum ave fl 5,hartford,united states,"trinity health of new england corporation, inc.",headquarter,61051770,connecticut(ct),
2301,2301,"ayborn house, balliol business park",newcastle-upon-tyne,united kingdom,mayborn group limited,headquarter,              ne12 8ew,united kingdom,
2302,2302,piazza cavour 19,roma,italy,bester new energy italia srl,single address,193,italy,
2303,2303,100 brodhead rd ste 230,bethlehem,united states,rc lonestar inc.,headquarter,180178935,pennsylvania(pa),
2304,2304,110 bishopsgate,london,united kingdom,salesforce uk limited,headquarter,              ec2n 4ay,united kingdom,
2305,2305,via delle battaglie 5,treviglio,italy,f.i.v. fabbrica italiana velocipedi edoardo bianchi spa,,24047,italy,BIANCHI
2306,2306,1 coca-cola plz,atlanta,united states,"coca-cola company, the",headquarter,303132499,georgia(ga),
2307,2307,"c23 - 5 & 6 cobalt park way, cobalt park",newcastle upon tyne,united kingdom,hr bakery ltd,headquarter,              ne28 9ej,united kingdom,
2308,2308,viale combattenti alleati d' europa 9/g,rovigo (borsea ),italy,five srl,headquarter,45100,italy,
2309,2309,1 coca cola plaza nw,atlanta,united states,"refreshment product services, inc.",headquarter,303132420,georgia(ga),COCA-COLA
2310,2310,north park avenue,newcastle-upon-tyne,united kingdom,sage holding company limited,headquarter,              ne13 9aa,united kingdom,
2311,2311,via belgio 26,padova,italy,impresa di costruzioni ing. e. mantovani spa,headquarter,35127,italy,
2312,2312,330 mt auburn st,cambridge,united states,mount auburn hospital,headquarter,21385597,massachusetts(ma),
2313,2313,1c trafalgar park way and,derby,united kingdom,bio2carbon limited,single address,              de24 8dx,united kingdom,
2314,2314,via fratelli d'italia 12,busto arsizio,italy,comune di busto arsizio,headquarter,21052,italy,
2315,2315,516 high st,bellingham,united states,western washington university,headquarter,982255996,washington(wa),
2316,2316,45 colbourne avenue nelson park,cramlington,united kingdom,enerpac energy limited,headquarter,              ne23 1wd,united kingdom,
2317,2317,via enrico cialdini 16,milano,italy,livanova plc,headquarter,20161,italy,
2318,2318,3605 warrensville ctr rd,shaker heights,united states,"university hospitals health system, inc.",headquarter,441225203,ohio(oh),UNIVERSITY HOSPITALS
2319,2319,colbourne avenue nelson park,cramlington,united kingdom,enerpac uk ltd,headquarter,              ne23 1wd,united kingdom,
2320,2320,via di sottoripa 1/a 112,genova (x piano ),italy,lloyd's register emea,headquarter,16124,italy,
2321,2321,1500 e medical center dr,ann arbor,united states,university of michigan health system,headquarter,481095000,michigan(mi),MICHIGAN MEDICINE
2322,2322,"unit 28 xscape, colorado way",castleford,united kingdom,gravity fitness (wandsworth) limited,single address,              wf10 4ta,united kingdom,
2323,2323,via edwin powell hubble 2/4,offanengo,italy,chromavis spa,headquarter,26010,italy,
2324,2324,2925 chicago ave,minneapolis,united states,allina health system,headquarter,554071321,minnesota(mn),ALLINA HEALTH
2325,2325,"3 floor f.a.o. barbara abraham building 1, chiswick park, 566 chiswick high road",london,united kingdom,red bee media limited,headquarter,              w4 5be,united kingdom,
2326,2326,via paracelso 22,agrate brianza,italy,ltxcredence italia srl,headquarter,20864,italy,
2327,2327,343 thornall st,edison,united states,"hackensack meridian health, inc.",headquarter,88372209,new jersey(nj),
2328,2328,1 television centre 101 wood lane,london,united kingdom,bbc studios distribution limited,headquarter,              w12 7fa,united kingdom,
2329,2329,via enrico fermi 7,san bonifacio,italy,pedrollo group srl,headquarter,37047,italy,
2330,2330,2301 erwin rd,durham,united states,"duke university health system, inc.",headquarter,277054699,north carolina(nc),
2331,2331,white city broadcast centre 201 wood lane,london,united kingdom,bbc studios limited,headquarter,              w12 7ts,united kingdom,
2332,2332,via matteo civitali 1,milano,italy,recordati industria chimica e farmaceutica spa in breve recordati spa,headquarter,20148,italy,
2333,2333,5 mobile infirmary cir,mobile,united states,"infirmary health system, inc.",headquarter,366073513,alabama(al),
2334,2334,44 brook green,london,united kingdom,our media limited,headquarter,              w6 7bt,united kingdom,
2335,2335,viale della bella villa 220/222,roma,italy,mer mec ste srl,headquarter,172,italy,
2336,2336,9500 euclid ave,cleveland,united states,"cleveland clinic foundation, the",headquarter,441950002,ohio(oh),
2337,2337,10 fenchurch avenue,london,united kingdom,m & g group limited,headquarter,              ec3m 5ag,united kingdom,
2338,2338,via alessandro volta 6,limena,italy,compar spa,headquarter,35010,italy,
2339,2339,605 3rd ave fl 43,new york,united states,global x management company llc,headquarter,101580180,new york(ny),GLOBAL X FUNDS
2340,2340,"building 5 chiswick park, 566 chiswick high road",london,united kingdom,paramount pictures international limited,headquarter,              w4 5yf,united kingdom,
2341,2341,via giovanni battista pirelli 30,milano,italy,valuement group srl,headquarter,20124,italy,
2342,2342,24305 town ctr dr,santa clarita,united states,"princess cruise lines, ltd.",headquarter,913551307,california(ca),PRINCESS CRUISES
2343,2343,the castell building 217 kingsbury road,london,united kingdom,castell safety international limited,headquarter,              nw9 9pq,united kingdom,
2344,2344,via bellaria 3/5,san lazzaro di savena,italy,furla spa,headquarter,40068,italy,
2345,2345,350 hudson st,new york,united states,"medidata solutions, inc.",headquarter,100144504,new york(ny),MEDIDATA
2346,2346,"building 2 elmdon trading estate, bickenhill lane",solihull,united kingdom,international automotive components group limited,headquarter,              b37 7he,united kingdom,
2347,2347,via alessandro manzoni 9,milano,italy,cordusio societa' fiduciaria per azioni in forma abbreviato cordusio fiduciaria spa,headquarter,20121,italy,
2348,2348,2500 citywest blvd ste 100,houston,united states,sabic innovative plastics us llc,headquarter,770423038,texas(tx),SABIC
2349,2349,honeywell house skimped hill lane,bracknell,united kingdom,honeywell safety products international ltd.,headquarter,              rg12 1eb,united kingdom,
2350,2350,via pietro paleocapa 7,milano,italy,manuli rubber industries spa,headquarter,20121,italy,
2351,2351,1320 ridder park dr,san jose,united states,lsi corporation,headquarter,951312313,california(ca),BROADCOM
2352,2352,211c old street the bower,london,united kingdom,farfetch uk limited,,              ec1v 9nr,united kingdom,FARFETCH
2353,2353,via roberto lepetit 8/10,milano,italy,ow italy srl,single address,20124,italy,
2354,2354,200 e randolph st ste 2500 fl 25,chicago,united states,"thoughtworks, inc.",headquarter,606016501,illinois(il),
2355,2355,"unit 3.09, the tea building 56 shoreditch high street",london,united kingdom,fetch media limited,headquarter,              e1 6jj,united kingdom,
2356,2356,via alberico albricci 8,milano,italy,lvmh watch & jewelry italy spa,headquarter,20122,italy,
2357,2357,150 4th ave n ste 1200,nashville,united states,"transcore partners, llc",headquarter,372192433,tennessee(tn),
2358,2358,25 canada square,london,united kingdom,fis capital markets uk limited,headquarter,              e14 5lq,united kingdom,
2359,2359,largo augusto 8,milano,italy,lvmh italia spa,headquarter,20122,italy,
2360,2360,111 8th ave,new york,united states,"msref real estate advisor, inc.",single address,100115201,new york(ny),
2361,2361,maybrook house queens gardens,dover,united kingdom,coyote logistics uk limited,headquarter,              ct17 9ah,united kingdom,
2362,2362,via giorgione 106,roma,italy,agenzia delle entrate,headquarter,147,italy,
2363,2363,88 pine st ste 3100,new york,united states,"royal & sun alliance insurance agency, inc",headquarter,100051805,new york(ny),
2364,2364,e p s industrial estate appletree road chipping warden,banbury,united kingdom,ontime automotive limited,headquarter,              ox17 1ll,united kingdom,
2365,2365,via guglielmo marconi 18,varano de' melegari,italy,fabbrica dallara srl,headquarter,43040,italy,
2366,2366,114 tived ln e,edison,united states,"c&a marketing, inc.",headquarter,88373076,new jersey(nj),WOLF CAMERA
2367,2367,fir street,manchester,united kingdom,russell hobbs limited,headquarter,              m35 0hs,united kingdom,
2368,2368,piazzale dell'agricoltura 24,roma,italy,engineering - ingegneria informatica spa,headquarter,144,italy,
2369,2369,121 herrod blvd,dayton,united states,"somfy systems, inc.",headquarter,88101529,new jersey(nj),
2370,2370,regent mill,manchester,united kingdom,spectrum brands (uk) limited,,              m35 0hs,united kingdom,RAYOVAC  GEORGE FOREMAN RUSSELL HOBBS
2371,2371,via bettino ricasoli 60,siena,italy,consorzio operativo gruppo montepaschi scpa,headquarter,53100,italy,
2372,2372,1 lincoln st,boston,united states,"state street global advisors, inc.",headquarter,21112900,massachusetts(ma),
2373,2373,the granary 1 downs court,maidstone,united kingdom,maviga limited,headquarter,              me18 6al,united kingdom,
2374,2374,corso europa 597,volpiano,italy,coral spa centro operativo risanamento ambientale,single address,10088,italy,
2375,2375,1 iron st,boston,united states,state street global advisors trust company,single address,22101641,massachusetts(ma),
2376,2376,11-15 seaton place st helier,jersey,united kingdom,hbg limited,headquarter,              je4 0qh,united kingdom,
2377,2377,via canalino 16,modena,italy,iris ceramica group spa,headquarter,41121,italy,
2378,2378,800 nicollet mall ste 900,minneapolis,united states,piper sandler & co.,headquarter,554022553,minnesota(mn),
2379,2379,9-11 new square bedfont lakes,feltham,united kingdom,cisco international limited,,              tw14 8ha,united kingdom,CISCO
2380,2380,localita\' campagnole 1,avio (borghetto all\'adige ),italy,bertagni 1882 spa,headquarter,38063,italy,
2381,2381,114 w 47th st fl 26,new york,united states,"ifm investors (us), llc",single address,100361511,new york(ny),
2382,2382,st. andrews house portsmouth road,esher,united kingdom,keltbray limited,headquarter,              kt10 9ta,united kingdom,
2383,2383,santa marta fabbricato 17,venezia,italy,marsilio arte srl,headquarter,30123,italy,
2384,2384,1200 john q hammns dr ste 100,madison,united states,anderson shapiro eye surgeons s c,headquarter,537171967,wisconsin(wi),
