_id,ltable_id,rtable_id,ltable_name,ltable_country,ltable_revenue_2022,ltable_profit,ltable_assets,ltable_market_value,rtable_name,rtable_country,rtable_revenue_2022,rtable_profit,rtable_assets,rtable_market_value
1255,999,953,union bank of india,india,doll_11.28 b,,,doll_3.62 b,bank of baroda,india,doll_12.06 b,doll_686.7 m,doll_167.76 b,doll_7.54 b
1256,955,955,tractor supply,united states,doll_12.96 b,,,doll_23.18 b,tractor supply,united states,doll_12.96 b,doll_1 b,doll_7.69 b,doll_23.18 b
1257,956,956,suncorp group,australia,doll_9.88 b,,,doll_10.27 b,suncorp group,australia,doll_9.88 b,doll_698.8 m,doll_72.31 b,doll_10.27 b
1258,957,957,mol hungarian oil,hungary,doll_19.64 b,,,doll_7.08 b,mol hungarian oil,hungary,doll_19.64 b,doll_1.73 b,doll_20.04 b,doll_7.08 b
1259,959,959,voya financial,united states,doll_4.23 b,,,doll_7.04 b,voya financial,united states,doll_4.23 b,doll_2.11 b,doll_158.53 b,doll_7.04 b
1260,960,960,gs holdings,south korea,doll_17.67 b,,,doll_3.37 b,gs holdings,south korea,doll_17.67 b,doll_1.27 b,doll_26.24 b,doll_3.37 b
1261,961,961,gerdau (cosigua),brazil,doll_14.52 b,,,doll_10.16 b,gerdau (cosigua),brazil,doll_14.52 b,doll_2.87 b,doll_13.25 b,doll_10.16 b
1262,962,962,equity residential,united states,doll_2.43 b,,,doll_34.27 b,equity residential,united states,doll_2.43 b,doll_1.33 b,doll_21.17 b,doll_34.27 b
1263,251,963,qatar national bank,qatar,doll_14.2 b,,,doll_59.09 b,qatar islamic bank,qatar,doll_1.82 b,doll_1.01 b,doll_52.86 b,doll_16.4 b
1264,963,963,qatar islamic bank,qatar,doll_1.82 b,,,doll_16.4 b,qatar islamic bank,qatar,doll_1.82 b,doll_1.01 b,doll_52.86 b,doll_16.4 b
1265,990,963,dubai islamic bank,united arab emirates,doll_3.16 b,,,doll_12.38 b,qatar islamic bank,qatar,doll_1.82 b,doll_1.01 b,doll_52.86 b,doll_16.4 b
1266,964,964,hormel foods,united states,doll_11.97 b,,,doll_29.2 b,hormel foods,united states,doll_11.97 b,doll_926.1 m,doll_12.83 b,doll_29.2 b
1267,965,965,shenwan hongyuan group,china,doll_6.81 b,,,doll_5.46 b,shenwan hongyuan group,china,doll_6.81 b,doll_1.46 b,doll_94.3 b,doll_5.46 b
1268,8,966,bank of america,united states,doll_96.83 b,,,doll_303.1 b,reinsurance group of america,united states,doll_16.65 b,doll_617 m,doll_89.59 b,doll_7.59 b
1269,767,966,china reinsurance group,china,doll_25.39 b,,,doll_3.9 b,reinsurance group of america,united states,doll_16.65 b,doll_617 m,doll_89.59 b,doll_7.59 b
1270,966,966,reinsurance group of america,united states,doll_16.65 b,,,doll_7.59 b,reinsurance group of america,united states,doll_16.65 b,doll_617 m,doll_89.59 b,doll_7.59 b
1271,967,967,quest diagnostics,united states,doll_10.68 b,,,doll_16.16 b,quest diagnostics,united states,doll_10.68 b,doll_1.87 b,doll_13.44 b,doll_16.16 b
1272,969,969,pembina pipeline,canada,doll_6.95 b,,,doll_21.29 b,pembina pipeline,canada,doll_6.95 b,doll_990.6 m,doll_24.9 b,doll_21.29 b
1273,970,970,banque saudi fransi,saudi arabia,doll_2.19 b,,,doll_17.6 b,banque saudi fransi,saudi arabia,doll_2.19 b,doll_919.8 m,doll_57.48 b,doll_17.6 b
1274,973,973,molson coors brewing,united states,doll_10.28 b,,,doll_11.66 b,molson coors brewing,united states,doll_10.28 b,doll_1.01 b,doll_27.62 b,doll_11.66 b
1275,855,977,china international travel service,china,doll_10.37 b,,,doll_53.27 b,china international marine,china,doll_25.3 b,doll_1.03 b,doll_24.21 b,doll_5.48 b
1276,916,977,china international capital,china,doll_3.61 b,,,doll_10.03 b,china international marine,china,doll_25.3 b,doll_1.03 b,doll_24.21 b,doll_5.48 b
1277,977,977,china international marine,china,doll_25.3 b,,,doll_5.48 b,china international marine,china,doll_25.3 b,doll_1.03 b,doll_24.21 b,doll_5.48 b
1278,978,978,huaneng power international,china,doll_31.47 b,,,doll_7.46 b,huaneng power international,china,doll_31.47 b,doll_-1.99 b,doll_78.57 b,doll_7.46 b
1279,979,979,restaurant brands international,canada,doll_5.74 b,,,doll_27.23 b,restaurant brands international,canada,doll_5.74 b,doll_1.25 b,doll_23.25 b,doll_27.23 b
1280,980,980,grupa pzu,poland,doll_10.1 b,,,doll_6.44 b,grupa pzu,poland,doll_10.1 b,doll_863.7 m,doll_99.32 b,doll_6.44 b
1281,189,982,poly developments & holdings group,china,doll_42.94 b,,,doll_32.81 b,agile group holdings,china,doll_11.52 b,doll_1.04 b,doll_49.67 b,doll_1.85 b
1282,242,982,longfor group holdings,china,doll_34.8 b,,,doll_30.05 b,agile group holdings,china,doll_11.52 b,doll_1.04 b,doll_49.67 b,doll_1.85 b
1283,415,982,greenland holdings group,china,doll_84.53 b,,,doll_9.36 b,agile group holdings,china,doll_11.52 b,doll_1.04 b,doll_49.67 b,doll_1.85 b
1284,573,982,asahi group holdings,japan,doll_20.35 b,,,doll_17.94 b,agile group holdings,china,doll_11.52 b,doll_1.04 b,doll_49.67 b,doll_1.85 b
1285,795,982,cifi holdings group,china,doll_16.77 b,,,doll_4.19 b,agile group holdings,china,doll_11.52 b,doll_1.04 b,doll_49.67 b,doll_1.85 b
1286,819,982,phoenix group holdings,united kingdom,doll_33.53 b,,,doll_7.93 b,agile group holdings,china,doll_11.52 b,doll_1.04 b,doll_49.67 b,doll_1.85 b
1287,829,982,zhongsheng group holdings,china,doll_27.15 b,,,doll_16.05 b,agile group holdings,china,doll_11.52 b,doll_1.04 b,doll_49.67 b,doll_1.85 b
1288,894,982,cimb group holdings,malaysia,doll_5.66 b,,,doll_12.22 b,agile group holdings,china,doll_11.52 b,doll_1.04 b,doll_49.67 b,doll_1.85 b
1289,982,982,agile group holdings,china,doll_11.52 b,,,doll_1.85 b,agile group holdings,china,doll_11.52 b,doll_1.04 b,doll_49.67 b,doll_1.85 b
1290,983,983,arrow electronics,united states,doll_34.48 b,,,doll_7.57 b,arrow electronics,united states,doll_34.48 b,doll_1.11 b,doll_19.54 b,doll_7.57 b
1291,984,984,shenzhen overseas,china,doll_14.88 b,,,doll_8.54 b,shenzhen overseas,china,doll_14.88 b,doll_589.1 m,doll_75.32 b,doll_8.54 b
1292,985,985,tenet healthcare,united states,doll_19.45 b,,,doll_7.98 b,tenet healthcare,united states,doll_19.45 b,doll_957 m,doll_26.65 b,doll_7.98 b
1293,986,986,grupo aval,colombia,doll_10.27 b,,,doll_4.78 b,grupo aval,colombia,doll_10.27 b,doll_879.7 m,doll_90.15 b,doll_4.78 b
1294,987,987,cp all,thailand,doll_17.65 b,,,doll_17.53 b,cp all,thailand,doll_17.65 b,doll_374.4 m,doll_27.9 b,doll_17.53 b
1295,988,988,geely automobile holdings,hong kong,doll_15.76 b,,,doll_14.82 b,geely automobile holdings,hong kong,doll_15.76 b,doll_731.9 m,doll_21.08 b,doll_14.82 b
1296,963,990,qatar islamic bank,qatar,doll_1.82 b,,,doll_16.4 b,dubai islamic bank,united arab emirates,doll_3.16 b,doll_1.04 b,doll_75.98 b,doll_12.38 b
1297,990,990,dubai islamic bank,united arab emirates,doll_3.16 b,,,doll_12.38 b,dubai islamic bank,united arab emirates,doll_3.16 b,doll_1.04 b,doll_75.98 b,doll_12.38 b
1298,991,991,suzano papel e celulose,brazil,doll_7.59 b,,,doll_14.66 b,suzano papel e celulose,brazil,doll_7.59 b,doll_1.6 b,doll_21.36 b,doll_14.66 b
1299,992,992,link reit,hong kong,doll_1.47 b,,,doll_18.28 b,link reit,hong kong,doll_1.47 b,doll_1.49 b,doll_27.99 b,doll_18.28 b
1300,993,993,yum! brands,canada,doll_6.58 b,,,doll_35.28 b,yum! brands,canada,doll_6.58 b,doll_1.57 b,doll_5.97 b,doll_35.28 b
1301,994,994,first quantum minerals,canada,doll_8.29 b,,,doll_19.43 b,first quantum minerals,canada,doll_8.29 b,doll_833.4 m,doll_25.27 b,doll_19.43 b
1302,995,995,aercap holdings,ireland,doll_4.52 b,,,doll_12.59 b,aercap holdings,ireland,doll_4.52 b,doll_1 b,doll_74.57 b,doll_12.59 b
1303,996,996,first horizon,united states,doll_3.15 b,,,doll_12.21 b,first horizon,united states,doll_3.15 b,doll_962 m,doll_88.66 b,doll_12.21 b
1304,998,998,molina healthcare,united states,doll_27.77 b,,,doll_19.08 b,molina healthcare,united states,doll_27.77 b,doll_659 m,doll_12.22 b,doll_19.08 b
1305,7,999,agricultural bank of china,china,doll_181.42 b,,,doll_133.38 b,union bank of india,india,doll_11.28 b,doll_673.2 m,doll_148.94 b,doll_3.62 b
1306,8,999,bank of america,united states,doll_96.83 b,,,doll_303.1 b,union bank of india,india,doll_11.28 b,doll_673.2 m,doll_148.94 b,doll_3.62 b
1307,12,999,bank of china,china,doll_152.43 b,,,doll_117.83 b,union bank of india,india,doll_11.28 b,doll_673.2 m,doll_148.94 b,doll_3.62 b
1308,29,999,postal savings bank of china (psbc),china,doll_77.61 b,,,doll_125.53 b,union bank of india,india,doll_11.28 b,doll_673.2 m,doll_148.94 b,doll_3.62 b
1309,61,999,bank of communications,china,doll_76 b,,,doll_52.82 b,union bank of india,india,doll_11.28 b,doll_673.2 m,doll_148.94 b,doll_3.62 b
1310,88,999,bank of nova scotia,canada,doll_30.35 b,,,doll_80.58 b,union bank of india,india,doll_11.28 b,doll_673.2 m,doll_148.94 b,doll_3.62 b
1311,105,999,state bank of india,india,doll_54.42 b,,,doll_58.39 b,union bank of india,india,doll_11.28 b,doll_673.2 m,doll_148.94 b,doll_3.62 b
1312,116,999,bank of montreal,canada,doll_26.53 b,,,doll_72.74 b,union bank of india,india,doll_11.28 b,doll_673.2 m,doll_148.94 b,doll_3.62 b
1313,265,999,bank of new york mellon,united states,doll_16.09 b,,,doll_35.68 b,union bank of india,india,doll_11.28 b,doll_673.2 m,doll_148.94 b,doll_3.62 b
1314,294,999,bank of ningbo,china,doll_13.71 b,,,doll_37.67 b,union bank of india,india,doll_11.28 b,doll_673.2 m,doll_148.94 b,doll_3.62 b
1315,353,999,bank of beijing,china,doll_19.38 b,,,doll_15.09 b,union bank of india,india,doll_11.28 b,doll_673.2 m,doll_148.94 b,doll_3.62 b
1316,355,999,bank of jiangsu,china,doll_17.9 b,,,doll_17.05 b,union bank of india,india,doll_11.28 b,doll_673.2 m,doll_148.94 b,doll_3.62 b
1317,389,999,bank of shanghai,china,doll_15.94 b,,,doll_14.76 b,union bank of india,india,doll_11.28 b,doll_673.2 m,doll_148.94 b,doll_3.62 b
1318,423,999,bank of nanjing,china,doll_12.17 b,,,doll_18.84 b,union bank of india,india,doll_11.28 b,doll_673.2 m,doll_148.94 b,doll_3.62 b
1319,433,999,national bank of canada,canada,doll_9 b,,,doll_24.82 b,union bank of india,india,doll_11.28 b,doll_673.2 m,doll_148.94 b,doll_3.62 b
1320,644,999,bank of hangzhou,china,doll_8.7 b,,,doll_13.96 b,union bank of india,india,doll_11.28 b,doll_673.2 m,doll_148.94 b,doll_3.62 b
1321,731,999,industrial bank of korea,south korea,doll_9.44 b,,,doll_6.97 b,union bank of india,india,doll_11.28 b,doll_673.2 m,doll_148.94 b,doll_3.62 b
1322,733,999,national bank of kuwait,kuwait,doll_3.82 b,,,doll_25.78 b,union bank of india,india,doll_11.28 b,doll_673.2 m,doll_148.94 b,doll_3.62 b
1323,821,999,power grid of india,india,doll_5.61 b,,,doll_20.57 b,union bank of india,india,doll_11.28 b,doll_673.2 m,doll_148.94 b,doll_3.62 b
1324,866,999,bank of ireland,ireland,doll_8.37 b,,,doll_7.83 b,union bank of india,india,doll_11.28 b,doll_673.2 m,doll_148.94 b,doll_3.62 b
1325,949,999,joint stock commercial bank for foreign trade of vietnam,vietnam,doll_3.91 b,,,doll_16.94 b,union bank of india,india,doll_11.28 b,doll_673.2 m,doll_148.94 b,doll_3.62 b
1326,953,999,bank of baroda,india,doll_12.06 b,,,doll_7.54 b,union bank of india,india,doll_11.28 b,doll_673.2 m,doll_148.94 b,doll_3.62 b
1327,999,999,union bank of india,india,doll_11.28 b,,,doll_3.62 b,union bank of india,india,doll_11.28 b,doll_673.2 m,doll_148.94 b,doll_3.62 b
1328,104,1018,china state construction engineering,china,doll_205.79 b,,,doll_36.91 b,shaanxi construction engineering group,china,doll_23.76 b,doll_717.5 m,doll_34.62 b,doll_2.8 b
1329,934,1018,jiangsu zhongnan construction group,china,doll_14 b,,,doll_2.46 b,shaanxi construction engineering group,china,doll_23.76 b,doll_717.5 m,doll_34.62 b,doll_2.8 b
1330,89,1028,american international group,united states,doll_52.06 b,,,doll_48.73 b,american financial group,united states,doll_6.21 b,doll_2 b,doll_24.89 b,doll_12.28 b
1331,256,1028,kb financial group,south korea,doll_33.86 b,,,doll_19.29 b,american financial group,united states,doll_6.21 b,doll_2 b,doll_24.89 b,doll_12.28 b
1332,278,1028,shinhan financial group,south korea,doll_29.27 b,,,doll_18.17 b,american financial group,united states,doll_6.21 b,doll_2 b,doll_24.89 b,doll_12.28 b
1333,440,1028,principal financial group,united states,doll_14.26 b,,,doll_18.25 b,american financial group,united states,doll_6.21 b,doll_2 b,doll_24.89 b,doll_12.28 b
1334,482,1028,hana financial group,south korea,doll_13.75 b,,,doll_11.47 b,american financial group,united states,doll_6.21 b,doll_2 b,doll_24.89 b,doll_12.28 b
1335,562,1028,svb financial group,united states,doll_6.08 b,,,doll_31.82 b,american financial group,united states,doll_6.21 b,doll_2 b,doll_24.89 b,doll_12.28 b
1336,571,1028,citizens financial group,united states,doll_6.88 b,,,doll_20.76 b,american financial group,united states,doll_6.21 b,doll_2 b,doll_24.89 b,doll_12.28 b
1337,594,1028,woori financial group,south korea,doll_11.47 b,,,doll_9.51 b,american financial group,united states,doll_6.21 b,doll_2 b,doll_24.89 b,doll_12.28 b
1338,778,1028,american airlines group,united states,doll_34.77 b,,,doll_13.1 b,american financial group,united states,doll_6.21 b,doll_2 b,doll_24.89 b,doll_12.28 b
1339,198,1040,nab - national australia bank,australia,doll_15.76 b,,,doll_77.24 b,punjab national bank,india,doll_12.1 b,doll_571.2 m,doll_178.94 b,doll_5.1 b
1340,251,1040,qatar national bank,qatar,doll_14.2 b,,,doll_59.09 b,punjab national bank,india,doll_12.1 b,doll_571.2 m,doll_178.94 b,doll_5.1 b
1341,326,1040,the saudi national bank,saudi arabia,doll_8.63 b,,,doll_86.46 b,punjab national bank,india,doll_12.1 b,doll_571.2 m,doll_178.94 b,doll_5.1 b
1342,433,1040,national bank of canada,canada,doll_9 b,,,doll_24.82 b,punjab national bank,india,doll_12.1 b,doll_571.2 m,doll_178.94 b,doll_5.1 b
1343,733,1040,national bank of kuwait,kuwait,doll_3.82 b,,,doll_25.78 b,punjab national bank,india,doll_12.1 b,doll_571.2 m,doll_178.94 b,doll_5.1 b
1344,7,1055,agricultural bank of china,china,doll_181.42 b,,,doll_133.38 b,bank of chengdu,china,doll_4.69 b,doll_1.07 b,doll_115.52 b,doll_9.08 b
1345,8,1055,bank of america,united states,doll_96.83 b,,,doll_303.1 b,bank of chengdu,china,doll_4.69 b,doll_1.07 b,doll_115.52 b,doll_9.08 b
1346,12,1055,bank of china,china,doll_152.43 b,,,doll_117.83 b,bank of chengdu,china,doll_4.69 b,doll_1.07 b,doll_115.52 b,doll_9.08 b
1347,29,1055,postal savings bank of china (psbc),china,doll_77.61 b,,,doll_125.53 b,bank of chengdu,china,doll_4.69 b,doll_1.07 b,doll_115.52 b,doll_9.08 b
1348,61,1055,bank of communications,china,doll_76 b,,,doll_52.82 b,bank of chengdu,china,doll_4.69 b,doll_1.07 b,doll_115.52 b,doll_9.08 b
1349,88,1055,bank of nova scotia,canada,doll_30.35 b,,,doll_80.58 b,bank of chengdu,china,doll_4.69 b,doll_1.07 b,doll_115.52 b,doll_9.08 b
1350,105,1055,state bank of india,india,doll_54.42 b,,,doll_58.39 b,bank of chengdu,china,doll_4.69 b,doll_1.07 b,doll_115.52 b,doll_9.08 b
1351,116,1055,bank of montreal,canada,doll_26.53 b,,,doll_72.74 b,bank of chengdu,china,doll_4.69 b,doll_1.07 b,doll_115.52 b,doll_9.08 b
1352,265,1055,bank of new york mellon,united states,doll_16.09 b,,,doll_35.68 b,bank of chengdu,china,doll_4.69 b,doll_1.07 b,doll_115.52 b,doll_9.08 b
1353,294,1055,bank of ningbo,china,doll_13.71 b,,,doll_37.67 b,bank of chengdu,china,doll_4.69 b,doll_1.07 b,doll_115.52 b,doll_9.08 b
1354,353,1055,bank of beijing,china,doll_19.38 b,,,doll_15.09 b,bank of chengdu,china,doll_4.69 b,doll_1.07 b,doll_115.52 b,doll_9.08 b
1355,355,1055,bank of jiangsu,china,doll_17.9 b,,,doll_17.05 b,bank of chengdu,china,doll_4.69 b,doll_1.07 b,doll_115.52 b,doll_9.08 b
1356,389,1055,bank of shanghai,china,doll_15.94 b,,,doll_14.76 b,bank of chengdu,china,doll_4.69 b,doll_1.07 b,doll_115.52 b,doll_9.08 b
1357,423,1055,bank of nanjing,china,doll_12.17 b,,,doll_18.84 b,bank of chengdu,china,doll_4.69 b,doll_1.07 b,doll_115.52 b,doll_9.08 b
1358,433,1055,national bank of canada,canada,doll_9 b,,,doll_24.82 b,bank of chengdu,china,doll_4.69 b,doll_1.07 b,doll_115.52 b,doll_9.08 b
1359,644,1055,bank of hangzhou,china,doll_8.7 b,,,doll_13.96 b,bank of chengdu,china,doll_4.69 b,doll_1.07 b,doll_115.52 b,doll_9.08 b
1360,731,1055,industrial bank of korea,south korea,doll_9.44 b,,,doll_6.97 b,bank of chengdu,china,doll_4.69 b,doll_1.07 b,doll_115.52 b,doll_9.08 b
1361,733,1055,national bank of kuwait,kuwait,doll_3.82 b,,,doll_25.78 b,bank of chengdu,china,doll_4.69 b,doll_1.07 b,doll_115.52 b,doll_9.08 b
1362,866,1055,bank of ireland,ireland,doll_8.37 b,,,doll_7.83 b,bank of chengdu,china,doll_4.69 b,doll_1.07 b,doll_115.52 b,doll_9.08 b
1363,949,1055,joint stock commercial bank for foreign trade of vietnam,vietnam,doll_3.91 b,,,doll_16.94 b,bank of chengdu,china,doll_4.69 b,doll_1.07 b,doll_115.52 b,doll_9.08 b
1364,953,1055,bank of baroda,india,doll_12.06 b,,,doll_7.54 b,bank of chengdu,china,doll_4.69 b,doll_1.07 b,doll_115.52 b,doll_9.08 b
1365,999,1055,union bank of india,india,doll_11.28 b,,,doll_3.62 b,bank of chengdu,china,doll_4.69 b,doll_1.07 b,doll_115.52 b,doll_9.08 b
1366,939,1059,enn energy holdings,china,doll_14.44 b,,,doll_14.99 b,cosmo energy holdings,japan,doll_21.95 b,doll_1.36 b,doll_16.9 b,doll_2.11 b
1367,945,1060,alexandria real estate equities,united states,doll_2.11 b,,,doll_31.95 b,risesun real estate development,china,doll_10.88 b,doll_952.4 m,doll_44.93 b,doll_2.55 b
1368,828,1071,mega financial holding,taiwan,doll_2.62 b,,,doll_19.32 b,first financial holding,taiwan,doll_2.94 b,doll_706.7 m,doll_135.16 b,doll_12.38 b
1369,903,1071,yuanta financial holding,taiwan,doll_5.77 b,,,doll_11.06 b,first financial holding,taiwan,doll_2.94 b,doll_706.7 m,doll_135.16 b,doll_12.38 b
1370,718,1088,korea electric power,south korea,doll_52.9 b,,,doll_11.11 b,chubu electric power,japan,doll_24.12 b,doll_-205.7 m,doll_52.96 b,doll_7.71 b
1371,841,1088,tokyo electric power,japan,doll_47.93 b,,,doll_5.79 b,chubu electric power,japan,doll_24.12 b,doll_-205.7 m,doll_52.96 b,doll_7.71 b
1372,853,1088,kansai electric power,japan,doll_26.01 b,,,doll_8.41 b,chubu electric power,japan,doll_24.12 b,doll_-205.7 m,doll_52.96 b,doll_7.71 b
1373,898,1094,china merchants securities,china,doll_5.7 b,,,doll_9.86 b,china galaxy securities,china,doll_4.98 b,doll_1.57 b,doll_87.89 b,doll_5.85 b
1374,380,1102,power construction corporation of china,china,doll_70.28 b,,,doll_16.34 b,china longyuan power,china,doll_5.72 b,doll_993 m,doll_29.7 b,doll_16.82 b
1375,426,1102,china yangtze power,china,doll_8.52 b,,,doll_83.05 b,china longyuan power,china,doll_5.72 b,doll_993 m,doll_29.7 b,doll_16.82 b
1376,915,1102,china national nuclear power,china,doll_9.6 b,,,doll_22 b,china longyuan power,china,doll_5.72 b,doll_993 m,doll_29.7 b,doll_16.82 b
1377,257,1106,china railway group,china,doll_166.46 b,,,doll_15.36 b,china aoyuan group,china,doll_10.86 b,doll_838.2 m,doll_48.93 b,doll_446 m
1378,463,1106,china evergrande group,china,doll_70.4 b,,,doll_2.78 b,china aoyuan group,china,doll_10.86 b,doll_838.2 m,doll_48.93 b,doll_446 m
1379,655,1106,china hongqiao group,china,doll_17.76 b,,,doll_12.76 b,china aoyuan group,china,doll_10.86 b,doll_838.2 m,doll_48.93 b,doll_446 m
1380,767,1106,china reinsurance group,china,doll_25.39 b,,,doll_3.9 b,china aoyuan group,china,doll_10.86 b,doll_838.2 m,doll_48.93 b,doll_446 m
1381,762,1114,abu dhabi commercial bank,united arab emirates,doll_4.23 b,,,doll_19.45 b,siam commercial bank,thailand,doll_5.43 b,doll_1.09 b,doll_101.37 b,doll_8.34 b
1382,949,1114,joint stock commercial bank for foreign trade of vietnam,vietnam,doll_3.91 b,,,doll_16.94 b,siam commercial bank,thailand,doll_5.43 b,doll_1.09 b,doll_101.37 b,doll_8.34 b
1383,951,1114,shanghai rural commercial bank,china,doll_5.77 b,,,doll_9.28 b,siam commercial bank,thailand,doll_5.43 b,doll_1.09 b,doll_101.37 b,doll_8.34 b
1384,395,1117,china merchants shekou industrial zone holdings,china,doll_23.41 b,,,doll_19.42 b,greentown china holdings,china,doll_15.73 b,doll_504.5 m,doll_81.75 b,doll_4.45 b
1385,462,1117,sunac china holdings,china,doll_38.49 b,,,doll_3.18 b,greentown china holdings,china,doll_15.73 b,doll_504.5 m,doll_81.75 b,doll_4.45 b
1386,256,1118,kb financial group,south korea,doll_33.86 b,,,doll_19.29 b,meritz financial group,south korea,doll_10.97 b,doll_668.5 m,doll_68.62 b,doll_3.77 b
1387,278,1118,shinhan financial group,south korea,doll_29.27 b,,,doll_18.17 b,meritz financial group,south korea,doll_10.97 b,doll_668.5 m,doll_68.62 b,doll_3.77 b
1388,440,1118,principal financial group,united states,doll_14.26 b,,,doll_18.25 b,meritz financial group,south korea,doll_10.97 b,doll_668.5 m,doll_68.62 b,doll_3.77 b
1389,482,1118,hana financial group,south korea,doll_13.75 b,,,doll_11.47 b,meritz financial group,south korea,doll_10.97 b,doll_668.5 m,doll_68.62 b,doll_3.77 b
1390,562,1118,svb financial group,united states,doll_6.08 b,,,doll_31.82 b,meritz financial group,south korea,doll_10.97 b,doll_668.5 m,doll_68.62 b,doll_3.77 b
1391,571,1118,citizens financial group,united states,doll_6.88 b,,,doll_20.76 b,meritz financial group,south korea,doll_10.97 b,doll_668.5 m,doll_68.62 b,doll_3.77 b
1392,594,1118,woori financial group,south korea,doll_11.47 b,,,doll_9.51 b,meritz financial group,south korea,doll_10.97 b,doll_668.5 m,doll_68.62 b,doll_3.77 b
1393,189,1136,poly developments & holdings group,china,doll_42.94 b,,,doll_32.81 b,kaisa group holdings,china,doll_9.55 b,doll_847.8 m,doll_49.39 b,doll_751 m
1394,242,1136,longfor group holdings,china,doll_34.8 b,,,doll_30.05 b,kaisa group holdings,china,doll_9.55 b,doll_847.8 m,doll_49.39 b,doll_751 m
1395,415,1136,greenland holdings group,china,doll_84.53 b,,,doll_9.36 b,kaisa group holdings,china,doll_9.55 b,doll_847.8 m,doll_49.39 b,doll_751 m
1396,573,1136,asahi group holdings,japan,doll_20.35 b,,,doll_17.94 b,kaisa group holdings,china,doll_9.55 b,doll_847.8 m,doll_49.39 b,doll_751 m
1397,795,1136,cifi holdings group,china,doll_16.77 b,,,doll_4.19 b,kaisa group holdings,china,doll_9.55 b,doll_847.8 m,doll_49.39 b,doll_751 m
1398,819,1136,phoenix group holdings,united kingdom,doll_33.53 b,,,doll_7.93 b,kaisa group holdings,china,doll_9.55 b,doll_847.8 m,doll_49.39 b,doll_751 m
1399,829,1136,zhongsheng group holdings,china,doll_27.15 b,,,doll_16.05 b,kaisa group holdings,china,doll_9.55 b,doll_847.8 m,doll_49.39 b,doll_751 m
1400,894,1136,cimb group holdings,malaysia,doll_5.66 b,,,doll_12.22 b,kaisa group holdings,china,doll_9.55 b,doll_847.8 m,doll_49.39 b,doll_751 m
1401,982,1136,agile group holdings,china,doll_11.52 b,,,doll_1.85 b,kaisa group holdings,china,doll_9.55 b,doll_847.8 m,doll_49.39 b,doll_751 m
1402,82,1137,brookfield asset management,canada,doll_78.82 b,,,doll_80.94 b,china huarong asset management,china,doll_11.24 b,doll_58.7 m,doll_246.09 b,doll_3.89 b
1403,738,1137,china cinda asset management,china,doll_10.29 b,,,doll_6.47 b,china huarong asset management,china,doll_11.24 b,doll_58.7 m,doll_246.09 b,doll_3.89 b
1404,350,1153,bank rakyat indonesia (bri),indonesia,doll_12.77 b,,,doll_50.14 b,bank negara indonesia,indonesia,doll_4.82 b,doll_762.4 m,doll_67.7 b,doll_12.13 b
1405,395,1156,china merchants shekou industrial zone holdings,china,doll_23.41 b,,,doll_19.42 b,yum china holdings,china,doll_9.85 b,doll_990 m,doll_13.22 b,doll_17.41 b
1406,462,1156,sunac china holdings,china,doll_38.49 b,,,doll_3.18 b,yum china holdings,china,doll_9.85 b,doll_990 m,doll_13.22 b,doll_17.41 b
1407,105,1170,state bank of india,india,doll_54.42 b,,,doll_58.39 b,steel authority of india,india,doll_12.98 b,doll_1.79 b,doll_15.87 b,doll_5.48 b
1408,821,1170,power grid of india,india,doll_5.61 b,,,doll_20.57 b,steel authority of india,india,doll_12.98 b,doll_1.79 b,doll_15.87 b,doll_5.48 b
1409,999,1170,union bank of india,india,doll_11.28 b,,,doll_3.62 b,steel authority of india,india,doll_12.98 b,doll_1.79 b,doll_15.87 b,doll_5.48 b
1410,469,1177,china national building,china,doll_42.58 b,,,doll_10.55 b,china national chemical,china,doll_20.54 b,doll_581.2 m,doll_25.21 b,doll_8.52 b
1411,915,1177,china national nuclear power,china,doll_9.6 b,,,doll_22 b,china national chemical,china,doll_20.54 b,doll_581.2 m,doll_25.21 b,doll_8.52 b
1412,291,1184,baoshan iron & steel,china,doll_55.52 b,,,doll_23.35 b,magnitogorsk iron & steel,russia,doll_11.86 b,doll_3.12 b,doll_9.77 b,doll_6.07 b
1413,7,1189,agricultural bank of china,china,doll_181.42 b,,,doll_133.38 b,bank of changsha,china,doll_5.66 b,doll_941.9 m,doll_121.72 b,doll_4.83 b
1414,8,1189,bank of america,united states,doll_96.83 b,,,doll_303.1 b,bank of changsha,china,doll_5.66 b,doll_941.9 m,doll_121.72 b,doll_4.83 b
1415,12,1189,bank of china,china,doll_152.43 b,,,doll_117.83 b,bank of changsha,china,doll_5.66 b,doll_941.9 m,doll_121.72 b,doll_4.83 b
1416,29,1189,postal savings bank of china (psbc),china,doll_77.61 b,,,doll_125.53 b,bank of changsha,china,doll_5.66 b,doll_941.9 m,doll_121.72 b,doll_4.83 b
1417,61,1189,bank of communications,china,doll_76 b,,,doll_52.82 b,bank of changsha,china,doll_5.66 b,doll_941.9 m,doll_121.72 b,doll_4.83 b
1418,88,1189,bank of nova scotia,canada,doll_30.35 b,,,doll_80.58 b,bank of changsha,china,doll_5.66 b,doll_941.9 m,doll_121.72 b,doll_4.83 b
1419,105,1189,state bank of india,india,doll_54.42 b,,,doll_58.39 b,bank of changsha,china,doll_5.66 b,doll_941.9 m,doll_121.72 b,doll_4.83 b
