,name,world_rank,marketValue,marketCap,CEO,country
4184,HUAAN SECURITIES,"3,960",3.924 Billion USD,3.883 Billion USD,,China
4185,CIE AUTOMOTIVE,"3,961",3.919 Billion USD,3.500 Billion USD,,Spain
4186,GW PHARMACEUTICALS,"3,962","3,962",3.386 Billion USD,,UK
4187,CHINA NUCLEAR ENGINEERING CORPORATION,"3,962",3.922 Billion USD,3.493 Billion USD,,China
4188,RINGKJOBING LANDBOBANK A/S,"3,963",3.924 Billion USD,3.479 Billion USD,,Denmark
4189,"BROADSTONE NET LEASE, INC.","3,964",3.911 Billion USD,4.368 Billion USD,,USA
4190,ALUMINA,"3,965",3.905 Billion USD,3.992 Billion USD,,Australia
4191,KORN FERRY,"3,966",3.910 Billion USD,3.934 Billion USD,,USA
4192,"PERSHING SQUARE TONTINE HOLDINGS, LTD.","3,967",3.906 Billion USD,3.865 Billion USD,,USA
4193,GUANGDONG FENGHUA ADVANCED TECHNOLOGY (HOLDING),"3,968",3.908 Billion USD,3.799 Billion USD,,China
4194,POTLATCHDELTIC CORPORATION,"3,969",3.905 Billion USD,3.519 Billion USD,,USA
4195,LIVE OAK BANCSHARES,"3,970",3.910 Billion USD,2.651 Billion USD,,USA
4196,ASMEDIA TECHNOLOGY,"3,971",3.896 Billion USD,5.632 Billion USD,,Taiwan
4197,RED AVENUE NEW MATERIALS GROUP,"3,972",3.904 Billion USD,4.906 Billion USD,,China
4198,TRIPADVISOR,"3,973",3.901 Billion USD,4.809 Billion USD,,USA
4199,GRAFTON GROUP PLC,"3,974",3.903 Billion USD,4.620 Billion USD,,Ireland
4200,VENTURE CORPORATION,"3,975",3.904 Billion USD,4.113 Billion USD,,Singapore
4201,SIEGFRIED HOLDING AG,"3,976",3.898 Billion USD,4.091 Billion USD,,Switzerland
4202,ALSO HOLDING AG,"3,977",3.895 Billion USD,4.059 Billion USD,,Switzerland
4203,PT BANK PERMATA TBK,"3,978",3.900 Billion USD,4.028 Billion USD,,Indonesia
4204,MARUI GROUP,"3,979",3.898 Billion USD,3.870 Billion USD,,Japan
4205,COMPAL ELECTRONICS,"3,980",3.904 Billion USD,3.584 Billion USD,,Taiwan
4206,APPLIED INDUSTRIAL TECHNOLOGIES,"3,981",3.896 Billion USD,3.421 Billion USD,,USA
4207,SILVERGATE CAPITAL CORPORATION,"3,982",3.904 Billion USD,2.998 Billion USD,,USA
4208,HOMESERVE,"3,983",3.887 Billion USD,4.462 Billion USD,,UK
4209,ALARM.COM HOLDINGS,"3,984",3.893 Billion USD,4.208 Billion USD,,USA
4210,SANSURE BIOTECH INC.,"3,985",3.891 Billion USD,4.178 Billion USD,,China
4211,DENBURY INC.,"3,987",3.893 Billion USD,3.524 Billion USD,,USA
4212,ZOOPLUS AG,"3,988",3.893 Billion USD,3.364 Billion USD,,Germany
4213,RISEN ENERGY,"3,989",3.890 Billion USD,3.069 Billion USD,,China
4214,AMOT INVESTMENT LTD,"3,990",3.890 Billion USD,2.998 Billion USD,,Israel
4215,FASTLY,"3,991",3.879 Billion USD,5.084 Billion USD,,USA
4216,ALKERMES,"3,992",3.883 Billion USD,5.043 Billion USD,,Ireland
4217,NOF CORPORATION,"3,993",3.876 Billion USD,4.665 Billion USD,,Japan
4218,SIME DARBY BERHAD,"3,994",3.882 Billion USD,3.830 Billion USD,,Malaysia
4219,AAON,"3,995",3.883 Billion USD,3.569 Billion USD,,USA
4220,TOYOTA BOSHOKU CORPORATION,"3,996",3.878 Billion USD,3.564 Billion USD,,Japan
4221,HITACHI TRANSPORT SYSTEM,"3,997",3.876 Billion USD,3.488 Billion USD,,Japan
4222,XPO LOGISTICS EUROPE SA,"3,997","3,997",3.339 Billion USD,,France
4223,UNION BANK OF INDIA,"3,998",3.880 Billion USD,3.171 Billion USD,,India
4224,NINGBO SANXING MEDICAL ELECTRIC,"3,999",3.878 Billion USD,2.895 Billion USD,,China
4225,FRESHPET,"4,000",3.865 Billion USD,5.556 Billion USD,,USA
4226,LION CORPORATION,"4,001",3.870 Billion USD,4.934 Billion USD,,Japan
4227,ASICS CORPORATION,"4,002",3.872 Billion USD,3.910 Billion USD,,Japan
4228,BAFANG ELECTRIC (SUZHOU),"4,003",3.872 Billion USD,3.812 Billion USD,,China
4229,MACERICH COMPANY,"4,004",3.871 Billion USD,3.632 Billion USD,,USA
4230,SINOCELLTECH GROUP LIMITED,"4,005",3.874 Billion USD,3.468 Billion USD,,China
4231,AISINO CORPORATION,"4,006",3.867 Billion USD,3.399 Billion USD,,China
4232,ALTIUM,"4,007",3.874 Billion USD,2.908 Billion USD,,Australia
4233,CANTEL MEDICAL,"4,007","4,007",3.331 Billion USD,,USA
4234,XINJIANG ZHONGTAI CHEMICAL,"4,008",3.863 Billion USD,5.197 Billion USD,,China
4235,KERRY PROPERTIES,"4,009",3.860 Billion USD,5.037 Billion USD,,Hong Kong
4236,ANXIN TRUST CO. LTD,"4,010",3.857 Billion USD,4.701 Billion USD,,China
4237,SOCIETE FONCIERE LYONNAISE SA,"4,011",3.856 Billion USD,4.379 Billion USD,,France
4238,ASELSAN ELEKTRONIK SANAYI VE TICARET ANONIM SIRKETI,"4,012",3.857 Billion USD,4.309 Billion USD,,Turkey
4239,3M INDIA,"4,013",3.855 Billion USD,3.948 Billion USD,,India
4240,ZHEJIANG EXPRESSWAY,"4,014",3.859 Billion USD,3.896 Billion USD,,China
4241,CHIFENG JILONG GOLD MINING,"4,015",3.859 Billion USD,3.766 Billion USD,,China
4242,LAGARDERE SCA,"4,016",3.864 Billion USD,3.654 Billion USD,,France
4243,LENZING,"4,017",3.855 Billion USD,3.509 Billion USD,,Austria
4244,EUROBANK ERGASIAS,"4,018",3.861 Billion USD,3.494 Billion USD,,Greece
4245,JOYY,"4,019",3.850 Billion USD,4.963 Billion USD,,China
4246,ROYAL BOSKALIS WESTMINSTER,"4,020",3.847 Billion USD,4.246 Billion USD,,Netherlands
4247,B2GOLD,"4,021",3.848 Billion USD,4.065 Billion USD,,Canada
4248,IREN SPA,"4,022",3.846 Billion USD,4.024 Billion USD,,Italy
4249,LIVENT CORPORATION,"4,023",3.845 Billion USD,4.018 Billion USD,,USA
4250,WUHAN RAYCUS FIBER LASER TECHNOLOGIES,"4,024",3.850 Billion USD,3.966 Billion USD,,China
4251,LUZERNER KANTONALBANK AG,"4,025",3.853 Billion USD,3.899 Billion USD,,Switzerland
4252,CLEARWAY ENERGY,"4,026",3.852 Billion USD,3.595 Billion USD,,USA
4253,LCI INDUSTRIES,"4,027",3.848 Billion USD,3.580 Billion USD,,USA
4254,SINOMA INTERNATIONAL ENGINEERING,"4,028",3.849 Billion USD,3.310 Billion USD,,China
4255,GRAND CITY PROPERTIES,"4,029",3.841 Billion USD,4.564 Billion USD,,Luxembourg
4256,INDUSTRIAL & INFRASTRUCTURE FUND INVESTMENT CORPORATION,"4,030",3.838 Billion USD,4.165 Billion USD,,Japan
4257,MEDIPAL HOLDINGS CORPORATION,"4,031",3.840 Billion USD,4.085 Billion USD,,Japan
4258,VIENNA INSURANCE GROUP AG,"4,032",3.839 Billion USD,3.723 Billion USD,,Austria
4259,BANK OF GUIYANG,"4,033",3.844 Billion USD,3.696 Billion USD,,China
4260,NEW JERSEY RESOURCES CORPORATION,"4,034",3.842 Billion USD,3.601 Billion USD,,USA
4261,APPLE HOSPITALITY REIT,"4,035",3.839 Billion USD,3.418 Billion USD,,USA
4262,"DUOLINGO, INC.","4,036",3.829 Billion USD,4.848 Billion USD,,USA
4263,SOHGO SECURITY SERVICES,"4,037",3.825 Billion USD,4.625 Billion USD,,Japan
4264,NEXTDC,"4,038",3.831 Billion USD,4.499 Billion USD,,Australia
4265,MINMETALS CAPITAL COMPANY,"4,039",3.827 Billion USD,4.143 Billion USD,,China
4266,TRANSALTA RENEWABLES,"4,040",3.833 Billion USD,4.141 Billion USD,,Canada
4267,SUMITOMO FORESTRY,"4,041",3.828 Billion USD,3.914 Billion USD,,Japan
4268,JB HI-FI,"4,042",3.830 Billion USD,3.895 Billion USD,,Australia
4269,DHC SOFTWARE,"4,043",3.828 Billion USD,3.622 Billion USD,,China
4270,BEACON ROOFING SUPPLY,"4,044",3.830 Billion USD,3.613 Billion USD,,USA
4271,CARGURUS,"4,045",3.834 Billion USD,3.566 Billion USD,,USA
4272,AEROSPACE CH UAV,"4,046",3.825 Billion USD,3.495 Billion USD,,China
4273,KIRBY CORPORATION,"4,047",3.827 Billion USD,3.221 Billion USD,,USA
4274,ASPEED TECHNOLOGY,"4,048",3.832 Billion USD,2.939 Billion USD,,Taiwan
4275,NORDIC ENTERTAINMENT GROUP AB (PUBL),"4,049",3.820 Billion USD,4.677 Billion USD,,Sweden
4276,DOTTIKON ES HOLDING AG,"4,050",3.824 Billion USD,4.300 Billion USD,,Switzerland
4277,SPROTT PHYSICAL GOLD AND SILVER TRUST,"4,051",3.820 Billion USD,3.946 Billion USD,,Canada
4278,CHOICE PROPERTIES REAL ESTATE INVESTMENT TRUST,"4,052",3.821 Billion USD,3.864 Billion USD,,Canada
4279,CHINA NATIONAL SOFTWARE & SERVICE COMPANY,"4,053",3.821 Billion USD,3.656 Billion USD,,China
4280,OUTFRONT MEDIA,"4,054",3.818 Billion USD,3.615 Billion USD,,USA
4281,VICTORY GIANT TECHNOLOGY (HUIZHOU)CO,"4,055",3.819 Billion USD,2.754 Billion USD,,China
4282,XTEP INTERNATIONAL HOLDINGS,"4,056",3.810 Billion USD,4.757 Billion USD,,China
4283,ATLANTICA YIELD,"4,057",3.805 Billion USD,4.168 Billion USD,,UK
4284,BOX,"4,058",3.805 Billion USD,3.936 Billion USD,,USA
4285,SHENZHEN KAIFA TECHNOLOGY,"4,059",3.807 Billion USD,3.769 Billion USD,,China
4286,ZARDOYA OTIS,"4,060",3.807 Billion USD,3.100 Billion USD,,USA
4287,CALIX INC,"4,061",3.809 Billion USD,2.959 Billion USD,,USA
4288,AMERICAN EQUITY INVESTMENT LIFE HOLDING COMPANY,"4,062",3.812 Billion USD,2.932 Billion USD,,USA
4289,HEALTHEQUITY,"4,063",3.796 Billion USD,5.351 Billion USD,,USA
4290,SAUDI INDUSTRIAL INVESTMENT GROUP,"4,064",3.798 Billion USD,4.368 Billion USD,,Saudi Arabia
4291,ALTAREA SCA,"4,065",3.798 Billion USD,4.171 Billion USD,,France
4292,ALTAREA,"4,066",3.798 Billion USD,4.167 Billion USD,,France
4293,VIRBAC SA,"4,067",3.803 Billion USD,3.553 Billion USD,,France
4294,CHINA NATIONAL MEDICINES CORPORATION,"4,068",3.796 Billion USD,3.356 Billion USD,,China
4295,SUN ART RETAIL GROUP,"4,069",3.791 Billion USD,5.705 Billion USD,,China
4296,FAR EAST HORIZON,"4,070",3.785 Billion USD,4.649 Billion USD,,Hong Kong
4297,HMS HOLDINGS,"4,070","4,070",3.255 Billion USD,,USA
4298,BANK OF QUEENSLAND,"4,071",3.794 Billion USD,4.501 Billion USD,,Australia
4299,SHENZHEN GAS CORPORATION,"4,072",3.787 Billion USD,4.397 Billion USD,,China
4300,WORLD WRESTLING ENTERTAINMENT,"4,073",3.792 Billion USD,3.973 Billion USD,,USA
4301,CHINA FIRST HEAVY INDUSTRIES,"4,074",3.793 Billion USD,3.909 Billion USD,,China
4302,"MATTERPORT, INC.","4,075",3.785 Billion USD,3.898 Billion USD,,USA
4303,TAYLOR MORRISON HOME CORPORATION,"4,076",3.790 Billion USD,3.519 Billion USD,,USA
4304,ANHUI JINHE INDUSTRIAL,"4,077",3.793 Billion USD,3.151 Billion USD,,China
4305,ANDON HEALTH,"4,078",3.787 Billion USD,0.517 Billion USD,,China
4306,UPWORK,"4,079",3.784 Billion USD,5.640 Billion USD,,USA
4307,LAURUS LABS,"4,080",3.776 Billion USD,4.967 Billion USD,,India
4308,CA IMMOBILIEN ANLAGEN AG,"4,081",3.782 Billion USD,4.347 Billion USD,,Austria
4309,"SPRINKLR, INC.","4,082",3.781 Billion USD,3.890 Billion USD,,USA
4310,ASSURED GUARANTY,"4,083",3.780 Billion USD,3.640 Billion USD,,Bermuda
4311,SIMPLY GOOD FOODS COMPANY,"4,084",3.779 Billion USD,3.412 Billion USD,,USA
4312,TIANJIN CHASE SUN PHARMACEUTICAL,"4,085",3.780 Billion USD,2.019 Billion USD,,China
4313,PGE POLSKA GRUPA ENERGETYCZNA,"4,086",3.770 Billion USD,5.023 Billion USD,,Poland
4314,CIMIC GROUP,"4,087",3.768 Billion USD,4.897 Billion USD,,Australia
4315,BANGKOK EXPRESSWAY AND METRO PUBLIC COMPANY,"4,088",3.768 Billion USD,4.004 Billion USD,,Thailand
4316,DMG MORI AKTIENGESELLSCHAFT,"4,089",3.770 Billion USD,3.925 Billion USD,,Germany
4317,CHINA TRANSINFO TECHNOLOGY,"4,090",3.770 Billion USD,3.664 Billion USD,,China
4318,AMERIS BANCORP,"4,091",3.765 Billion USD,3.435 Billion USD,,USA
4319,HILLENBRAND,"4,092",3.766 Billion USD,3.390 Billion USD,,USA
4320,"ZARDOYA OTIS, S.A.","4,093",3.770 Billion USD,3.116 Billion USD,,Spain
4321,TASLY PHARMACEUTICAL GROUP CO. LTD,"4,094",3.766 Billion USD,3.013 Billion USD,,China
4322,SELECT MEDICAL HOLDINGS CORPORATION,"4,095",3.760 Billion USD,4.652 Billion USD,,USA
4323,GUANGZHOU HAIGE COMMUNICATIONS GROUP COMPANY,"4,096",3.755 Billion USD,3.771 Billion USD,,China
4324,BRP GROUP,"4,097",3.755 Billion USD,3.753 Billion USD,,USA
4325,DNP SELECT INCOME FUND,"4,098",3.758 Billion USD,3.689 Billion USD,,USA
4326,SIX FLAGS ENTERTAINMENT CORPORATION,"4,099",3.763 Billion USD,3.627 Billion USD,,USA
4327,BOLT,"4,099","4,099","7,693",,USA
4328,KANTAR GROUP,"4,099","4,099",,,UK
4329,JIANGSU AUCKSUN,"4,100",3.759 Billion USD,3.418 Billion USD,,China
4330,COSCO SHIPPING ENERGY TRANSPORTATION,"4,101",3.764 Billion USD,3.297 Billion USD,,China
4331,JYSKE BANK A/S,"4,102",3.761 Billion USD,3.112 Billion USD,,Denmark
4332,NOVA MEASURING INSTRUMENTS,"4,103",3.762 Billion USD,2.858 Billion USD,,Israel
4333,YANGZIJIANG SHIPBUILDING (HOLDINGS),"4,104",3.748 Billion USD,4.671 Billion USD,,China
4334,PT ANEKA TAMBANG TBK,"4,105",3.751 Billion USD,4.020 Billion USD,,Indonesia
4335,"NANJING IRON & STEEL CO., LTD.","4,106",3.745 Billion USD,3.870 Billion USD,,China
4336,ATS AUTOMATION TOOLING SYSTEMS,"4,107",3.749 Billion USD,3.323 Billion USD,,Canada
4337,KODIAK SCIENCES,"4,108",3.735 Billion USD,4.846 Billion USD,,USA
4338,COGECO COMMUNICATIONS,"4,109",3.737 Billion USD,4.311 Billion USD,,Canada
4339,CROMPTON GREAVES CONSUMER ELECTRICALS,"4,110",3.736 Billion USD,4.281 Billion USD,,India
4340,YAMANA GOLD,"4,111",3.740 Billion USD,4.253 Billion USD,,Canada
4341,BEIJING DAHAO TECHNOLOGYLTD,"4,112",3.740 Billion USD,3.766 Billion USD,,China
4342,DUNELM GROUP,"4,113",3.741 Billion USD,3.625 Billion USD,,UK
4343,ZHE JIANG HAI LIANG CO. LTD,"4,114",3.735 Billion USD,3.316 Billion USD,,China
4344,FEDERATED HERMES,"4,115",3.739 Billion USD,3.157 Billion USD,,USA
4345,ASSOCIATED BANC-CORP,"4,116",3.741 Billion USD,3.154 Billion USD,,USA
4346,EVERGRANDE PROPERTY SERVICES GROUP LIMITED,"4,117",3.728 Billion USD,8.067 Billion USD,,China
4347,COMPUGROUP MEDICAL SOCIETAS EUROPAEA,"4,118",3.730 Billion USD,4.954 Billion USD,,Germany
4348,NABTESCO CORPORATION,"4,119",3.728 Billion USD,4.776 Billion USD,,Japan
4349,PT SARANA MENARA NUSANTARA TBK,"4,120",3.730 Billion USD,4.706 Billion USD,,Indonesia
4350,MAX FINANCIAL SERVICES,"4,121",3.731 Billion USD,4.056 Billion USD,,India
4351,YINTAI GOLD,"4,122",3.729 Billion USD,3.632 Billion USD,,China
4352,SHANDONG BUCHANG PHARMACEUTICALS,"4,123",3.733 Billion USD,3.202 Billion USD,,China
4353,BEIJING YANJING BREWERY,"4,124",3.728 Billion USD,2.837 Billion USD,,China
4354,LIONS GATE ENTERTAINMENT,"4,125",3.725 Billion USD,2.739 Billion USD,,USA
4355,"SQUARESPACE, INC.","4,126",3.715 Billion USD,6.160 Billion USD,,USA
4356,WORKMAN,"4,127",3.722 Billion USD,5.236 Billion USD,,Japan
4357,EQUATORIAL ENERGIA,"4,128",3.720 Billion USD,4.749 Billion USD,,Brazil
4358,IPCA LABORATORIES,"4,129",3.722 Billion USD,4.479 Billion USD,,India
4359,SHANGHAI ZHANGJIANG HI-TECH PARK DEVELOPMENT,"4,130",3.723 Billion USD,4.084 Billion USD,,China
4360,SUPREME INDUSTRIES,"4,131",3.719 Billion USD,3.832 Billion USD,,India
4361,O2 CZECH REPUBLIC,"4,132",3.720 Billion USD,3.666 Billion USD,,Czech Republic
4362,SHENZHEN SUNWAY COMMUNICATION,"4,133",3.715 Billion USD,3.424 Billion USD,,China
4363,TRONOX HOLDINGS,"4,134",3.724 Billion USD,3.246 Billion USD,,USA
4364,SHENZHEN JINJIA GROUP,"4,135",3.722 Billion USD,2.301 Billion USD,,China
4365,DARKTRACE PLC,"4,136",3.707 Billion USD,6.176 Billion USD,,UK
4366,P/F BAKKAFROST,"4,137",3.709 Billion USD,5.203 Billion USD,,Faroe Islands
4367,SUGI HOLDINGS,"4,138",3.708 Billion USD,4.691 Billion USD,,Japan
4368,PROSIEBENSAT.1 MEDIA SE,"4,139",3.706 Billion USD,4.368 Billion USD,,Germany
4369,ATCO,"4,140",3.710 Billion USD,3.838 Billion USD,,Canada
4370,STEADFAST GROUP,"4,141",3.713 Billion USD,3.546 Billion USD,,Australia
4371,KARUNA THERAPEUTICS,"4,142",3.707 Billion USD,3.514 Billion USD,,USA
4372,TORRENT POWER,"4,143",3.705 Billion USD,3.287 Billion USD,,India
4373,FORYOU CORPORATION,"4,144",3.713 Billion USD,2.793 Billion USD,,China
4374,SHINSEI BANK,"4,145",3.705 Billion USD,2.761 Billion USD,,Japan
4375,GMR INFRASTRUCTURE,"4,146",3.708 Billion USD,2.556 Billion USD,,India
4376,PACIFIC BIOSCIENCES OF CALIFORNIA,"4,147",3.697 Billion USD,6.231 Billion USD,,USA
4377,NORDSTROM,"4,148",3.696 Billion USD,4.546 Billion USD,,USA
4378,NANJING HANRUI COBALT,"4,149",3.697 Billion USD,4.099 Billion USD,,China
4379,BENDIGO AND ADELAIDE BANK,"4,150",3.696 Billion USD,4.092 Billion USD,,Australia
4380,BEIQI FOTON MOTOR,"4,151",3.699 Billion USD,4.054 Billion USD,,China
4381,NH FOODS,"4,152",3.704 Billion USD,4.041 Billion USD,,Japan
4382,ATUL LTD,"4,153",3.698 Billion USD,3.835 Billion USD,,India
4383,ARCONIC CORPORATION,"4,154",3.699 Billion USD,3.772 Billion USD,,USA
4384,FOCUS FINANCIAL PARTNERS,"4,155",3.698 Billion USD,3.761 Billion USD,,USA
4385,STRAUSS GROUP,"4,156",3.697 Billion USD,3.348 Billion USD,,Israel
4386,NELNET,"4,157",3.700 Billion USD,3.091 Billion USD,,USA
4387,GUANGDONG XINBAO ELECTRICAL APPLIANCES HOLDINGS,"4,158",3.700 Billion USD,2.638 Billion USD,,China
4388,UNIFIRST CORPORATION,"4,159",3.689 Billion USD,4.334 Billion USD,,USA
4389,NWS HOLDINGS,"4,160",3.690 Billion USD,3.813 Billion USD,,Hong Kong
4390,SHANXI SECURITIES,"4,161",3.690 Billion USD,3.602 Billion USD,,China
4391,MATSON,"4,162",3.692 Billion USD,3.441 Billion USD,,USA
4392,QUINENCO,"4,163",3.689 Billion USD,3.383 Billion USD,,Chile
4393,SEGA SAMMY HOLDINGS,"4,164",3.686 Billion USD,3.224 Billion USD,,Japan
4394,FORMOSA SUMCO TECHNOLOGY CORPORATION,"4,165",3.693 Billion USD,2.632 Billion USD,,Taiwan
4395,CLEAN SCIENCE AND TECHNOLOGY LIMITED,"4,166",3.691 Billion USD,2.226 Billion USD,,India
4396,EL PASO ELECTRIC COMPANY,"4,167","4,167","4,167",,USA
4397,"FIGS, INC.","4,167",3.683 Billion USD,6.599 Billion USD,,USA
4398,SJM HOLDINGS,"4,168",3.678 Billion USD,5.111 Billion USD,,Hong Kong
4399,HAMILTON LANE,"4,169",3.682 Billion USD,4.564 Billion USD,,USA
4400,HIWIN TECHNOLOGIES,"4,170",3.676 Billion USD,3.889 Billion USD,,Taiwan
4401,ATCO LTD.,"4,171",3.678 Billion USD,3.869 Billion USD,,Canada
4402,ACERINOX,"4,172",3.679 Billion USD,3.675 Billion USD,,Spain
4403,SIMMONS FIRST NATIONAL CORPORATION,"4,173",3.684 Billion USD,3.146 Billion USD,,USA
4404,HEBEI HENGSHUI LAOBAIGAN LIQUOR,"4,174",3.684 Billion USD,2.826 Billion USD,,China
4405,HARMONIC DRIVE SYSTEMS,"4,175",3.666 Billion USD,5.344 Billion USD,,Japan
4406,UNITED URBAN INVESTMENT CORPORATION,"4,176",3.668 Billion USD,4.444 Billion USD,,Japan
4407,PERFICIENT,"4,177",3.674 Billion USD,3.926 Billion USD,,USA
4408,SPIN MASTER,"4,178",3.670 Billion USD,3.902 Billion USD,,Canada
4409,NUVEEN AMT-FREE MUNICIPAL CREDIT INCOME FUND,"4,179",3.667 Billion USD,3.881 Billion USD,,USA
4410,NUVEEN QUALITY MUNICIPAL INCOME FUND,"4,180",3.674 Billion USD,3.797 Billion USD,,USA
4411,ACUSHNET HOLDINGS,"4,181",3.671 Billion USD,3.692 Billion USD,,USA
4412,INSIGHT ENTERPRISES,"4,182",3.665 Billion USD,3.586 Billion USD,,USA
4413,CHINA EDUCATION GROUP HOLDINGS,"4,183",3.663 Billion USD,4.468 Billion USD,,Hong Kong
4414,EXXARO RESOURCES,"4,184",3.660 Billion USD,4.459 Billion USD,,South Africa
4415,BERLI JUCKER PUBLIC COMPANY,"4,185",3.660 Billion USD,4.348 Billion USD,,Thailand
4416,VIRGIN MONEY UK,"4,186",3.657 Billion USD,4.295 Billion USD,,UK
4417,CANADA GOOSE HOLDINGS,"4,187",3.664 Billion USD,4.242 Billion USD,,Canada
4418,GALENICA AG,"4,188",3.659 Billion USD,3.876 Billion USD,,Switzerland
4419,OBERBANK AG,"4,189",3.656 Billion USD,3.775 Billion USD,,Austria
4420,METSA BOARD OYJ,"4,190",3.661 Billion USD,3.770 Billion USD,,Finland
4421,PEAB AB (PUBL),"4,191",3.663 Billion USD,3.646 Billion USD,,Sweden
4422,BEIJING CISRI-GAONA MATERIALS & TECHNOLOGY,"4,192",3.659 Billion USD,3.187 Billion USD,,China
4423,HAINAN MINING,"4,193",3.653 Billion USD,6.706 Billion USD,,China
4424,TOEI ANIMATION,"4,194",3.646 Billion USD,6.204 Billion USD,,Japan
4425,"DUCK CREEK TECHNOLOGIES, INC.","4,195",3.647 Billion USD,6.142 Billion USD,,USA
4426,SONOS,"4,196",3.646 Billion USD,4.997 Billion USD,,USA
4427,JAPAN AIRPORT TERMINAL,"4,197",3.652 Billion USD,4.255 Billion USD,,Japan
4428,ARVINAS,"4,198",3.646 Billion USD,4.241 Billion USD,,USA
4429,EPR PROPERTIES,"4,199",3.645 Billion USD,3.830 Billion USD,,USA
4430,BANK OF HAWAII CORPORATION,"4,200",3.652 Billion USD,3.392 Billion USD,,USA
4431,GATX CORPORATION,"4,201",3.653 Billion USD,3.255 Billion USD,,USA
4432,MERITZ FIRE & MARINE INSURANCE,"4,202",3.651 Billion USD,2.922 Billion USD,,South Korea
4433,ONENESS BIOTECH,"4,203",3.653 Billion USD,2.640 Billion USD,,Taiwan
4434,HUNAN DAKANG INTERNATIONAL FOOD & AGRICULTURE,"4,204",3.646 Billion USD,2.256 Billion USD,,China
4435,KNOWBE4 ,"4,205",3.639 Billion USD,4.170 Billion USD,,USA
4436,BOVIS HOMES GROUP,"4,206",3.637 Billion USD,3.725 Billion USD,,UK
4437,J.K. CEMENT,"4,207",3.637 Billion USD,3.642 Billion USD,,India
4438,AMERICAN STATES WATER COMPANY,"4,208",3.635 Billion USD,3.405 Billion USD,,USA
4439,LONDONMETRIC PROPERTY,"4,209",3.638 Billion USD,3.316 Billion USD,,UK
4440,TAISHO PHARMACEUTICAL HOLDINGS,"4,210",3.627 Billion USD,4.714 Billion USD,,Japan
4441,TIETOEVRY CORPORATION,"4,211",3.631 Billion USD,4.402 Billion USD,,Finland
4442,KULICKE AND SOFFA INDUSTRIES,"4,212",3.630 Billion USD,4.350 Billion USD,,Singapore
4443,PLURALSIGHT,"4,213","4,213",3.090 Billion USD,,USA
4444,SHUTTERSTOCK,"4,213",3.628 Billion USD,4.264 Billion USD,,USA
4445,CHINA FILM,"4,214",3.634 Billion USD,3.470 Billion USD,,China
4446,BANK OF KYOTO,"4,215",3.633 Billion USD,3.368 Billion USD,,Japan
4447,NGK SPARK PLUG,"4,216",3.633 Billion USD,3.182 Billion USD,,Japan
4448,ACADIA PHARMACEUTICALS,"4,217",3.631 Billion USD,2.813 Billion USD,,USA
4449,WUHAN DR LASER TECHNOLOGYLTD,"4,218",3.630 Billion USD,2.730 Billion USD,,China
4450,HANGZHOU BOILER GROUP,"4,219",3.626 Billion USD,2.062 Billion USD,,China
4451,TRIDENT LIMITED,"4,220",3.626 Billion USD,1.530 Billion USD,,India
4452,THG PLC,"4,221",3.624 Billion USD,11.766 Billion USD,,UK
4453,MUANGTHAI CAPITAL PUBLIC COMPANY,"4,222",3.620 Billion USD,4.108 Billion USD,,Thailand
4454,MITSUBISHI GAS CHEMICAL COMPANY,"4,223",3.615 Billion USD,3.986 Billion USD,,Japan
4455,XINFENGMING GROUP,"4,224",3.617 Billion USD,3.942 Billion USD,,China
4456,MAINOVA AG,"4,225",3.624 Billion USD,3.796 Billion USD,,Germany
4457,BTS GROUP HOLDINGS PUBLIC COMPANY,"4,226",3.616 Billion USD,3.795 Billion USD,,Thailand
4458,MAGNOLIA OIL & GAS CORPORATION,"4,227",3.616 Billion USD,3.698 Billion USD,,USA
4459,M.D.C. HOLDINGS,"4,228",3.617 Billion USD,3.690 Billion USD,,USA
4460,NAGACORP,"4,229",3.623 Billion USD,3.578 Billion USD,,Cambodia
4461,FORTNOX AB (PUBL),"4,230",3.623 Billion USD,3.467 Billion USD,,Sweden
4462,BANK OF ZHENGZHOU,"4,231",3.617 Billion USD,3.421 Billion USD,,China
4463,CHONGQING THREE GORGES WATER CONSERVANCY AND ELECTRIC POWER,"4,232",3.617 Billion USD,3.075 Billion USD,,China
4464,EMAAR THE ECONOMIC CITY,"4,233",3.619 Billion USD,2.910 Billion USD,,Saudi Arabia
4465,COMPAGNIE D'ENTREPRISES CFE SA,"4,234",3.624 Billion USD,2.910 Billion USD,,Belgium
4466,SINOFIBERS TECHNOLOGY,"4,235",3.623 Billion USD,2.792 Billion USD,,China
4467,ENLINK MIDSTREAM LLC,"4,236",3.616 Billion USD,2.634 Billion USD,,USA
4468,WSFS FINANCIAL CORPORATION,"4,237",3.618 Billion USD,2.159 Billion USD,,USA
4469,CERBERUS CYBER SENTINEL CORPORATION,"4,238",3.622 Billion USD,0.589 Billion USD,,USA
4470,"ENACT HOLDINGS, INC.","4,239",3.622 Billion USD,,,USA
4471,MIURA,"4,240",3.610 Billion USD,5.037 Billion USD,,Japan
4472,XINYI ENERGY HOLDINGS,"4,241",3.610 Billion USD,4.233 Billion USD,,China
4473,REC,"4,242",3.608 Billion USD,4.219 Billion USD,,India
4474,TIETOEVRY OYJ,"4,243",3.609 Billion USD,4.209 Billion USD,,Finland
