id,name,rank,market_cap,country,share_price,change_1_day,change_1_year,categories
6c0c25aaff454ac89b50b57bfa3973db,Praxis Precision Medicines,6175,$0.21 B,USA,$4.51,11.36%,-69.93%,"['Pharmaceuticals', 'Biotech']"
1c0e3406cb714b57998045947a337243,Tamil Nadu Newsprint And Papers Limited,6174,$0.21 B,India,$3.07,4.13%,87.20%,
8e81985c80ca43678f99344b23a9fd81,Tide Water Oil,6173,$0.21 B,India,$12.24,-0.02%,-37.71%,
489fc9aec01a4a29b4653a39ffb77277,Pure Cycle (water),6172,$0.21 B,USA,$8.89,-1.33%,-27.43%,['Utility companies']
2e7681413f4648d5b8e2e0d54ec5db01,Oportun Financial,6171,$0.21 B,USA,$6.43,10.29%,-66.09%,['Financial services']
be2545cf895d4357b2eab23101764a61,Ellomay Capital,6170,$0.21 B,Israel,$16.61,-5.13%,-35.04%,['Renewable energy']
0dfefd73995245918d78369eb31a4102,Blacksky Technology,6169,$0.21 B,USA,$1.76,2.33%,-35.77%,"['Aerospace', 'Software', 'Tech']"
599209cd0561497c80248c21ba5d0e70,Cato Fashion,6168,$0.21 B,USA,$10.23,1.69%,-35.58%,"['Retail', 'Clothing']"
c63891190cd6435a9883ebe084e54009,Cooper Standard,6167,$0.21 B,USA,$12.50,0.48%,-42.05%,['Automotive Suppliers']
eae4c68578f5477786d1767bbc28a2b7,Thorne Healthtech,6166,$0.21 B,USA,$4.01,9.86%,-20.12%,['Dietary supplements']
e07a6e90f046469ab430987e71cf7b0b,Fiesta Restaurant Group,6165,$0.21 B,USA,$8.26,1.85%,-11.37%,"['Food', 'Restaurant chains']"
3c9bf0bd260e433a9f7afcaf0d8fe503,Kempharm,6164,$0.21 B,USA,$6.23,2.98%,-3.86%,"['Pharmaceuticals', 'Biotech']"
4b93b01a0c73481ca2f822d018e4741f,Quipt Home Medical,6163,$0.21 B,USA,$6.04,4.14%,11.85%,['Healthcare']
8e6d66a6d57f462f94da78029e74a816,Essa Bancorp,6162,$0.21 B,USA,$20.69,1.03%,18.16%,"['Banks', 'Financial services']"
c92888cf337e4827aab3233db9c0c21f,Potbelly Corporation,6161,$0.21 B,USA,$7.47,1.08%,31.98%,"['Restaurant chains', 'Food']"
7fb2dc62f3604250b299b690080e07aa,Aveanna Healthcare,6160,$0.21 B,USA,$1.16,4.50%,-80.14%,['Healthcare']
a20ea467af3544a9b66df9a9364af921,Scpharmaceuticals,6159,$0.21 B,USA,$6.34,3.26%,56.16%,"['Pharmaceuticals', 'Biotech']"
4f5583ef4c354833ad31eee1b737bfd2,Avita Medical,6158,$0.21 B,USA,$8.63,-1.03%,-9.73%,
9320b4c5534c457e9bb07ab2e202135e,Greenply,6157,$0.21 B,India,$1.76,-0.76%,-36.92%,
de5da49f28fc48d0a87b2842e5064808,Portman Ridge,6156,$0.21 B,USA,$22.50,0.45%,-8.35%,['Investment']
bcf80dbc93854e01a05d819889dc4250,Ames National Corp.,6155,$0.21 B,USA,$24.18,0.83%,-2.62%,"['Banks', 'Financial services']"
60645c657a9e4d9ba7dff2169676fb13,Evans Bancorp,6154,$0.21 B,USA,$39.48,-0.03%,-2.42%,"['Banks', 'Financial services']"
52eecec871c14dd4ac065e823e287965,Middlefield Banc,6153,$0.21 B,USA,$27.51,-0.22%,7.04%,"['Banks', 'Financial services']"
eed0d74cb3934a34ac39eec91671b1e2,Rocky Brands,6152,$0.21 B,USA,$29.94,1.56%,-25.06%,"['Footwear', 'Manufacturing']"
d83b0ed51027413691c6373badf7a796,Hindustan Oil Exploration Company,6151,$0.21 B,India,$1.66,-0.15%,-40.93%,"['Oil&Gas', 'Energy']"
244ae41ca9274b899d23760dc7bcc572,Sanghi Industries,6150,$0.21 B,India,$0.85,-2.06%,6.25%,"['Cement', 'Building materials']"
4886ee5a8dd94f5f97e0f31e65c2e933,Ashford Hospitality Trust,6149,$0.22 B,USA,$6.09,6.28%,-28.94%,"['Real estate', 'Investment', 'REITs']"
f53068add1564da9a5d669a606e65a37,Furyu,6148,$0.22 B,Japan,$8.28,0.19%,-21.37%,"['Video games', 'Entertainment']"
7176a2e9260643caa53010ee88b2abcf,Bank Of Innovation,6147,$0.22 B,Japan,$55.04,-3.92%,278.80%,"['Video games', 'Entertainment']"
6559a249730a4b7b905e71796008b646,Appen,6146,$0.22 B,Australia,$1.78,-3.40%,-75.62%,"['Tech', 'Professional services', 'IT services']"
acc55adf6b9842c7ad9f08da8b5859c9,Genius Brands,6145,$0.22 B,USA,$0.69,6.43%,-21.59%,['Entertainment']
de919d2d608f4ebb9869ba0a33154487,Zimvie,6144,$0.22 B,USA,$8.46,1.93%,,['Medical devices']
75916d6a6401437d881825d4a09af815,Vidhi Specialty Food,6143,$0.22 B,India,$4.42,-0.08%,-19.78%,['Food']
9dc64338b42c401db1d2e5aced74688a,Gallantt Ispat,6142,$0.22 B,India,$0.78,1.17%,16.42%,
8bee6c53e7c54f52b3b59d5be02ea9c3,Consolidated Water,6141,$0.22 B,,$14.17,0.07%,42.56%,
33364dcdf53e45dfa9b10b634fe4898f,Reconafrica,6140,$0.22 B,Canada,$1.10,8.32%,-78.04%,"['Oil&Gas', 'Energy']"
1c194eb0fddc4b769f44c728b5e80c31,Kamada,6139,$0.22 B,Israel,$4.80,2.13%,-23.20%,
093b3eb26c734148b3b73c165f8cff38,Accuray,6138,$0.22 B,USA,$2.38,1.71%,-41.23%,['Medical devices']
f6b1a617a3114bbb9f387e216b9a0b3c,Hooker Furniture,6137,$0.22 B,USA,$19.70,0.20%,-10.25%,['Furniture']
70334cdfad424f6694aa4c7dbe6f6976,1stdibs.com,6136,$0.22 B,USA,$5.75,3.05%,-38.70%,"['Retail', 'E-Commerce', 'Internet']"
667d3cc40f494d67bb80c2fb10e6446e,Greenwich Lifesciences,6135,$0.22 B,USA,$17.46,8.85%,7.12%,"['Pharmaceuticals', 'Biotech']"
d00fe03f5d9f4556bc4d78c1a8cff872,Territorial Bancorp,6134,$0.22 B,USA,$24.64,1.27%,0.90%,"['Banks', 'Financial services']"
dc89cf8231aa456f9930460e56d175d4,Compx International,6133,$0.22 B,USA,$18.25,-0.22%,-16.28%,
4eb71b5d5ff74c29bde45bcd8b338def,Alembic Limited,6132,$0.22 B,India,$0.88,-1.45%,-36.23%,
4bc40fa774a344fcab43bac690fd3821,Hf Foods Group,6131,$0.22 B,USA,$4.19,3.46%,-42.68%,['Food']
ee0038ce8ae84b6ca33cec7fc38faf25,Velodyne Lidar,6130,$0.22 B,USA,$0.95,3.83%,-73.20%,"['Tech', 'Tech Hardware', 'Lidar', 'Autonomous driving']"
b27e9d098535491a91e36fa063735a09,Danimer Scientific,6129,$0.22 B,USA,$2.22,5.71%,-51.10%,['Chemicals']
d2455b307d6e450a96f39be024a70377,Absa Bank,6128,$0.22 B,South Africa,$50.26,-0.35%,3.80%,"['Banks', 'Financial services']"
1a8c4f4f40b44a1faacd9dd6e673ec47,Maruzen,6127,$0.22 B,Japan,$13.97,-1.04%,-24.65%,['Retail']
7b580b951247472aabdff7aa63494fb8,Applied Blockchain,6126,$0.22 B,USA,$2.40,-0.83%,-35.48%,"['Tech', 'Software']"
24e63e74ed9647719ece9cb232cf2b24,Nautilus Biotechnology,6125,$0.22 B,USA,$1.82,0.55%,-54.16%,"['Pharmaceuticals', 'Biotech']"
bee3d72b4dab4b11be53502c6739637b,Tmc The Metals Company,6124,$0.22 B,Canada,$0.86,5.28%,-37.59%,['Mining']
1d8c5813300a494d8953157b2eb52ad4,Rgc Resources,6123,$0.22 B,USA,$23.16,2.89%,2.71%,"['Oil&Gas', 'Utility companies', 'Energy']"
075a30f5d30348109950dbf94c97e1ac,Eurobio Scientific,6122,$0.22 B,France,$19.46,1.01%,-20.96%,"['Biotech', 'Diagnostics and Testing']"
aaaa3f3b74624370a0a1d2cf624a00f0,Codorus Valley Bancorp,6121,$0.22 B,USA,$23.87,0.59%,9.10%,"['Banks', 'Financial services']"
ac9a901c80234ad6a96d208e7e6db95d,Tinybuild,6120,$0.22 B,USA,$1.11,-1.92%,-58.74%,"['Video games', 'Entertainment']"
bbec469c4d1b4abdbe0109ebdf17d8a0,The One Group Hospitality,6119,$0.22 B,USA,$7.11,4.10%,-39.95%,"['Restaurant chains', 'Food']"
c775c54d29dc4134924fea9d172ddef2,Ubm Development,6118,$0.22 B,,$30.73,0.00%,-35.48%,['Real estate']
9439194786a74377a5e4b0ebfae2c249,Tela Bio,6117,$0.22 B,USA,$12.00,4.99%,-0.08%,['Medical devices']
98229a00de5d492a90c348474b932cff,Community Financial Corporation,6116,$0.23 B,USA,$40.75,1.24%,3.69%,['Financial services']
ca68facfb18344aaa20b1a9c0f8384a6,Care's Ratings,6115,$0.23 B,India,$7.77,-0.17%,-6.95%,['Financial services']
1c3f91135f9447929b5f28aa33e092b1,Willdan Group,6114,$0.23 B,USA,$17.38,0.64%,-43.48%,['Professional services']
5c21af2f487b43dabed3cf63c99d2112,Greenhill,6113,$0.23 B,USA,$12.85,1.82%,-24.01%,"['Banks', 'Financial services', 'Investment']"
695920534ae646519d045ff18a35c9f5,Akatsuki Inc,6112,$0.23 B,Japan,$17.07,0.18%,-28.61%,"['Video games', 'Entertainment']"
07fd8cf890ba43b8912f663e5d47ffaa,First Internet Bancorp,6111,$0.23 B,USA,$25.07,1.83%,-50.10%,['Financial services']
5cbee2030dee4946936701875feb5406,Texmaco Rail & Engineering,6110,$0.23 B,India,$0.72,0.69%,30.91%,['Engineering']
0611ac39114144838bf9b4d9d354a250,Century Casinos,6109,$0.23 B,USA,$7.78,3.18%,-22.20%,"['Gambling', 'Entertainment']"
5e21403a84f34b66864b65cba29b8006,Nacon,6108,$0.23 B,France,$2.62,0.62%,-60.78%,"['Video games', 'Entertainment', 'Tech']"
7be6bbe8acb04cdc9cf36bfe2d1166f8,Bankwell Financial Group,6107,$0.23 B,USA,$30.16,1.62%,-9.43%,"['Banks', 'Financial services']"
04bf5f708f3840e882e92182b8332ef1,Plumas Bancorp,6106,$0.23 B,USA,$39.92,3.21%,10.98%,"['Banks', 'Financial services']"
0611e4967b0e484e9b5930758bfae8bc,"Plaid,inc.",6105,$0.23 B,Japan,$5.98,-3.62%,-57.62%,"['Software', 'Tech']"
4ba89268e76941da92134ef9ab035b61,Acumen Pharmaceuticals,6104,$0.23 B,USA,$5.72,2.69%,10.42%,"['Pharmaceuticals', 'Biotech']"
bc92e9dfe0514fc5afb53601c433e5a6,American Public Education,6103,$0.23 B,USA,$12.42,3.16%,-38.61%,['Education']
7454a5e2500b40bcaf2cd9066b68c93f,Limoneira,6102,$0.23 B,USA,$13.29,0.08%,-15.94%,"['Agriculture', 'Real estate']"
91a170d67d2f470cb415c5ff6ae7975f,Immersion Corporation,6101,$0.23 B,USA,$7.29,0.69%,42.66%,
036897c5060244b68389a1aadd3cb0e4,Cantabil Retail India,6084,$0.24 B,India,$14.72,-3.45%,38.22%,['Clothing']
c26dea072d0b4d0d8266b971a1883292,Ammo,6083,$0.24 B,USA,$2.05,-0.97%,-50.72%,
c1595f2f2bbe4da3886f7efd4f676331,Commercial Vehicle Group (cvg),6082,$0.24 B,USA,$7.22,2.70%,-8.03%,
bd813ea8b526420c98d336378b92d93f,Veritone,6081,$0.24 B,USA,$6.65,4.23%,-57.86%,"['Software', 'Tech']"
bf0c327a530f4bc98f3d2db18670c729,Conn's,6080,$0.24 B,USA,$10.14,2.84%,-55.60%,"['Furniture', 'Retail']"
09dba3205ee946fe82c2b5b64529042d,Sundaram Finance,6079,$0.24 B,India,$1.08,-1.07%,-2.70%,['Financial services']
6de723a3e03a4b3fbba2104dd3e86dea,Force Motors,6078,$0.24 B,India,$18.46,-0.61%,5.25%,
a6fc47dc0c974045bc4ca9c6e4690820,Geox,6077,$0.24 B,Italy,$0.94,2.87%,-20.34%,"['Footwear', 'Clothing']"
fce4712bc1cb4198ac5acc7822006fb2,Neuland Laboratories,6076,$0.24 B,India,$18.97,-1.70%,-8.97%,['Pharmaceuticals']
dd2e0e61db41454b82a70e558fe32854,Groupon,6075,$0.24 B,USA,$8.01,2.43%,-62.59%,"['Internet', 'E-Commerce', 'Tech']"
45b3b403d5a94a2fbc97cda5fc6438f6,Cadiz,6074,$0.24 B,USA,$4.37,6.07%,44.22%,['Agriculture']
8b3741038dfe43bbad1bdb4f856068c3,Hindustan Sanitaryware & Industries,6073,$0.24 B,India,$3.77,-0.91%,-11.71%,
13125dd292a14476a2f73054dd6ca278,Nordic Paper,6072,$0.24 B,Sweden,$3.64,2.71%,-12.92%,['Pulp and paper']
b2a40c1a22f24b179516c522cabb0f3e,Subros,6071,$0.24 B,India,$3.76,-0.84%,-22.63%,['Automotive Suppliers']
51312e74e2b94142a5460b4d612b623d,Vst Tillers Tractors,6070,$0.24 B,India,$28.36,-0.38%,-27.17%,"['Specialty Vehicles', 'Manufacturing']"
72cff84c39ae47f2b2aedd10db6930d9,Isoenergy,6069,$0.24 B,Canada,$2.23,2.76%,-13.23%,"['Uranium', 'Energy', 'Mining']"
63e914b2ba9e43a28e05d4b6596e7063,Southern States Bancshares,6068,$0.24 B,USA,$28.19,0.36%,41.02%,"['Banks', 'Financial services']"
be54ae86fcdc46e69e7b4e611a4093c6,Parke Bancorp,6067,$0.24 B,USA,$20.59,0.68%,-14.92%,"['Banks', 'Financial services']"
309509da4fa64b09b66ee964b6df5fab,Time Technoplast,6066,$0.24 B,India,$1.09,0.28%,-6.03%,
905044d09bd64b5399ed40313c49931d,First Guaranty Bancshares,6065,$0.24 B,USA,$22.93,0.84%,13.01%,"['Banks', 'Financial services']"
0594c35e9810445fac5cf6fa5afcd364,Rent The Runway,6064,$0.24 B,USA,$3.78,1.61%,-20.08%,"['E-Commerce', 'Clothing', 'Internet']"
83d094bb260e4816b3f273d6343a76ad,The Container Store,6063,$0.24 B,USA,$4.86,1.25%,-50.36%,['Retail']
8517b0dc354846c2b4bf6e14ebccf3dd,Backblaze,6062,$0.24 B,USA,$7.55,6.94%,-38.57%,"['Software', 'Tech']"
d459f222abfe4b3288f8fd669ee56ae0,Ponce Financial Group,6061,$0.24 B,USA,$9.96,0.81%,-35.66%,"['Banks', 'Financial services']"
bd8a404fff9c442ba4c68b6e7d8e294b,Va Tech Wabag,6060,$0.24 B,India,$3.96,-1.21%,-6.82%,
4790d31436d046c6b69913a9521f439f,Jagran Prakashan,6059,$0.24 B,India,$0.94,-0.13%,-3.09%,['Media/Press']
075d126f60ff45de84637a938868ae4b,Hyderabad Industries Limited,6058,$0.24 B,India,$32.68,-4.69%,-47.46%,
f80ad73cf50f4a8794f396b74bbc7bab,Information Services Group,6057,$0.24 B,USA,$5.14,0.59%,-18.80%,['Professional services']
27117064d3734ed292dfc741ac11baaf,Swk Holdings,6056,$0.24 B,USA,$19.26,-0.82%,1.58%,['Investment']
defa86f5c0a4417d90b94560c2c0cb2f,Devolver Digital,6055,$0.24 B,USA,$0.53,0.00%,-82.15%,"['Video games', 'Entertainment']"
5e4e7b84b7ae40e4b50c2dd83c1d9e23,Bigbear.ai,6054,$0.24 B,USA,$1.95,4.28%,-62.93%,"['IT services', 'Professional services', 'Tech']"
6cc7ad00ea154ceb95ac2db44de2a44e,Baycom (united Business Bank),6053,$0.24 B,USA,$19.14,0.74%,-3.67%,"['Banks', 'Financial services']"
fa23af8e5bd24818b9017ea4d64ef246,Absci,6052,$0.24 B,USA,$2.69,13.98%,-60.21%,"['Biotech', 'Pharmaceuticals', 'Software', 'Tech']"
421d039da79d43848a29f9b7c0b36563,Gulf Oil Lubricants,6051,$0.24 B,India,$5.08,-0.60%,-18.85%,
4e88d06f98c9414395e74377b1e35533,Transglobe Energy,6050,$0.24 B,Canada,$3.72,0.00%,24.83%,"['Oil&Gas', 'Energy']"
17a06d3774dd4c14850c966b37284283,Tactile Medical,6049,$0.24 B,USA,$12.35,2.66%,-20.68%,['Medical devices']
249dda75e6724f00a07bc1428ce34640,Gigacloud Technology,6048,$0.24 B,China,$6.12,-0.81%,,"['Software', 'Tech']"
b9a1bcece0e74d6c95c9d6d85d217967,Brightcove,6047,$0.24 B,USA,$5.92,1.20%,-36.62%,['Internet']
ec153e8696b4486abc907fb846453a84,Vera Therapeutics,6046,$0.24 B,USA,$8.99,5.15%,-52.86%,"['Pharmaceuticals', 'Biotech']"
43e370ae97444c60b763e175271121c5,Homeland Interactive Technology,6045,$0.24 B,China,$0.19,-0.65%,-13.64%,"['Video games', 'Entertainment']"
6ecd353ef62c4759a4d0386add8d3b69,Bitfarms,6044,$0.25 B,Canada,$1.15,5.50%,-67.88%,"['Bitcoin', 'Tech', 'Bitcoin mining']"
d95a1bc7b355437b8c0943fa15551198,Nacl Industries,6043,$0.25 B,India,$1.26,-0.19%,-3.08%,['Chemicals']
4270eba4370e4804ae3b376139afa70f,Caledonia Mining,6042,$0.25 B,,$14.49,0.91%,23.32%,"['Mining', 'Gold mining']"
457a1e9ef45d454693433dec2408aaf3,Ten Square Games,6041,$0.25 B,Poland,$30.67,-2.08%,-57.31%,"['Video games', 'Entertainment']"
1edd85c3574b456a9c5b12d145fa7e21,Uranium Royalty,6040,$0.25 B,Canada,$2.52,7.23%,-16.56%,['Uranium']
3f9e32b9759d49328407b5533b20fecf,Jain Irrigation Systems,6039,$0.25 B,India,$0.23,0.53%,-34.29%,
7c5c69a844eb4913a762e9c78b767f58,Porch Group,6038,$0.25 B,USA,$2.50,13.64%,-74.87%,"['Software', 'Tech']"
2fdd7973f0f944af936b3e44d5b3d3b8,Focus Universal,6037,$0.25 B,USA,$5.78,1.05%,-6.47%,"['IoT', 'Tech', 'Tech Hardware']"
9c2714cfd4b942ad818f2d7ccb01d49f,Third Coast Bancshares,6036,$0.25 B,USA,$18.66,3.21%,-23.40%,"['Banks', 'Financial services']"
dab908250a9141a2aff5fdc5e15ca038,Troops,6035,$0.25 B,Hong Kong,$2.49,5.96%,-58.01%,"['Software', 'Tech']"
a0baa9e5d51242988e91832d1aafb766,Oil-dri Corporation Of America,6034,$0.25 B,USA,$35.37,0.20%,3.79%,
a9b2e8b2d52a4e7a9177586e5f5f994b,Opthea,6033,$0.25 B,Australia,$4.96,-6.50%,-30.07%,"['Pharmaceuticals', 'Biotech']"
d76883c4d0ad4e87a8a9ce3b8bf83a5e,Lineage Cell Therapeutics,6032,$0.25 B,USA,$1.49,3.47%,-5.10%,['Pharmaceuticals']
8f57b56d5b4745308e2b6c939b7bd037,J.jill,6031,$0.25 B,USA,$24.95,5.05%,64.36%,['Clothing']
2bf494b7cac04abda65bcb2a1bb2bee5,Nerdy,6030,$0.25 B,USA,$2.72,-2.16%,-38.18%,"['Education', 'Tech', 'Software']"
bb062444f4544e26a2a587bb8f5aea7e,Lesaka Technologies,6029,$0.25 B,South Africa,$4.28,1.18%,-14.40%,"['Financial services', 'Tech']"
67844497157841a399aa6b92d2804a92,Kalvista Pharmaceuticals,6028,$0.25 B,USA,$7.44,5.38%,-35.92%,"['Pharmaceuticals', 'Biotech']"
d813d53189954d2188595775a8ab72c1,Orrstown Financial Services,6027,$0.25 B,USA,$23.82,3.16%,-2.89%,"['Banks', 'Financial services']"
56794979e4c642ee852c93a1950dcf80,Bank7,6026,$0.25 B,USA,$28.00,2.56%,16.52%,"['Banks', 'Financial services']"
3ce85e3cf9f54ec5a2613cbce924827d,Cognyte Software,6025,$0.25 B,Israel,$3.74,4.76%,-67.62%,"['Software', 'Tech']"
989e079f538e47a7b5274c4ee36023ae,Semler Scientific,6024,$0.25 B,USA,$37.32,2.41%,-50.01%,['Diagnostics and Testing']
0b3e85369f9f424e8c244a0108db04a7,Mm Forgings,6023,$0.25 B,India,$10.59,-0.01%,15.36%,
e21d1d8333974b0aa23212167039a1dd,Gritstone Bio,6022,$0.25 B,USA,$3.07,0.33%,-38.60%,"['Pharmaceuticals', 'Biotech']"
d65fd19b994940e1aa70034139877a3a,Upland Software,6021,$0.25 B,USA,$8.06,3.20%,-59.76%,"['Software', 'Tech']"
e347e3ead0d84085b0bbf3b5e94dd94e,Vadilal Industries,6020,$0.25 B,India,$35.64,8.50%,193.57%,"['Food', 'Dairy companies']"
60f1deb95a4241c08d6ad5df3048891d,Central Valley Community Bancorp,6019,$0.25 B,USA,$21.84,0.32%,-3.32%,"['Banks', 'Financial services']"
3fc15052d96e42b4bae5ec93009419ca,Weyco Group,6018,$0.25 B,USA,$26.64,2.86%,12.64%,['Footwear']
254c262a0aac42919e8d677ddc0c1477,So-young International,6017,$0.25 B,China,$2.42,15.24%,-13.57%,['Internet']
300a4f0f8b014dab81ccc8236bf91510,Arqit Quantum,6016,$0.25 B,UK,$2.09,-0.48%,-88.23%,"['Software', 'Tech']"
33c2796852e84ce0b5a9b15c05bda7a0,Emerald Holding,6015,$0.25 B,USA,$3.80,6.44%,27.95%,
196ba20c59ac42b388bf719bf4e4d66b,Molecular Partners,6014,$0.25 B,Switzerland,$7.03,-0.14%,-76.62%,"['Pharmaceuticals', 'Biotech']"
e40707de44cc4ea0813875431c565892,Fabasoft,6013,$0.25 B,,$23.46,-0.92%,-35.80%,"['Software', 'Tech']"
35ba801447794864945fb9d50243a0c0,Asiasoft,6012,$0.25 B,Thailand,$0.51,-1.76%,-19.05%,"['Video games', 'Entertainment']"
fe0e95820a92480e848a975bd5f89b98,First Western Financial,6011,$0.25 B,USA,$27.21,3.30%,-16.20%,"['Banks', 'Financial services']"
aa23e158f0784e6fa1ec165aa47882fa,Alpine Income Property Trust,6010,$0.25 B,USA,$19.66,0.31%,1.60%,"['Real estate', 'Investment', 'REITs']"
b55805ce55f34d61b42af2aea748b10e,Humacyte,6009,$0.25 B,USA,$2.51,0.80%,-51.92%,['Biotech']
1e4047d2aaef4aceb0c531cb60b24aee,Urban One,6008,$0.25 B,USA,$6.19,2.82%,47.73%,['Media/Press']
072157d7145b4798a0c0f7524ae12d13,Landsea Homes,6007,$0.25 B,USA,$6.33,-0.16%,-19.16%,"['Construction', 'Real estate']"
319eff228cf84e6c8e62fd2c75fd4f3e,Landec,6006,$0.25 B,USA,$8.76,-3.52%,-18.89%,['Food']
b5a3fdced83f421f865bd2f207f2ca71,Puravankara,6005,$0.25 B,India,$1.09,-0.11%,-44.67%,['Real estate']
be69fd6388f54f5080957e23ea290f75,Nkarta,6004,$0.25 B,USA,$5.32,7.47%,-49.33%,"['Pharmaceuticals', 'Biotech']"
263775f6b2574ee08a9468352e100bc4,Motorcar Parts Of America,6003,$0.25 B,USA,$13.38,0.68%,-19.88%,['auto parts']
d31ec7768ea548f7b790dc3444ed4603,Growgeneration,6002,$0.26 B,USA,$4.27,1.43%,-44.90%,"['Retail', 'Cannabis']"
106be2ddaa244f2c9abbfb62f6c478fd,22nd Century Group,6001,$0.26 B,USA,$1.21,12.04%,-41.26%,"['Cannabis', 'Tobacco']"
01ed99a38949465bbbaee4777560f669,Xoma,5984,$0.26 B,USA,$23.12,3.08%,8.34%,"['Pharmaceuticals', 'Biotech']"
5f7c3269d6874f4fb1d8e3d333a36e7f,Ocugen,5983,$0.26 B,USA,$1.21,4.31%,-63.11%,"['Pharmaceuticals', 'Biotech']"
62a173f3ad5846fe8c37a0ce03d8869b,Addiko Bank,5982,$0.26 B,,$12.87,1.72%,-17.29%,"['Banks', 'Financial services']"
469ce4f7cc8f49e287c7c5ae4fd20373,Confidence Petroleum,5981,$0.26 B,India,$0.93,-2.26%,-14.68%,"['Oil&Gas', 'Energy']"
b6f799ed7c9e4518866bc8e151f68ed9,Pds Biotechnology,5980,$0.26 B,USA,$9.20,1.32%,61.12%,"['Pharmaceuticals', 'Biotech']"
97aae8209c034b7a861f9b2637d2c954,Dhi Group,5979,$0.26 B,USA,$5.57,1.64%,5.29%,['Financial services']
018017fb7909402a878adfb63c7b0469,Terran Orbital,5978,$0.26 B,USA,$1.87,3.31%,-81.03%,['Aerospace']
2e2f447ffefb4af088b604e24125a3bd,Prime Focus,5977,$0.26 B,India,$0.89,-0.76%,-2.20%,
0497589d469841a0b16da6bb55a8c348,Nacco Industries,5976,$0.26 B,USA,$36.30,0.17%,6.86%,['Mining']
b225acc4b01d49718469e6aafe543440,Kaltura,5975,$0.26 B,USA,$2.00,3.63%,-37.30%,"['Software', 'Tech']"
6a28ba5540fe49aa8b22af469a5165ff,The Joint Corp.,5974,$0.26 B,USA,$18.38,-6.03%,-64.02%,
a10ef3adbf614a76917446453c74d131,Azure Power,5973,$0.26 B,India,$4.17,1.71%,-70.61%,"['Renewable energy', 'Electricity', 'Energy']"
db80eb8dd3204b0e8c098ed76e54726d,Stellus Capital,5972,$0.26 B,USA,$13.69,0.29%,2.16%,"['Financial services', 'Investment']"
c326245c1acf4facb4073b9a9f983cbf,Babylon Holdings,5971,$0.26 B,UK,$10.80,-3.74%,81.21%,"['Tech', 'Software', 'Healthcare', 'Telehealth', 'Internet']"
c4e95f684c04409a98ec8606b8e1008a,Mstc Limited,5970,$0.26 B,India,$3.80,-1.09%,-20.00%,"['E-Commerce', 'Tech', 'Internet']"
92b3d9f45f4d435a8066219379a830db,Grindrod Shipping,5969,$0.26 B,Singapore,$14.12,-1.40%,-7.89%,"['Transportation', 'Maritime transportation']"
0b985132e9954c0f9b5a86505ae91bc7,Moolec Science,5968,$0.26 B,,$5.51,-10.41%,-44.12%,['Food']
a9d42ef6b6d74aa99553923ba0934a37,Seacor Marine,5967,$0.26 B,USA,$10.05,1.01%,156.38%,"['Transportation', 'Maritime transportation']"
46c0320c944b4064b618b37c12f8de8b,Genie Energy,5966,$0.26 B,USA,$10.38,3.18%,101.16%,"['Energy', 'Oil&Gas', 'Utility companies']"
f70377155307482b897100628319dd8d,People Can Fly,5965,$0.26 B,Poland,$8.98,-1.65%,-34.74%,"['Video games', 'Entertainment', 'Tech']"
6f34e289e1eb4f94b273ff6ac7f13ad2,Chicago Atlantic Real Estate Finance,5964,$0.26 B,USA,$15.24,0.26%,-19.58%,"['Real estate', 'Investment']"
32b09fda1ef443229ef015e6dc45a395,Orange County Bancorp,5963,$0.26 B,USA,$47.70,0.44%,17.06%,"['Banks', 'Financial services']"
4ef6ff5a2b29451eb0e0c51c0a84b542,Solo Brands,5962,$0.26 B,USA,$4.24,5.21%,-60.89%,
5aba867d85a44991a311ce432c2c19b5,Nouveau Monde Graphite,5961,$0.26 B,Canada,$4.83,0.84%,-35.17%,['Mining']
f638406b68cf4b47879e040bd5cf8aea,India Glycols,5960,$0.26 B,India,$8.71,-1.54%,-33.36%,
c499020daaf44217b5643b762ad570a0,Livevox,5959,$0.27 B,USA,$2.70,5.06%,-40.92%,"['Software', 'Tech']"
3660cd22563240c6beb43878f4e917cf,Eastman Kodak Company,5958,$0.27 B,USA,$3.42,3.95%,-14.29%,
ece0290bafde4bc9a66bf15314527126,Skyx Platforms,5957,$0.27 B,USA,$3.27,-1.80%,,['Electronics']
34940fc5bbcf4a0fbc33c8a387f4b791,Dakota Gold,5956,$0.27 B,USA,$3.70,1.37%,,"['Mining', 'Gold mining']"
6d9ca9d8c569483c8a03a68efff46456,Truecar,5955,$0.27 B,USA,$3.08,2.67%,-2.22%,
70da34027197433199a4f58d6485b963,Somany Ceramics,5954,$0.27 B,India,$6.40,0.57%,-47.19%,
017e8e82570d4426a354ccf3587d38bc,Rubicon Technologies,5953,$0.27 B,USA,$1.69,-2.87%,,"['Waste & Recycling', 'Software', 'Tech']"
d6bb8aef422349fe9d7f51672dc95085,Cipher Mining,5952,$0.27 B,USA,$1.10,16.02%,-60.29%,"['Bitcoin', 'Tech', 'Bitcoin mining']"
8a67d00d6223441d8dcfaa6f5723ddce,Mvb Financial,5951,$0.27 B,USA,$21.60,-0.41%,-46.13%,"['Financial services', 'Banks']"
ba75ca805c3f41cab61fd003b4381792,Qudian,5950,$0.27 B,China,$1.08,5.88%,13.68%,"['Internet', 'Tech', 'Financial services']"
