name,market_capitalization_USD,price,country
Doosan Fuel Cell,2020000000,24,S. Korea
Sprinklr,2020000000,8,USA
Future plc,2020000000,17,UK
Banco Macro,2020000000,18,Argentina
Gogo Inflight Internet,2010000000,16,USA
Mercury General,2010000000,36,USA
First Advantage,2010000000,13,USA
Spirent,2010000000,3,UK
Close Brothers Group,2010000000,13,UK
Star Bulk Carriers,2010000000,20,Greece
Indra Sistemas,2010000000,11,Spain
Canfor,2000000000,16,Canada
Flagstar Bank,2000000000,38,USA
Rocket Lab,2000000000,4,USA
Philip Morris ČR,2000000000,729,Czech Republic
Shutterstock,1990000000,56,USA
Sunstone Hotel Investors,1990000000,10,USA
Ninety One Group,1990000000,2,South Africa
RPC,1990000000,9,USA
Yelp,1990000000,29,USA
Fortress Transportation,1990000000,20,USA
Revolution Medicines,1980000000,22,USA
Heartland Financial USA,1980000000,47,USA
Green Thumb Industries,1980000000,8,USA
BayWa,1980000000,58,Germany
ComfortDelGro,1980000000,1,Singapore
Assura Plc,1970000000,1,UK
Paradox Interactive,1970000000,19,Sweden
AMC Entertainment,1970000000,4,USA
ContourGlobal,1970000000,3,UK
PeptiDream,1960000000,15,Japan
Delek Group,1960000000,107,Israel
Befesa,1960000000,49,Luxembourg
Hilltop Holdings,1960000000,30,USA
Plus500,1960000000,21,Israel
Brigham Minerals,1960000000,33,USA
Central Garden & Pet,1960000000,38,USA
RXO,1960000000,17,USA
Redrow,1960000000,6,UK
Seacoast Banking,1960000000,32,USA
CI Financial,1950000000,11,Canada
Shake Shack,1950000000,46,USA
Entra,1950000000,11,Norway
StoneX Group,1950000000,96,USA
The Foschini Group,1950000000,6,South Africa
Laboratorios Farmaceuticos Rovi,1940000000,38,Spain
U.S. Cellular,1940000000,23,USA
Trupanion,1940000000,48,USA
Türkiye Kalkınma,1940000000,1,Turkey
Momo,1940000000,10,China
Newmark,1940000000,8,USA
PriceSmart,1940000000,63,USA
Expro Group,1940000000,18,USA
Enlight Renewable Energy,1940000000,2,Israel
Semtech,1930000000,30,USA
Ironwood Pharmaceuticals,1930000000,13,USA
Basic-Fit,1930000000,29,Netherlands
Vector Group,1930000000,12,USA
Rhythm Pharmaceuticals,1920000000,34,USA
Safehold,1920000000,31,USA
Silk Road Medical,1920000000,51,USA
Allscripts,1920000000,18,USA
BRF,1920000000,2,Brazil
Rapid7,1920000000,32,USA
Electra,1920000000,501,Israel
Stelco,1910000000,35,Canada
IIFL Wealth Management,1910000000,22,India
GoodRx,1910000000,5,USA
Masonite,1910000000,86,USA
Agilysys,1910000000,76,USA
Alfen,1910000000,87,Netherlands
Verona Pharma,1910000000,25,UK
USA Compression Partners,1910000000,20,USA
Altus Group,1900000000,43,Canada
Air Transport Services Group,1900000000,26,USA
Breville Group,1900000000,13,Australia
Empire State Realty Trust,1900000000,7,USA
Burford Capital,1900000000,9,Guernsey
Software AG,1900000000,26,Germany
Retail Opportunity Investments,1900000000,15,USA
Relay Therapeutics,1900000000,16,USA
Bloomin' Brands,1900000000,22,USA
Pacific Biosciences,1890000000,8,USA
Compass Minerals,1890000000,46,USA
Constellium,1890000000,13,France
Telenet,1890000000,18,Belgium
SIGNA Sports United,1890000000,5,Germany
Victory Capital,1890000000,28,USA
Carpenter Technology,1880000000,39,USA
Rumble,1880000000,7,USA
ICF International,1880000000,100,USA
Remitly,1880000000,11,USA
Tanger Factory Outlet Centers,1880000000,18,USA
Green Plains,1870000000,32,USA
CSW Industrials,1870000000,121,USA
Farfetch,1870000000,5,UK
Vertex,1870000000,12,USA
Toho Gas,1870000000,18,Japan
Eutelsat,1870000000,7,France
Hornbach Baumarkt,1870000000,59,Germany
Earthstone Energy,1860000000,13,USA
Pigeon,1860000000,16,Japan
Lakeland Financial Corp,1860000000,74,USA
Materion,1860000000,91,USA
ForgeRock,1860000000,22,USA
AUTO1,1860000000,9,Germany
Dave & Buster's,1860000000,39,USA
Krispy Kreme,1860000000,11,USA
CSG International,1860000000,59,USA
RWS Holdings,1860000000,5,UK
Pampa Energía,1860000000,33,Argentina
Americanas,1860000000,2,Brazil
Credo Technology,1850000000,13,USA
FibroGen,1850000000,20,USA
PageGroup,1850000000,6,UK
WABCO India,1850000000,98,India
CareTrust REIT,1850000000,19,USA
FormFactor,1850000000,24,USA
Enterprise Financial Services Corp,1850000000,50,USA
ArcBest,1850000000,76,USA
NuStar Energy,1850000000,17,USA
Ingles Markets,1850000000,97,USA
MicroStrategy,1850000000,160,USA
TDCX,1840000000,13,Singapore
Helios Technologies,1840000000,57,USA
Boot Barn Holdings,1840000000,62,USA
AvidXchange,1840000000,9,USA
Coursera,1840000000,13,USA
Stock Yards Bancorp,1840000000,63,USA
Exide Industries,1830000000,2,India
NBT Bancorp,1830000000,43,USA
Harel Group,1830000000,9,Israel
NuVista Energy,1830000000,8,Canada
Formosa Sumco Technology,1830000000,5,Taiwan
ZipRecruiter,1830000000,17,USA
Boardwalk Real Estate Investment Trust,1820000000,36,Canada
Alony Hetz,1820000000,10,Israel
Ventyx Biosciences,1820000000,32,USA
The Cheesecake Factory,1820000000,35,USA
N-Able,1810000000,10,USA
Arvinas,1810000000,34,USA
Sacyr,1810000000,3,Spain
XL Axiata,1810000000,0,Indonesia
National Aluminum & Alloy,1800000000,1,India
Tidewater,1800000000,36,USA
Salzgitter,1800000000,33,Germany
Braves Group,1800000000,34,USA
Lenzing,1800000000,68,Austria
Colbún,1800000000,0,Chile
Voltalia,1800000000,19,France
Tilray,1800000000,3,Canada
Payoneer,1800000000,5,USA
Northwest Bank,1800000000,14,USA
Liberty Latin America,1790000000,8,USA
Almirall,1790000000,10,Spain
Urban Edge Properties,1790000000,15,USA
Goodman Property Trust,1790000000,1,New Zealand
Babcock International Group,1790000000,4,UK
Canadian Western Bank,1780000000,19,Canada
Warrior Met Coal,1780000000,35,USA
Primary Health Properties,1780000000,1,UK
CarGurus,1780000000,15,USA
Warby Parker,1780000000,15,USA
Pets at Home,1780000000,4,UK
Frontdoor,1780000000,22,USA
Alamo Group,1770000000,149,USA
Zug Estates Holding,1770000000,1858,Switzerland
AssetMark,1770000000,24,USA
TransMedics Group,1770000000,56,USA
Sonic Automotive,1770000000,49,USA
LifeStance Health Group,1770000000,5,USA
Ryman Healthcare,1770000000,4,New Zealand
Immofinanz,1770000000,13,Austria
Exclusive Networks,1770000000,19,France
Melco International Development,1760000000,1,Hong Kong
Pfeiffer Vacuum,1760000000,179,Germany
XPEL,1760000000,64,USA
Hercules Capital,1760000000,14,USA
TAV Airports Holding,1760000000,5,Turkey
PROCEPT BioRobotics,1750000000,39,USA
Mueller Water Products,1750000000,11,USA
Victrex,1750000000,20,UK
E2open,1750000000,6,USA
Shinsegae,1740000000,178,S. Korea
Robertet,1740000000,805,France
AJ Bell,1740000000,4,UK
Century Communities,1740000000,55,USA
Genesis Energy,1740000000,2,New Zealand
Winnebago Industries,1740000000,57,USA
H&E Equipment Services,1740000000,48,USA
FB Financial,1740000000,37,USA
Usiminas,1740000000,1,Brazil
Olav Thon,1730000000,17,Norway
NorthWest Healthcare Properties REIT,1730000000,7,Canada
Peab,1730000000,6,Sweden
Aktieselskabet Schouw & Co.,1730000000,73,Denmark
Radico Khaitan,1730000000,13,India
Labrador Iron Ore Royalty Corp.,1730000000,27,Canada
Oceaneering International,1730000000,17,USA
CJ Group,1730000000,63,S. Korea
Sandstorm Gold,1730000000,6,Canada
ImmunityBio,1730000000,4,USA
DigitalBridge Group,1730000000,11,USA
RLJ Lodging Trust,1730000000,11,USA
Pebblebrook Hotel Trust,1720000000,13,USA
InterDigital,1720000000,58,USA
NW Natural,1720000000,49,USA
Redington India,1720000000,2,India
Hongkong and Shanghai Hotels,1720000000,1,Hong Kong
Duck Creek Technologies,1720000000,13,USA
HPH Trust (Hutchison Port),1720000000,0,Singapore
Tabcorp,1720000000,1,Australia
Ratnamani Metals & Tubes,1720000000,25,India
Energix Renewable Energies,1720000000,3,Israel
Air New Zealand,1710000000,0,New Zealand
Forbo Holding,1710000000,1207,Switzerland
Toyo Tire,1710000000,11,Japan
SpringWorks Therapeutics,1710000000,28,USA
MONETA Money Bank,1710000000,3,Czech Republic
Arcos Dorados Holdings,1710000000,8,Uruguay
Tamarack Valley Energy,1710000000,3,Canada
Fairfax India Holdings,1710000000,12,Canada
Hexaware Technologies,1710000000,6,India
Superior Plus,1700000000,8,Canada
Golden Ocean Group,1700000000,8,Bermuda
BRP Group,1700000000,28,USA
Great Eagle,1700000000,2,Hong Kong
Pacira Biosciences,1700000000,37,USA
LOTTE Corporation,1700000000,24,S. Korea
Nagarro,1690000000,123,Germany
TKH Group,1690000000,41,Netherlands
Delek US,1690000000,24,USA
Adtalem Global Education,1690000000,37,USA
Tokai Carbon,1690000000,8,Japan
eXp World Holdings,1690000000,11,USA
ProKidney,1690000000,6,USA
International Seaways,1690000000,35,USA
Cannae Holdings,1690000000,22,USA
Bank Danamon,1690000000,0,Indonesia
World Fuel Services,1680000000,27,USA
Sanoma,1680000000,10,Finland
Kenon Holdings,1680000000,31,Singapore
Diamondrock Hospitality Company,1680000000,8,USA
NMI Holdings,1680000000,20,USA
Zeta Global,1680000000,8,USA
First Bancorp,1670000000,41,USA
Bukalapak.com,1670000000,0,Indonesia
DCM Shriram,1670000000,11,India
First National Financial,1670000000,28,Canada
Piramal Pharma,1670000000,1,India
Vtech,1670000000,7,Hong Kong
Aavas Financiers,1670000000,21,India
GlobalData,1670000000,14,UK
Methode Electronics,1660000000,46,USA
Tenneco,1660000000,20,USA
Sappi,1660000000,3,South Africa
Bajaj Electricals,1660000000,14,India
Shaftesbury,1660000000,4,UK
MAG Silver,1660000000,17,Canada
Freehold Royalties,1660000000,11,Canada
Exchange Income Corporation,1660000000,39,Canada
Santam,1660000000,15,South Africa
TriCo Bancshares,1660000000,50,USA
Eldorado Gold,1650000000,9,Canada
The Bancorp,1650000000,30,USA
StorageVault Canada,1650000000,4,Canada
Lindsay Corporation,1650000000,150,USA
Syndax Pharmaceuticals,1650000000,24,USA
Veris Residential,1650000000,17,USA
Custom Truck One Source,1650000000,7,USA
Resolute Forest Products,1650000000,22,Canada
Hanmi Pharmaceutical,1650000000,24,S. Korea
National Bank Holdings,1640000000,43,USA
Phreesia,1640000000,31,USA
dormakaba,1640000000,395,Switzerland
Intapp,1640000000,26,USA
TF1,1640000000,8,France
Trainline,1640000000,3,UK
Provident Financial Services,1640000000,22,USA
Q2,1640000000,29,USA
SJVN,1640000000,0,India
Wüstenrot & Württembergische,1630000000,17,Germany
Flex Lng,1630000000,30,Bermuda
MillerKnoll,1630000000,22,USA
JYP Entertainment,1630000000,50,S. Korea
Addus HomeCare,1630000000,101,USA
TaskUs,1630000000,17,USA
Prime Medicine,1630000000,17,USA
InvenTrust Properties,1620000000,24,USA
Top Glove,1620000000,0,Malaysia
Redefine Properties,1620000000,0,South Africa
Day One Biopharmaceuticals,1620000000,21,USA
UCT (Ultra Clean Holdings),1620000000,36,USA
Getty Images,1620000000,5,USA
Birchcliff Energy,1620000000,6,Canada
Revance Therapeutics,1620000000,20,USA
Budimex,1620000000,64,Poland
TTM Technologies,1620000000,16,USA
Xencor,1610000000,27,USA
Parex Resources,1610000000,15,Canada
Chinook Therapeutics,1610000000,25,USA
Knowles,1610000000,18,USA
Cohu,1610000000,34,USA
Agios Pharmaceuticals,1610000000,29,USA
Marten Transport,1600000000,20,USA
IDFC,1600000000,1,India
EQB (Equitable Bank),1600000000,43,Canada
Quilter,1600000000,1,UK
Madison Square Garden,1600000000,47,USA
Fortune REIT,1600000000,1,Hong Kong
Veracyte,1600000000,22,USA
Biotest,1600000000,45,Germany
Seadrill,1600000000,32,Bermuda
Herbalife,1600000000,16,USA
Criteo,1600000000,27,France
Getty Realty,1600000000,34,USA
Minera Valparaíso,1600000000,13,Chile
Revolve,1590000000,22,USA
MYR Group,1590000000,96,USA
IndiaMART,1590000000,53,India
Sanofi India Limited,1590000000,69,India
Shufersal,1590000000,6,Israel
Zhejiang Jinke Tom Culture Industry,1590000000,0,China
Hain Celestial,1590000000,18,USA
CSI,1590000000,58,USA
Jenoptik,1590000000,28,Germany
billtrust (BTRS),1590000000,9,USA
CommScope,1580000000,8,USA
AAR,1580000000,46,USA
Udemy,1580000000,11,USA
Richelieu Hardware,1580000000,28,Canada
Great Portland Estates,1580000000,6,UK
Elme Communities,1580000000,18,USA
Paragon 28,1580000000,21,USA
TODA corp,1580000000,5,Japan
Loma Negra,1580000000,7,Argentina
Chambal Fertilisers,1570000000,4,India
Mahindra CIE,1570000000,4,India
KIOCL,1570000000,3,India
Apollo Commercial Real Estate,1570000000,11,USA
Elgi Equipments,1570000000,5,India
City Union Bank,1570000000,2,India
Hope Bancorp,1570000000,13,USA
Brinker International,1570000000,36,USA
Sandy Spring Bank,1570000000,35,USA
Nuvalent,1570000000,28,USA
Curevac,1570000000,8,Germany
TG Therapeutics,1560000000,11,USA
Westamerica Bancorporation,1560000000,58,USA
Fila,1560000000,26,S. Korea
Sally Beauty Holdings,1560000000,15,USA
XD Inc.,1560000000,3,China
Cargojet,1560000000,91,Canada
Peyto Exploration & Development,1550000000,9,Canada
Target Hospitality,1550000000,16,USA
Oxford Industries,1550000000,99,USA
Happiest Minds Technologies,1550000000,11,India
Establishment Labs,1550000000,64,Costa Rica
Infinera,1550000000,7,USA
Granite Construction,1550000000,35,USA
Evraz,1550000000,1,Russia
Vivid Seats,1550000000,8,USA
Horace Mann Educators,1540000000,38,USA
LiveRamp,1540000000,23,USA
Bystronic AG,1540000000,748,Switzerland
Digital Turbine,1540000000,16,USA
Montauk Renewables,1540000000,11,USA
Kingsoft Cloud,1540000000,5,China
Nokian Tyres,1540000000,11,Finland
Ballard Power Systems,1530000000,5,Canada
Rocket Pharmaceuticals,1530000000,19,USA
Borregaard,1530000000,15,Norway
Hillman Solutions,1530000000,8,USA
Life Healthcare Group,1520000000,1,South Africa
Galaxy Digital Holdings,1520000000,3,USA
Arcellx,1520000000,34,USA
Laureate Education,1520000000,10,USA
Secure Energy Services,1520000000,5,Canada
Nongshim,1520000000,264,S. Korea
Jindal Stainless,1520000000,3,India
HBM Healthcare Investments,1520000000,219,Switzerland
Owens & Minor,1520000000,20,USA
Stellar Bancorp,1520000000,29,USA
Grayscale Bitcoin Trust,1520000000,9,USA
Getnet,1510000000,2,Brazil
Super Group,1510000000,3,Guernsey
Veritiv,1510000000,112,USA
Indian Energy Exchange,1510000000,2,India
KEC International,1510000000,6,India
Vaisala,1510000000,42,Finland
DSME (Daewoo Shipbuilding),1510000000,14,S. Korea
Xenia Hotels & Resorts,1510000000,13,USA
Shikun & Binui,1510000000,3,Israel
Bank of N. T. Butterfield & Son,1500000000,30,Bermuda
Veritex Holdings,1500000000,28,USA
Model N,1500000000,40,USA
KAR Auction Services,1500000000,14,USA
First National of Nebraska,1500000000,13305,USA
Enghouse Systems,1500000000,27,Canada
Oatly,1500000000,3,Sweden
Sihanoukville Autonomous Port,1500000000,3,Cambodia
Kymera Therapeutics,1490000000,27,USA
SolarWinds,1490000000,9,USA
Upwork,1490000000,11,USA
Trisura Group,1490000000,33,Canada
DeNA,1490000000,13,Japan
ADTRAN,1490000000,19,USA
Talos Energy,1490000000,18,USA
Yanlord,1490000000,1,Singapore
Corporación América Airports,1490000000,9,Luxembourg
Chartwell Retirement Residences,1490000000,6,Canada
Jastrzebska Spólka Weglowa,1490000000,13,Poland
Diversey,1490000000,5,UK
Monarch Casino & Resort,1490000000,79,USA
LegalZoom,1480000000,8,USA
Triumph Bancorp,1480000000,59,USA
Tecnoglass,1480000000,31,Colombia
EverCommerce,1480000000,8,USA
Asahi India Glass,1480000000,6,India
BGC Partners,1480000000,4,USA
Virtus Investment Partners,1480000000,205,USA
Monro,1470000000,47,USA
DICE Therapeutics,1470000000,31,USA
Momentum Metropolitan,1470000000,1,South Africa
Meridian Bioscience,1470000000,34,USA
K92 Mining,1460000000,6,Canada
Viaplay Group,1460000000,19,Sweden
VIZIO,1460000000,8,USA
Fever-Tree Drinks,1460000000,13,UK
Vista Outdoor,1460000000,26,USA
Gibraltar Industries,1460000000,47,USA
Formosa Taffeta,1460000000,1,Taiwan
Sheela Foam,1460000000,15,India
Sixth Street Specialty Lending,1460000000,18,USA
Grosvenor Capital Management,1460000000,8,USA
Transaction Capital,1460000000,2,South Africa
Cytek Biosciences,1460000000,11,USA
Clearfield,1460000000,96,USA
Deciphera Pharmaceuticals,1460000000,22,USA
Harmonic,1460000000,14,USA
Suzlon,1460000000,0,India
Kinetik,1450000000,32,USA
Guaranty Trust Bank,1450000000,2,Nigeria
Dis-Chem Pharmacies,1450000000,2,South Africa
Hudbay Minerals,1450000000,6,Canada
LTC Properties,1450000000,36,USA
Gulfport Energy,1450000000,76,USA
Bodycote,1450000000,8,UK
Sterling Check,1450000000,15,USA
Jack in the Box,1450000000,70,USA
PMetal (Press Metal Aluminium),1450000000,1,Malaysia
Acadia Realty Trust,1450000000,15,USA
AVI Limited,1450000000,4,South Africa
Chimera Investment Corporation,1450000000,6,USA
Enerpac Tool Group,1440000000,25,USA
Andlauer Healthcare Group,1440000000,35,Canada
Inter Cars,1440000000,102,Poland
Uranium Energy,1440000000,4,USA
Glenmark Pharmaceuticals,1440000000,5,India
Integral Ad Science,1440000000,9,USA
Eagle Bancorp,1440000000,45,USA
Patrick Industries,1440000000,64,USA
Corsair Gaming,1440000000,14,USA
BASF India,1430000000,33,India
Archrock,1430000000,9,USA
3R Petroleum,1430000000,7,Brazil
Twist Bioscience,1430000000,25,USA
Deutsche EuroShop,1430000000,23,Germany
Arhaus,1430000000,10,USA
Embecta,1430000000,25,USA
Luminar Technologies,1430000000,4,USA
Perimeter Solutions,1430000000,9,USA
Mirion Technologies,1430000000,7,USA
Savills,1430000000,10,UK
Nabors Industries,1430000000,152,Bermuda
Helios Towers,1420000000,1,UK
Janus International Group,1420000000,10,USA
Jasa Marga,1420000000,0,Indonesia
Aurora Innovation,1420000000,1,USA
Poshmark,1410000000,18,USA
Killam Apartment REIT,1410000000,12,Canada
CDSL,1410000000,14,India
Marcus & Millichap,1410000000,36,USA
Nevro,1410000000,40,USA
NH Hotel Group,1410000000,3,Spain
Textainer Group,1410000000,31,Bermuda
Middlesex Water Company,1410000000,80,USA
Recursion Pharmaceuticals,1410000000,7,USA
Scandinavian Tobacco Group,1410000000,16,Denmark
Construction Partners,1400000000,27,USA
Blue Star,1400000000,15,India
Celestica,1400000000,11,Canada
Sovos Brands,1390000000,14,USA
YTL Corporation Berhad,1390000000,0,Malaysia
UNITI,1390000000,6,USA
Amphastar Pharmaceuticals,1390000000,29,USA
Compass Diversified Holdings,1390000000,19,USA
CenturyPly,1390000000,6,India
Global Net Lease,1390000000,13,USA
Uni-Select,1390000000,32,Canada
Myriad Genetics,1390000000,16,USA
RHI Magnesita,1390000000,29,Austria
Alexander & Baldwin,1390000000,19,USA
NLC India,1390000000,1,India
Huron Consulting,1390000000,70,USA
Pilot Corporation,1390000000,35,Japan
Bank Islam Malaysia,1380000000,1,Malaysia
K12,1380000000,32,USA
Siam City Cement (INSEE),1380000000,5,Thailand
Scholastic,1380000000,41,USA
ACV Auctions,1380000000,9,USA
Allegiant Air,1380000000,75,USA
Live Oak Bank,1380000000,31,USA
Berkshire Hills Bancorp,1380000000,31,USA
Two Harbors Investment,1380000000,16,USA
Montrose Environmental,1380000000,47,USA
EQRx,1380000000,3,USA
M/I Homes,1380000000,50,USA
DHT Holdings,1380000000,8,Bermuda
EchoStar,1380000000,17,USA
Fiskars,1370000000,17,Finland
GrafTech,1370000000,5,USA
Ero Copper,1370000000,15,Canada
YOOZOO Interactive,1370000000,2,China
City Holding Company,1370000000,92,USA
Hudson Pacific Properties,1370000000,10,USA
First Busey,1360000000,25,USA
Hornbach Holding,1360000000,86,Germany
Paladin Energy,1360000000,0,Australia
KRUK Spólka Akcyjna,1360000000,72,Poland
InterRent Real Estate Investment Trust,1360000000,10,Canada
Asseco,1360000000,16,Poland
The Chefs' Warehouse,1360000000,36,USA
Russel Metals,1360000000,22,Canada
Magnite,1360000000,10,USA
AT&S Austria Technologie & Systemtechnik,1360000000,35,Austria
Par Pacific Holdings,1360000000,23,USA
Paramount Group,1360000000,6,USA
OSI Systems,1360000000,81,USA
GAG Immobilien,1360000000,84,Germany
Uponor,1360000000,19,Finland
Rent-A-Center,1350000000,24,USA
International Petroleum,1350000000,10,Canada
Hindustan Copper,1350000000,1,India
V-Guard Industries,1350000000,3,India
CTS Corporation,1350000000,43,USA
Trulieve Cannabis,1350000000,7,USA
secunet,1350000000,209,Germany
PRA Group,1350000000,35,USA
SM Entertainment,1350000000,58,S. Korea
NOW Inc.,1350000000,12,USA
S&T Bancorp,1340000000,35,USA
ModivCare,1340000000,95,USA
The Beauty Health Company,1340000000,9,USA
Arendals Fossekompani,1340000000,25,Norway
Dynavax Technologies,1340000000,11,USA
OFG Bancorp,1340000000,28,USA
Summerset Holdings,1340000000,6,New Zealand
Diagnosticos da America,1340000000,2,Brazil
Bank für Tirol und Vorarlberg,1340000000,39,Austria
Telephone and Data Systems,1340000000,12,USA
EIH Limited,1340000000,2,India
Finolex Industries,1340000000,2,India
Amplitude,1340000000,12,USA
SpareBank 1,1330000000,12,Norway
Polenergia,1330000000,20,Poland
Arcus Biosciences,1330000000,18,USA
Vista Oil & Gas,1330000000,15,Mexico
RBL Bank,1330000000,2,India
Geo Group,1330000000,11,USA
Alembic Pharmaceuticals,1330000000,7,India
Mixi,1330000000,18,Japan
Everi Holdings,1330000000,15,USA
Kratos Defense & Security Solutions,1320000000,11,USA
Genesis Energy L.P.,1320000000,11,USA
First Commonwealth Financial Corp,1320000000,14,USA
Calumet Specialty Products Partners,1320000000,17,USA
1st Source,1320000000,54,USA
Aris Water Solutions,1320000000,15,USA
goeasy,1320000000,81,Canada
Ladder Capital,1320000000,10,USA
Utz Brands,1320000000,16,USA
HiteJinro,1320000000,19,S. Korea
Ottogi,1320000000,354,S. Korea
CoreCivic,1320000000,11,USA
Hipgnosis Songs Fund,1320000000,1,UK
Avidity Biosciences,1310000000,20,USA
iRobot,1310000000,48,USA
TechTarget,1310000000,45,USA
Atos,1310000000,12,France
Planet Labs,1310000000,5,USA
Keros Therapeutics,1310000000,48,USA
Treace Medical Concepts,1310000000,24,USA
Kaiser Aluminum,1310000000,82,USA
Xometry,1310000000,28,USA
Medifast,1300000000,120,USA
MannKind Corp,1300000000,5,USA
Centerra Gold,1300000000,6,Canada
Universal Corporation,1300000000,53,USA
Eurocommercial Properties,1300000000,25,Netherlands
Travere Therapeutics,1300000000,20,USA
Ourpalm,1300000000,0,China
AMAG Austria Metall,1290000000,36,Austria
Waterdrop Inc.,1290000000,3,China
Meta Financial Group,1290000000,46,USA
Afya,1290000000,14,Brazil
Alkami Technology,1290000000,14,USA
Saul Centers,1290000000,40,USA
OceanFirst Financial,1290000000,22,USA
Reata Pharmaceuticals,1290000000,35,USA
Apollo Medical Holdings,1290000000,28,USA
Schrödinger,1280000000,18,USA
Perion Network,1280000000,29,Israel
Fresh Del Monte Produce,1280000000,27,Cayman Islands
GasLog,1280000000,24,Greece
SFL Corp,1280000000,9,Bermuda
Gamma Communications,1280000000,13,UK
Orla Mining,1280000000,4,Canada
Replimune,1280000000,26,USA
FREYR Battery,1280000000,9,Luxembourg
Iamgold,1280000000,3,Canada
V2X,1280000000,42,USA
FIGS,1270000000,8,USA
CropEnergies,1270000000,15,Germany
Ready Capital,1270000000,11,USA
Precinct Properties,1270000000,1,New Zealand
Federal Agricultural Mortgage,1270000000,121,USA
P10,1270000000,11,USA
Hims & Hers Health,1270000000,6,USA
Mativ Holdings,1270000000,23,USA
Veidekke,1270000000,10,Norway
Safety Insurance,1270000000,86,USA
RSA Insurance Group,1270000000,1,UK
Wacker Neuson,1260000000,18,Germany
Maytronics,1260000000,12,Israel
TAG Immobilien,1260000000,7,Germany
Geron,1260000000,3,USA
ANGI Homeservices,1260000000,3,USA
Aether Industries,1260000000,10,India
Enovix,1260000000,8,USA
The North West Company,1260000000,26,Canada
Blucora,1260000000,26,USA
Goosehead Insurance,1260000000,32,USA
Hudco,1250000000,1,India
Verve Therapeutics,1250000000,20,USA
Kronos Worldwide,1250000000,10,USA
Avanos Medical,1250000000,27,USA
Standex,1250000000,105,USA
Casino Guichard-Perrachon,1250000000,12,France
Dime Community Bancshares,1250000000,33,USA
OYAK Çimento,1250000000,1,Turkey
Dingdong Maicai,1250000000,6,China
Digi International,1250000000,35,USA
Heartland Express,1250000000,16,USA
PBF Logistics,1240000000,20,USA
Atea ASA,1240000000,11,Norway
Jindal Stainless (Hisar),1240000000,5,India
Pediatrix Medical Group,1240000000,15,USA
Aston Martin,1240000000,2,UK
Stewart Information Services,1240000000,46,USA
Truecaller,1240000000,4,Sweden
PC Connection,1240000000,47,USA
NetDragon Websoft,1230000000,2,China
Outset Medical,1230000000,26,USA
Service Properties Trust,1230000000,7,USA
dentalcorp,1230000000,7,Canada
Abercrombie & Fitch,1230000000,25,USA
Partner Communications,1230000000,7,Israel
Pharma Mar,1230000000,68,Spain
tuya,1230000000,2,China
HNI Corporation,1220000000,30,USA
Green Brick Partners,1220000000,27,USA
Bilfinger,1220000000,30,Germany
NextGen Healthcare,1220000000,18,USA
Primoris Services Corporation,1220000000,23,USA
Equinox Gold,1220000000,4,Canada
Telia Lietuva,1220000000,2,Lithuania
ePlus,1220000000,45,USA
China Gold International Resources,1220000000,3,Canada
Natco Pharma,1220000000,7,India
Guess,1220000000,22,USA
OPAL Fuels,1220000000,7,USA
Qt Group,1220000000,48,Finland
Enova International,1220000000,39,USA
Xponential Fitness,1210000000,25,USA
Imago BioSciences,1210000000,36,USA
Sierra Wireless,1210000000,31,Canada
Capitol Federal Savings Bank,1210000000,9,USA
Tennant Company,1210000000,65,USA
Amara Raja Batteries,1210000000,7,India
Borr Drilling,1210000000,5,Bermuda
Zentalis Pharmaceuticals,1210000000,21,USA
Kornit Digital,1200000000,24,Israel
Ecovyst,1200000000,9,USA
C3 AI,1200000000,11,USA
John Wood Group,1200000000,2,UK
Mechel PAO,1200000000,2,Russia
PVR Cinemas,1200000000,20,India
TriMas,1200000000,29,USA
Clean Energy Fuels,1190000000,5,USA
KCC Corp,1190000000,163,S. Korea
Sinclair Broadcast,1190000000,17,USA
ProFrac,1190000000,22,USA
PennyMac Mortgage Investment Trust,1190000000,13,USA
Adaptive Biotechnologies,1190000000,8,USA
Encore Capital Group,1190000000,51,USA
Allcargo Logistics,1190000000,5,India
Avid Technology,1190000000,27,USA
East India Distilleries Parry,1190000000,7,India
Cassava Sciences,1190000000,29,USA
Himax,1190000000,7,Taiwan
Schweiter Technologies,1180000000,831,Switzerland
Compañía de Acero del Pacífico,1180000000,8,Chile
Zhihu,1180000000,2,China
Mediaset España Comunicación,1180000000,4,Spain
Indian Telephone Industries,1180000000,1,India
IntegraFin,1180000000,4,UK
Palomar Holdings,1180000000,47,USA
Atoss,1180000000,148,Germany
Skycity Entertainment Group,1180000000,2,New Zealand
Ryerson,1170000000,32,USA
Huya,1170000000,5,China
NeoGenomics,1170000000,9,USA
stem,1160000000,8,USA
Malibu Boats,1160000000,57,USA
Canopy Growth,1160000000,2,Canada
Lakeland Bancorp,1160000000,18,USA
A10 Networks,1160000000,16,USA
Diversified Energy,1160000000,1,USA
Citizen Watch,1160000000,4,Japan
Nicolet Bankshares,1160000000,79,USA
Donnelley Financial Solutions,1160000000,40,USA
Matthews International Corporation,1160000000,37,USA
Employers Holdings,1160000000,43,USA
VIP Industries,1160000000,8,India
MeridianLink,1160000000,14,USA
Meliá Hotels International,1160000000,5,Spain
Banco de Brasília,1160000000,3,Brazil
Southside Bancshares,1150000000,36,USA
Korian,1150000000,11,France
Volaris,1150000000,9,Mexico
