_id,ltable_id,rtable_id,ltable_name,ltable_country,ltable_address,ltable_founded,ltable_employees,ltable_market_cap,ltable_revenue,ltable_profit,ltable_categories,ltable_ceo,rtable_name,rtable_country,rtable_address,rtable_founded,rtable_employees,rtable_market_cap,rtable_revenue,rtable_profit,rtable_categories,rtable_ceo,label
80087,62259,30486,nustar energy,,,,1.267,doll_1.89 b,doll_1.67 b,doll_0.39 b,,,nexgen energy,canada,,,,doll_2.24 b,,,,,0
21054,19057,37317,joyy,china,,,,doll_2.66 b,,,,,joyy,china,,,,doll_2.68 b,,,,,1
58775,41667,35829,hamamatsu,japan,,,,doll_7.89 b,,,[],,hamamatsu,japan,,,,doll_7.42 b,,,,,1
131506,116792,116781,u & w properties ltd,,,,,,,,,,u & s properties ltd,,,,,,,,,,0
1108,39580,660,dish tv,india,,,,doll_400.0 m,,,,,dish tv,,,2003,,,,,,,1
29550,8408,30450,detox group,,,0,,,,,,,distell group,south africa,,,,doll_2.29 b,,,,,0
65087,149891,29363,power integrations,united states,,,,doll_5.13 b,,doll_164.0 m,,,power integrations,united states,,,,doll_4.69 b,,,,,1
72541,122569,122569,wekiwi srl,italy,,,,,,,,,wekiwi srl,italy,,,,,,,,,1
1795713,113293,117177,t adam limited,,,,,,,,,,t a grant limited,,,,,,,,,,0
40823,48542,64607,kering,france,,,,doll_64.62 b,,,,,kering,,,,41.519,doll_74.26 b,doll_19.98 b,doll_5.29 b,,,1
47788,70946,27903,first quantum minerals ltd.,canada,,,,doll_23.47 b,,,,,first quantum minerals,canada,,,,doll_16.15 b,,,,,1
693633,114508,114648,beauty & the boutique limited,,,,,,,,,,beauty bella boutique limited,,,,,,,,,,0
59970,62459,25937,nature's sunshine products,,,,850.0,doll_0.19 b,doll_0.43 b,doll_17.02 m,,,nature's sunshine products,united states,,,,doll_0.19 b,,,mlm dietary-supplements ,,0
105659,38901,41499,mercer international,canada,,,,doll_800.0 m,,,,,magna international,canada,,,,doll_16.65 b,,,['automotivesuppliers'],,0
1040280,117384,111222,t & a vision limited,,,,,,,,,,t & a brickwork limited,,4freelandsroad snodland kent me65rd,,,,,,,,0
76936,61716,40428,glatfelter,,,,3.25,doll_0.15 b,doll_1.45 b,-doll_0.19 b,,,glatfelter,united states,,,,doll_120.0 m,,,,,1
25694,45989,45989,o-i glass,united states,,,,doll_2.51 b,,,[],,o-i glass,united states,,,,doll_2.51 b,,,[],,1
2082,5567,1374,nv group,,,1994,,,,,,,nbtc group,,,1977,,,,,,,0
52780,14749,5622,toyota industries,japan,,,,doll_17.45 b,,,,,toto india industries,,,2011,,,,,,,0
116576,74534,69424,hp inc.,united states,,,,doll_43.90 b,,,,,hp inc.,united states,,,,doll_43.90 b,,,,,1
347149,118550,111641,p a b management limited,,,,,,,,,,p a gauranteed limited,,109knowleshill rollestonondove burtonontrent staffordshire de139dz,,,,,,,,0
57951,18777,59017,liontown resources,australia,,,,doll_2.10 b,,,['mining'],,liontown resources,australia,,,,doll_2.10 b,,,,,1
12332,32737,25812,overseas shipholding group,united states,,,,doll_0.30 b,,,,,overseas shipholding group,united states,,,,doll_0.31 b,,,oil-gas transportation maritime-transportation ,,1
54143,30452,40948,revance therapeutics,united states,,,,doll_2.29 b,,,,,regulus therapeutics,united states,,,,doll_23.57 m,,,,,0
28411,101165,20213,hellofresh,germany,,,4000,,doll_904.9 m,,,,hellofresh,germany,,,,doll_4.72 b,,,internet tech food food-delivery ,,1
2712,147097,69621,xcel energy,united states,,,,doll_37.22 b,,doll_1.6 b,,bob frenzel,xcel energy inc.,united states,,,,doll_39.76 b,,,,,1
59717,40315,33210,gencor industries,united states,,,,doll_150.0 m,,,,,gencor industries,united states,,,,doll_0.15 b,,,,,1
175135,21461,184308,lear corporation,united states,,,,doll_8.22 b,,,none,,lotte corporation,,,0,,,,,,,0
14900,21,27259,kotak mahindra bank,,,2003,,,,,,,kotak mahindra bank,india,,,,doll_43.62 b,,,,,1
16737,38105,30948,jindal stainless,india,,,,doll_1.52 b,,,,,jindal stainless,india,,,,doll_1.57 b,,,,,0
139110,116844,116799,u can property limited,,,,,,,,,,u a  property group limited,,,,,,,,,,0
12799,140494,151174,yantai changyu pioneer wine company,china,,,,doll_3.07 m,,,,,yantai changyu pioneer wine company,china,,,,doll_3.41 b,,doll_73.0 m,,,1
1629700,167922,139675,strabag se,austria,,,,,doll_15.293 m,,,,strabag se,austria,,,,doll_4.75 m,,,,,1
37543,59155,38452,lakeland financial corp,united states,,,,doll_1.87 b,,,,,lakeland bancorp,united states,,,,doll_1.16 b,,,,,0
43667,54902,33557,energous,united states,,,,doll_71.22 m,,,,,energous,united states,,,,doll_69.49 m,,,,,1
51934,3890,39913,robosoft technologies,,,1996,,,,,,,rubicon technologies,united states,,,,doll_270.0 m,,,,,0
67554,138514,138514,jafron biomedical,china,,,,doll_5.95 m,,,,,jafron biomedical,china,,,,doll_5.95 m,,,,,1
185064,55451,72252,medtronic,ireland,,,,doll_107.62 b,,,,,medtronic plc,ireland,,,,doll_1516 b,,,,,1
148948,47470,148308,loews corporation,united states,,,,doll_13.35 b,,,[],,lear corporation,united states,,,,doll_11.16 b,,doll_373.0 m,,,0
33480,118474,118180,q c pubs limited,,,,,,,,,,q & c limited,,,,,,,,,,0
348462,22434,48093,the mosaic company,united states,,,,doll_16.58 b,,,fertilizer ,,the hershey company,united states,,,,doll_48.54 b,,,['food'],,0
23377,11825,11825,intercom,united states,,2011,,,,,,,intercom,united states,,2011,,,,,,,1
311788,150785,140105,minmetals capital company,china,,,,doll_3.83 b,,doll_495.0 m,,,minmetals capital company,china,,,,doll_4.14 m,,,,,1
1100027,148510,131594,cochlear limited,australia,,,,doll_9.85 b,,doll_200.0 m,,,csr limited,australia,,,,,,187 million usd,,,0
62710,94138,94158,webster financial,united states,,,,doll_9 b,doll_1.26 b,doll_406.6 m,,,wintrust financial,united states,,,,doll_5.31 b,doll_1.88 b,doll_440.4 m,,,0
63168,116048,115957,z & s (hove) limited,,,,,,,,,,z & h brothers limited,,,,,,,,,,0
3805,101832,101832,xtream codes,bulgaria,,,not found,,doll_3.02 m,,,,xtream codes,bulgaria,,,not found,,doll_3.02 m,,,,1
375796,141375,152055,meritz securities,south korea,,,,doll_2.92 m,,,,,meritz securities,south korea,,,,doll_2.68 b,,doll_580.0 m,,,1
138095,116263,113393,v limited,,,,,,,,,,v & c limited,,,,,,,,,,0
143402,32223,18984,sorrento therapeutics,united states,,,,doll_0.53 b,,,,,sage therapeutics,united states,,,,doll_2.53 b,,,,,1
35543,66472,57346,kingfisher,,,,81.71,doll_6.29 b,doll_17.66 b,doll_1.54 b,,,kingfisher,uk,,,,doll_6.42 b,,,,,1
171608,115973,116206,z & i solution ltd,,,,,,,,,,z construction ltd,,,,,,,,,,0
10189,143904,143904,yuexiu real estate investment trust,hong kong,,,,doll_1.76 m,,,,,yuexiu real estate investment trust,hong kong,,,,doll_1.76 m,,,,,1
30135,67722,35415,unity software,,,,5.245,doll_16.54 b,doll_1.25 b,-doll_0.76 b,,,unity software,united states,,,,doll_10.98 b,,,,,1
42533,43899,26111,force motors,india,,,,doll_0.24 b,,,[],,force motors,india,,,,doll_0.24 b,,,none,,1
10312,59632,18258,universal corporation,united states,,,,doll_1.33 b,,,,,universal corporation,united states,,,,doll_1.33 b,,,['tobacco'],,1
301444,114815,114809,new acres limited,,,,,,,,,,new accrual limited,,,,,,,,,,0
86214,115944,116010,z & e lettings ltd.,,,,,,,,,,z & m trading ltd,,,,,,,,,,0
531140,113821,116543,v & r catering limited,,,,,,,,,,v & m services limited,,,,,,,,,,0
1571824,36888,137886,syneos health,united states,,,,doll_3.59 b,,,,,syneos health,united states,,,,doll_9.6 m,,,,,1
14964,124677,20782,leggett & platt careers,,,1883,,,,,,,leggett & platt,united states,,,,doll_4.67 b,,,none,,1
468322,111752,111786,p & a barratt limited,,21greystokedrive bilborough nottingham nottinghamshire ng84hw,,,,,,,,p & a events limited,,46novaroad london england cr02tl,,,,,,,,0
42614,45620,45620,lenzing,austria,,,,doll_1.81 b,,,[],,lenzing,austria,,,,doll_1.81 b,,,[],,1
81286,43283,8336,tessco technologies,united states,,,,doll_45.1 m,,,['telecommunicationsequipment'],,tarento technologies,,,2009,,,,,,,0
413,63100,15356,xponential fitness,,,,232.0,doll_1.21 b,doll_0.22 b,-doll_14.41 m,,,xponential fitness,united states,,,,doll_1.26 b,,,,,1
140076,143764,143764,laurentian bank of canada,canada,,,,doll_1.46 m,,,,,laurentian bank of canada,canada,,,,doll_1.46 m,,,,,1
591809,14621,183612,grupo bimbo,mexico,,,,doll_18.96 b,,,['food'],,grupo puma,,,1985,,,,,,,0
79472,51390,51390,impinj,united states,,,,doll_3.05 b,,,,,impinj,united states,,,,doll_3.05 b,,,,,1
32,3202,864,qburst technologies,,,2004,,,,,,,qualitykiosk technologies,,,2000,,,,,,,0
88839,49128,49128,great-west lifeco,canada,,,,doll_20.82 b,,,,,great-west lifeco,canada,,,,doll_20.82 b,,,,,1
292477,124754,124851,hilti careers,,,1941,,,,,,,hatch ltd careers,,,1955,,,,,,,0
81790,139783,19604,conmed corporation,united states,,,,doll_3.83 m,,,,,cabot corporation,united states,,,,doll_4.07 b,,,['chemicals'],,0
171194,142313,131635,impax environmental markets,uk,,,,doll_2.12 m,,,,,impax environmental markets,uk,,,,,,283 million usd,,,1
506715,28859,138565,nextera energy partners,united states,,,,doll_6.58 b,,,,,nextera energy partners lp,united states,,,,doll_6.12 m,,,,,1
486399,111815,111807,p & a hydraulics limited,,p&ahydraulicsltdswainesindustrialestate ashingdonroad rochford essex england ss41rg,,,,,,,,p & a hayward limited,,19leacombe axminster england ex135lj,,,,,,,,0
65130,22486,65035,lg corp,south-korea,,,,doll_10.35 b,,,electronics ,,lg corp,,,,,doll_10.36 b,doll_4.64 b,doll_1.50 b,,,1
21712,31314,26248,ligand pharmaceuticals,united states,,,,doll_1.20 b,,,,,lexicon pharmaceuticals,united states,,,,doll_0.45 b,,,pharmaceuticals biotech ,,0
698130,147640,71007,cincinnati financial corporation,united states,,,,doll_19.12 b,,doll_2.95 b,,steven j. johnston,cincinnati financial corporation,united states,,,,doll_21.99 b,,,,,1
169322,40434,66910,ptc financial services,india,,,,doll_120.0 m,,,,,pnc financial services,,,,59.616,doll_68.01 b,doll_20.50 b,doll_7.25 b,,,0
51711,62966,39741,relay therapeutics,,,,320.0,doll_2.51 b,doll_1.69 m,-doll_0.3 b,,,rain therapeutics,united states,,,,doll_340.0 m,,,,,0
3760,20585,1288,mueller industries,united states,,,,doll_3.79 b,,,manufacturing ,,merino industries,,,1968,,,,,,,0
104678,145774,62621,huami corporation,china,,,,doll_0.74 m,,,,,heska corporation,,,,655.0,doll_0.84 b,doll_0.25 b,-doll_14.99 m,,,0
33720,50662,50034,wintrust financial,united states,,,,doll_5.04 b,,,,,webster financial,united states,,,,doll_7.85 b,,,,,0
424841,114990,115019,new age productions limited,,,,,,,,,,new age sports limited,,,,,,,,,,0
94644,4462,57976,hartek group,,,1991,,,,,,,hera group,italy,,,,doll_4.23 b,,,,,0
103105,67602,49702,first citizens bancshares,,,,6.578,doll_11.80 b,doll_3.79 b,doll_1.12 b,,,first citizens bancshares,united states,,,,doll_10.74 b,,,,,1
127492,118431,118412,q delta ltd,,,,,,,,,,q -aura ltd,,,,,,,,,,0
82153,148473,63620,resona holdings,japan,,,,doll_10.05 b,,doll_802.0 m,,,rafael holdings,,,,51,doll_51.88 m,-doll_0.55 m,-doll_16.75 m,,,0
29983,32554,25452,rain therapeutics,united states,,,,doll_0.37 b,,,,,relmada therapeutics,united states,,,,doll_0.14 b,,,pharmaceuticals biotech ,,0
363929,31848,47888,ani pharmaceuticals,united states,,,,doll_0.76 b,,,,,alnylam pharmaceuticals,united states,,,,doll_28.46 b,,,['pharmaceuticals'],,0
34716,21101,50596,worley,australia,,,,doll_5.77 b,,,engineering energy ,,worley,australia,,,,doll_5.27 b,,,,,1
48074,34696,66430,willis towers watson,uk,,,,doll_27.43 b,,,,,willis towers watson ,,,,44.2,doll_27.56 b,doll_8.85 b,doll_1.44 b,,,1
64695,181601,147288,orion corporation,,,1917,,,,,,,olympus corporation,japan,,,,doll_28.09 b,,doll_845.0 m,,yasuo takeuchi,0
47405,118143,118215,q acoustics limited,,,,,,,,,,q accounting services limited,,,,,,,,,,0
4513,150403,139723,xianhe,china,,,,doll_4.27 b,,doll_148.0 m,,,xianhe,china,,,,doll_3.91 m,,,,,1
84570,28667,55509,icici lombard,india,,,,doll_7.55 b,,,,,icici bank,india,,,,doll_75.07 b,,,,,1
42759,93485,27738,hologic,united states,,,,doll_18.58 b,doll_5.49 b,doll_1.72 b,,,hologic,united states,,,,doll_19.65 b,,,,,1
629326,124478,125139,vonage careers,,,2000,,,,,,,veritis careers,,,2004,,,,,,,0
33262,147464,49489,weichai power,china,,,,doll_23.01 b,,doll_1.35 b,,,weichai power,china,,,,doll_13.39 b,,,,,1
142263,99625,102318,ibanfirst,belgium,,,204.0,,doll_12.06 m,,,,ibanfirst,belgium,,,139,,doll_8.21 m,,,,1
5827,34838,6456,longfor group,china,,,,doll_21.55 b,,,,,link group,,,0,,,,,,,0
59453,154012,31165,first commonwealth financial corporation,united states,,,,doll_1.64 b,,doll_138.0 m,,,first commonwealth financial corp,united states,,,,doll_1.34 b,,,,,1
300480,137723,137723,magnitogorsk iron & steel works (mmk),russia,,,,doll_11.45 m,,,,,magnitogorsk iron & steel works (mmk),russia,,,,doll_11.45 m,,,,,1
50663,30060,92932,jackson financial,united states,,,,doll_2.98 b,,,,,jackson financial,united states,,,,doll_3.93 b,doll_8.85 b,doll_3.44 b,,,1
111957,92853,92853,eversource energy,united states,,,,doll_31.72 b,doll_9.86 b,doll_1.22 b,,,eversource energy,united states,,,,doll_31.72 b,doll_9.86 b,doll_1.22 b,,,1
76729,65491,50232,indian railway catering & tourism,,,,1.363,doll_6.30 b,doll_0.37 b,doll_0.15 b,,,indian railway catering & tourism,india,,,,doll_6.72 b,,,,,1
489361,116617,116488,v & r real estate limited,,,,,,,,,,v + k steel services limited,,,,,,,,,,0
21983,154745,39114,ola electric,india,,,,0.0,,0.0,,,orient electric,india,,,,doll_670.0 m,,,,,0
70825,65826,66442,ds smith,,,,29.584,doll_5.94 b,doll_9.10 b,doll_0.47 b,,,ds smith,,,,29.584,doll_5.94 b,doll_9.10 b,doll_0.47 b,,,1
58704,99420,101572,koesea,germany,,,65.0,,doll_3.4 m,,,,koesea,germany,,,65,,doll_3.4 m,,,,1
107,148813,4373,xpo logistics,united states,,,,doll_8.19 b,,doll_336.0 m,,,xpo logistics,,,2011,,,,,,,1
29338,65961,41397,vodafone,,,,104.0,doll_30.61 b,doll_69.89 b,-doll_7.81 b,,,vodafone,uk,,,,doll_30.16 b,,,['telecommunication'],,1
519548,113541,116528,v & j builders limited,,,,,,,,,,v & m healthcare limited,,,,,,,,,,0
1979,40370,54454,xeris pharmaceuticals,united states,,,,doll_140.0 m,,,,,xeris pharmaceuticals,united states,,,,doll_0.18 b,,,,,1
171777,138068,148748,edison s.p.a,italy,,,,doll_6.65 m,,,,,edison s.p.a,italy,,,,doll_8.56 b,,doll_413.0 m,,,1
592231,74629,152797,neste oyj,finland,,,,doll_35.57 b,,,,,neles oyj,finland,,,,doll_2.32 b,,0.0,,,1
735,148100,792,exact sciences corporation,united states,,,,doll_13.04 b,,doll_-595.0 m,,,eaton corporation,,,1911,,,,,,,0
1417363,74953,113597,tata motors limited,india,,,,doll_22.38 b,,,,,tamara t limited,,,,,,,,,,0
30116,33717,16130,nymox pharmaceutical,bahamas,,,,doll_39.36 m,,,,,nymox pharmaceutical,,,,,doll_43.94 m,,,['pharmaceuticals'],,1
117560,99169,100169,rivile,lithuania,,,24.0,,doll_3.91 m,,,,rivile,lithuania,,,24.0,,doll_3.91 m,,,,1
44190,69581,69581,kimberly-clark corporation,united states,,,,doll_43.21 b,,,,,kimberly-clark corporation,united states,,,,doll_43.21 b,,,,,1
117361,43058,55290,farmmi,china,,,,doll_12.15 m,,,['food'],,farmmi,china,,,,doll_11.85 m,,,,,1
256732,146549,34409,the walt disney company,united states,,,,doll_286.88 b,,doll_1.99 b,,bob chapek,the hershey company,united states,,,,doll_46.27 b,,,,,0
76532,58424,140458,kinaxis,canada,,,,doll_3.12 b,,,,,kinaxis,canada,,,,doll_4.41 m,,,,,1
121373,37123,50947,peloton,united states,,,,doll_3.03 b,,,,,peloton,united states,,,,doll_4.13 b,,,,,1
169041,117994,117919,r a gerrard limited,,,,,,,,,,r active trans limited,,,,,,,,,,0
23147,67145,93460,zimmer biomet,,,,19.500,doll_25.50 b,doll_7.15 b,doll_0.33 b,,,zimmer biomet,united states,,,,doll_26.31 b,doll_7.84 b,doll_401.6 m,,,1
198876,49580,136975,zhongsheng group,china,,,,doll_12.21 b,,,,,zhongsheng group holdings,china,,,,doll_20.29 m,,,,,1
340649,153251,144261,hyundai rotem company,south korea,,,,doll_1.95 b,,doll_50.0 m,,,hyundai development company,south korea,,,,doll_1.69 m,,,,,0
280942,26124,65150,bank of innovation,japan,,,,doll_0.24 b,,,video-games entertainment ,,bank of india,,,,51.825,doll_4.94 b,doll_2.70 b,doll_0.62 b,,,0
1113,34765,22050,yum china,china,,,,doll_24.28 b,,,,,yum china,china,,,,doll_24.25 b,,,food restaurant-chains ,,1
149333,148195,148195,demant a/s,denmark,,,,doll_12.07 b,,doll_372.0 m,,,demant a/s,denmark,,,,doll_12.07 b,,doll_372.0 m,,,1
444701,65084,57117,alfamart,,,,79.469,doll_7.35 b,doll_6.39 b,doll_0.24 b,,,alfamart,indonesia,,,,doll_7.57 b,,,,,1
182793,137133,71018,masco corporation,united states,,,,doll_15.01 m,,,,keith j. allman,m&t bank corporation,united states,,,,doll_21.74 b,,,,,0
79448,155772,51309,innovative industrial properties,united states,,,,doll_1.17 b,,doll_112.0 m,,,innovative industrial,united states,,,,doll_3.18 b,,,,,1
11994,72557,4370,infineon technologies ag,germany,,,,doll_45.35 b,,,,,innoeye technologies,,,2012,,,,,,,0
556,22645,22645,xylem,united states,,,,doll_21.12 b,,,none,,xylem,united states,,,,doll_21.12 b,,,none,,1
536255,49566,62099,camden property trust,united states,,,,doll_12.44 b,,,,,camden property trust,,,,1.7,doll_12.56 b,doll_1.35 b,doll_0.83 b,,,1
1380646,112885,113033,all about needs ltd,,,,,,,,,,all about windows limited,,,,,,,,,,0
234188,62659,31037,alexander & baldwin,,,,611,doll_1.44 b,doll_0.40 b,doll_10.9 m,,,alexander & baldwin,united states,,,,doll_1.44 b,,,,,1
157172,113398,113086,h & aa limited,,,,,,,,,,h a amos limited,,,,,,,,,,0
25892,150115,18657,green thumb industries,united states,,,,doll_4.74 b,,doll_75.0 m,,,green thumb industries,united states,,,,doll_1.88 b,,,['cannabis'],,1
4978,31469,64862,youdao,china,,,,doll_0.96 b,,,,,youdao,,,,6.096,doll_0.96 b,doll_0.69 b,-doll_0.15 b,,,1
85146,71072,34384,mgm resorts international,united states,,,,doll_20.22 b,,,,,marriott international,united states,,,,doll_48.55 b,,,,,0
49354,114230,117066,omni claim ltd,,,,,,,,,,omnis global ltd,,,,,,,,,,0
85994,67903,46303,grand canyon education,,,,3.680,doll_3.53 b,doll_0.90 b,doll_0.25 b,,,grand canyon education,united states,,,,doll_3.34 b,,,[],,1
12646,26914,8081,reliance industries,india,,,,doll_203.52 b,,,,,richa industries,,,1993,,,,,,,0
59374,23435,44925,energy fuels,united states,,,,doll_17 b,,,mining uranium energy ,,energy fuels,united states,,,,doll_0.93 b,,,['mining'],,1
673899,32977,70443,community financial corporation,united states,,,,doll_0.22 b,,,,,capital one financial corporation,united states,,,,doll_59.67 b,,,,,0
151243,53888,60937,phnom penh autonomous port,cambodia,,,,doll_0.39 b,,,,,phnom penh autonomous port,cambodia,,,,doll_0.40 b,,,,,1
346524,66165,73383,babcock international group,,,,28.341,doll_1.85 b,doll_5.38 b,doll_0.34 b,,,babcock international group plc,united kingdom,,,,doll_2.16 b,,,,,1
213402,113859,113641,v & s consultancy limited,,,,,,,,,,v & m care limited,,,,,,,,,,0
39133,19351,67777,ollie's bargain outlet,united states,,,,doll_3.31 b,,,,,ollie's bargain outlet,,,,4.700,doll_3.71 b,doll_1.74 b,doll_0.12 b,,,1
8951,50516,21056,oak street health,united states,,,,doll_5.51 b,,,,,oak street health,united states,,,,doll_6.88 b,,,healthcare ,,1
47528,146894,72478,keurig dr pepper,united states,,,,doll_52.89 b,,doll_2.15 b,,robert gamgort,keurig dr pepper inc.,united states,,,,doll_55.28 b,,,,,1
379127,115214,115381,good bones limited,,,,,,,,,,good coaching limited,,,,,,,,,,0
219661,148203,144372,zhejiang nhu company,china,,,,doll_11.98 b,,doll_629.0 m,,,zhejiang jingu company,china,,,,doll_0.92 m,,,,,0
53339,27390,94388,japan post bank,japan,,,,doll_33.80 b,,,,,japan post holdings,japan,,,,doll_26.56 b,doll_103.58 b,,,,1
361291,66675,42045,ssp group,,,,23.0,doll_2.44 b,doll_2.44 b,doll_28.14 m,,,sfs group,switzerland,,,,doll_3.61 b,,,['manufacturing'],,1
3854,60371,2262,rain industries,india,,,,doll_0.72 b,,,,,ramco industries,,,1992,,,,,,,0
304543,137327,137327,heidelberg cement ag,germany,,,,doll_17.29 m,,,,,heidelberg cement ag,germany,,,,doll_17.29 m,,,,,1
30849,827,45193,vip industries,,,1971,,,,,,,vip industries,india,,,,doll_1.21 b,,,[],,1
43303,22334,67246,keysight,united states,,,,doll_33.60 b,,,software tech ,,keysight,,,,14.700,doll_32.80 b,doll_5.42 b,doll_1.36 b,,,1
106651,41115,63867,hoth therapeutics,united states,,,,doll_8.17 m,,,,,hoth therapeutics,,,,4.0,doll_9.26 m,,-doll_113 m,,,1
121024,42400,42400,nutex health,united states,,,,doll_1.37 b,,,['healthcare'],,nutex health,united states,,,,doll_1.37 b,,,['healthcare'],,1
75698,48639,69588,longi green energy technology,china,,,,doll_49.16 b,,,,,longi green energy technology co. ltd,china,,,,doll_42.68 b,,,,,1
3545,45573,1021,helios technologies,united states,,,,doll_1.74 b,,,['manufacturing'],,happiest minds technologies,,,2011,,,,,,,0
73311,94533,48487,inditex,spain,,,,doll_68.15 b,doll_32.57 b,,,,inditex,spain,,,,doll_84.09 b,,,,,1
4347,57052,57052,yamaha motor,japan,,,,doll_8.02 b,,,,,yamaha motor,japan,,,,doll_8.02 b,,,,,1
198673,103018,98740,fermeture econ’home,france,,,30,,doll_1.86 m,,,,fermeture econ’home,france,,,30.0,,doll_1.86 m,,,,1
20868,153063,37180,o-i glass,united states,,,,doll_2.04 b,,doll_149.0 m,,,o-i glass,united states,,,,doll_2.93 b,,,,,1
161538,116181,116182,z car hire ltd,,,,,,,,,,z cars & van ltd,,,,,,,,,,0
230819,30597,149223,zim integrated shipping services,israel,,,,doll_2.04 b,,,,,zim integrated shipping services ltd.,israel,,,,doll_6.71 b,,doll_4.64 b,,,1
60506,141685,58951,doosan fuel cell,south korea,,,,doll_2.96 m,,,,,doosan fuel cell,south korea,,,,doll_2.21 b,,,,,1
30653,116202,115882,z civils limited,,,,,,,,,,z a builders limited,,,,,,,,,,0
589,167078,14370,yixin group,china,,,,doll_13 m,,4 million usd,,,yili group,china,,,,doll_27.11 b,,,['dairy companies'],,0
288,12514,12514,xingsheng selected,china,,2009,,,,,,,xingsheng selected,china,,2009,,,,,,,1
554047,3158,64040,cec international,,,1945,,,,,,,colliers international,,,,17.0,doll_4.26 b,doll_4.58 b,doll_0.37 b,,,0
155738,116083,116169,z & zalik limited,,,,,,,,,,z bryan tm limited,,,,,,,,,,0
358858,63782,46715,allena pharmaceuticals,,,,17.0,doll_1.67 m,,-doll_42.41 m,,,apellis pharmaceuticals,united states,,,,doll_5.25 b,,,[],,0
1426,41443,14543,quanta services,united states,,,,doll_21.19 b,,,['engineering'],,quanta services,united states,,,,doll_21.87 b,,,['engineering'],,1
991016,42737,110865,alembic limited,india,,,,doll_0.22 b,,,[],,a alisa limited,,43hideawayworkspace 1empiremews london england sw162bf,,,,,,,,0
195287,67039,94823,fidelity national financial,,,,28.290,doll_10.49 b,doll_13.50 b,doll_2.18 b,,,fidelity national financial,united states,,,,doll_11.58 b,doll_15.63 b,,,,1
179063,184145,181874,deutsche bank,,,0,,,,,,,deutsche bahn,,,1994,,,,,,,1
14665,50993,67760,ziff davis,united states,,,,doll_4.00 b,,,,,ziff davis,,,,4.900,doll_4.42 b,doll_1.24 b,doll_0.26 b,,,1
158288,143258,25771,codexis,united states,,,,doll_1.75 m,,,,,codexis,united states,,,,doll_0.40 b,,,pharmaceuticals biotech ,,1
17939,142599,18280,equinox gold,canada,,,,doll_2.15 m,,,,,equinox gold,canada,,,,doll_1.35 b,,,,,1
3456,93246,48933,yango group,china,,,,doll_1.66 b,doll_12.63 b,doll_828.3 m,,,yili group,china,,,,doll_28.80 b,,,,,0
5477,64873,29242,zhongan insurance ,,,,4.26,doll_5.08 b,doll_0.50 b,-doll_85.28 m,,,zhongan insurance,china,,,,doll_5.08 b,,,,,1
73212,184375,156276,oracle corporation,,,0,,,,,,,okumura corporation,japan,,,,doll_15 b,,doll_92.0 m,,,0
106872,160296,167800,wallenstam ab (publ),sweden,,,,doll_5.7 m,,500 million usd,,,wallenstam ab (publ),sweden,,,,,246 million usd,,,,1
108610,64200,44703,meta materials,,,,130.0,doll_0.37 b,doll_114 m,-doll_93.77 m,,,meta materials,canada,,,,doll_0.74 b,,,[],,1
510700,36199,60872,spirit realty capital,united states,,,,doll_5.65 b,,,,,silvergate capital,united states,,,,doll_0.43 b,,,,,1
63089,67926,67926,umb financial,,,,3.529,doll_4.09 b,doll_1.32 b,doll_0.50 b,,,umb financial,,,,3.529,doll_4.09 b,doll_1.32 b,doll_0.50 b,,,1
89057,39908,9319,aeva technologies,united states,,,,doll_270.0 m,,,,,atom technologies,,,2006,,,,,,,0
28996,40712,40872,viracta therapeutics,united states,,,,doll_62.64 m,,,,,vistagen therapeutics,united states,,,,doll_33.63 m,,,,,0
8990,60443,7816,dynex capital,united states,,,,doll_0.67 b,,,,,drip capital,,,2014,,,,,,,0
152201,224,100646,huawei technologies,,,2002,,,,,,,hashedin technologies,india,,,558,,doll_16.64 m,,,,0
23291,69647,22343,electronic arts inc.,united states,,,,doll_37.38 b,,,,,electronic arts,united states,,,,doll_34.28 b,,,video-games esports entertainment tech ,,1
149555,54613,148440,lazydays holdings,united states,,,,doll_0.14 b,,,,,lamb weston holdings,united states,,,,doll_10.26 b,,doll_200.0 m,,,0
1286885,111370,113210,t & b mechanical services limited,,48aaylesburystreet bletchley miltonkeynes mk22ba,,,,,,,,t a building services limited,,,,,,,,,,0
47212,29464,20700,boston beer company,united states,,,,doll_4.39 b,,,,,boston beer company,united states,,,,doll_4.43 b,,,beverages alcoholic-beverages ,,1
599792,39532,154430,nuvation bio,united states,,,,doll_430.0 m,,,,,nuvation bio inc.,united states,,,,doll_1.47 b,,doll_-86.0 m,,,1
61976,56027,67201,ulta beauty,united states,,,,doll_24.99 b,,,,,ulta beauty,,,,16.500,doll_23.80 b,doll_9.36 b,doll_1.48 b,,,1
540997,113985,116556,v & n haulage ltd,,,,,,,,,,v & n associates ltd,,,,,,,,,,0
12404,28221,56683,zoominfo,united states,,,,doll_11.45 b,,,,,zoominfo,united states,,,,doll_11.33 b,,,,,1
63291,55451,26999,medtronic,ireland,,,,doll_107.62 b,,,,,medtronic,ireland,,,,doll_107.19 b,,,,,1
255714,94440,92440,nvidia,united states,,,,doll_489.83 b,doll_26.91 b,,,,nvidia,united states,,,,doll_489.83 b,doll_26.91 b,doll_9.75 b,,,1
