,link,name,industry,founded,country,ceo,employees,revenue
917,https://www.forbes.com/companies/china-molybdenum,china molybdenum,materials,2006,china,rui wen sun,"11,472",doll_26.8b
918,https://www.forbes.com/companies/equitable-holdings,equitable holdings,diversified financials,1859,united states,mark pearson,"7,800",doll_11b
919,https://www.forbes.com/companies/covestro,covestro,"construction, oil & gas operations, mining and chemicals",2015,germany,markus steilemann,"17,900",doll_18.8b
920,https://www.forbes.com/companies/mg,m&g,diversified financials,2018,united kingdom,john william foley,not found,doll_23.4b
921,https://www.forbes.com/companies/shopify,shopify,"it, internet, software & services",2006,canada,tobias albin lütke,"10,000",doll_4.6b
922,https://www.forbes.com/companies/shanghai-construction,shanghai construction ,construction,1994,china,"jia jun bian, junichi goishi","51,369",doll_43.4b
923,https://www.forbes.com/companies/essity,essity,household & personal products,1929,sweden,carl magnus groth,"46,000",doll_14.6b
924,https://www.forbes.com/companies/ww-grainger,ww grainger,trading companies,1927,united states,donald g. macpherson,"24,200",doll_13b
925,https://www.forbes.com/companies/canara-bank,canara bank,banking,1906,india,lingam venkata prabhakar,"88,213",doll_12.7b
926,https://www.forbes.com/companies/viatris,viatris,drugs & biotechnology,1961,united states,michael goettler,"37,000",doll_17.9b
927,https://www.forbes.com/companies/american-water-works,american water works,utilities,1886,united states,m. susan hardwick,"6,400",doll_3.9b
928,https://www.forbes.com/companies/united-microelectronics,united microelectronics,semiconductors,1980,taiwan,shan chieh chien,not found,doll_7.6b
929,https://www.forbes.com/companies/vf,vf,"clothing, shoes, sports equipment",1899,united states,steven e. rendle,"35,000",doll_11.6b
930,https://www.forbes.com/companies/intuitive-surgical,intuitive surgical,health care equipment & services,1995,united states,gary s. guthart,"9,793",doll_5.9b
931,https://www.forbes.com/companies/snam,snam,oil & gas operations,1941,italy,stefano venier,"3,430",doll_3.9b
932,https://www.forbes.com/companies/vestas-wind-systems,vestas wind systems,capital goods,1945,denmark,henrik andersen,"29,427",doll_18.4b
933,https://www.forbes.com/companies/subaru,subaru,consumer durables,1953,japan,tomomi nakamura,"36,070",doll_25.1b
934,https://www.forbes.com/companies/jiangsu-zhongnan-construction-group,jiangsu zhongnan construction group,construction,1998,china,yu han chen,"46,615",doll_14b
935,https://www.forbes.com/companies/carlsberg,carlsberg,"food, drink & tobacco",1847,denmark,cees't c. hart,"39,375",doll_10.6b
936,https://www.forbes.com/companies/builders-firstsource,builders firstsource,construction,1998,united states,david e. flitman,"28,000",doll_19.9b
937,https://www.forbes.com/companies/semiconductor-manufacturing-international-corp,semiconductor manufacturing international,semiconductors,2000,china,"mong song liang, hai jun zhao","17,681",doll_5.5b
938,https://www.forbes.com/companies/pko-bank-polski,pko bank polski,banking,1919,poland,iwona beata duda,"25,657",doll_4.5b
939,https://www.forbes.com/companies/enn-energy-holdings,enn energy holdings,oil & gas operations,1992,china,ji shen han,not found,doll_14.4b
940,https://www.forbes.com/companies/wh-group,wh group ,"food, drink & tobacco",2006,hong kong,gordon lijun guo,"107,000",doll_27.3b
941,https://www.forbes.com/companies/amcor,amcor,materials,1860,united kingdom,ronald stephen delia,"46,000",doll_13.6b
942,https://www.forbes.com/companies/korea-gas,korea gas,oil & gas operations,1983,south korea,hee-bong chae,"4,307",doll_24b
943,https://www.forbes.com/companies/jefferies-financial,jefferies financial ,conglomerates,1968,united states,richard brian handler,"5,556",doll_8.6b
944,https://www.forbes.com/companies/severstal,severstal,materials,1955,russia,alexander anatolievich shevelev,not found,doll_11.6b
945,https://www.forbes.com/companies/alexandria-real-estate-equities,alexandria real estate equities,diversified financials,1994,united states,"peter m. moglia, stephen a. richardson",559,doll_2.1b
946,https://www.forbes.com/companies/julius-baer-group,julius baer group,banking,1890,switzerland,philipp rickenbacher,"6,727",doll_5b
947,https://www.forbes.com/companies/sanlam,sanlam,diversified financials,1918,south africa,paul brendan hanratty,"21,180",doll_14.4b
948,https://www.forbes.com/companies/emaar-properties,emaar properties,construction,1997,united arab emirates,amit jain,not found,doll_7.9b
949,https://www.forbes.com/companies/joint-stock-commercial-bank-for-foreign-trade-of-vietnam,joint stock commercial bank for foreign trade of vietnam,banking,1955,vietnam,dung quang pham,"21,670",doll_3.9b
950,https://www.forbes.com/companies/motorola-solutions,motorola solutions,aerospace & defense,2011,united states,gregory q. brown,"18,700",doll_8.2b
951,https://www.forbes.com/companies/shanghai-rural-commercial-bank,shanghai rural commercial bank,banking,2005,china,not found,not found,doll_5.8b
952,https://www.forbes.com/companies/braskem,braskem,chemicals,2002,brazil,roberto lopes pontes simões,"8,008",doll_19.6b
953,https://www.forbes.com/companies/bank-of-baroda,bank of baroda,banking,1957,india,sanjiv chadha,"55,754",doll_12.1b
954,https://www.forbes.com/companies/s-oil,s-oil,oil & gas operations,1976,south korea,hussain a. al-qahtani,"3,154",doll_24b
955,https://www.forbes.com/companies/tractor-supply,tractor supply,retailing,1938,united states,harry a. lawton iii,"46,000",doll_13b
956,https://www.forbes.com/companies/suncorp-group,suncorp group,insurance,1996,australia,steve johnston,"13,505",doll_9.9b
957,https://www.forbes.com/companies/mol-hungarian-oil,mol hungarian oil,oil & gas operations,1991,hungary,"zsolt hernádi, józsef molnár","24,948",doll_19.6b
958,https://www.forbes.com/companies/aptiv,aptiv,consumer durables,1994,ireland,kevin p. clark,"155,000",doll_15.6b
959,https://www.forbes.com/companies/voya-financial,voya financial,insurance,1999,united states,rodney owen martin jr.,"6,000",doll_4.2b
960,https://www.forbes.com/companies/gs-holdings,gs holdings,conglomerates,1966,south korea,"chang-soo huh, byung-yong lim",61,doll_17.7b
961,https://www.forbes.com/companies/gerdau-cosigua,gerdau (cosigua),materials,1901,brazil,gustavo werneck da cunha,not found,doll_14.5b
962,https://www.forbes.com/companies/equity-residential,equity residential,diversified financials,1993,united states,mark j. parrell,"2,400",doll_2.4b
963,https://www.forbes.com/companies/qatar-islamic-bank,qatar islamic bank,banking,1982,qatar,bassel gamaludin mohamed ali,"1,179",doll_1.8b
964,https://www.forbes.com/companies/hormel-foods,hormel foods,"food, drink & tobacco",1891,united states,jim snee,"20,000",doll_12b
965,https://www.forbes.com/companies/shenwan-hongyuan-group,shenwan hongyuan group,diversified financials,1996,china,hao huang,"11,440",doll_6.8b
966,https://www.forbes.com/companies/reinsurance-group,reinsurance group of america,insurance,1973,united states,anna manning,"3,500",doll_16.7b
967,https://www.forbes.com/companies/quest-diagnostics,quest diagnostics,health care equipment & services,1967,united states,steve rusckowski,"49,000",doll_10.7b
968,https://www.forbes.com/companies/solvay,solvay,"construction, oil & gas operations, mining and chemicals",1863,belgium,ilham kadri,"21,000",doll_13.5b
969,https://www.forbes.com/companies/pembina-pipeline,pembina pipeline,oil & gas operations,1997,canada,j. scott burrows,"2,488",doll_6.9b
970,https://www.forbes.com/companies/banque-saudi-fransi,banque saudi fransi,banking,1977,saudi arabia,rayan mohammed hamid,"2,997",doll_2.2b
971,https://www.forbes.com/companies/smc,smc,capital goods,1959,japan,not found,"20,619",doll_6.4b
972,https://www.forbes.com/companies/sasol,sasol,"construction, oil & gas operations, mining and chemicals",1950,south africa,fleetwood grobler,"28,949",doll_15.5b
973,https://www.forbes.com/companies/molson-coors-brewing,molson coors brewing,"food, drink & tobacco",1786,united states,gavin d. k. hattersley,"16,300",doll_10.3b
974,https://www.forbes.com/companies/macys,macy's,retailing,1929,united states,jeffrey gennette,"88,857",doll_25.3b
975,https://www.forbes.com/companies/bancolombia,bancolombia,banking,1945,colombia,juan carlos mora uribe,"29,955",doll_6.1b
976,https://www.forbes.com/companies/cintas,cintas,business services & supplies,1968,united states,scott d. farmer,"40,000",doll_7.6b
977,https://www.forbes.com/companies/china-international-marine,china international marine,capital goods,1980,china,bo liang mai,"51,746",doll_25.3b
978,https://www.forbes.com/companies/huaneng-power-international,huaneng power international,utilities,1994,china,ping zhao,"57,970",doll_31.5b
979,https://www.forbes.com/companies/restaurant-brands-international,restaurant brands international,"hotels, restaurants & leisure",2014,canada,josé eduardo cil,"5,700",doll_5.7b
980,https://www.forbes.com/companies/grupa-pzu,grupa pzu,insurance,1803,poland,beata kozlowska-chyla,"43,310",doll_10.1b
981,https://www.forbes.com/companies/kao,kao ,household & personal products,1887,japan,"michitaka sawada, satoshi kasai","33,507",doll_12.9b
982,https://www.forbes.com/companies/agile-group-holdings,agile group holdings,construction,2005,china,victor massiah,"98,466",doll_11.5b
983,https://www.forbes.com/companies/arrow-electronics,arrow electronics,trading companies,1946,united states,michael j. long,"20,700",doll_34.5b
984,https://www.forbes.com/companies/shenzhen-overseas,shenzhen overseas,business services & supplies,1997,china,li hsing tsai,"24,526",doll_14.9b
985,https://www.forbes.com/companies/tenet-healthcare,tenet healthcare,health care equipment & services,1967,united states,saumya sutaria,"101,100",doll_19.4b
986,https://www.forbes.com/companies/grupo-aval,grupo aval,diversified financials,1994,colombia,luis carlos sarmiento gutiérrez,"80,565",doll_10.3b
987,https://www.forbes.com/companies/cp-all,cp all,food markets,1988,thailand,tanin buranamanit,not found,doll_17.7b
988,https://www.forbes.com/companies/geely-automobile-holdings,geely automobile holdings,consumer durables,1973,hong kong,sheng yue gui,"44,000",doll_15.8b
989,https://www.forbes.com/companies/centrica,centrica,utilities,1997,united kingdom,christopher o’shea,"7,000",doll_20.3b
990,https://www.forbes.com/companies/dubai-islamic-bank,dubai islamic bank,banking,1975,united arab emirates,adnan abdul shakoor chilwan,"9,000",doll_3.2b
991,https://www.forbes.com/companies/suzano-papel-celulose,suzano papel e celulose,materials,1924,brazil,walter schalka,"37,000",doll_7.6b
992,https://www.forbes.com/companies/link-reit,link reit,diversified financials,2005,hong kong,kwok lung hongchoy,"1,200",doll_1.5b
993,https://www.forbes.com/companies/yum-brands,yum! brands,"hotels, restaurants & leisure",1997,canada,david w. gibbs,"36,000",doll_6.6b
994,https://www.forbes.com/companies/first-quantum-minerals,first quantum minerals,materials,1983,canada,a. tristan pascall,"26,349",doll_8.3b
995,https://www.forbes.com/companies/aercap-holdings,aercap holdings,business services & supplies,1995,ireland,aengus kelly,736,doll_4.5b
996,https://www.forbes.com/companies/first-horizon,first horizon,banking,1864,united states,bryan jordan,"7,867",doll_3.1b
997,https://www.forbes.com/companies/dentsu,dentsu,media,2001,japan,hiroshi igarashi,"64,832",doll_9.9b
998,https://www.forbes.com/companies/molina-healthcare,molina healthcare,drugs & biotechnology,1980,united states,joseph m. zubretsky,"14,000",doll_27.8b
999,https://www.forbes.com/companies/union-bank-of-india,union bank of india,banking,1919,india,rajkiran gundyadka rai,"78,202",doll_11.3b
1000,https://www.forbes.com/companies/toray-industries,toray industries,household & personal products,1926,japan,akihiro nikkaku,"46,267",doll_19.7b
1001,https://www.forbes.com/companies/block,block,it software & services,2009,united states,jack patrick dorsey,"8,521",doll_17.7b
1002,https://www.forbes.com/companies/eletrobras,eletrobrás,utilities,1962,brazil,rodrigo limp nascimento,"12,126",doll_7b
1003,https://www.forbes.com/companies/china-mengniu-dairy,china mengniu dairy,"food, drink & tobacco",2004,hong kong,min fang lu,"41,141",doll_13.7b
1004,https://www.forbes.com/companies/db-insurance,db insurance,insurance,1968,south korea,jeong-nam kim,"4,660",doll_15b
1005,https://www.forbes.com/companies/esun-financial,e.sun financial,banking,1992,taiwan,nan chou huang,"8,783",doll_3.1b
1006,https://www.forbes.com/companies/otp-bank,otp bank,banking,1949,hungary,sándor csányi,"37,866",doll_5.8b
1007,https://www.forbes.com/companies/sm-investments,sm investments,retailing,1958,philippines,frederic cuyegkeng dybuncio,"9,000",doll_8.1b
1008,https://www.forbes.com/companies/ebay,ebay,business services & supplies,1995,united states,jamie iannone,"10,800",doll_10.9b
1009,https://www.forbes.com/companies/edwards-lifesciences,edwards lifesciences,drugs & biotechnology,1958,united states,michael a. mussallem,"16,000",doll_5.2b
1010,https://www.forbes.com/companies/taiwan-cooperative-financial,taiwan cooperative financial,banking,1946,taiwan,mei tsu chen,"9,600",doll_2.7b
1011,https://www.forbes.com/companies/constellation-brands,constellation brands,"food, drink & tobacco",1945,united states,william a. newlands jr.,"10,000",doll_8.8b
1012,https://www.forbes.com/companies/china-jinmao,china jinmao,construction,2004,hong kong,cong rui li,"12,825",doll_14b
1013,https://www.forbes.com/companies/fanuc,fanuc,capital goods,1972,japan,kenji yamaguchi,"8,256",doll_6.5b
1014,https://www.forbes.com/companies/yango-group,yango group,construction,not found,china,rong bin zhu,"21,319",doll_12.6b
1015,https://www.forbes.com/companies/legrand,legrand,capital goods,1860,france,benoît coquart,"34,244",doll_8.3b
1016,https://www.forbes.com/companies/shanghai-pharmaceuticals,shanghai pharmaceuticals,drugs & biotechnology,1994,china,da wei liu,"47,056",doll_33.4b
1017,https://www.forbes.com/companies/agc,agc,chemicals,1907,japan,takuya shimamura,"55,999",doll_15.4b
1018,https://www.forbes.com/companies/shaanxi-construction-engineering-group,shaanxi construction engineering group,construction,not found,china,yong mo,"31,708",doll_23.8b
1019,https://www.forbes.com/companies/hunan-valin-steel,hunan valin steel,materials,1997,china,zhi qiang cao,"23,628",doll_25.8b
1020,https://www.forbes.com/companies/goodman-group,goodman group,construction,1989,australia,gregory leith goodman,941,doll_1.3b
1021,https://www.forbes.com/companies/ia-financial,ia financial corporation,insurance,1892,canada,denis ricard,"8,300",doll_13.3b
1022,https://www.forbes.com/companies/unum,unum,insurance,1848,united states,richard paul mckenney,"10,300",doll_12b
1023,https://www.forbes.com/companies/anta-sports-products,anta sports products,household & personal products,1991,china,shi zhong ding,"52,000",doll_7.7b
1024,https://www.forbes.com/companies/continental-resources,continental resources,oil & gas operations,not found,united states,william b. berry,"1,254",doll_5.8b
1025,https://www.forbes.com/companies/baloise-group,bâloise group,insurance,1864,switzerland,gert devwinter,"7,712",doll_11.1b
1026,https://www.forbes.com/companies/pegatron,pegatron,technology hardware & equipment,2007,taiwan,syh-jang liao,not found,doll_45.2b
1027,https://www.forbes.com/companies/jones-lang-lasalle,jones lang lasalle,construction,1783,united states,christian ulbrich,"98,200",doll_19.5b
1028,https://www.forbes.com/companies/american-financial-group,american financial group,insurance,1959,united states,"carl henry lindner, iii, s. craig lindner, jr.","6,600",doll_6.2b
1029,https://www.forbes.com/companies/daiwa-securities,daiwa securities,diversified financials,1902,japan,seiji nakata,"15,096",doll_5.8b
1030,https://www.forbes.com/companies/deutsche-lufthansa,deutsche lufthansa,transportation,1953,germany,carsten spohr,"105,290",doll_19.9b
1031,https://www.forbes.com/companies/invesco,invesco,diversified financials,1935,united states,martin flanagan,"8,513",doll_7b
1032,https://www.forbes.com/companies/nasdaq,nasdaq,diversified financials,1971,united states,adena t. friedman,"5,814",doll_5.8b
1033,https://www.forbes.com/companies/schindler-holding,schindler holding,capital goods,1874,switzerland,silvio napoli,"69,015",doll_12.3b
1034,https://www.forbes.com/companies/comerica,comerica,banking,1849,united states,curtis c. farmer,"7,611",doll_3b
1035,https://www.forbes.com/companies/mizrahi-tefahot-bank,mizrahi tefahot bank,banking,1923,israel,moshe lari,"7,632",doll_4.3b
1036,https://www.forbes.com/companies/bio-rad-laboratories,bio-rad laboratories,health care equipment & services,1952,united states,norman d. schwartz,"7,900",doll_2.9b
1037,https://www.forbes.com/companies/industries-qatar,industries qatar,chemicals,2003,qatar,saad sharida al-kaabi,not found,doll_4.2b
1038,https://www.forbes.com/companies/kakao,kakao,it software & services,1995,south korea,whon namkoong euntaek hong,"3,472",doll_5.4b
1039,https://www.forbes.com/companies/ashtead-group,ashtead group,business services & supplies,1984,united kingdom,brendan horgan,"18,826",doll_7.6b
1040,https://www.forbes.com/companies/punjab-national-bank,punjab national bank,banking,1895,india,atul kumar goel,"101,802",doll_12.1b
1041,https://www.forbes.com/companies/delta-electronics,delta electronics,technology hardware & equipment,1975,taiwan,ping cheng,not found,doll_11.3b
1042,https://www.forbes.com/companies/alcon,alcon,health care equipment & services,1945,switzerland,david j. endicott,"24,389",doll_8.3b
1043,https://www.forbes.com/companies/td-synnex,td synnex,"semiconductors, electronics, electrical engineering, technology hardware & equipment",1980,united states,richard t. hume,"22,000",doll_42.1b
1044,https://www.forbes.com/companies/antofagasta,antofagasta,materials,1888,united kingdom,iván arriagada herrera,"27,000",doll_7.5b
1045,https://www.forbes.com/companies/pultegroup,pultegroup,construction,1950,united states,ryan r. marshall,"6,182",doll_13.9b
1046,https://www.forbes.com/companies/wan-hai-lines,wan hai lines,transportation,not found,taiwan,fu lung hsieh,not found,doll_8.2b
1047,https://www.forbes.com/companies/equinix,equinix,diversified financials,1998,united states,charles j. meyers,"10,944",doll_6.6b
1048,https://www.forbes.com/companies/reliance-steel,reliance steel,materials,1939,united states,james donald hoffman,"13,700",doll_14.1b
1049,https://www.forbes.com/companies/ptt-global-chemical,ptt global chemical,chemicals,1978,thailand,kongkrapan intarajang,not found,doll_14.6b
1050,https://www.forbes.com/companies/bankinter,bankinter,banking,1965,spain,maría dolores dancausa treviño,"6,138",doll_2.8b
1051,https://www.forbes.com/companies/teva-pharmaceutical,teva pharmaceutical,drugs & biotechnology,1944,israel,kåre schultz,"37,537",doll_15.8b
1052,https://www.forbes.com/companies/ch-robinson,c.h. robinson,transportation,1905,united states,robert biesterfeld,"16,877",doll_23.1b
1053,https://www.forbes.com/companies/verbund,verbund,utilities,1947,austria,michael strugl,"3,497",doll_5.6b
1054,https://www.forbes.com/companies/zions-bancorp,zions bancorp,banking,1955,united states,harris h. simmons,"9,685",doll_3b
1055,https://www.forbes.com/companies/bank-of-chengdu,bank of chengdu,banking,1996,china,hui wang,"6,461",doll_4.7b
1056,https://www.forbes.com/companies/3i-group,3i group,diversified financials,not found,united kingdom,simon alexander borrows,234,doll_331m
1057,https://www.forbes.com/companies/alinma-bank,alinma bank,banking,2006,saudi arabia,abdullah ali al khalifa,"2,592",doll_1.9b
1058,https://www.forbes.com/companies/jde-peets,jde peet's,food & drink,2018,netherlands,fabien jacques simon,"19,621",doll_8.3b
1059,https://www.forbes.com/companies/cosmo-energy-holdings,cosmo energy holdings,oil & gas operations,2015,japan,hiroshi kiriyama,"7,086",doll_21.9b
1060,https://www.forbes.com/companies/risesun-real-estate-development,risesun real estate development,construction,1996,china,shan liu,"24,778",doll_10.9b
1061,https://www.forbes.com/companies/uni-president,uni-president,"food, drink & tobacco",1967,taiwan,"chao kai huang, ching tien li",not found,doll_17b
1062,https://www.forbes.com/companies/mahindra-mahindra,mahindra & mahindra,consumer durables,1945,india,anish dilip shah,"61,297",doll_11.6b
1063,https://www.forbes.com/companies/telenor,telenor,telecommunications services,1855,norway,sigve brekke,"18,000",doll_13b
1064,https://www.forbes.com/companies/ucb,ucb,drugs & biotechnology,1928,belgium,jean-christophe tellier,"8,561",doll_6.8b
1065,https://www.forbes.com/companies/interpublic-group,interpublic group,business services & supplies,1930,united states,philippe krakowsky,"55,600",doll_10.2b
1066,https://www.forbes.com/companies/akzo-nobel,akzo nobel,chemicals,1969,netherlands,thierry f. j. vanlancker,"32,800",doll_11.4b
1067,https://www.forbes.com/companies/celanese,celanese,chemicals,1918,united states,lori j. ryerkerk,"8,529",doll_8.5b
1068,https://www.forbes.com/companies/avalonbay-communities,avalonbay communities,diversified financials,1978,united states,benjamin w. schall,"2,927",doll_2.3b
1069,https://www.forbes.com/companies/randstad-nv,randstad n.v.,business services & supplies,1960,netherlands,alexander m. van noordende,"37,930",doll_29.1b
1070,https://www.forbes.com/companies/sibanye-stillwater,sibanye stillwater,materials,2002,south africa,neal john froneman,"84,521",doll_11.6b
1071,https://www.forbes.com/companies/first-financial-holding,first financial holding,banking,2003,taiwan,ying wu,"9,925",doll_2.9b
1072,https://www.forbes.com/companies/microchip-technology,microchip technology,"semiconductors, electronics, electrical engineering, technology hardware & equipment",1989,united states,ganesh moorthy,"21,000",doll_6.4b
1073,https://www.forbes.com/companies/flex,flex,technology hardware & equipment,1969,singapore,revathi advaithi,"167,201",doll_25.5b
1074,https://www.forbes.com/companies/liberty-media-corporation-series-a-liberty-formula-one,liberty media corporation series a liberty formula one,media,1991,united states,gregory ben maffei,"6,800",doll_11.4b
1075,https://www.forbes.com/companies/agilent-technologies,agilent technologies,health care equipment & services,1999,united states,michael r. mcmullen,"16,000",doll_6.4b
1076,https://www.forbes.com/companies/guangzhou-automobile-group,guangzhou automobile group,consumer durables,1997,china,xing ya feng,"94,856",doll_11.7b
1077,https://www.forbes.com/companies/rosseti,rosseti,utilities,not found,russia,andrey valerievich ryumin,652,doll_14.5b
1078,https://www.forbes.com/companies/beijing-shougang,beijing shougang,materials,not found,china,jian hui liu,"15,970",doll_20.6b
1079,https://www.forbes.com/companies/cgi,cgi,it software & services,1976,canada,george d. schindler,"80,000",doll_9.7b
1080,https://www.forbes.com/companies/csc-financial,csc financial,diversified financials,2005,china,ge ping li,"11,778",doll_6.1b
1081,https://www.forbes.com/companies/thyssenkrupp-group,thyssenkrupp group,conglomerates,1999,germany,martina merz,"101,275",doll_42.2b
1082,https://www.forbes.com/companies/shenzhen-mindray-bio-medical-electronics,shenzhen mindray bio-medical electronics,health care equipment & services,1991,china,ming he cheng,"14,684",doll_4.1b
1083,https://www.forbes.com/companies/hoya,hoya,technology hardware & equipment,1944,japan,eiichiro ikeda,"37,245",doll_5.9b
1084,https://www.forbes.com/companies/tongwei,tongwei,"food, drink & tobacco",1995,china,yi zhong guo,"25,549",doll_9.1b
1085,https://www.forbes.com/companies/kuwait-finance-house,kuwait finance house,banking,1977,kuwait,abdulwahab essa abdulwahab al-rushoud,"15,000",doll_3.5b
1086,https://www.forbes.com/companies/grupo-bimbo,grupo bimbo,"food, drink & tobacco",1945,mexico,daniel javier servitje montull,"137,542",doll_17.2b
1087,https://www.forbes.com/companies/lkq,lkq,consumer durables,1998,united states,dominick paul zarcone,"46,000",doll_13.1b
1088,https://www.forbes.com/companies/chubu-electric-power,chubu electric power,utilities,1951,japan,akihisa mizuno,"28,238",doll_24.1b
1089,https://www.forbes.com/companies/lithia-motors,lithia motors,retailing,1946,united states,bryan b. deboer,"21,150",doll_25.2b
1090,https://www.forbes.com/companies/swire-pacific,swire pacific,conglomerates,1816,hong kong,merlin bingham swire,"32,560",doll_11.7b
1091,https://www.forbes.com/companies/unicaja-banco,unicaja banco,banking,2011,spain,manuel menéndez menéndez,"7,200",doll_1.7b
1092,https://www.forbes.com/companies/mazda-motor,mazda motor,automotive (automotive and suppliers),1920,japan,akira marumoto,"49,786",doll_28.1b
1093,https://www.forbes.com/companies/telecom-italia,telecom italia,telecommunications services,1994,italy,pietro labriola,"51,929",doll_18.2b
1094,https://www.forbes.com/companies/china-galaxy-securities,china galaxy securities,diversified financials,2007,china,liang chen,"12,661",doll_5b
1095,https://www.forbes.com/companies/cnpc-capital,cnpc capital,capital goods,1920,china,shang jun jiang,"4,292",doll_5.3b
1096,https://www.forbes.com/companies/china-southern-airlines,china southern airlines,transportation,1988,china,xu lun ma,"100,431",doll_15.8b
1097,https://www.forbes.com/companies/dassault-systemes,dassault systemes,it software & services,1981,france,bernard charlès,"20,496",doll_5.7b
1098,https://www.forbes.com/companies/gd-power-development,gd power development,utilities,1992,china,yan bing jia,"32,913",doll_23.2b
1099,https://www.forbes.com/companies/paychex,paychex,business services & supplies,1971,united states,martin mucci,"16,000",doll_4.5b
1100,https://www.forbes.com/companies/genworth-financial,genworth financial,insurance,1871,united states,thomas j. mcinerney,"2,500",doll_7.8b
1101,https://www.forbes.com/companies/monster-beverage,monster beverage,"food, drink & tobacco",1985,united states,rodney cyril sacks,"4,092",doll_5.5b
1102,https://www.forbes.com/companies/china-longyuan-power,china longyuan power,utilities,1993,china,jian tang,"8,053",doll_5.7b
1103,https://www.forbes.com/companies/ovintiv,ovintiv,oil & gas operations,1881,united states,brendan m. mccracken,"1,713",doll_10.5b
1104,https://www.forbes.com/companies/bdo-unibank,bdo unibank,banking,1967,philippines,nestor v. tan,"38,756",doll_4.3b
1105,https://www.forbes.com/companies/autonation,autonation,retailing,1991,united states,michael mark manley,"22,200",doll_26.7b
1106,https://www.forbes.com/companies/china-aoyuan-group,china aoyuan group,construction,2007,china,zi ning guo,"23,773",doll_10.9b
1107,https://www.forbes.com/companies/chesapeake-energy,chesapeake energy,oil & gas operations,1989,united states,domenic j. dell’osso jr.,"1,300",doll_7.3b
1108,https://www.forbes.com/companies/jb-hunt-transport-services,j.b. hunt transport services,transportation,1961,united states,john n. roberts,"33,045",doll_13b
1109,https://www.forbes.com/companies/mediobanca,mediobanca,banking,1946,italy,alberto nicola nagel,"4,576",doll_3.7b
1110,https://www.forbes.com/companies/credicorp,credicorp,banking,1995,peru,gianfranco piero ferrari de las casas,"33,636",doll_4.9b
1111,https://www.forbes.com/companies/realty-income,realty income,diversified financials,1969,united states,sumit roy,371,doll_2.1b
1112,https://www.forbes.com/companies/beijing-enterprises,beijing enterprises,conglomerates,1997,hong kong,bin xiong,"37,000",doll_10.3b
1113,https://www.forbes.com/companies/coterra-energy,coterra energy ,oil & gas operations,1989,united states,thomas e. jorden,936,doll_3.7b
1114,https://www.forbes.com/companies/siam-commercial-bank,siam commercial bank,banking,1907,thailand,arthid nanthawithaya,not found,doll_5.4b
1115,https://www.forbes.com/companies/nongfu-spring,nongfu spring,food & drink,1996,china,shan shan zhong,"20,000",doll_4.6b
1116,https://www.forbes.com/companies/finatis,finatis,trading companies,1971,france,didier lévêque,"218,544",doll_36.1b
1117,https://www.forbes.com/companies/greentown-china-holdings,greentown china holdings,construction,1995,china,jia feng guo,"10,120",doll_15.7b
1118,https://www.forbes.com/companies/meritz-financial-group,meritz financial group,insurance,2007,south korea,yong-beom kim,20,doll_11b
1119,https://www.forbes.com/companies/tbea,tbea,capital goods,not found,china,han jie huang,"18,619",doll_9.4b
1120,https://www.forbes.com/companies/rockwell-automation,rockwell automation,capital goods,1903,united states,blake moret,"24,500",doll_7.3b
1121,https://www.forbes.com/companies/west-fraser-timber-co,west fraser timber co.,materials,not found,canada,raymond w. ferris,"11,000",doll_10.5b
1122,https://www.forbes.com/companies/helvetia-holding,helvetia holding,insurance,1996,switzerland,philipp robert gmür,"12,128",doll_13.8b
1123,https://www.forbes.com/companies/chow-tai-fook-jewellery,chow tai fook jewellery,consumer durables,1929,hong kong,siu kee wong,"27,900",doll_11.6b
1124,https://www.forbes.com/companies/givaudan,givaudan,"construction, oil & gas operations, mining and chemicals",1895,switzerland,gilles andrier,"16,800",doll_7.3b
1125,https://www.forbes.com/companies/polyus,polyus,materials,2006,russia,alexey vostokov,"20,000",doll_5b
1126,https://www.forbes.com/companies/lululemon-athletica,lululemon athletica,retailing,1998,united states,calvin mcdonald,"29,000",doll_6.3b
1127,https://www.forbes.com/companies/bath-body-works,bath & body works,retailing,1990,united states,andrew meslow,"56,900",doll_11.1b
1128,https://www.forbes.com/companies/jabil-circuit,jabil circuit,technology hardware & equipment,1966,united states,mark t. mondello,"238,000",doll_30.7b
1129,https://www.forbes.com/companies/innolux,innolux,technology hardware & equipment,2003,taiwan,jim hung,not found,doll_12.5b
1130,https://www.forbes.com/companies/partners-group-holding,partners group holding,diversified financials,1996,switzerland,david layton,"1,573",doll_3.2b
1131,https://www.forbes.com/companies/luzhou-lao-jiao,luzhou lao jiao,"food, drink & tobacco",1573,china,feng lin,"3,330",doll_2.9b
1132,https://www.forbes.com/companies/scor,scor,insurance,1855,france,laurent rousseau,"3,590",doll_17.2b
1133,https://www.forbes.com/companies/dover,dover,conglomerates,1955,united states,richard joseph tobin,"25,000",doll_8.1b
1134,https://www.forbes.com/companies/east-west-bancorp,east west bancorp,banking,1998,united states,dominic ng,"3,100",doll_1.9b
1135,https://www.forbes.com/companies/j-sainsbury,j sainsbury,retail and wholesale,1869,united kingdom,simon john roberts,"171,000",doll_40.8b
1136,https://www.forbes.com/companies/kaisa-group-holdings,kaisa group holdings,construction,1999,china,fan mai,"17,100",doll_9.5b
