,name,market_capitalization_usd,price,country
5902,time technoplast,250000000.0,1.0,india
5903,growgeneration,250000000.0,4.0,usa
5904,proqr,250000000.0,4.0,netherlands
5905,accelya,250000000.0,17.0,india
5906,rattanindia power,250000000.0,0.0,india
5907,gulf oil lubricants,250000000.0,5.0,india
5908,american public education,250000000.0,13.0,usa
5909,aenza,250000000.0,3.0,peru
5910,xoma,250000000.0,22.0,usa
5911,pure cycle (water),250000000.0,11.0,usa
5912,third coast bancshares,250000000.0,19.0,usa
5913,groupon,250000000.0,8.0,usa
5914,eargo,250000000.0,1.0,usa
5915,lianbio,250000000.0,2.0,usa
5916,radiant logistics,250000000.0,5.0,usa
5917,jagran prakashan,250000000.0,1.0,india
5918,actinium pharmaceuticals,250000000.0,10.0,usa
5919,upland software,250000000.0,8.0,usa
5920,hirequest,250000000.0,17.0,usa
5921,enad global 7,250000000.0,3.0,sweden
5922,gati,250000000.0,2.0,india
5923,uranium royalty,250000000.0,2.0,canada
5924,kaltura,250000000.0,2.0,usa
5925,mstc limited,250000000.0,4.0,india
5926,alpine income property trust,250000000.0,19.0,usa
5927,zengame technology,240000000.0,0.0,china
5928,va tech wabag,240000000.0,4.0,india
5929,homeland interactive technology,240000000.0,0.0,china
5930,betterware de mexico,240000000.0,7.0,mexico
5931,focus universal,240000000.0,6.0,usa
5932,transglobe energy,240000000.0,4.0,canada
5933,solo brands,240000000.0,4.0,usa
5934,parke bancorp,240000000.0,21.0,usa
5935,oil-dri corporation of america,240000000.0,35.0,usa
5936,cantabil retail india,240000000.0,15.0,india
5937,orrstown financial services,240000000.0,23.0,usa
5938,fabasoft,240000000.0,22.0,austria
5939,sundaram finance,240000000.0,1.0,india
5940,baycom (united business bank),240000000.0,19.0,usa
5941,central valley community bancorp,240000000.0,21.0,usa
5942,immersion corporation,240000000.0,8.0,usa
5943,blade air mobility,240000000.0,3.0,usa
5944,seacor marine,240000000.0,9.0,usa
5945,motorcar parts of america,240000000.0,13.0,usa
5946,subros,240000000.0,4.0,india
5947,southern states bancshares,240000000.0,28.0,usa
5948,apollo pipes,240000000.0,6.0,india
5949,ocwen,240000000.0,32.0,usa
5950,vadilal industries,240000000.0,34.0,india
5951,hindustan sanitaryware & industries,240000000.0,4.0,india
5952,willdan group,240000000.0,18.0,usa
5953,vuzix,240000000.0,4.0,usa
5954,hyderabad industries limited,240000000.0,32.0,india
5955,vicarious surgical,240000000.0,2.0,usa
5956,acrivon therapeutics,240000000.0,12.0,usa
5957,bank7,240000000.0,27.0,usa
5958,ponce financial group,240000000.0,10.0,usa
5959,backblaze,240000000.0,7.0,usa
5960,mm forgings,240000000.0,10.0,india
5961,aytu bioscience,240000000.0,4.0,usa
5962,quantum-si,240000000.0,2.0,usa
5963,force motors,240000000.0,18.0,india
5964,asiasoft,230000000.0,0.0,thailand
5965,truecar,230000000.0,3.0,usa
5966,quad,230000000.0,5.0,usa
5967,markforged,230000000.0,1.0,usa
5968,skillsoft,230000000.0,1.0,usa
5969,nacl industries,230000000.0,1.0,india
5970,vst tillers tractors,230000000.0,28.0,india
5971,cian,230000000.0,3.0,russia
5972,emerald holding,230000000.0,4.0,usa
5973,urban one,230000000.0,5.0,usa
5974,the container store,230000000.0,5.0,usa
5975,isoenergy,230000000.0,2.0,canada
5976,commercial vehicle group (cvg),230000000.0,7.0,usa
5977,cognyte software,230000000.0,3.0,israel
5978,humacyte,230000000.0,2.0,usa
5979,eurobio scientific,230000000.0,21.0,france
5980,atlas technical consultants,230000000.0,6.0,usa
5981,information services group,230000000.0,5.0,usa
5982,rent the runway,230000000.0,4.0,usa
5983,molecular partners,230000000.0,6.0,switzerland
5984,brightcove,230000000.0,6.0,usa
5985,jain irrigation systems,230000000.0,0.0,india
5986,908 devices,230000000.0,7.0,usa
5987,airsculpt technologies,230000000.0,4.0,usa
5988,zimvie,230000000.0,9.0,usa
5989,alpha tau medical,230000000.0,3.0,israel
5990,filatex india,230000000.0,1.0,india
5991,tela bio,230000000.0,12.0,usa
5992,marinus pharmaceuticals,230000000.0,5.0,usa
5993,homepoint,220000000.0,2.0,usa
5994,semler scientific,220000000.0,34.0,usa
5995,zomedica pharmaceuticals,220000000.0,0.0,usa
5996,first internet bancorp,220000000.0,25.0,usa
5997,ammo,220000000.0,2.0,usa
5998,territorial bancorp,220000000.0,25.0,usa
5999,annexon,220000000.0,5.0,usa
6000,rallybio,220000000.0,6.0,usa
6001,hf foods group,220000000.0,4.0,usa
6002,texmaco rail & engineering,220000000.0,1.0,india
6003,codorus valley bancorp,220000000.0,24.0,usa
6004,maruzen,220000000.0,14.0,japan
6005,prenetics,220000000.0,2.0,hong kong
6006,nerdy,220000000.0,2.0,usa
6007,absci,220000000.0,2.0,usa
6008,vidhi specialty food,220000000.0,4.0,india
6009,lineage cell therapeutics,220000000.0,1.0,usa
6010,consolidated water,220000000.0,15.0,cayman islands
6011,oric pharmaceuticals,220000000.0,6.0,usa
6012,weyco group,220000000.0,23.0,usa
6013,tmc the metals company,220000000.0,1.0,canada
6014,caesarstone,220000000.0,6.0,israel
6015,ten square games,220000000.0,30.0,poland
6016,akatsuki inc,220000000.0,16.0,japan
6017,community financial corporation,220000000.0,39.0,usa
6018,compx international,220000000.0,18.0,usa
6019,nautilus biotechnology,220000000.0,2.0,usa
6020,absa bank,220000000.0,49.0,south africa
6021,rgc resources,220000000.0,23.0,usa
6022,alto ingredients,220000000.0,3.0,usa
6023,gallantt ispat,220000000.0,1.0,india
6024,century casinos,220000000.0,7.0,usa
6025,arbe robotics,220000000.0,4.0,israel
6026,appen,220000000.0,2.0,australia
6027,geox,220000000.0,1.0,italy
6028,bankwell financial group,220000000.0,29.0,usa
6029,prelude therapeutics,220000000.0,5.0,usa
6030,troops,220000000.0,2.0,hong kong
6031,alembic limited,220000000.0,1.0,india
6032,limoneira,210000000.0,12.0,usa
6033,vaxxinity,210000000.0,2.0,usa
6034,hooker furniture,210000000.0,19.0,usa
6035,middlefield banc,210000000.0,28.0,usa
6036,skillz,210000000.0,1.0,usa
6037,greenhill,210000000.0,12.0,usa
6038,landsea homes,210000000.0,5.0,usa
6039,hindustan oil exploration company,210000000.0,2.0,india
6040,scpharmaceuticals,210000000.0,6.0,usa
6041,care's ratings,210000000.0,7.0,india
6042,nordic paper,210000000.0,3.0,sweden
6043,vizsla silver,210000000.0,1.0,canada
6044,rigel pharmaceuticals,210000000.0,1.0,usa
6045,voxx international,210000000.0,9.0,usa
6046,essa bancorp,210000000.0,21.0,usa
6047,plumas bancorp,210000000.0,37.0,usa
6048,investar holding,210000000.0,22.0,usa
6049,emx royalty,210000000.0,2.0,canada
6050,ames national corp.,210000000.0,24.0,usa
6051,acumen pharmaceuticals,210000000.0,5.0,usa
6052,portman ridge,210000000.0,22.0,usa
6053,sanghi industries,210000000.0,1.0,india
6054,conn's,210000000.0,9.0,usa
6055,babylon holdings,210000000.0,9.0,uk
6056,gumi,210000000.0,7.0,japan
6057,shalby,210000000.0,2.0,india
6058,the joint corp.,210000000.0,15.0,usa
6059,western new england bancorp,210000000.0,10.0,usa
6060,soundhound ai,210000000.0,1.0,usa
6061,evans bancorp,210000000.0,38.0,usa
6062,tide water oil,210000000.0,12.0,india
6063,axt inc,210000000.0,5.0,usa
6064,assertio therapeutics,210000000.0,4.0,usa
6065,ellomay capital,210000000.0,16.0,israel
6066,matrix service,210000000.0,8.0,usa
6067,blacksky technology,200000000.0,2.0,usa
6068,méliuz,200000000.0,0.0,brazil
6069,federal-mogul goetze,200000000.0,4.0,india
6070,duluth holdings,200000000.0,6.0,usa
6071,y-mabs therapeutics,200000000.0,5.0,usa
6072,greenply,200000000.0,2.0,india
6073,gossamer bio,200000000.0,2.0,usa
6074,furyu,200000000.0,8.0,japan
6075,innovid,200000000.0,2.0,usa
6076,ubm development,200000000.0,28.0,austria
6077,tupperware brands,200000000.0,5.0,usa
6078,versabank,200000000.0,8.0,canada
6079,rocky brands,200000000.0,28.0,usa
6080,the one group hospitality,200000000.0,6.0,usa
6081,fiesta restaurant group,200000000.0,8.0,usa
6082,1stdibs.com,200000000.0,5.0,usa
6083,cato fashion,200000000.0,10.0,usa
6084,kamada,200000000.0,5.0,israel
6085,c&f financial corporation,200000000.0,59.0,usa
6086,lcnb,200000000.0,18.0,usa
6087,lordstown motors,200000000.0,1.0,usa
6088,kandi technologies group,200000000.0,3.0,china
6089,big 5 sporting goods,200000000.0,9.0,usa
6090,tamil nadu newsprint and papers limited,200000000.0,3.0,india
6091,asure software,200000000.0,10.0,usa
6092,mainstreet bancshares,190000000.0,27.0,usa
6093,planet13,190000000.0,1.0,usa
6094,quipt home medical,190000000.0,6.0,usa
6095,savara pharmaceuticals,190000000.0,2.0,usa
6096,agilethought,190000000.0,4.0,usa
6097,an2 therapeutics,190000000.0,10.0,usa
6098,terran orbital,190000000.0,1.0,usa
6099,kvh industries,190000000.0,10.0,usa
6100,alpine summit energy partners,190000000.0,5.0,usa
6101,fathom digital manufacturing,190000000.0,1.0,usa
6102,thorne healthtech,190000000.0,4.0,usa
6103,accuray,190000000.0,2.0,usa
6104,rite aid,190000000.0,3.0,usa
6105,so-young international,190000000.0,2.0,china
6106,22nd century group,190000000.0,1.0,usa
6107,cepton,190000000.0,1.0,usa
6108,hill international,190000000.0,3.0,usa
6109,cooper standard,190000000.0,11.0,usa
6110,,,,
6111,southern petrochemical industries corp,190000000.0,1.0,india
6112,faraday future,190000000.0,0.0,usa
6113,penns woods bancorp,190000000.0,27.0,usa
6114,playags,190000000.0,5.0,usa
6115,kingsway financial services,190000000.0,8.0,canada
6116,i.g. petrochemicals,190000000.0,6.0,india
6117,maiden holdings,190000000.0,2.0,bermuda
6118,kamux,190000000.0,5.0,finland
6119,limestone bancorp,190000000.0,25.0,usa
6120,virginia national bankshares,190000000.0,36.0,usa
6121,jakks pacific,190000000.0,20.0,usa
6122,aptech,190000000.0,5.0,india
6123,cipher mining,190000000.0,1.0,usa
6124,kingfa science & technology,190000000.0,16.0,india
6125,cormedix,190000000.0,5.0,usa
6126,dhampur sugar mills,180000000.0,3.0,india
6127,gtpl hathway,180000000.0,2.0,india
6128,urogen pharma,180000000.0,8.0,usa
6129,infusystem,180000000.0,9.0,usa
6130,vintage wine estates,180000000.0,3.0,usa
6131,lumax industries,180000000.0,20.0,india
6132,wm technology,180000000.0,1.0,usa
6133,digital domain,180000000.0,0.0,hong kong
6134,selecta biosciences,180000000.0,1.0,usa
6135,mahanagar telephone nigam,180000000.0,0.0,india
6136,bank of innovation,180000000.0,47.0,japan
6137,velodyne lidar,180000000.0,1.0,usa
6138,nelco,180000000.0,8.0,india
6139,,,,
6140,veritone,180000000.0,5.0,usa
6141,gtl infrastructure,180000000.0,0.0,india
6142,mps limited,180000000.0,11.0,india
6143,rottneros,180000000.0,1.0,sweden
6144,tethys oil,180000000.0,6.0,sweden
6145,reconafrica,180000000.0,1.0,canada
6146,cigniti technologies,180000000.0,7.0,india
6147,shankara building,180000000.0,8.0,india
6148,innovate corp.,180000000.0,2.0,usa
6149,indorama synthetics,180000000.0,1.0,india
6150,hut 8 mining,180000000.0,1.0,canada
6151,hester biosciences,180000000.0,22.0,india
6152,huhtamaki india,180000000.0,2.0,india
6153,porch group,180000000.0,2.0,usa
6154,peoples bancorp of north carolina,180000000.0,32.0,usa
6155,alico,180000000.0,24.0,usa
6156,beyond air,180000000.0,6.0,usa
6157,invivyd,180000000.0,2.0,usa
6158,csi compressco,180000000.0,1.0,usa
6159,ac immune,180000000.0,2.0,switzerland
6160,klx energy services,180000000.0,15.0,usa
6161,yiren digital,170000000.0,2.0,china
6162,affimed,170000000.0,1.0,germany
6163,great ajax,170000000.0,8.0,usa
6164,drecom,170000000.0,6.0,japan
6165,wendt india,170000000.0,89.0,india
6166,excel industries,170000000.0,14.0,india
6167,ashiana housing,170000000.0,2.0,india
6168,indian metals & ferro alloys,170000000.0,3.0,india
6169,olympique lyonnais groupe,170000000.0,3.0,france
6170,summit midstream,170000000.0,17.0,usa
6171,united,170000000.0,9.0,japan
6172,immutep,170000000.0,2.0,australia
6173,intercure,170000000.0,4.0,israel
6174,ceragon networks,170000000.0,2.0,israel
6175,hurco companies,170000000.0,27.0,usa
6176,fingermotion,170000000.0,4.0,usa
6177,ouster,170000000.0,1.0,usa
6178,danimer scientific,170000000.0,2.0,usa
6179,kcp limited,170000000.0,1.0,india
6180,applied blockchain,170000000.0,2.0,usa
6181,repco home finance,170000000.0,3.0,india
6182,battalion oil,170000000.0,11.0,usa
6183,ineos styrolution,170000000.0,10.0,india
6184,berkeley lights,170000000.0,3.0,usa
6185,calamp,170000000.0,5.0,usa
6186,a.k.a. brands,170000000.0,1.0,usa
6187,alaunos therapeutics,170000000.0,1.0,usa
6188,silvercrest asset management group,170000000.0,18.0,usa
6189,incannex healthcare,170000000.0,3.0,australia
6190,china automotive systems,170000000.0,6.0,china
6191,william penn bancorp,170000000.0,12.0,usa
6192,acacia research,170000000.0,4.0,usa
6193,cadiz,170000000.0,3.0,usa
6194,avita medical,170000000.0,7.0,usa
6195,bannerman energy,170000000.0,1.0,australia
6196,ngl energy partners,170000000.0,1.0,usa
6197,oriental aromatics,170000000.0,5.0,india
6198,softstar entertainment,170000000.0,2.0,taiwan
6199,playside studios,170000000.0,0.0,australia
6200,third harmonic bio,170000000.0,4.0,usa
6201,real good food plc,160000000.0,7.0,uk
6202,nature's sunshine products,160000000.0,9.0,usa
6203,wheels india,160000000.0,7.0,india
6204,platinum group metals,160000000.0,2.0,canada
6205,liberty tripadvisor holdings,160000000.0,1.0,usa
6206,lifetime brands,160000000.0,8.0,usa
6207,intevac,160000000.0,7.0,usa
6208,andrew peller,160000000.0,4.0,canada
6209,sandhar,160000000.0,3.0,india
6210,baioo family interactive,160000000.0,0.0,china
6211,genius brands,160000000.0,1.0,usa
6212,biodesix,160000000.0,2.0,usa
6213,afc energy,160000000.0,0.0,uk
6214,g5 entertainment,160000000.0,20.0,sweden
6215,cytomx therapeutics,160000000.0,3.0,usa
6216,alphapolis,160000000.0,17.0,japan
6217,nam tai property,160000000.0,4.0,china
6218,rpg life sciences,160000000.0,10.0,india
6219,nusantara pelabuhan handal,160000000.0,0.0,indonesia
6220,shiftpixy,160000000.0,17.0,usa
6221,spok holdings,160000000.0,8.0,usa
6222,xl fleet,160000000.0,1.0,usa
6223,kalvista pharmaceuticals,160000000.0,7.0,usa
6224,akoustis technologies,160000000.0,3.0,usa
6225,oxford square capital,160000000.0,3.0,usa
6226,the beachbody company,160000000.0,1.0,usa
6227,pear therapeutics,160000000.0,1.0,usa
6228,riverview bancorp,160000000.0,8.0,usa
6229,bg staffing,160000000.0,15.0,usa
6230,identiv,160000000.0,7.0,usa
6231,whole earth brands,160000000.0,4.0,usa
6232,lantronix,160000000.0,4.0,usa
6233,merrimack pharmaceuticals,160000000.0,12.0,usa
6234,sasken technologies,160000000.0,11.0,india
6235,angel oak reit,150000000.0,6.0,usa
6236,startek,150000000.0,4.0,usa
6237,smiledirectclub,150000000.0,0.0,usa
6238,greenlight biosciences,150000000.0,1.0,usa
6239,bassett furniture,150000000.0,17.0,usa
6240,mister spex,150000000.0,5.0,germany
6241,unifi,150000000.0,9.0,usa
6242,ll flooring,150000000.0,5.0,usa
6243,kempharm,150000000.0,5.0,usa
6244,kossan rubber industries,150000000.0,0.0,malaysia
6245,sequans communications,150000000.0,3.0,france
6246,gencor industries,150000000.0,11.0,usa
6247,stratus properties,150000000.0,19.0,usa
6248,potbelly corporation,150000000.0,5.0,usa
6249,first northwest bancorp,150000000.0,16.0,usa
6250,agrofresh,150000000.0,3.0,usa
6251,radcom,150000000.0,11.0,israel
6252,yatra,150000000.0,2.0,india
6253,ashford hospitality trust,150000000.0,4.0,usa
6254,omaxe,150000000.0,1.0,india
6255,alithya group,150000000.0,2.0,canada
6256,cardlytics,150000000.0,5.0,usa
6257,igarashi motors india,150000000.0,5.0,india
6258,vera bradley,150000000.0,5.0,usa
6259,aveanna healthcare,150000000.0,1.0,usa
6260,richmond mutual bancorporation,150000000.0,13.0,usa
6261,escalade sports,150000000.0,11.0,usa
6262,rane holdings,150000000.0,11.0,india
6263,ehealth,150000000.0,6.0,usa
6264,bed bath & beyond,150000000.0,1.0,usa
6265,the arena group,150000000.0,8.0,usa
6266,hawthorn bancshares,150000000.0,23.0,usa
6267,yunji,150000000.0,1.0,china
6268,kitex garments,150000000.0,2.0,india
6269,ads-tec energy,150000000.0,3.0,ireland
6270,hive blockchain technologies,150000000.0,2.0,canada
6271,vera therapeutics,150000000.0,5.0,usa
6272,pkp cargo,150000000.0,3.0,poland
6273,precision biosciences,150000000.0,1.0,usa
6274,cleanspark,150000000.0,2.0,usa
6275,prophase labs,150000000.0,9.0,usa
6276,westport fuel systems,150000000.0,1.0,canada
6277,sunlight financial,150000000.0,1.0,usa
6278,x-legend entertainment,150000000.0,1.0,taiwan
6279,mistras group,140000000.0,5.0,usa
6280,ecb bancorp,140000000.0,16.0,usa
6281,i̇şbir holding,140000000.0,5.0,turkey
6282,zentek,140000000.0,1.0,canada
6283,kuantum papers,140000000.0,2.0,india
6284,bbx capital corporation,140000000.0,9.0,usa
6285,atomera,140000000.0,6.0,usa
6286,glycomimetics,140000000.0,3.0,usa
6287,skipper limited,140000000.0,1.0,india
6288,cazoo,140000000.0,0.0,uk
6289,iteris,140000000.0,3.0,usa
6290,joann,140000000.0,4.0,usa
6291,foseco india,140000000.0,23.0,india
6292,gracell biotechnologies,140000000.0,2.0,china
6293,republic first bancorp,140000000.0,2.0,usa
6294,kopin corporation,140000000.0,2.0,usa
6295,hanover bancorp,140000000.0,20.0,usa
6296,parag milk foods,140000000.0,1.0,india
6297,vroom,140000000.0,1.0,usa
6298,singular genomics systems,140000000.0,2.0,usa
6299,benessere capital acquisition,140000000.0,10.0,usa
6300,serverworks,140000000.0,18.0,japan
6301,xeris pharmaceuticals,140000000.0,1.0,usa
6302,kneat.com,140000000.0,2.0,ireland
6303,x4 pharmaceuticals,140000000.0,1.0,usa
6304,sachem capital,140000000.0,3.0,usa
6305,paysign,140000000.0,3.0,usa
6306,e inc (e automotive),140000000.0,3.0,canada
6307,oconee federal financial,140000000.0,25.0,usa
6308,chinese gamer international,130000000.0,2.0,taiwan
6309,nyxoah,130000000.0,5.0,belgium
6310,mict,130000000.0,1.0,usa
6311,pardes biosciences,130000000.0,2.0,usa
6312,thredup,130000000.0,1.0,usa
6313,celularity,130000000.0,1.0,usa
6314,spire global,130000000.0,1.0,usa
6315,geojit financial services,130000000.0,1.0,india
6316,pyrogenesis canada,130000000.0,1.0,canada
6317,kulr technology,130000000.0,1.0,usa
6318,starbox group,130000000.0,3.0,malaysia
6319,xos,130000000.0,1.0,usa
6320,doma,130000000.0,0.0,usa
6321,xunlei,130000000.0,2.0,china
6322,marimed,130000000.0,0.0,usa
6323,aemetis,130000000.0,4.0,usa
6324,sml isuzu,130000000.0,9.0,india
6325,arteris,130000000.0,4.0,usa
6326,adtheorent,130000000.0,2.0,usa
6327,bankfinancial,130000000.0,10.0,usa
6328,malvern bancorp,130000000.0,18.0,usa
6329,lazydays holdings,130000000.0,13.0,usa
6330,heliogen,130000000.0,1.0,usa
6331,turtle beach corp,130000000.0,8.0,usa
6332,redwire,130000000.0,2.0,usa
6333,rico auto industries,130000000.0,1.0,india
6334,milestone pharmaceuticals,130000000.0,4.0,canada
6335,arc document solutions,130000000.0,3.0,usa
6336,smith micro software,130000000.0,2.0,usa
6337,euroseas,130000000.0,19.0,greece
6338,ovid therapeutics,130000000.0,2.0,usa
6339,daktronics,130000000.0,3.0,usa
6340,capacit'e infraprojects,130000000.0,2.0,india
6341,provident bancorp,130000000.0,7.0,usa
6342,twin disc,130000000.0,10.0,usa
6343,supermax corporation berhad,130000000.0,0.0,malaysia
6344,inotiv,130000000.0,5.0,usa
6345,altisource portfolio,130000000.0,8.0,luxembourg
6346,athira pharma,130000000.0,3.0,usa
6347,o2micro,130000000.0,4.0,cayman islands
6348,martin midstream partners,130000000.0,3.0,usa
6349,ag mortgage investment trust,120000000.0,6.0,usa
6350,village farms international,120000000.0,1.0,canada
6351,americas gold and silver corp,120000000.0,1.0,canada
6352,tabula rasa healthcare,120000000.0,5.0,usa
6353,cellectis,120000000.0,3.0,france
6354,klab,120000000.0,3.0,japan
6355,loop industries,120000000.0,3.0,canada
6356,citius pharmaceuticals,120000000.0,1.0,usa
6357,superior industries international,120000000.0,5.0,usa
6358,remark holdings,120000000.0,1.0,usa
6359,glatfelter,120000000.0,3.0,usa
6360,sesen bio,120000000.0,1.0,usa
6361,vaxart,120000000.0,1.0,usa
6362,arrival,120000000.0,0.0,uk
6363,sophia genetics,120000000.0,2.0,switzerland
6364,hycroft mining,120000000.0,1.0,usa
6365,ptc financial services,120000000.0,0.0,india
6366,northern dynasty minerals,120000000.0,0.0,canada
6367,quantum,120000000.0,1.0,usa
6368,allot,120000000.0,3.0,israel
6369,selectquote,120000000.0,1.0,usa
6370,old point financial,120000000.0,25.0,usa
6371,yellow corporation,120000000.0,2.0,usa
6372,ohio valley banc corp,120000000.0,26.0,usa
6373,plby group (playboy),120000000.0,3.0,usa
6374,frequency therapeutics,120000000.0,4.0,usa
6375,taysha gene therapies,120000000.0,2.0,usa
6376,anixa biosciences,120000000.0,4.0,usa
6377,latch,120000000.0,1.0,usa
6378,nucleus software exports,120000000.0,5.0,india
6379,prakash industries,120000000.0,1.0,india
6380,townsquare media,120000000.0,7.0,usa
6381,local bounti,120000000.0,1.0,usa
6382,inflarx,120000000.0,3.0,germany
6383,srikalahasthi pipes,120000000.0,3.0,india
6384,paratek pharmaceuticals,120000000.0,2.0,usa
6385,diebold nixdorf,120000000.0,2.0,usa
6386,faze clan,120000000.0,2.0,usa
6387,kap ag,120000000.0,16.0,germany
6388,mangalore chemicals and fertilizers,120000000.0,1.0,india
6389,offerpad,120000000.0,1.0,usa
6390,d-wave quantum,120000000.0,1.0,canada
6391,fonar corporation,120000000.0,18.0,usa
6392,eos energy enterprises,120000000.0,1.0,usa
6393,pexip,120000000.0,1.0,norway
6394,coffee day enterprises,120000000.0,1.0,india
6395,userjoy technology,120000000.0,3.0,taiwan
6396,vinco ventures,120000000.0,1.0,usa
6397,astra space,110000000.0,0.0,usa
6398,societal cdmo,110000000.0,1.0,usa
6399,bodal chemicals,110000000.0,1.0,india
6400,naked wines,110000000.0,2.0,uk
6401,peninsula energy,110000000.0,0.0,australia
6402,praxis precision medicines,110000000.0,3.0,usa
6403,bitfarms,110000000.0,1.0,canada
6404,matinas biopharma,110000000.0,1.0,usa
6405,akebia therapeutics,110000000.0,1.0,usa
6406,rumbleon,110000000.0,7.0,usa
6407,medicinova,110000000.0,2.0,usa
6408,tattooed chef,110000000.0,1.0,usa
6409,aiming inc,110000000.0,3.0,japan
6410,finwise bancorp,110000000.0,9.0,usa
6411,the realreal,110000000.0,1.0,usa
6412,navkar corp,110000000.0,1.0,india
6413,solid biosciences,110000000.0,6.0,usa
6414,buzzfeed,110000000.0,1.0,usa
6415,nok air,110000000.0,0.0,thailand
6416,radio city,110000000.0,0.0,india
6417,vbi vaccines,110000000.0,0.0,usa
6418,knights group,110000000.0,1.0,uk
6419,l.b. foster,110000000.0,10.0,usa
6420,sterling tools,110000000.0,3.0,india
6421,mdxhealth,110000000.0,7.0,belgium
6422,anup engineering,110000000.0,11.0,india
6423,lee enterprises,110000000.0,19.0,usa
6424,ge power india,110000000.0,2.0,india
6425,allied tecnologia,110000000.0,1.0,brazil
6426,nuvectis pharma,110000000.0,8.0,usa
6427,eyepoint pharmaceuticals,110000000.0,3.0,usa
6428,asensus surgical,110000000.0,0.0,usa
6429,usd partners,110000000.0,3.0,usa
6430,xbiotech,110000000.0,4.0,usa
6431,india motor parts and accessories,100000000.0,9.0,india
6432,westwood holdings group,100000000.0,13.0,usa
6433,quick heal,100000000.0,2.0,india
6434,creepy jar,100000000.0,161.0,poland
6435,citizens inc,100000000.0,2.0,usa
6436,cel-sci,100000000.0,2.0,usa
6437,orient paper mills,100000000.0,1.0,india
6438,comscore,100000000.0,1.0,usa
6439,starbreeze,100000000.0,0.0,sweden
6440,kore,100000000.0,1.0,usa
6441,india nippon electricals,100000000.0,5.0,india
6442,pollux properti indonesia,100000000.0,0.0,indonesia
6443,graphite bio,100000000.0,2.0,usa
6444,union bankshares,100000000.0,24.0,usa
6445,cenntro electric group,100000000.0,0.0,usa
6446,the oncology institute,100000000.0,1.0,usa
6447,high tide,100000000.0,1.0,canada
6448,bergs timber,100000000.0,3.0,sweden
6449,sylogist,100000000.0,4.0,canada
6450,pulse biosciences,100000000.0,3.0,usa
6451,lakeland industries,100000000.0,14.0,usa
6452,talkspace,100000000.0,1.0,usa
6453,bakkt holdings,100000000.0,1.0,usa
6454,ci games,100000000.0,1.0,poland
6455,immuneering,100000000.0,4.0,usa
6456,parken sport (f.c. copenhagen),100000000.0,11.0,denmark
6457,rvl pharmaceuticals,100000000.0,1.0,usa
6458,barnes & noble education,100000000.0,2.0,usa
6459,u.s. xpress enterprises,100000000.0,2.0,usa
6460,sangoma technologies,100000000.0,5.0,canada
6461,provident financial holdings,100000000.0,14.0,usa
6462,thunderful group,100000000.0,1.0,sweden
6463,red robin,100000000.0,6.0,usa
6464,sarcos technology and robotics,100000000.0,1.0,usa
6465,kokuyo camlin,100000000.0,1.0,india
6466,capricor therapeutics,100000000.0,4.0,usa
6467,ideanomics,100000000.0,0.0,usa
6468,mallinckrodt pharmaceuticals,100000000.0,8.0,uk
6469,sonendo,100000000.0,2.0,usa
6470,park city group,99910000.0,5.0,usa
6471,pixelworks,99830000.0,2.0,usa
6472,lument finance trust,99230000.0,2.0,usa
6473,mind medicine,99180000.0,3.0,usa
6474,graham corporation,99100000.0,9.0,usa
6475,terawulf,99080000.0,1.0,usa
6476,relmada therapeutics,99020000.0,3.0,usa
6477,verastem oncology,98740000.0,0.0,usa
6478,clearside biomedical,98710000.0,2.0,usa
6479,mangalam cement,98380000.0,4.0,india
6480,spectrum pharmaceuticals,98000000.0,0.0,usa
6481,kayak inc,97970000.0,6.0,japan
6482,kronos bio,97860000.0,2.0,usa
6483,ateam,97590000.0,5.0,japan
6484,seanergy maritime,97500000.0,1.0,greece
6485,wag! group,97470000.0,3.0,usa
6486,ree automotive,96760000.0,0.0,israel
6487,tanzanian gold corporation,96760000.0,0.0,canada
6488,ellington residential mortgage reit,96690000.0,7.0,usa
6489,inseego,96090000.0,1.0,usa
6490,hour loop,96010000.0,3.0,usa
6491,bigbear.ai,95960000.0,1.0,usa
6492,powerfleet,95850000.0,3.0,usa
6493,sport lisboa e benfica,95640000.0,4.0,portugal
6494,himatsingka seide,95530000.0,1.0,india
6495,lyra therapeutics,95480000.0,3.0,usa
6496,phunware,95400000.0,1.0,usa
6497,fluent,95140000.0,1.0,usa
6498,aura energy,95040000.0,0.0,australia
6499,reading international,94950000.0,3.0,usa
6500,sema4,94760000.0,0.0,usa
6501,oncolytics biotech,94440000.0,2.0,canada
6502,viomi technology,94270000.0,1.0,china
6503,gala incorporated,93860000.0,4.0,japan
6504,stabilis solutions,93770000.0,5.0,usa
6505,ayr wellness,93550000.0,1.0,usa
6506,nihon falcom,93460000.0,9.0,japan
6507,avino silver & gold mines,93370000.0,1.0,canada
6508,spero therapeutics,93190000.0,2.0,usa
6509,harte hanks,93170000.0,12.0,usa
6510,pieris pharmaceuticals,93000000.0,1.0,usa
6511,apex frozen foods,92760000.0,3.0,india
6512,vince holding,92730000.0,8.0,usa
6513,lulu's fashion lounge,92660000.0,2.0,usa
6514,farmer brothers,92640000.0,5.0,usa
6515,infinities tech (jiu zun digital),92240000.0,0.0,china
6516,rigetti computing,92230000.0,1.0,usa
6517,american resources corp,92060000.0,1.0,usa
