,name,valuation,dateJoined,country,city,industry,investors,founded,stage,totalRaised
371,DANA,$1.13B,8/10/2022,Indonesia,Jakarta,Fintech,"Ant Group, Lazada, Sinar Mas Indonesia",2017,Series A,$554.5M
372,TangoMe,$1.1B,3/20/2014,United States,Mountain View,Mobile & telecommunications,"Draper Fisher Jurtson, Qualcomm Ventures, Alibaba Group",2009,Series D,$373.44M
373,Visby Medical, $1.12 B,3/1/2022,United States,San Jose,Health,"Artiman Ventures, Pitango Venture Capital, Valo Ventures",2015,Series E - II,$369.13M
374,Wasabi, $1.1B,9/27/2022,United States,Boston,Internet software & services,"Forestay Capital, Alumni Ventures, NTT DoCoMo Ventures",2015,Series D - II,$546.47M
375,Elemy,$1.15B,10/6/2021,United States,San Francisco,Health,"General Catalyst, Bling Capital, Felicis Ventures",None,Loan,$10K
376,Venafi,$1.15B,12/10/2020,United States,Salt Lake City,Cybersecurity,"Pelion Venture Partners, Foundation Capital, Thoma Bravo",2000,Private Equity,$174M
377,Rebellion Defense,$1.15B,9/16/2021,United States,Washington DC,Artificial intelligence,"Venrock, Innovation Endeavors, Insights Partners",2019,Series B,$150M
378,Happy Money,$1.15B,2/8/2022,United States,Tustin,Fintech,"FirstMark Capital, Anthemis, CMFG Ventures",2009,Series D - II,$444.63M
379,IRL,$1.17B,6/15/2021,United States,San Francisco,Internet software & services,"Goodwater Capital, Floodgate, Founders Fund",2017,Series C,$197M
380,SOURCE Global, $1.16 B,4/29/2022,United States,Scottsdale,Other,"Breakthrough Energy Ventures, Material Impact, 3x5 Special Opportunity Partners",2014,Series D,$233.12M
381,Tuhu,$1.16B,9/15/2018,China,Shanghai,Auto & transportation,"Qiming Venture Partners, Yaxia Automobile, Far East Horizon",2011,Series E,$580.45M
382,Yimidida,$1.17B,1/14/2019,China,Shanghai,"Supply chain, logistics, & delivery","Source Code Capital, Global Logistic Properties, K2VC",2015,Series D - III,$553.61M
383,Luoji Siwei,$1.18B,7/20/2017,China,Beijing,Edtech,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings",2012,Series D,$188.15M
384,Younited, $1.16 B,12/8/2022,France,Paris,Fintech,"Weber Investissements, Schibsted Growth",2009,Series G - II,$508.9M
385,LifeMiles,$1.15B,7/13/2015,Colombia,Bogota,Other,Advent International,2011,Private Equity,$343.7M
386,Modern Health,$1.17B,2/11/2021,United States,San Francisco,Health,"Kleiner Perkins Caufield & Byers, Afore Capital, Founders Fund",2017,Series D,$168.06M
387,Mininglamp Technology,$1.19B,3/27/2019,China,Beijing,Artificial intelligence,"Russia-China Investment Fund, Tencent Holdings, Sequoia Capital China",2014,Series E - II,$1.003B
388,Guideline,$1.15B,6/16/2021,United States,San Mateo,Fintech,"Pelion Venture Partners, Foundation Capital, Thoma Bravo",2015,Series E,$339M
389,L&P Cosmetic,$1.19B,1/1/2016,South Korea,Seoul,Consumer & retail,CDIB Capital,2009,Corporate Minority - III,$118.64M
390,Spectrum Medical,$1.2B,7/18/2022,United Kingdom,Gloucester,Health,CVC Capital Partners,2007,Private Equity,None
391,Choco,$1.2B,4/12/2022,Germany,Berlin,E-commerce & direct-to-consumer,"Bessemer Venture Partners, G Squared, Insight Partners",2018,Series B - III,$279.18M
392,Unit,$1.2B,5/17/2022,United States,New York,Fintech,"Accel, Better Tomorrow Ventures, Flourish Ventures",2019,Series C,$169.6M
393,Swiftly,$1.2B,9/19/2022,United States,Seattle,Mobile & telecommunications,"Mendacre, BRV Capital Management, Liquid 2 Ventures",2018,Series C,$215.6M
394,Phantom,$1.2B,1/31/2022,United States,San Francisco,Fintech,"Paradigm, Andreessen Horowitz, Jump Capital",2021,Series B,$118.5M
395,CloudBees,$1.15B,12/9/2021,United States,San Jose,Data management & analytics,"Matrix Partners, Lightspeed Venture Partners, Verizon Ventures",2010,Unattributed VC,$368.96M
396,LivSpace,$1.2B,2/8/2022,India,Bengaluru,E-commerce & direct-to-consumer,"Jungle Ventures, Helion Venture Partners, INGKA Investments",2015,Series F,$371.69M
397,Nova Labs,$1.2B,2/22/2022,United States,San Francisco,Internet software & services,"FirstMark Capital, Tiger Global Management, FTX Venture",2013,Series D - II,$251M
398,stori,$1.2B,7/15/2022,Mexico,Juarez,Fintech,"Vision Plus Capital, 	Source Code Capital, Lightspeed Venture Partners",2019,Debt - II,$404.5M
399,Xpressbees,$1.2B,2/9/2022,India,Pune,"Supply chain, logistics, & delivery","Norwest Venture Partners, Investcorp, Blackstone",2012,Secondary Market,$472.94M
400,BigPanda,$1.2B,1/12/2022,United States,Mountain View,Artificial intelligence,"Advent International, Battery Ventures, Sequoia Capital Israel",2012,Series D - II,$307.5M
401,Viz.ai,$1.2B,4/7/2022,United States,San Francisco,Artificial Intelligence,"Kleiner Perkins Caufield & Byers, CRV, Threshold Ventures",2016,Series D,$249.55M
402,Merama,$1.2B,12/9/2021,Mexico,Mexico City,E-commerce & direct-to-consumer,"SoftBank Latin America Fund, Advent International, Balderton Capital",2020,Series B - II,$445M
403,Jokr,$1.2B,12/2/2021,United States,New York,"Supply chain, logistics, & delivery","GGV Capital, Tiger Global Management, Greycroft",2021,Series B,$430M
404,SeekOut,$1.2B,1/12/2022,United States,Bellevue,Internet software & services,"Mayfield, Madrona Venture Group, Tiger Global Management",2017,Series C,$188.2M
405,Pristyn Care,$1.4B,12/7/2021,India,Gurugram,Health,"Sequoia Capital India, Hummingbird Ventures, Epiq Capital",2018,Series E,$176.67M
406,AgentSync,$1.2B,12/7/2021,United States,Denver,Fintech,"Craft Ventures, Caffeinated Capital, Operator Collective",2018,Series B,$111.1M
407,MindTickle,$1.2B,8/3/2021,United States,San Francisco,Internet software & services,"Qualcomm Ventures, Accel, Canaan Partners",2012,Series E,$281.3M
408,FloQast,$1.2B,7/21/2021,United States,Los Angeles,Fintech,"Polaris Partners, Insight Partners, Norwest Venture Partners",2013,Series D,$181.5M
409,Copado,$1.2B,9/13/2021,United States,Chicago,Data management & analytics,"Insight Partners, Salesforce Ventures, Perpetual Investors",2013,Series C,$276.05M
410,Vectra Networks,$1.2B,4/29/2021,United States,San Jose,Artificial intelligence,"IA Ventures, Khosla Ventures, AME Cloud Ventures",2011,Series F,$352.48M
411,SmartMore,$1.2B,6/24/2021,China,Shenzhen,Artificial Intelligence,"IDG Capital, ZhenFund, Sequoia Capital China",2019,Series B,$300M
412,Rohlik Group,$1.2B,7/1/2021,Czech Republic,Prague,"Supply chain, logistics, & delivery","Partech Partners, Index Ventures, Quadrille Capital",2014,Series D,$578.79M
413,Prime Medicine,$1.2B,7/13/2021,United States,Cambridge,Health,"Newpath Partners, Google Ventures, F-Prime Capital",2007,Other Investors,None
414,Ada Support,$1.2B,5/7/2021,Canada,Toronto,Artificial intelligence,"Version One Ventures, Bessemer Venture Partners, FirstMark Capital",2016,Series C,$190.73M
415,Aibee,$1.2B,4/13/2021,China,Beijing,Artificial intelligence,"Sequoia Capital China, Lenovo Capital and Incubator, Group GSR Ventures",2017,Series C,$175.31M
416,Pipa Coding,$1.2B,3/25/2021,China,Beijing,Edtech,"Source Code Capital, XVC Venture Capital, Hillhouse Capital Management",2017,Series C,$267.73M
417,Qumulo,$1.2B,7/16/2020,United States,Seattle,Data management & analytics,"Madrona Venture Group, Kleiner Perkins Caufield & Byers, Highland Capital Partners",2012,Series E,$345.5M
418,Yiguo,$1.2B,11/9/2016,China,Shanghai,"Supply chain, logistics, & delivery","Alibaba Group, KKR, Goldman Sachs",2005,Series D,$800M
419,Tealium,$1.2B,2/3/2021,United States,San Diego,Internet software & services,"Georgian Partners, Silver Lake, Presidio Ventures",2008,Series G,$263.9M
420,Fair,$1.2B,12/20/2018,United States,Santa Monica,Auto & transportation,"CreditEase Fintech Investment Fund, BMW i Ventures, SoftBank Group",None,Series A,$20M
421,Workhuman,$1.2B,6/23/2020,Ireland,Dublin,Internet software & services,ICG,1999,Secondary Market,$11.3M
422,Zip,$1.2B,5/25/2022,United States,San Francisco,Fintech,"	CRV, Tiger Global Management, Y Combinator",2020,Series B,$68.13M
423,Kallyope, $1.22 B,2/15/2022,United States,New York,Health,"The Column Group, Alexandria Venture Investments, Lux Capital",2015,Series D,$479M
424,Spiber,$1.22B,9/8/2021,Japan,Tsuruoka,Other,"Cool Japan Fund, JAFCO, The Carlyle Group",2007,Private Equity,$911.62M
425,Insider,$1.22B,2/28/2022,Turkey,Istanbul,Internet software & services,"Wamda Capital, Endeavor, Riverwood Capital",2012,Series D,$166.2M
426,MyGlamm,$1.2B,11/10/2021,India,Mumbai,E-commerce & direct-to-consumer,"L'Occitane, Trifecta Capital, Bessemer Venture Partners",2015,Series D,$283.88M
427,Offchain Labs,$1.2B,8/31/2021,United States,Princeton,Internet software & services,"Pantera Capital, Polychain Capital, Lightspeed Venture Partners",2018,Series B,$123.7M
428,Gem,$1.2B,9/28/2021,United States,San Francisco,Internet software & services,"Accel, Greylock Partners, Meritech Capital Partners",2017,Series C,$146M
429,Cava Group,$1.3B,4/27/2021,United States,Washington,Other,"SWaN & Legend Ventures, Revolution Growth, Invus Group",2010,Series F,$678.35M
430,DailyPay,$1.2B,5/18/2021,United States,New York,Fintech,"RPM Ventures, Inspiration Ventures, Carrick Capital Partners",2016,Line of Credit - II,$817.5M
431,CarDekho,$1.2B,10/13/2021,India,Jaipur,E-commerce & direct-to-consumer,"Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management",2008,Debt - II,$536.1M
432,Glossier,$1.65B,3/19/2019,United States,New York,Consumer & retail,"Forerunner Ventures, Institutional Venture Partners, Thrive Capital",2014,Debt,$267.4M
433,Pilot.com,$1.2B,3/26/2021,United States,San Francisco,Fintech,"Index Ventures, Sequoia Capital, Bezos Expeditions",None,Seed VC,None
434,SeatGeek,$1.24B,8/31/2022,United States,New York,E-commerce & direct-to-consumer,"Accel, Founder Collective, Brainchild Holdings",2009,Series E,$405.65M
435,Enflame,$1.24B,1/5/2021,China,Shanghai,Hardware,"Tencent Holdings, Delta Capital, Redpoint Ventures China",2018,Series C - III,$470.52M
436,Route,$1.25B,1/21/2022,United States,Lehi,"Supply chain, logistics, & delivery","Madrona Venture Group, Banner Ventures, FJ Labs",2018,Series B - II,$280.4M
437,airSlate,$1.25B,6/16/2022,United States,Brookline,Internet software & services,"G Squared, UiPath Ventures, General Catalyst",2006,Series B - II,$171.5M
438,Mythical Games,$1.25B,11/4/2021,United States,Sherman Oaks,Internet software & services,"Javelin Venture Partners, Struck Capital, Alumni Ventures Group",2018,Series C,$260M
439,Incode Technologies,$1.25B,12/7/2021,United States,San Francisco,Cybersecurity,"Dila Capital, Framework Ventures, 3L",2015,Series B,$255M
440,Nexii,$1.23B,9/8/2021,Canada,Vancouver,Other,"Trane Technologies, Honeywell",2020,Loan - II,$136.64M
441,Kuaikan Manhua,$1.25B,12/1/2017,China,Beijing,Internet software & services,"Sequoia Capital China, CMC Capital Partners, Tencent Holdings",2014,Series F,$595M
442,Marshmallow,$1.25B,9/8/2021,United Kingdom,London,Fintech,"Passion Capital, Hedosophia, Outrun Ventures",2017,Angel,$116.88M
443,CaptivateIQ,$1.25B,1/26/2022,United States,San Francisco,Fintech,"Sequoia Capital, Y Combinator, Accel",2014,Series C,$159.12M
444,Greater Bay Technology,$1.26B,4/2/2022,China,Guangzhou,Hardware,"Tencent Holdings, Utrust Venture Capital, GF Xinde Investment Management Co.",2020,Series A,$157.15M
445,ClassDojo,$1.25B,7/21/2022,United States,San Francisco,Edtech,"General Catalyst, Unkork Capital, Tencent Holdings",2011,Series D,$221.12M
446,Flipdish,$1.25B,1/13/2022,Ireland,Dublin,Internet software & services,"Tencent Holdings, Tiger Global Management, Global Founders Capital",2015,Series C,$156.34M
447,Equashield,$1.3B,10/6/2022,United States,Port Washington,Health,Nordic Capital,2009,Private Equity,$300M
448,BrewDog,$1.24B,4/10/2017,United Kingdom,Aberdeen,Consumer & retail,"TSG Consumer Partners, Crowdcube",2007,Crowdfunding,$296.77M
449,JMGO,$1.26B,3/15/2022,China,Shenzhen,Hardware,"IDG Capital, Yuanda Venture Investment, Primitive Forest Holdings Group",2011,Series E - II,$377.75M
450,Huisuanzhang,$1.28B,5/24/2021,China,Beijing,Fintech,"IDG Capital, Gaocheng Capital, Chuanrong Capital",2015,Series D,$227.34M
451,inDriver, $1.23 B,2/1/2021,United States,Mountain View,Auto & transportation ,"Leta Capital, Insight Partners, General Catalyst",2013,Series C,$165M
452,EQRx,$1.23B,1/11/2021,United States,Cambridge,Health,"Nextech Invest, Casdin Capital, Google Ventures",2020,Acq - Pending,$700M
453,STORD,$1.3B,9/13/2021,United States,Atlanta,"Supply chain, logistics, & delivery","Dynamo VC, Susa Ventures, Founders Fund",2015,Series D - II,$321.14M
454,Honor Technology,$1.25B,10/5/2021,United States,San Francisco,Internet software & services,"Andreessen Horowitz, Prosus Ventures, Thrive Capital",2014,Series E,$622.12M
455,WTOIP,$1.27B,4/8/2018,China,Guangzhou,Internet software & services,"Dark Horse Technology Group, Hopu Investment Management, Kefa Capital",None,Unattributed,$306.98M
456,OVO Energy,$1.28B,2/14/2019,United Kingdom,Bristol,Other,"Mitsubishi Corporation, Mayfair Equity Partners",2009,Corporate Minority,$256M
457,Intercom,$1.28B,3/27/2018,United States,San Francisco,Internet software & services,"FirstMark Capital, Tiger Global Management",2011,Series D,$240.25M
458,Shulan Health,$1.24B,3/1/2021,China,Hangzhou,Health,Qiming Venture Partners,2015,Series D,$85.69M
459,Clipboard Health,$1.3B,2/1/2022,United States,San Francisco,Internet software & services,"Caffeinated Capital, Initialized Capital, Y Combinator",2016,Series C,$80M
460,Tackle.io,$1.25B,12/21/2021,United States,Boise,Internet software & services,"Andreessen Horowitz, Bessemer Venture Partners, Coatue Management",2016,Series C,$155.9M
461,BigID,$1.25B,12/16/2020,United States,New York,Cybersecurity,"BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners",2015,Series D - V,$246.1M
462,Loadsmart,$1.3B,2/1/2022,United States,New York,"Supply chain, logistics, & delivery","Chromo Invest, Maersk Growth, BlackRock",2014,Series D,$345.2M
463,Biofourmis,$1.3B,4/26/2022,United States,Boston,Health,"General Atlantic, CVS Health, MassMutual Ventures",2015,Series D - II,$461.85M
464,Yubi,$1.3B,3/7/2022,India,Chennai,Fintech,"Insight Partners, B Capital Group, 	Lightspeed Venture Partners",2017,Series B,$227M
465,CoinTracker,$1.3B,1/27/2022,United States,San Francisco,Fintech,"Initialized Capital, General Catalyst, Kraken Ventures",2017,Series A,$101.62M
466,Lukka,$1.3B,1/14/2022,United States,New York,Fintech,"Liberty City Ventures, Soros Fund Management, Summer Capital",2014,Series E,$207.3M
467,Optibus,$1.3B,5/16/2022,Israel,Tel Aviv,"Supply chain, logistics, & delivery","Bessemer Venture Partners, Insight Partners, Pitango Venture Capital",2014,Series D - II,$260M
468,iTrustCapital,$1.3B,1/11/2022,United States,Long Beach,Fintech,"Left Lane Capital, Walden Venture Capital",2018,Series A - II,$131.2M
469,TUNGEE,$1.3B,12/15/2021,China,Guangzhou,Artificial Intelligence,"UNITY VENTURES, Qiming Venture Partners, GGV Capital",2016,Series C - II,$171.05M
470,DistroKid,$1.3B,8/16/2021,United States,New York,Internet software & services,"Insight Partners, Silversmith Capital Partners, Spotify",2013,Unattributed VC,None
471,YugaByte,$1.3B,10/28/2021,United States,Sunnyvale,Data management & analytics,"Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures",2016,Series C,$290M
472,Manner,$1.3B,12/24/2020,China,Shanghai,Other,"Coatue Management, H Capital, Capital Today",2015,Corporate Minority,$11.54M
473,Domestika,$1.3B,1/27/2022,United States,Berkeley,Internet software & services,"Zeev Ventures, GSV Ventures",2012,Series D,$200M
474,Flock Freight,$1.3B,10/20/2021,United States,Encinitas,"Supply chain, logistics, & delivery","SignalFire, GLP Capital Partners, Google Ventures",2015,Series D,$399.7M
475,LinkTree,$1.3B,3/16/2022,Australia,Melbourne,Internet software & services,"AirTree Ventures, Insight Partners, Index Ventures",2016,Series C,$165.7M
476,InSightec,$1.3B,3/6/2020,Israel,Tirat Carmel,Health,"York Capital Management, GE Healthcare, Koch Disruptive Technologies",1999,Line of Credit,$659.05M
477,Betterment,$1.3B,9/29/2021,United States,New York,Fintech,"Bessemer Venture Partners, Menlo Ventures, Anthermis",2010,Series F,$435M
478,HeartFlow,$1.3B,12/4/2017,United States,Redwood City,Health,"BlueCross BlueShield Venture Partners, US Venture Partners",2007,Series F,$542.41M
479,Konfio,$1.3B,9/29/2021,Mexico,Mexico City,Fintech,"Kaszek Ventures, QED Investors, International Finance Corporation",2013,Loan,$834.59M
480,Everly Health,$1.3B,12/3/2020,United States,Austin,Health,"Highland Capital Partners, Next Coast Ventures, SoGal Ventures",2015,Secondary Market,$255.55M
481,TalkingData,$1.3B,1/6/2021,China,Beijing,Mobile & telecommunications,"N5 Capital, CR Capital Mgmt, JD Digits",2013,Series E,$310M
482,MasterControl,$1.3B,12/15/2022,United States,Salt Lake City,Health,InnoVentures Capital Partners,1993,Series A,$157.5M
483,TravelPerk,$1.3B,1/12/2022,Spain,Barcelona,Travel,"LocalGlobe, Kinnevik, Felix Capital",2015,Series D - II,$408.58M
484,Alzheon,$1.31B,9/30/2020,United States,Framingham,Health,"ARCH Venture Partners, Ally Bridge Group",2013,Unattributed,$141.97M
485,Shiprocket,$1.3B,8/16/2022,India,New Delhi,"Supply chain, logistics, & delivery","Bertelsmann India Investments, March Capital Partners, Tribe Capital, Nirvana Venture Advisors",2012,Unattributed VC,$320.5M
486,Tongdun Technology,$1.32B,4/25/2019,China,Hangzhou,Cybersecurity,"Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co.",2013,Series E,$361.44M
487,GPclub,$1.32B,10/22/2018,South Korea,Seoul,Other,Goldman Sachs,2003,Unattributed,$66.16M
488,Flipboard,$1.32B,7/22/2015,United States,Palo Alto,Internet software & services,"Kleiner Perkins Caufield & Byers, Comcast Ventures, Insight Partners",2010,Unattributed VC,$235.51M
489,Unisound,$1.31B,7/19/2018,China,Beijing,Artificial intelligence,"Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures",2012,Series D - II,$339.11M
490,Athletic Greens,$1.32B,1/25/2022,United States,New York,Health,"SC.Holdings, Not Boring Capital, Bolt Ventures",2010,Unattributed VC,$115M
491,RIDI,$1.33B,1/24/2022,South Korea,Seoul,E-commerce & direct-to-consumer,"Atinum Investment, Company K Partners, GIC",2008,Unattributed VC,$331.23M
492,Yaoshibang,$1.35B,6/15/2021,China,Guangzhou,Health,"Green Pine Capital Partners, Ivy Capital, DCM Ventures",2015,Series E,$497.19M
493,Epirus,$1.35B,2/14/2022,United States,Hawthorne,Other,"8VC, Bedrock Capital, Broom Ventures",2018,Series C - II,$291.62M
494,Jaguar Microsystems,$1.34B,6/23/2022,China,Shenzhen,Hardware,"Tencent Holdings, Glory Ventures, Shenzhen Capital Group",2020,Series B,None
495,Signifyd,$1.34B,4/15/2021,United States,San Jose,Fintech,"Menlo Ventures, Resolute Ventures, IA Ventures",2011,Series E,$411.2M
496,Motorway,$1.33B,11/29/2021,United Kingdom,London,E-commerce & direct-to-consumer,"Marchmont Ventures, BMW i Ventures, Index Ventures",2017,Series C,$274.59M
497,DeepBlue Technology,$1.35B,4/16/2018,China,Shanghai,Artificial intelligence,"DESUN Capital, Yunfeng Capital, Meridian Capital",2014,Unattributed,$79.28M
498,Klook,$1.35B,8/7/2018,Hong Kong,Central,Travel,"Sequoia Capital China, Goldman Sachs, Matrix Partners China",2014,Series E,$721.19M
499,Neon,$1.38B,2/14/2022,Brazil,Sao Paulo,Fintech,"Propel Venture Partners, Monashees+, BBVA",None,Other Investors,None
500,Panther Labs,$1.4B,12/2/2021,United States,San Francisco,Cybersecurity,"Innovation Endeavors, s28 Capital, Lightspeed Venture Partners",2018,None,None
501,Nimble Rx,$1.4B,6/14/2022,United States,Redwood City,Health,"Sequoia Capital, Four Rivers Group, DAG Ventures",2014,Series E,$43.25M
502,Movable Ink,$1.36B,4/28/2022,United States,New York,Internet software & services,"Contour Venture Partners, Intel Capital, Silver Lake",2010,Series D,$97.56M
503,Tripledot,$1.4B,2/14/2022,United Kingdom,London,Mobile & telecommunications,"Lightspeed Venture Partners, Access Industries, Eldridge",2017,Series B,$202M
504,Scalable Capital,$1.4B,6/8/2021,Germany,Munich,Fintech,"BlackRock, Tengelmann Ventures, Holtzbrinck Ventures",2014,Series E,$314.28M
505,VideoAmp,$1.4B,10/21/2021,United States,Los Angeles,Internet software & services,"Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners",2014,Shareholder Liquidity,$437.1M
506,Salt Security,$1.4B,2/10/2022,United States,Palo Alto,Cybersecurity,"Y Combinator, S Capital, Tenaya Capital",2016,Unattributed VC,$270.74M
507,Astranis Space Technologies,$1.4B,4/14/2021,United States,San Francisco,Mobile & telecommunications,"Refactor Capital, Andreessen Horowitz, Fifty Years Fund",2015,Series C,$358.07M
508,Degreed,$1.4B,4/13/2021,United States,Pleasanton,Edtech,"Signal Peak Ventures, Owl Ventures, Jump Capital",2012,Series D,$385.92M
509,Phenom People,$1.4B,4/7/2021,United States,Ambler,Internet software & services,"Sierra Ventures, AXA Venture Partners, Sigma Prime Ventures",2011,Series D,$163.02M
510,Stash,$1.4B,2/3/2021,United States,New York,Fintech,"Goodwater Capital, Entree Capital, Valar Ventures",2015,Debt,$491.85M
511,OneCard,$1.4B,7/13/2022,India,Pune,Fintech,"Sequoia Capital India, Hummingbird Ventures, Matrix Partners India",2019,Series D,$224.62M
512,Coda,$1.4B,7/8/2021,United States,Mountain View,Internet software & services,"Greylock Partners, General Catalyst, Khosla Ventures",None,None,None
513,boAT,$1.4B,10/28/2022,India,Mumbai,Consumer & retail,"Qualcomm Ventures, Fireside Ventures",2016,Series C,$236.04M
514,Rad Power Bikes,$1.4B,10/28/2021,United States,Seattle,Auto & transportation,"Durable Capital Partners, Cercano Management, 	T. Rowe Price",2007,Series D,$329.32M
515,Paddle,$1.4B,5/9/2022,United Kingdom,London,Fintech,"Notion Capital, Kindred Capital, BGF Ventures",2012,Debt,$292.76M
516,Rebel Foods,$1.4B,10/7/2021,India,Pune,E-commerce & direct-to-consumer,"Sequoia Capital India, Lightbox Ventures, Coatue Management",2011,Debt - VIII,$523.18M
517,Clarify Health,$1.4B,4/5/2022,United States,San Francisco,Health,"KKR, Aspenwood Ventures, Spark Capital",2015,Series D,$389.94M
518,Bucketplace,$1.4B,5/9/2022,South Korea,Seoul,E-commerce & direct-to-consumer,"IMM Investment, Mirae Asset Capital, BOND",2014,Series D,$256.56M
519,Yotpo,$1.4B,3/18/2021,United States,New York,Internet software & services,"Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital",2011,Corporate Minority,$436M
520,The Brandtech Group,$1.3B,11/19/2019,United States,New York,Other,Undisclosed,None,None,None
521,Firebolt,$1.4B,1/26/2022,Israel,Tel Aviv,Data management & analytics,"TLV Partners, Zeev Ventures, Bessemer Venture Partners",2019,Series C,$264M
522,Cabify,$1.4B,1/22/2018,Spain,Madrid,Auto & transportation,"Seaya Ventures, Otter Rock Capital, Rakuten",2011,Corporate Minority,$523.6M
523,Envoy,$1.4B,1/11/2022,United States,San Francisco,Internet software & services,"Andreessen Horowitz, Initialized Capital, TriplePoint Capital",2020,Pre-Seed,$770K
524,Koudai,$1.4B,10/23/2014,China,Beijing,E-commerce & direct-to-consumer,"New Enterprise Associates, Tiger Global management, Tencent",2010,Series C,$362M
525,Kong,$1.4B,12/31/2020,United States,San Francisco,Internet software & services,"New Enterprise Associates, CRV, Index Ventures",2007,Series D,$170.5M
526,Away,$1.4B,5/15/2019,United States,New York,E-commerce & direct-to-consumer,"Global Founders Capital, Comcast Ventures, Forerunner Ventures",2015,Convertible Note,$181.1M
527,Symphony,$1.4B,5/16/2017,United States,New York,Fintech,"BNP Paribas, Goldman Sachs, Google",2014,Series E,$461M
528,Hive Box,$1.4B,1/23/2018,China,Shenzhen,"Supply chain, logistics, & delivery","Eastern Bell Capital, SF Holding Co, STO Express",2015,Series B,$1.24B
529,Yidian Zixun,$1.4B,10/17/2017,China,Beijing,Mobile & telecommunications,"Phoenix New Media, Tianjin Haihe Industry Fund",2021,Unattributed - II,$20.55M
530,Epidemic Sound,$1.4B,3/11/2021,Sweden,Stockholm,Internet software & services,"EQT Partners, Blackstone",2009,Secondary Market,$476.14M
531,Deliverect,$1.4B,1/24/2022,Belgium,Ghent,Fintech,"Newion Partners, SmartFin Capital, OMERS Ventures",2018,Series D,$235.89M
532,Papa,$1.4B,11/4/2021,United States,Miami,Health,"Initialized Capital, Canaan Partners, Sound Ventures",2016,Series D,$242.05M
533,Amagi,$1.4B,3/16/2022,India,Bengaluru,Internet software & services,"Mayfield, Accel, Norwest Venture Partners",2008,Series F - II,$336.69M
534,SparkCognition,$1.4B,1/25/2022,United States,Austin,Artificial intelligence,"March Capital Partners, Temasek, Doha Venture Capital",2013,Series D,$290.88M
535,SonderMind,$1.42B,7/28/2021,United States,Denver,Health,"Kickstart Fund, General Catalyst, Drive Capital",2014,Series C,$182.5M
536,Figment,$1.4B,12/20/2021,Canada,Toronto,Internet software & services,"Bonfire Ventures, Two Sigma Ventures, FJ Labs",2018,Series C,$163.84M
537,Ouyeel,$1.45B,6/27/2019,China,Shanghai,Internet software & services,Taigang Venture Capital,2015,Series B,$433.72M
538,M1,$1.45B,7/14/2021,United States,Chicago,Fintech,"Left Lane Capital, Clocktower Technology Ventures, Jump Capital",2015,Series E,$328.17M
539,Justworks,$1.43B,1/28/2020,United States,New York,Internet software & services,"Index Ventures, Thrive Capital, Bain Capital Ventures",2012,Series E,$143M
540,VTS,$1.47B,5/7/2019,United States,New York,Internet software & services,"Trinity Ventures, Fifth Wall Ventures, OpenView Venture Partners",2012,Series E,$452.18M
541,Aleo,$1.45B,2/7/2022,United States,San Francisco,Cybersecurity,"Slow Ventures, Andreessen Horowitz, SoftBank Group",2019,Series B,$228M
542,Yipin Shengxian,$1.49B,3/11/2019,China,Hefei,E-commerce & direct-to-consumer,"Eastern Bell Capital, Capital Today, Longzhu Capital",2017,Series D,$658.49M
543,Valgen Medtech,$1.43B,5/6/2021,China,Hangzhou,Health,"Sequoia Capital China, China Life Investment Holding Company, Qiming Venture Partners",2015,Series B,$133M
544,Bordrin Motors,$1.48B,6/3/2019,China,Shanghai,Auto & transportation,"China Grand Prosperity Investment, CSC Group",2016,Unattributed VC,$361M
545,Shukun Technology,$1.46B,8/16/2021,China,Beijing,Artificial Intelligence,"Marathon Venture Partners, Huagai Capital, China Creation Ventures",2017,Series D,$247.65M
546,Arcadia,$1.48B,5/10/2022,United States,DC,Other,"BoxGroup, Energy Impact Partners, Camber Creek",2014,Unattributed - II,$569.91M
547,Dock,$1.5B,5/12/2022,Brazil,Sao Paulo,Fintech,"Viking Global Investors, Riverwood Capital, Lightrock",1997,Series B,$280M
548,Boba,$1.5B,4/5/2022,United States,San Francisco,Fintech,"DeFi Technologies, Hypersphere Ventures, M13",2021,Series A,$45M
549,Veho,$1.5B,12/21/2021,United States,Boulder,"Supply chain, logistics, & delivery","General Catalyst, Origin Ventures, Fontinalis Partners",2016,Series B,$299.28M
550,Upside,$1.5B,4/26/2022,United States,DC,Mobile & telecommunications,"Bessemer Venture Partners, Builders VC, General Catalyst",2016,Series D,$165M
551,Temporal,$1.5B,2/16/2022,United States,Bellevue,Internet software & services,"Amplify Partners, Addition, Madrona Venture Group",2019,Series B,$121.75M
552,ElasticRun,$1.5B,2/7/2022,India,Pune,"Supply chain, logistics, & delivery","Kalaari Capital, Norwest Venture Partners, Prosus Ventures",2016,Series E,$432.11M
