,name,industry,sector,headquarters,founded
1562,aluminium of greece,basic materials,industrial metals & mining,marousi,1960
1563,amjet executive,consumer services,travel & leisure,athens,2009
1564,anek lines,industrials,industrial transportation,chania,1967
1565,ant1 group,consumer services,media,athens,1989
1566,ant1,consumer services,media,athens,1989
1567,arapian,consumer goods,food products,athens,1935
1568,arcadia shipmanagement,industrials,marine transportation,athens,1998
1569,archirodon,industrials,heavy construction,dordrecht,1959
1570,atcom,technology,software & computer,athens,1997
1571,athens exchange,financials,equity investment,athens,1876
1572,athens international airport s.a.,consumer services,travel & leisure,athens,1996
1573,athens-macedonian news agency,consumer services,media,athens,2008
1574,athens mass transit system,consumer services,travel & tourism,athens,1993
1575,athens metro,consumer services,travel & leisure,athens,1869
1576,atlas maritime,industrials,marine transportation,athens,2004
1577,attica bank,financials,banks,athens,1925
1578,attica group,industrials,marine transportation,athens,1918
1579,attiki odos consortium,industrials,transportation services,athens,1996
1580,aventurine sa,technology,video game industry,athens,2003
1581,avin international,industrials,marine transportation,maroussi,1977
1582,bank of greece,financials,banks,athens,1928
1583,barbastathis,consumer services,food & beverages,thessaloniki,1969
1584,bazaar,consumer services,food retailers,athens,-
1585,beat,consumer services,transportation networking,athens,2011
1586,berios,industrials,heavy construction,athens,1984
1587,bioman,consumer goods,industrial parts,tavros,1976
1588,black lotus records,consumer services,media,athens,1998
1589,bluebird airways,consumer services,airlines,heraklion,2008
1590,blue star ferries,industrials,marine transportation,athens,2000
1591,centric multimedia,consumer services,multimedia,athens,1995
1592,ceres hellenic shipping enterprises,industrials,marine transportation,pireus,1949
1593,cereteth,technology,research,volos,2006
1594,chalkis shipyards (aulida),industrials,heavy construction,chalkis,1971
1595,chipita,food & beveradges,food & beveradges,athens,1973
1596,coca-cola hellenic bottling company,consumer services,food & beverages,zug,1969
1597,coffee island,consumer services,restaurants & bars,patras,1999
1598,compupress,consumer services,publishing,athens,1982
1599,consolidated contractors company,industrials,heavy construction,athens,1952
1600,cosmote,telecommunications,mobile telecommunications,athens,1998
1601,costamare,industrials,marine transportation,monaco,1975
1602,depa,oil & gas,exploration & production,athens,1988
1603,desfa,oil & gas,exploration & production,chalandri,2007
1604,diana,consumer goods,automobiles & parts,tavros,1976
1605,digea,broadcast,digital provider,athens,2009
1606,digital union,consumer services,media,athens,2008
1607,dodekanisos seaways,industrials,marine transportation,rhodes,1990
1608,dryships inc,industrials,marine transportation,athens,2004
1609,eas,industrials,defense,athens,2004
1610,egnatia odos s.a.,industrials,transportation services,athens,1997
1611,elco,consumer goods,household goods,lykovrysi,1960
1612,epsa,consumer goods,soft drinks,pilio,1924
1613,elefsis shipyards,industrials,heavy construction,eleusis,1962
1614,elfe,basic materials,speciality chemicals,athens,1961
1615,ellaktor,industrials,heavy construction,kifissia,1977
1616,ellinair,consumer services,airlines,thessaloniki,2013
1617,energean oil & gas,oil & gas,exploration & production,maroussi,2007
1618,open tv,consumer services,broadcasting & entertainment,koropi,1990
1619,eskimo (feidakis group),consumer goods,household goods,athens,1958
1620,estia newspaper s.a.,consumer services,media,athens,1876
1621,etem,basic materials,aluminium,athens,1971
1622,eurobank ergasias,financials,banks,athens,1990
1623,european reliance,financials,full line insurance,athens,1977
1624,european seaways,industrials,marine transportation,athens,1990
1625,euroseas,industrials,marine transportation,maroussi,1917
1626,evga s.a.,consumer goods,food products,athens,1934
1627,eydap,utilities,water,galatsi,1980
1628,fage,consumer services,food & beverages,strassen,1926
1629,fast ferries,industrials,marine transportation,piraeus,1998
1630,flocafé,consumer services,restaurants & bars,athens,1994
1631,finos film,consumer services,film production,athens,1943
1632,fix brewery,consumer goods,brewers,athens,1864
1633,folli follie,consumer goods,clothing & accessories,athens,1982
1634,forthnet,telecommunications,fixed line telecom.,athens,1995
1635,frigoglass,industrial,commercial refrigeration,kifissia,1993
1636,gainjet aviation,consumer services,airlines,athens,2006
1637,galaxias,consumer services,food retailers,athens,1982
1638,gek terna,industrials,heavy construction,athens,1969
1639,germanos group,industrials,electrical components,athens,1980
1640,golden star ferries,industrials,marine transportation,andros,2011
1641,goody's burger house,consumer services,travel & leisure,athens,1975
1642,grecotel,consumer services,hospitality,rethymno,-
1643,greek internet exchange,technology,internet,athens,2009
1644,a. lange & söhne,consumer goods,clothing & accessories,glashütte,1845
1645,aareal bank,financials,banks,wiesbaden,1922
1646,adidas,consumer goods,clothing & accessories,herzogenaurach,1924
1647,aldi,consumer services,food retailers & wholesalers,essen,1913
1648,allianz,financials,full line insurance,munich,1890
1649,alpina,consumer goods,automobiles,buchloe,1965
1650,altana,basic materials,speciality chemicals,wesel,1977
1651,aral ag,consumer services,specialty retailers,bochum,1898
1652,arag se,financials,full line insurance,düsseldorf,1935
1653,arburg,industrials,industrial machinery,loßburg,1923
1654,arcandor,consumer services,broadline retailers,essen,1999
1655,arcor,telecommunications,fixed line telecommunications,eschborn,1996
1656,armedangels,consumer goods,clothing & accessories,cologne,2007
1657,audi,consumer goods,automobiles,ingolstadt,1910
1658,august storck,consumer goods,food products,berlin,1903
1659,aurubis,basic materials,nonferrous metals,hamburg,2008
1660,auto union,consumer goods,automobiles,neckarsulm,1932
1661,axel springer ag,consumer services,publishing,berlin,1946
1662,b. braun,health care,pharmaceuticals,melsungen,1839
1663,babelsberg studio,consumer services,broadcasting & entertainment,potsdam,1912
1664,bahlsen,consumer goods,food products,hanover,1889
1665,basf,basic materials,speciality chemicals,ludwigshafen,1865
1666,bavaria film studios,consumer services,broadcasting & entertainment,grünwald,1919
1667,bayer,health care,pharmaceuticals,leverkusen,1863
1668,baywa,consumer goods,farming & fishing,munich,1923
1669,bbs kraftfahrzeugtechnik,consumer goods,auto parts,schiltach,1970
1670,bechtle,technology,software,neckarsulm,1983
1671,beck's brewery,consumer goods,brewers,bremen,1873
1672,behr gmbh & co. kg,industrials,industrial suppliers,stuttgart,1905
1673,behringer,consumer goods,consumer electronics,willich,1989
1674,beiersdorf,consumer goods,personal products,hamburg,1882
1675,bellevue investments,technology,software,berlin,1993
1676,benecke-kaliko,industrials,industrial suppliers,hanover,1718
1677,bertelsmann,consumer services,broadcasting & entertainment,gütersloh,1835
1678,beyerdynamic,consumer goods,consumer electronics,heilbronn,1924
1679,bilfinger,industrials,heavy construction,mannheim,1880
1680,birkenstock,consumer goods,clothing & accessories,neustadt,1774
1681,bitburger brewery,consumer goods,brewers,bitburg,1817
1682,biontech,healthcare,vaccine,mainz,2008
1683,blohm+voss,industrials,commercial vehicles & trucks,hamburg,1877
1684,bmg rights management,consumer services,broadcasting & entertainment,berlin,2008
1685,bmw,consumer goods,automobiles,munich,1916
1686,boehringer ingelheim,health care,pharmaceuticals,ingelheim am rhein,1885
1687,bomag,industrials,commercial vehicles & trucks,boppard,1957
1688,brabus,consumer services,specialty retailers,bottrop,1977
1689,braun,consumer goods,personal products,kronberg,1921
1690,brenntag,basic materials,commodity chemicals,mülheim,1874
1691,c. bechstein,consumer goods,recreational products,berlin,1853
1692,c. illies & co.,industrials,business support services,hamburg,1859
1693,carl walther gmbh,industrials,defense,ulm,1886
1694,carl zeiss ag,health care,medical equipment,oberkochen,1846
1695,curevac,health care,vaccine,tübingen,2000
1696,celesio,health care,pharmaceuticals,stuttgart,1835
1697,cinestar,consumer services,recreational services,lübeck,1948
1698,circus krone,consumer services,broadcasting & entertainment,munich,1905
1699,claas,industrials,commercial vehicles & trucks,harsewinkel,1913
1700,commerzbank,financials,banks,frankfurt,1870
1701,condor flugdienst,consumer services,airlines,frankfurt,1955
1702,continental ag,industrials,industrial suppliers,hanover,1871
1703,covestro,basic materials,speciality chemicals,leverkusen,2015
1704,daimler ag,consumer goods,automobiles,stuttgart,2007
1705,dba,consumer services,airlines,munich,1992
1706,delton,conglomerates,-,bad homburg vor der höhe,1989
1707,deutsche bahn,industrials,railroads,berlin,1994
1708,deutsche bank,financials,banks,frankfurt,1870
1709,deutsche börse,financials,investment services,frankfurt,1992
1710,deutsche grammophon,consumer goods,broadcasting & entertainment,hanover,1898
1711,deutsche messe,consumer services,recreational services,hanover,1947
1712,deutsche pfandbriefbank,financials,banks,unterschleißheim,2015
1713,deutsche post,industrials,delivery services,bonn,1995
1714,deutsche telekom,telecommunications,fixed line telecommunications,bonn,1995
1715,deutsche vermögensberatung,financials,asset managers,frankfurt,1975
1716,deutz ag,industrials,industrial machinery,cologne,1864
1717,dhl express,industrials,delivery services,bonn,1969
1718,dieffenbacher,industrials,industrial machinery,eppingen,1873
1719,diehl aerospace,industrials,aerospace,überlingen,2006
1720,diehl defence,industrials,defense,überlingen,2004
1721,diehl metall,industrials,industrial machinery,röthenbach an der pegnitz,1938
1722,diezel,consumer goods,recreational products,bad steben,1994
1723,djshop,consumer services,broadcasting & entertainment,vachendorf,1993
1724,accor,consumer services,hospitality,paris,1967
1725,aéropostale,consumer services,airlines,toulouse,1918
1726,aérospatiale-matra,industrials,defense,paris,1999
1727,air france,consumer services,airlines,tremblay-en-france,1933
1728,air france–klm,consumer services,airlines,tremblay-en-france,2004
1729,airbus,industrials,aerospace,toulouse,1970
1730,air liquide,industrial,chemical,paris,1902
1731,alcatel-lucent,technology,telecommunications equipment,boulogne-billancourt,2006
1732,ales groupe,consumer goods,personal products,paris,1969
1733,alstom,industrials,railroads,saint-ouen,1928
1734,altran,industrials,business support services,paris,1982
1735,amaury sport organisation,consumer services,recreational services,issy-les-moulineaux,1992
1736,arianegroup,industrials,aerospace & defense,issy-les-moulineaux,2015
1737,arianespace,industrials,aerospace,courcouronnes,1980
1738,arkane studios,technology,software,lyon,1999
1739,arte,consumer services,broadcasting & entertainment,strasburg,1991
1740,astrium,industrials,aerospace,paris,2006
1741,at internet,technology,internet,bordeaux,1995
1742,atari sa,technology,software,paris,1983
1743,atisreal,financials,real estate services,levallois-perret,2003
1744,atos,technology,software,bezons,1988
1745,auchan,consumer services,food retailers & wholesalers,croix,1961
1746,axa,financials,full line insurance,paris,1817
1747,babolat,consumer goods,recreational products,lyon,1875
1748,baccarat,consumer goods,durable household products,paris,1764
1749,banijay,consumer services,broadcasting & entertainment,paris,2008
1750,banque de l'indochine,financials,banks,paris,1875
1751,bel group,consumer goods,food products,paris,1865
1752,bnp paribas,financials,banks,paris,1848
1753,bolloré,industrials,delivery services,puteaux,1822
1754,bonduelle,consumer goods,food products,villeneuve d'ascq,1853
1755,bouygues telecom,telecommunications,mobile telecommunications,paris,1994
1756,bouygues,conglomerates,-,paris,1952
1757,brittany ferries,industrials,marine transportation,roscoff,1972
1758,bugatti automobiles,consumer goods,automobiles,molsheim,1998
1759,canal+,consumer services,broadcasting & entertainment,issy-les-moulineaux,1984
1760,capgemini,industrials,business support services,paris,1967
1761,carrefour,consumer services,food retailers & wholesalers,boulogne-billancourt,1958
1762,cartier,consumer goods,clothing & accessories,saint-ouen,1847
1763,celio,consumer services,apparel retailers,paris,1978
1764,chanel,consumer goods,clothing & accessories,neuilly-sur-seine,1909
1765,chantelle,consumer goods,clothing & accessories,cachan,1876
1766,christian dior se,consumer goods,clothing & accessories,paris,1946
1767,citroën,consumer goods,automobiles,rueil-malmaison,1919
1768,cma cgm,industrials,delivery services,marseille,1978
1769,com one group,technology,telecommunications equipment,cestas,1987
1770,crédit agricole,financials,banks,montrouge,1894
1771,crédit commercial de france,financials,banks,paris,1894
1772,crédit mutuel,financials,banks,paris,1882
1773,conforama,consumer services,retail,saint-priest,1967
1774,crédit foncier de france,financials,banks,charenton-le-pont,1852
1775,crédit lyonnais,financials,banks,paris,1863
1776,criteo,technology,internet,paris,2005
1777,danone,consumer goods,food products,paris,1919
1778,dassault aviation,industrials,defense,paris,1929
1779,dassault systèmes,technology,software,vélizy-villacoublay,1981
1780,debacq & cie,consumer goods,clothing & accessories,paris,1812
1781,decathlon,consumer goods,clothing & accessories,villeneuve-d'ascq,1976
1782,dexia,financials,banks,paris,1996
1783,diptyque,consumer goods,personal products,paris,1961
1784,edenred,industrials,specialized consumer services,paris,2010
1785,éditions philippe amaury,consumer services,publishing,boulogne-billancourt,1944
1786,eisenberg paris,consumer goods,personal products,paris,2000
1787,électricité de france,utilities,conventional electricity,paris,1946
1788,elf aquitaine,oil & gas,exploration & production,courbevoie,1967
1789,engie,utilities,electricity generation,la défense,2008
1790,essilorluxottica,health care,health care equipment,charenton-le-pont,1849
1791,eutelsat,telecommunications,mobile telecommunications,paris,1977
1792,fnac,consumer services,specialty retailers,ivry-sur-seine,1954
1793,framatome,nuclear industries,nuclear engineering,courbevoie,1958
1794,free,telecommunications,fixed line telecommunications,paris,1999
1795,galeries lafayette,consumer services,broadline retailers,paris,1912
1796,gameloft,technology,software,paris,2000
1797,gandi,technology,internet,paris,1999
1798,gaumont,consumer services,broadcasting & entertainment,neuilly-sur-seine,1895
1799,genset,health care,biotechnology,paris,1989
1800,getlink,industrials,transportation services,paris,1986
1801,groupe bpce,financials,banks,paris,2009
1802,groupe bull,technology,computer hardware,les clayes-sous-bois,1931
1803,groupe casino,consumer services,broadline retailer,saint-étienne,1898
1804,hachette,consumer services,publishing,paris,1826
1805,hachette filipacchi médias,consumer services,publishing,paris,1826
1806,havas,consumer services,media agencies,paris,1968
1807,hermès,consumer goods,clothing & accessories,paris,1837
1808,hutchinson sa,industrials,diversified industrials,paris,1853
1809,iliad sa,telecommunications,fixed line telecommunications,paris,1990
1810,jcdecaux,industrials,electronic equipment,neuilly-sur-seine,1964
1811,keolis,consumer services,travel & tourism,paris,2001
1812,kering,consumer goods,clothing & accessories,paris,1963
1813,la poste,industrials,delivery services,paris,1991
1814,laboratoires pierre fabre,health care,pharmaceuticals,paris,1951
1815,lacoste,consumer goods,clothing & accessories,troyes,1933
1816,lactalis,consumer goods,food products,laval,1933
1817,lafarge,industrials,building materials & fixtures,paris,1833
1818,lafuma,consumer goods,recreational products,paris,1930
1819,lagardère group,consumer services,broadcasting & entertainment,paris,1922
1820,lancôme,consumer goods,personal products,paris,1935
1821,le coq sportif,consumer goods,clothing & accessories,entzheim,1882
1822,le zèbre,consumer goods,automobiles,suresnes,1907
1823,l'oréal,consumer goods,personal products,clichy,1909
1824,louis vuitton,consumer goods,clothing & accessories,paris,1854
1825,lvmh,consumer goods,clothing & accessories,paris,1987
1826,mandriva,technology,software,paris,1995
1827,manuloc,industrials,logistics,metz,1964
1828,maritima ferries,industrials,marine transportation,marseille,1969
1829,matra marconi space,industrials,aerospace,toulouse,1996
1830,matra,consumer goods,automobiles,romorantin-lanthenay,1964
1831,mavic,consumer goods,recreational products,annecy,1889
1832,mc2 france,technology,software,montrouge,1985
1833,michelin,consumer goods,tires,clermont-ferrand,1889
1834,microïds,technology,software,montreuil,1984
1835,montagut,consumer goods,clothing & accessories,saint-sauveur-de-montagut,1880
1836,moonscoop group,consumer services,broadcasting & entertainment,paris,2003
1837,naval group,industrials,defense,paris,1631
1838,nicox,health care,pharmaceuticals,valbonne,1996
1839,norauto,consumer goods,auto parts,lesquin,1970
1840,orange s.a.,telecommunications,mobile telecommunications,paris,1988
1841,orano,nuclear industries,nuclear cycle,courbevoie,2017
1842,oxbow,consumer goods,recreational products,mérignac,1985
1843,parrot sa,industrials,diversified industrials,paris,1994
1844,pathé,consumer services,broadcasting & entertainment,paris,1896
1845,pentalog,industrials,business support services,orléans,1993
1846,pernod ricard,consumer goods,distillers & vintners,paris,1975
1847,peugeot,consumer goods,automobiles,rueil-malmaison,1810
1848,psa group,consumer goods,automobiles,rueil-malmaison,1976
1849,publicis,industrials,business support services,paris,1926
1850,quantic dream,technology,software,paris,1997
1851,ratp group,consumer services,travel & tourism,paris,1948
1852,renault,consumer goods,automobiles,boulogne-billancourt,1899
1853,rexel,industrials,electrical components & equipment,paris,1967
1854,rhodia,basic materials,specialty chemicals,la défense,1998
1855,rhône-poulenc,basic materials,specialty chemicals,paris,1928
1856,safran,industrials,aerospace,paris,2005
1857,sagem,technology,telecommunications equipment,paris,1924
1858,saint-gobain,industrials,building materials & fixtures,la défense,1665
1859,salomon group,consumer goods,recreational products,épagny-metz-tessy,1947
1860,sanofi,health care,pharmaceuticals,paris,2004
1861,schneider electric,industrials,electrical components & equipment,rueil-malmaison,1836
1862,sdv international logistics,industrials,delivery services,puteaux,1885
1863,sephora,consumer services,specialty retailers,paris,1969
1864,servier,health care,pharmaceuticals,suresnes,1954
1865,sfr,telecommunications,fixed line telecommunications,paris,1987
1866,sigfox,technology,telecommunications equipment,labège,2009
1867,sncf,consumer services,travel & tourism,saint-denis,1938
1868,snecma,industrials,aerospace,courcouronnes,1945
1869,société bic,consumer goods,nondurable household products,clichy,1945
1870,société générale,financials,banks,la défense,1864
1871,sodexo,industrials,specialized consumer services,issy-les-moulineaux,1966
1872,sogeti,technology,software,paris,2002
1873,sopra steria,technology,software,annecy,1968
1874,suez,utilities,multiutilities,paris,1997
1875,technicolor sa,consumer services,broadcasting & entertainment,issy-les-moulineaux,1893
1876,technip,industrials,business support services,paris,1958
1877,tf1 group,consumer services,broadcasting & entertainment,boulogne-billancourt,1987
1878,thales group,industrials,aerospace,la défense,2000
1879,thomson-csf,industrials,defense,paris,1879
1880,totalenergies,oil & gas,integrated oil & gas,courbevoie,1924
1881,ubisoft,technology,software,rennes,1986
1882,veolia,utilities,water,paris,1853
1883,vinci sa,industrials,heavy construction,rueil-malmaison,1899
1884,vivendi,consumer services,broadcasting & entertainment,paris,1853
1885,waterman,consumer goods,nondurable household products,paris,1884
1886,yoplait,consumer goods,food products,boulogne-billancourt,1965
1887,ahlstrom,basic materials,basic resources,helsinki,1851
1888,aktia bank,financials,banks,helsinki,1991
1889,alko,consumer services,specialty retailers,helsinki,1932
1890,alma media,consumer services,publishing,helsinki,1849
1891,altia,consumer goods,distillers & vintners,helsinki,1999
1892,amer sports,consumer goods,recreational products,helsinki,1950
1893,bank of åland,financials,banks,mariehamn,1919
1894,basware,technology,software,espoo,1985
1895,bittium,consumer goods,consumer electronics,oulu,1985
1896,cargotec,industrials,transportation services,helsinki,2005
1897,codenomicon,technology,software,oulu,2001
1898,dna oyj,telecommunications,mobile telecommunications,helsinki,2000
1899,eckerö line,industrials,marine transportation,helsinki,1995
1900,eks,consumer goods,consumer electronics,espoo,1955
1901,elisa,telecommunications,fixed line telecommunications,helsinki,1882
1902,fazer,consumer services,restaurants & bars,helsinki,1891
1903,fingrid,utilities,conventional electricity,helsinki,1996
1904,finnair,consumer services,airlines,vantaa,1923
1905,finnlines,industrials,marine transportation,helsinki,1947
1906,fiskars,consumer goods,durable household products,helsinki,1649
1907,fortum,utilities,alternative electricity,espoo,1998
1908,f-secure,technology,software,helsinki,1988
1909,hartwall,consumer goods,soft drinks,helsinki,1836
1910,hesburger,consumer services,retail,turku,1966
1911,hkscan,consumer goods,restaurants & bars,turku,1913
1912,holvi,financials,banking,helsinki,2011
1913,huhtamäki,industrials,containers & packaging,espoo,1920
1914,kemira,basic materials,specialty chemicals,helsinki,1920
1915,kemppi,industrials,business support services,lahti,1949
1916,kesko,consumer services,broadline retailers,helsinki,1940
1917,kone,industrials,industrial machinery,helsinki,1910
1918,konecranes,industrials,industrial machinery,hyvinkää,1994
1919,kotipizza,consumer services,restaurants & bars,helsinki,1987
1920,lemminkäinen group,industrials,heavy construction,helsinki,1910
1921,marimekko,consumer goods,clothing & accessories,helsinki,1951
1922,metsä group,basic materials,paper,helsinki,1947
1923,metso,industrials,business support services,helsinki,1999
1924,neste,oil & gas,exploration & production,espoo,1948
1925,nokia,industrials,telecommunications equipment,espoo,1865
1926,nokia networks,technology,telecommunications equipment,espoo,2007
1927,nokian jalkineet,consumer goods,footwear,helsinki,1898
1928,nokian tyres,consumer goods,automobiles,nokia,1932
1929,olvi,consumer goods,soft drinks,helsinki,1878
1930,op financial group,financials,financial services,helsinki,1891
1931,orion corporation,health care,pharmaceuticals,espoo,1917
1932,outokumpu,basic materials,iron & steel,helsinki,1932
1933,outotec,industrials,business support services,espoo,2006
1934,patria,industrials,defense,helsinki,1997
1935,planmeca,health care,medical equipment,helsinki,1971
1936,pohjolan voima,utilities,alternative electricity,helsinki,1943
1937,polar electro,consumer goods,recreational products,kempele,1977
1938,ponsse corporation,industrials,commercial vehicles & trucks,vieremä,1970
1939,posiva,industrials,waste & disposal services,eurajoki,1995
1940,posti group,logistics,delivery services,helsinki,1638
1941,pöyry,industrials,business support services,vantaa,1958
1942,process vision,technology,business support services,helsinki,1993
1943,raisio group,consumer goods,food products,raisio,1939
1944,rautaruukki,industrials,building materials & fixtures,helsinki,1960
1945,rovio entertainment,technology,software,espoo,2003
1946,s group,consumer services,hotels,helsinki,1904
1947,sampo group,financials,full line insurance,helsinki,1909
1948,sanoma,consumer services,publishing,helsinki,1999
1949,silja line,industrials,marine transportation,helsinki,1957
1950,sisu auto,industrials,commercial vehicles & trucks,helsinki,1931
1951,solidium,financials,investment services,helsinki,2008
1952,ssh communications security,technology,software,helsinki,1995
1953,st1,oil & gas,exploration & production,helsinki,1995
1954,stenfors,industrials,heavy construction,oulu,1969
1955,stockmann,consumer services,broadline retailers,helsinki,1862
1956,stonesoft corporation,technology,software,helsinki,1990
1957,stora enso,basic materials,paper,helsinki,1998
1958,suominen corporation,consumer goods,clothing & accessories,helsinki,1898
1959,supercell,technology,software,helsinki,2010
1960,suunto,consumer goods,recreational services,vantaa,1936
1961,talvivaara mining company,basic materials,nonferrous metals,espoo,2004
1962,tieto,technology,software,helsinki,1968
1963,tikkurila,basic materials,commodity chemicals,vantaa,1862
1964,upm-kymmene,basic materials,paper,helsinki,1996
1965,vacon,industrials,electrical components & equipment,vaasa,1993
1966,vaisala,technology,software,vantaa,1936
1967,valio,consumer goods,food products,helsinki,1905
1968,valmet automotive,consumer goods,automobiles,uusikaupunki,1968
1969,valmet,industrials,industrial machinery,espoo,2013
1970,valtra,industrials,commercial vehicles & trucks,äänekoski,1951
1971,verkkokauppa.com,consumer services,broadline retailers,helsinki,1992
1972,viking line,industrials,marine transportation,mariehamn,1963
1973,vr,industrials,railroads,helsinki,1862
1974,wärtsilä,industrials,electronic equipment,helsinki,1834
1975,a. le coq,consumer goods,brewers,tartu,1807
1976,airest,consumer services,airlines,tallinn,2002
1977,alexela,oil & gas,exploration & production,tallinn,1990
1978,aqris,technology,software,tallinn,1999
1979,as starman,telecommunications,fixed line telecommunications,tallinn,1992
1980,avies,consumer services,airlines,tallinn,1991
1981,baltika group,consumer services,apparel retailers,tallinn,1928
1982,blrt grupp,industrials,commercial vehicles & trucks,tallinn,1912
1983,bolt,technology,transportation,tallinn,2013
1984,copterline,consumer services,airlines,tallinn,2010
1985,eesti energia,utilities,conventional electricity,tallinn,1939
1986,eesti gaas,utilities,gas distribution,tallinn,1990
1987,eesti raudtee,industrials,railroads,tallinn,1992
1988,elering,utilities,conventional electricity,tallinn,1998
1989,elron,consumer services,travel & tourism,tallinn,1998
1990,enefit kaevandused,basic materials,general mining,jõhvi,1945
1991,enefit solutions,industrials,business support services,jõhvi,1959
1992,enimex,consumer services,airlines,tallinn,1994
1993,estdomains,technology,internet,tartu,?
1994,estonia piano factory,consumer goods,recreational products,tallinn,1950
1995,estonian record productions,consumer services,broadcasting & entertainment,tallinn,2001
1996,fortumo,financials,financial services,tartu,2007
1997,gorail,consumer services,travel & tourism,tallinn,1998
1998,kalev,consumer goods,food products,lehmja,1806
1999,liviko,consumer goods,distillers & vintners,tallinn,1898
2000,moonwalk records,consumer services,broadcasting & entertainment,tallinn,2005
2001,narva oil plant,oil & gas,exploration & production,auvere,1980
2002,nortal,technology,software,tallinn,2000
2003,olerex,consumer services,specialty retailers,tartu,1994
2004,omniva,logistics,delivery services,tallinn,1638
2005,publishing house ersen,consumer services,publishing,tallinn,?
2006,quattromed,health care,biotechnology,tartu,1999
2007,rakvere lihakombinaat,consumer goods,food products,roodevälja,1890
2008,saaremaa shipping company,industrials,marine transportation,kuressaare,1992
2009,saku brewery,consumer goods,brewers,saku,1820
2010,seb pank,financials,banks,tallinn,2008
2011,selver,consumer services,food retailers & wholesalers,tallinn,1995
2012,sky media group,consumer services,broadcasting & entertainment,tallinn,1995
2013,smartpost,industrials,delivery services,tallinn,2006
2014,stv,consumer services,broadcasting & entertainment,tallinn,1991
2015,tallink,industrials,marine transportation,tallinn,1989
2016,tallinna linnatranspordi as,consumer services,travel & tourism,tallinn,1991
2017,tänapäev,consumer services,publishing,tallinn,1999
2018,tartu mill,consumer goods,food products,tartu,2000
2019,telia eesti,telecommunications,fixed line telecommunications,tallinn,1993
2020,tondi elektroonika,industrials,electronic equipment,tallinn,1959
2021,topten,consumer services,broadcasting & entertainment,tallinn,?
2022,ülemiste keskus,consumer services,broadline retailers,tallinn,?
2023,varrak,consumer services,publishing,tallinn,1991
2024,viru keemia grupp,oil & gas,exploration & production,kohtla-järve,1924
2025,vkg elektrivõrgud,utilities,conventional electricity,narva,1993
2026,zeroturnaround,technology,software,tartu,2007
2027,alectia,industrials,business support services,virum,1912
2028,alk-abelló,health care,pharmaceuticals,hørsholm,1923
2029,aller media,consumer services,publishing,copenhagen,1873
2030,alm. brand,financials,full line insurance,copenhagen,1792
2031,ambu,health care,medical equipment,copenhagen,1937
2032,arkitema architects,industrials,business support services,aarhus,1969
2033,arla foods,consumer goods,food products,viby j,2000
2034,arp-hansen hotel group,consumer services,hotels,copenhagen,1959
2035,bang & olufsen,consumer goods,consumer electronics,struer,1925
2036,bestseller a/s,consumer goods,clothing & accessories,brande,1975
2037,bjarke ingels group,industrials,business support services,copenhagen,2005
2038,boconcept,consumer services,specialty retailers,herning,1952
2039,brødrene hartmann,industrials,containers & packaging,gentofte,1917
2040,c. f. møller architects,industrials,business support services,aarhus,1922
2041,carlsberg group,consumer goods,brewers,copenhagen,1847
2042,cembrit,industrials,building materials & fixtures,aalborg,1927
2043,chr. hansen,consumer goods,food products,hørsholm,1874
2044,cobe architects,industrials,business support services,copenhagen,2005
2045,coloplast,health care,medical equipment,fredensborg,1957
2046,coop amba,consumer services,food retailers & wholesalers,copenhagen,1896
2047,copenhagen airport,industrials,transportation services,copenhagen,1925
2048,co-ro food,consumer goods,food products,frederikssund,1942
2049,cowex,technology,software,gentofte,1992
2050,cowi a/s,industrials,business support services,kongens lyngby,1930
2051,daloon,consumer goods,food products,nyborg,1960
2052,d/s norden,industrials,marine transportation,hellerup,1871
2053,dampskibsselskabet torm,industrials,marine transportation,copenhagen,1889
2054,danfoss,industrials,industrial machinery,nordborg,1933
2055,danisco,health care,biotechnology,copenhagen,1989
2056,danish agro,industrials,industrial machinery,karise,1901
2057,danish crown amba,consumer goods,food products,randers,1998
2058,dansk supermarked,consumer services,broadline retailers,højbjerg,1964
2059,danske bank,financials,banks,copenhagen,1871
2060,dantherm,industrials,industrial machinery,skive,1958
2061,dfds,industrials,marine transportation,copenhagen,1866
2062,dissing+weitling,industrials,business support services,copenhagen,1971
2063,dlf,consumer goods,farming & fishing,roskilde,1906
2064,dsb,industrials,railroads,copenhagen,1885
2065,dsv,industrials,delivery services,hedehusene,1976
2066,dt group,industrials,building materials & fixtures,copenhagen,1896
2067,ecco,consumer goods,footwear,bredebro,1963
2068,egmont group,consumer services,publishing,copenhagen,1878
2069,falck,health care,health care providers,copenhagen,1906
2070,flsmidth,industrials,industrial machinery,copenhagen,1882
2071,flying tiger copenhagen,consumer services,braodline retailers,copenhagen,1995
2072,foss a/s,industrials,business support services,hillerød,1956
2073,global risk management,industrials,business support services,middelfart,2004
2074,gn store nord,health care,health care providers,ballerup,1869
2075,grundfos,industrials,industrial machinery,bjerringbro,1945
2076,gryphon audio designs,consumer goods,consumer electronics,ry,1985
2077,haldor topsoe,basic materials,specialty chemicals,copenhagen,1940
2078,hempel group,basic materials,specialty chemicals,lyngby-taarbæk,1915
2079,henning larsen architects,industrials,business support services,copenhagen,1959
2080,house of amber,consumer goods,clothing & accessories,copenhagen,1933
