00-avengers-categories
"['unitedstates', 'technology', 'consumerelectronics', 'unitedstatestechnology', 'unitedstatesconsumerelectronics']"
"['germany', 'financials', 'financialdata&stockexchanges', 'germanyfinancials', 'germanyfinancialdata&stockexchanges']"
"['canada', 'energy', 'oil&gasintegrated', 'canadaenergy', 'canadaoil&gasintegrated']"
"['ireland', 'consumerdiscretionary', 'autoparts', 'irelandconsumerdiscretionary', 'irelandautoparts']"
"['unitedstates', 'industrials', 'specialtyindustrialmachinery', 'unitedstatesindustrials', 'unitedstatesspecialtyindustrialmachinery']"
"['canada', 'financials', 'insurance—diversified', 'canadafinancials', 'canadainsurance—diversified']"
"['unitedstates', 'industrials', 'specialtyindustrialmachinery', 'unitedstatesindustrials', 'unitedstatesspecialtyindustrialmachinery']"
"['unitedstates', 'communicationservices', 'telecomservices', 'unitedstatescommunicationservices', 'unitedstatestelecomservices']"
"['hongkong', 'realestate', 'realestate—development', 'hongkongrealestate', 'hongkongrealestate—development']"
"['sweden', 'technology', 'communicationequipment', 'swedentechnology', 'swedencommunicationequipment']"
"['unitedstates', 'basicmaterials', 'specialtychemicals', 'unitedstatesbasicmaterials', 'unitedstatesspecialtychemicals']"
"['china', 'realestate', 'realestate—development', 'chinarealestate', 'chinarealestate—development']"
"['netherlands', 'consumerstaples', 'grocerystores', 'netherlandsconsumerstaples', 'netherlandsgrocerystores']"
"['thailand', 'energy', 'oil&gasintegrated', 'thailandenergy', 'thailandoil&gasintegrated']"
"['japan', 'financials', 'banks', 'japanfinancials', 'japanbanks']"
"['unitedstates', 'financials', 'assetmanagement', 'unitedstatesfinancials', 'unitedstatesassetmanagement']"
"['china', 'realestate', 'realestate—development', 'chinarealestate', 'chinarealestate—development']"
"['hongkong', 'industrials', 'railroads', 'hongkongindustrials', 'hongkongrailroads']"
"['japan', 'industrials', 'specialtyindustrialmachinery', 'japanindustrials', 'japanspecialtyindustrialmachinery']"
"['germany', 'consumerstaples', 'household&personalproducts', 'germanyconsumerstaples', 'germanyhousehold&personalproducts']"
"['unitedstates', 'energy', 'oil&gasmidstream', 'unitedstatesenergy', 'unitedstatesoil&gasmidstream']"
"['canada', 'consumerstaples', 'grocerystores', 'canadaconsumerstaples', 'canadagrocerystores']"
"['unitedstates', 'healthcare', 'healthinformationservices', 'unitedstateshealthcare', 'unitedstateshealthinformationservices']"
"['unitedstates', 'communicationservices', 'internetcontent&information', 'unitedstatescommunicationservices', 'unitedstatesinternetcontent&information']"
"['finland', 'technology', 'communicationequipment', 'finlandtechnology', 'finlandcommunicationequipment']"
"['china', 'consumerdiscretionary', 'automanufacturers', 'chinaconsumerdiscretionary', 'chinaautomanufacturers']"
"['unitedstates', 'financials', 'assetmanagement', 'unitedstatesfinancials', 'unitedstatesassetmanagement']"
"['france', 'utilities', 'utilities—diversified', 'franceutilities', 'franceutilities—diversified']"
"['canada', 'basicmaterials', 'gold', 'canadabasicmaterials', 'canadagold']"
"['china', 'basicmaterials', 'buildingmaterials', 'chinabasicmaterials', 'chinabuildingmaterials']"
"['unitedstates', 'technology', 'software—infrastructure', 'unitedstatestechnology', 'unitedstatessoftware—infrastructure']"
"['china', 'financials', 'insurance—life', 'chinafinancials', 'chinainsurance—life']"
"['germany', 'utilities', 'utilities—diversified', 'germanyutilities', 'germanyutilities—diversified']"
"['unitedstates', 'industrials', 'specialtyindustrialmachinery', 'unitedstatesindustrials', 'unitedstatesspecialtyindustrialmachinery']"
"['china', 'healthcare', 'drugmanufacturers—general', 'chinahealthcare', 'chinadrugmanufacturers—general']"
"['taiwan', 'energy', 'oil&gasrefining&marketing', 'taiwanenergy', 'taiwanoil&gasrefining&marketing']"
"['netherlands', 'basicmaterials', 'specialtychemicals', 'netherlandsbasicmaterials', 'netherlandsspecialtychemicals']"
"['switzerland', 'communicationservices', 'telecomservices', 'switzerlandcommunicationservices', 'switzerlandtelecomservices']"
"['unitedstates', 'healthcare', 'drugmanufacturers—general', 'unitedstateshealthcare', 'unitedstatesdrugmanufacturers—general']"
"['japan', 'financials', 'banks', 'japanfinancials', 'japanbanks']"
"['ireland', 'basicmaterials', 'buildingmaterials', 'irelandbasicmaterials', 'irelandbuildingmaterials']"
"['hongkong', 'communicationservices', 'telecomservices', 'hongkongcommunicationservices', 'hongkongtelecomservices']"
"['unitedstates', 'utilities', 'utilities—regulatedelectric', 'unitedstatesutilities', 'unitedstatesutilities—regulatedelectric']"
"['china', 'technology', 'communicationequipment', 'chinatechnology', 'chinacommunicationequipment']"
"['japan', 'consumerstaples', 'tobacco', 'japanconsumerstaples', 'japantobacco']"
"['unitedstates', 'technology', 'electroniccomponents', 'unitedstatestechnology', 'unitedstateselectroniccomponents']"
"['australia', 'realestate', 'reit—diversified', 'australiarealestate', 'australiareit—diversified']"
"['unitedstates', 'energy', 'oil&gasmidstream', 'unitedstatesenergy', 'unitedstatesoil&gasmidstream']"
"['unitedstates', 'healthcare', 'diagnostics&research', 'unitedstateshealthcare', 'unitedstatesdiagnostics&research']"
"['indonesia', 'communicationservices', 'telecomservices', 'indonesiacommunicationservices', 'indonesiatelecomservices']"
"['unitedstates', 'basicmaterials', 'specialtychemicals', 'unitedstatesbasicmaterials', 'unitedstatesspecialtychemicals']"
"['japan', 'financials', 'banks', 'japanfinancials', 'japanbanks']"
"['china', 'realestate', 'realestate—development', 'chinarealestate', 'chinarealestate—development']"
"['china', 'consumerdiscretionary', 'automanufacturers', 'chinaconsumerdiscretionary', 'chinaautomanufacturers']"
"['unitedstates', 'industrials', 'farm&heavyconstructionmachinery', 'unitedstatesindustrials', 'unitedstatesfarm&heavyconstructionmachinery']"
"['brazil', 'industrials', 'specialtyindustrialmachinery', 'brazilindustrials', 'brazilspecialtyindustrialmachinery']"
"['unitedstates', 'consumerstaples', 'beverages—wineries&distilleries', 'unitedstatesconsumerstaples', 'unitedstatesbeverages—wineries&distilleries']"
"['unitedkingdom', 'financials', 'banks', 'unitedkingdomfinancials', 'unitedkingdombanks']"
"['china', 'consumerdiscretionary', 'leisure', 'chinaconsumerdiscretionary', 'chinaleisure']"
"['singapore', 'communicationservices', 'telecomservices', 'singaporecommunicationservices', 'singaporetelecomservices']"
"['china', 'consumerdiscretionary', 'furnishings,fixtures&appliances', 'chinaconsumerdiscretionary', 'chinafurnishings,fixtures&appliances']"
"['spain', 'communicationservices', 'telecomservices', 'spaincommunicationservices', 'spaintelecomservices']"
"['hongkong', 'industrials', 'conglomerates', 'hongkongindustrials', 'hongkongconglomerates']"
"['china', 'healthcare', 'biotechnology', 'chinahealthcare', 'chinabiotechnology']"
"['hongkong', 'realestate', 'realestate—development', 'hongkongrealestate', 'hongkongrealestate—development']"
"['unitedstates', 'healthcare', 'medicaldistribution', 'unitedstateshealthcare', 'unitedstatesmedicaldistribution']"
"['unitedstates', 'utilities', 'utilities—regulatedelectric', 'unitedstatesutilities', 'unitedstatesutilities—regulatedelectric']"
"['unitedstates', 'consumerdiscretionary', 'apparelretail', 'unitedstatesconsumerdiscretionary', 'unitedstatesapparelretail']"
"['southkorea', 'consumerdiscretionary', 'internetretail', 'southkoreaconsumerdiscretionary', 'southkoreainternetretail']"
"['china', 'financials', 'insurance—property&casualty', 'chinafinancials', 'chinainsurance—property&casualty']"
"['hongkong', 'industrials', 'conglomerates', 'hongkongindustrials', 'hongkongconglomerates']"
"['thailand', 'industrials', 'airports&airservices', 'thailandindustrials', 'thailandairports&airservices']"
"['unitedstates', 'communicationservices', 'broadcasting', 'unitedstatescommunicationservices', 'unitedstatesbroadcasting']"
"['unitedkingdom', 'consumerstaples', 'grocerystores', 'unitedkingdomconsumerstaples', 'unitedkingdomgrocerystores']"
"['germany', 'consumerdiscretionary', 'automanufacturers', 'germanyconsumerdiscretionary', 'germanyautomanufacturers']"
"['china', 'technology', 'semiconductors', 'chinatechnology', 'chinasemiconductors']"
"['unitedstates', 'industrials', 'consultingservices', 'unitedstatesindustrials', 'unitedstatesconsultingservices']"
"['unitedkingdom', 'industrials', 'rental&leasingservices', 'unitedkingdomindustrials', 'unitedkingdomrental&leasingservices']"
"['unitedstates', 'healthcare', 'healthinformationservices', 'unitedstateshealthcare', 'unitedstateshealthinformationservices']"
"['unitedstates', 'consumerstaples', 'packagedfoods', 'unitedstatesconsumerstaples', 'unitedstatespackagedfoods']"
"['australia', 'utilities', 'utilities—regulatedgas', 'australiautilities', 'australiautilities—regulatedgas']"
"['spain', 'utilities', 'utilities—regulatedgas', 'spainutilities', 'spainutilities—regulatedgas']"
"['hongkong', 'industrials', 'tools&accessories', 'hongkongindustrials', 'hongkongtools&accessories']"
"['unitedstates', 'industrials', 'railroads', 'unitedstatesindustrials', 'unitedstatesrailroads']"
"['unitedstates', 'financials', 'banks', 'unitedstatesfinancials', 'unitedstatesbanks']"
"['china', 'industrials', 'marineshipping', 'chinaindustrials', 'chinamarineshipping']"
"['germany', 'utilities', 'utilities—diversified', 'germanyutilities', 'germanyutilities—diversified']"
"['unitedstates', 'consumerdiscretionary', 'resorts&casinos', 'unitedstatesconsumerdiscretionary', 'unitedstatesresorts&casinos']"
"['china', 'consumerstaples', 'farmproducts', 'chinaconsumerstaples', 'chinafarmproducts']"
"['canada', 'communicationservices', 'telecomservices', 'canadacommunicationservices', 'canadatelecomservices']"
"['france', 'utilities', 'utilities—diversified', 'franceutilities', 'franceutilities—diversified']"
"['spain', 'technology', 'informationtechnologyservices', 'spaintechnology', 'spaininformationtechnologyservices']"
"['japan', 'healthcare', 'drugmanufacturers—general', 'japanhealthcare', 'japandrugmanufacturers—general']"
"['unitedstates', 'technology', 'scientific&technicalinstruments', 'unitedstatestechnology', 'unitedstatesscientific&technicalinstruments']"
"['unitedstates', 'consumerdiscretionary', 'packaging&containers', 'unitedstatesconsumerdiscretionary', 'unitedstatespackaging&containers']"
"['saudiarabia', 'utilities', 'utilities—regulatedelectric', 'saudiarabiautilities', 'saudiarabiautilities—regulatedelectric']"
"['unitedstates', 'realestate', 'reit—specialty', 'unitedstatesrealestate', 'unitedstatesreit—specialty']"
"['unitedstates', 'financials', 'financialdata&stockexchanges', 'unitedstatesfinancials', 'unitedstatesfinancialdata&stockexchanges']"
"['communicationservices', 'internetcontent&information']"
"['unitedstates', 'industrials', 'specialtybusinessservices', 'unitedstatesindustrials', 'unitedstatesspecialtybusinessservices']"
"['taiwan', 'financials', 'insurance—life', 'taiwanfinancials', 'taiwaninsurance—life']"
"['italy', 'financials', 'banks', 'italyfinancials', 'italybanks']"
"['belgium', 'financials', 'banks', 'belgiumfinancials', 'belgiumbanks']"
"['unitedstates', 'communicationservices', 'internetcontent&information', 'unitedstatescommunicationservices', 'unitedstatesinternetcontent&information']"
"['unitedkingdom', 'financials', 'insurancebrokers', 'unitedkingdomfinancials', 'unitedkingdominsurancebrokers']"
"['saudiarabia', 'financials', 'banks', 'saudiarabiafinancials', 'saudiarabiabanks']"
"['denmark', 'industrials', 'specialtyindustrialmachinery', 'denmarkindustrials', 'denmarkspecialtyindustrialmachinery']"
"['unitedstates', 'industrials', 'specialtyindustrialmachinery', 'unitedstatesindustrials', 'unitedstatesspecialtyindustrialmachinery']"
"['sweden', 'industrials', 'security&protectionservices', 'swedenindustrials', 'swedensecurity&protectionservices']"
"['unitedstates', 'realestate', 'reit—office', 'unitedstatesrealestate', 'unitedstatesreit—office']"
"['france', 'industrials', 'buildingproducts&equipment', 'franceindustrials', 'francebuildingproducts&equipment']"
"['unitedstates', 'healthcare', 'medicalinstruments&supplies', 'unitedstateshealthcare', 'unitedstatesmedicalinstruments&supplies']"
"['japan', 'technology', 'informationtechnologyservices', 'japantechnology', 'japaninformationtechnologyservices']"
"['unitedstates', 'utilities', 'utilities—regulatedwater', 'unitedstatesutilities', 'unitedstatesutilities—regulatedwater']"
"['unitedstates', 'realestate', 'realestateservices', 'unitedstatesrealestate', 'unitedstatesrealestateservices']"
"['unitedstates', 'financials', 'banks', 'unitedstatesfinancials', 'unitedstatesbanks']"
"['unitedkingdom', 'industrials', 'aerospace&defense', 'unitedkingdomindustrials', 'unitedkingdomaerospace&defense']"
"['unitedkingdom', 'industrials', 'industrialdistribution', 'unitedkingdomindustrials', 'unitedkingdomindustrialdistribution']"
"['unitedstates', 'consumerdiscretionary', 'travelservices', 'unitedstatesconsumerdiscretionary', 'unitedstatestravelservices']"
"['unitedstates', 'communicationservices', 'internetcontent&information', 'unitedstatescommunicationservices', 'unitedstatesinternetcontent&information']"
"['china', 'financials', 'banks', 'chinafinancials', 'chinabanks']"
"['unitedstates', 'realestate', 'reit—retail', 'unitedstatesrealestate', 'unitedstatesreit—retail']"
"['switzerland', 'healthcare', 'medicalinstruments&supplies', 'switzerlandhealthcare', 'switzerlandmedicalinstruments&supplies']"
"['canada', 'financials', 'banks', 'canadafinancials', 'canadabanks']"
"['unitedstates', 'basicmaterials', 'chemicals', 'unitedstatesbasicmaterials', 'unitedstateschemicals']"
"['japan', 'technology', 'computerhardware', 'japantechnology', 'japancomputerhardware']"
"['germany', 'financials', 'banks', 'germanyfinancials', 'germanybanks']"
"['canada', 'financials', 'insurance—property&casualty', 'canadafinancials', 'canadainsurance—property&casualty']"
"['unitedstates', 'utilities', 'utilities—regulatedelectric', 'unitedstatesutilities', 'unitedstatesutilities—regulatedelectric']"
"['unitedstates', 'industrials', 'airlines', 'unitedstatesindustrials', 'unitedstatesairlines']"
"['france', 'industrials', 'aerospace&defense', 'franceindustrials', 'franceaerospace&defense']"
"['unitedstates', 'technology', 'software—application', 'unitedstatestechnology', 'unitedstatessoftware—application']"
"['unitedstates', 'industrials', 'railroads', 'unitedstatesindustrials', 'unitedstatesrailroads']"
"['unitedstates', 'utilities', 'utilities—regulatedelectric', 'unitedstatesutilities', 'unitedstatesutilities—regulatedelectric']"
"['unitedstates', 'energy', 'oil&gasmidstream', 'unitedstatesenergy', 'unitedstatesoil&gasmidstream']"
"['sweden', 'industrials', 'specialtyindustrialmachinery', 'swedenindustrials', 'swedenspecialtyindustrialmachinery']"
"['germany', 'realestate', 'realestateservices', 'germanyrealestate', 'germanyrealestateservices']"
"['china', 'healthcare', 'biotechnology', 'chinahealthcare', 'chinabiotechnology']"
"['sweden', 'consumerdiscretionary', 'gambling', 'swedenconsumerdiscretionary', 'swedengambling']"
"['japan', 'consumerdiscretionary', 'autoparts', 'japanconsumerdiscretionary', 'japanautoparts']"
"['unitedstates', 'healthcare', 'medicaldevices', 'unitedstateshealthcare', 'unitedstatesmedicaldevices']"
"['china', 'healthcare', 'medicalcarefacilities', 'chinahealthcare', 'chinamedicalcarefacilities']"
"['china', 'energy', 'thermalcoal', 'chinaenergy', 'chinathermalcoal']"
"['unitedstates', 'technology', 'software—application', 'unitedstatestechnology', 'unitedstatessoftware—application']"
"['switzerland', 'consumerstaples', 'confectioners', 'switzerlandconsumerstaples', 'switzerlandconfectioners']"
"['unitedstates', 'consumerdiscretionary', 'specialtyretail', 'unitedstatesconsumerdiscretionary', 'unitedstatesspecialtyretail']"
"['taiwan', 'financials', 'insurance—life', 'taiwanfinancials', 'taiwaninsurance—life']"
"['russia', 'energy', 'oil&gasintegrated', 'russiaenergy', 'russiaoil&gasintegrated']"
"['unitedstates', 'financials', 'capitalmarkets', 'unitedstatesfinancials', 'unitedstatescapitalmarkets']"
"['china', 'technology', 'semiconductors', 'chinatechnology', 'chinasemiconductors']"
"['china', 'basicmaterials', 'chemicals', 'chinabasicmaterials', 'chinachemicals']"
"['japan', 'technology', 'informationtechnologyservices', 'japantechnology', 'japaninformationtechnologyservices']"
"['unitedstates', 'consumerstaples', 'packagedfoods', 'unitedstatesconsumerstaples', 'unitedstatespackagedfoods']"
"['finland', 'industrials', 'specialtyindustrialmachinery', 'finlandindustrials', 'finlandspecialtyindustrialmachinery']"
"['china', 'industrials', 'specialtyindustrialmachinery', 'chinaindustrials', 'chinaspecialtyindustrialmachinery']"
"['unitedstates', 'industrials', 'industrialdistribution', 'unitedstatesindustrials', 'unitedstatesindustrialdistribution']"
"['unitedstates', 'consumerdiscretionary', 'residentialconstruction', 'unitedstatesconsumerdiscretionary', 'unitedstatesresidentialconstruction']"
"['germany', 'healthcare', 'medicalinstruments&supplies', 'germanyhealthcare', 'germanymedicalinstruments&supplies']"
"['unitedstates', 'realestate', 'reit—industrial', 'unitedstatesrealestate', 'unitedstatesreit—industrial']"
"['finland', 'financials', 'insurance—diversified', 'finlandfinancials', 'finlandinsurance—diversified']"
"['spain', 'financials', 'banks', 'spainfinancials', 'spainbanks']"
"['unitedstates', 'technology', 'semiconductors', 'unitedstatestechnology', 'unitedstatessemiconductors']"
"['netherlands', 'communicationservices', 'publishing', 'netherlandscommunicationservices', 'netherlandspublishing']"
"['unitedstates', 'utilities', 'utilities—regulatedelectric', 'unitedstatesutilities', 'unitedstatesutilities—regulatedelectric']"
"['switzerland', 'financials', 'insurance—reinsurance', 'switzerlandfinancials', 'switzerlandinsurance—reinsurance']"
"['thailand', 'consumerstaples', 'beverages—wineries&distilleries', 'thailandconsumerstaples', 'thailandbeverages—wineries&distilleries']"
"['canada', 'financials', 'insurance—life', 'canadafinancials', 'canadainsurance—life']"
"['netherlands', 'healthcare', 'diagnostics&research', 'netherlandshealthcare', 'netherlandsdiagnostics&research']"
"['unitedstates', 'financials', 'banks', 'unitedstatesfinancials', 'unitedstatesbanks']"
"['china', 'financials', 'banks', 'chinafinancials', 'chinabanks']"
"['unitedstates', 'utilities', 'utilities—regulatedelectric', 'unitedstatesutilities', 'unitedstatesutilities—regulatedelectric']"
"['unitedstates', 'consumerstaples', 'household&personalproducts', 'unitedstatesconsumerstaples', 'unitedstateshousehold&personalproducts']"
"['unitedstates', 'technology', 'software—infrastructure', 'unitedstatestechnology', 'unitedstatessoftware—infrastructure']"
"['unitedstates', 'energy', 'oil&gase&p', 'unitedstatesenergy', 'unitedstatesoil&gase&p']"
"['unitedstates', 'healthcare', 'biotechnology', 'unitedstateshealthcare', 'unitedstatesbiotechnology']"
"['unitedstates', 'technology', 'software—infrastructure', 'unitedstatestechnology', 'unitedstatessoftware—infrastructure']"
"['unitedstates', 'industrials', 'airlines', 'unitedstatesindustrials', 'unitedstatesairlines']"
"['spain', 'utilities', 'utilities—renewable', 'spainutilities', 'spainutilities—renewable']"
"['unitedstates', 'technology', 'informationtechnologyservices', 'unitedstatestechnology', 'unitedstatesinformationtechnologyservices']"
"['unitedstates', 'technology', 'informationtechnologyservices', 'unitedstatestechnology', 'unitedstatesinformationtechnologyservices']"
"['unitedstates', 'basicmaterials', 'agriculturalinputs', 'unitedstatesbasicmaterials', 'unitedstatesagriculturalinputs']"
"['sweden', 'financials', 'banks', 'swedenfinancials', 'swedenbanks']"
"['hongkong', 'consumerdiscretionary', 'resorts&casinos', 'hongkongconsumerdiscretionary', 'hongkongresorts&casinos']"
"['france', 'industrials', 'specialtyindustrialmachinery', 'franceindustrials', 'francespecialtyindustrialmachinery']"
"['unitedstates', 'technology', 'solar', 'unitedstatestechnology', 'unitedstatessolar']"
"['hongkong', 'realestate', 'realestate—development', 'hongkongrealestate', 'hongkongrealestate—development']"
"['unitedstates', 'basicmaterials', 'specialtychemicals', 'unitedstatesbasicmaterials', 'unitedstatesspecialtychemicals']"
"['unitedstates', 'utilities', 'utilities—diversified', 'unitedstatesutilities', 'unitedstatesutilities—diversified']"
"['china', 'energy', 'thermalcoal', 'chinaenergy', 'chinathermalcoal']"
"['hongkong', 'utilities', 'utilities—regulatedelectric', 'hongkongutilities', 'hongkongutilities—regulatedelectric']"
"['switzerland', 'healthcare', 'medicalinstruments&supplies', 'switzerlandhealthcare', 'switzerlandmedicalinstruments&supplies']"
"['unitedstates', 'consumerdiscretionary', 'residentialconstruction', 'unitedstatesconsumerdiscretionary', 'unitedstatesresidentialconstruction']"
"['taiwan', 'basicmaterials', 'specialtychemicals', 'taiwanbasicmaterials', 'taiwanspecialtychemicals']"
"['unitedstates', 'industrials', 'rental&leasingservices', 'unitedstatesindustrials', 'unitedstatesrental&leasingservices']"
"['india', 'financials', 'banks', 'indiafinancials', 'indiabanks']"
"['brazil', 'financials', 'banks', 'brazilfinancials', 'brazilbanks']"
"['japan', 'industrials', 'electricalequipment&parts', 'japanindustrials', 'japanelectricalequipment&parts']"
"['unitedstates', 'technology', 'software—infrastructure', 'unitedstatestechnology', 'unitedstatessoftware—infrastructure']"
"['unitedstates', 'healthcare', 'diagnostics&research', 'unitedstateshealthcare', 'unitedstatesdiagnostics&research']"
"['unitedstates', 'financials', 'insurance—diversified', 'unitedstatesfinancials', 'unitedstatesinsurance—diversified']"
"['germany', 'utilities', 'utilities—diversified', 'germanyutilities', 'germanyutilities—diversified']"
"['china', 'consumerdiscretionary', 'automanufacturers', 'chinaconsumerdiscretionary', 'chinaautomanufacturers']"
"['japan', 'industrials', 'railroads', 'japanindustrials', 'japanrailroads']"
"['spain', 'communicationservices', 'telecomservices', 'spaincommunicationservices', 'spaintelecomservices']"
"['unitedstates', 'communicationservices', 'electronicgaming&multimedia', 'unitedstatescommunicationservices', 'unitedstateselectronicgaming&multimedia']"
"['taiwan', 'technology', 'electroniccomponents', 'taiwantechnology', 'taiwanelectroniccomponents']"
"['sweden', 'industrials', 'farm&heavyconstructionmachinery', 'swedenindustrials', 'swedenfarm&heavyconstructionmachinery']"
"['unitedstates', 'basicmaterials', 'buildingmaterials', 'unitedstatesbasicmaterials', 'unitedstatesbuildingmaterials']"
"['unitedkingdom', 'communicationservices', 'telecomservices', 'unitedkingdomcommunicationservices', 'unitedkingdomtelecomservices']"
"['japan', 'industrials', 'businessequipment&supplies', 'japanindustrials', 'japanbusinessequipment&supplies']"
"['germany', 'healthcare', 'medicalcarefacilities', 'germanyhealthcare', 'germanymedicalcarefacilities']"
"['unitedstates', 'realestate', 'reit—residential', 'unitedstatesrealestate', 'unitedstatesreit—residential']"
"['unitedstates', 'technology', 'software—application', 'unitedstatestechnology', 'unitedstatessoftware—application']"
"['unitedstates', 'financials', 'assetmanagement', 'unitedstatesfinancials', 'unitedstatesassetmanagement']"
"['china', 'consumerdiscretionary', 'automanufacturers', 'chinaconsumerdiscretionary', 'chinaautomanufacturers']"
"['spain', 'industrials', 'airports&airservices', 'spainindustrials', 'spainairports&airservices']"
"['taiwan', 'industrials', 'marineshipping', 'taiwanindustrials', 'taiwanmarineshipping']"
"['australia', 'energy', 'oil&gase&p', 'australiaenergy', 'australiaoil&gase&p']"
"['unitedstates', 'communicationservices', 'entertainment', 'unitedstatescommunicationservices', 'unitedstatesentertainment']"
"['china', 'consumerdiscretionary', 'textilemanufacturing', 'chinaconsumerdiscretionary', 'chinatextilemanufacturing']"
"['unitedstates', 'utilities', 'utilities—regulatedelectric', 'unitedstatesutilities', 'unitedstatesutilities—regulatedelectric']"
"['unitedstates', 'industrials', 'specialtyindustrialmachinery', 'unitedstatesindustrials', 'unitedstatesspecialtyindustrialmachinery']"
"['unitedstates', 'consumerdiscretionary', 'apparelmanufacturing', 'unitedstatesconsumerdiscretionary', 'unitedstatesapparelmanufacturing']"
"['japan', 'healthcare', 'medicalinstruments&supplies', 'japanhealthcare', 'japanmedicalinstruments&supplies']"
"['unitedstates', 'healthcare', 'biotechnology', 'unitedstateshealthcare', 'unitedstatesbiotechnology']"
"['unitedstates', 'realestate', 'reit—residential', 'unitedstatesrealestate', 'unitedstatesreit—residential']"
"['china', 'financials', 'capitalmarkets', 'chinafinancials', 'chinacapitalmarkets']"
"['japan', 'healthcare', 'medicalinstruments&supplies', 'japanhealthcare', 'japanmedicalinstruments&supplies']"
"['france', 'financials', 'banks', 'francefinancials', 'francebanks']"
"['china', 'consumerstaples', 'farmproducts', 'chinaconsumerstaples', 'chinafarmproducts']"
"['unitedstates', 'communicationservices', 'broadcasting', 'unitedstatescommunicationservices', 'unitedstatesbroadcasting']"
"['china', 'industrials', 'farm&heavyconstructionmachinery', 'chinaindustrials', 'chinafarm&heavyconstructionmachinery']"
"['unitedstates', 'consumerdiscretionary', 'travelservices', 'unitedstatesconsumerdiscretionary', 'unitedstatestravelservices']"
"['china', 'consumerdiscretionary', 'lodging', 'chinaconsumerdiscretionary', 'chinalodging']"
"['switzerland', 'technology', 'scientific&technicalinstruments', 'switzerlandtechnology', 'switzerlandscientific&technicalinstruments']"
"['taiwan', 'technology', 'semiconductors', 'taiwantechnology', 'taiwansemiconductors']"
"['unitedstates', 'communicationservices', 'entertainment', 'unitedstatescommunicationservices', 'unitedstatesentertainment']"
"['taiwan', 'basicmaterials', 'specialtychemicals', 'taiwanbasicmaterials', 'taiwanspecialtychemicals']"
"['canada', 'utilities', 'utilities—regulatedelectric', 'canadautilities', 'canadautilities—regulatedelectric']"
"['unitedstates', 'financials', 'mortgagefinance', 'unitedstatesfinancials', 'unitedstatesmortgagefinance']"
"['unitedstates', 'technology', 'semiconductors', 'unitedstatestechnology', 'unitedstatessemiconductors']"
"['southafrica', 'communicationservices', 'telecomservices', 'southafricacommunicationservices', 'southafricatelecomservices']"
"['japan', 'industrials', 'farm&heavyconstructionmachinery', 'japanindustrials', 'japanfarm&heavyconstructionmachinery']"
"['canada', 'basicmaterials', 'copper', 'canadabasicmaterials', 'canadacopper']"
"['indonesia', 'financials', 'banks', 'indonesiafinancials', 'indonesiabanks']"
"['germany', 'consumerstaples', 'household&personalproducts', 'germanyconsumerstaples', 'germanyhousehold&personalproducts']"
"['china', 'industrials', 'electricalequipment&parts', 'chinaindustrials', 'chinaelectricalequipment&parts']"
"['unitedstates', 'industrials', 'tools&accessories', 'unitedstatesindustrials', 'unitedstatestools&accessories']"
"['china', 'basicmaterials', 'steel', 'chinabasicmaterials', 'chinasteel']"
"['ireland', 'healthcare', 'drugmanufacturers—general', 'irelandhealthcare', 'irelanddrugmanufacturers—general']"
"['france', 'consumerdiscretionary', 'autoparts', 'franceconsumerdiscretionary', 'franceautoparts']"
"['unitedkingdom', 'utilities', 'utilities—diversified', 'unitedkingdomutilities', 'unitedkingdomutilities—diversified']"
"['spain', 'utilities', 'utilities—regulatedelectric', 'spainutilities', 'spainutilities—regulatedelectric']"
"['unitedstates', 'realestate', 'reit—healthcarefacilities', 'unitedstatesrealestate', 'unitedstatesreit—healthcarefacilities']"
"['china', 'industrials', 'electricalequipment&parts', 'chinaindustrials', 'chinaelectricalequipment&parts']"
"['unitedstates', 'technology', 'software—infrastructure', 'unitedstatestechnology', 'unitedstatessoftware—infrastructure']"
"['japan', 'healthcare', 'healthinformationservices', 'japanhealthcare', 'japanhealthinformationservices']"
"['unitedstates', 'utilities', 'utilities—diversified', 'unitedstatesutilities', 'unitedstatesutilities—diversified']"
"['ireland', 'healthcare', 'medicalinstruments&supplies', 'irelandhealthcare', 'irelandmedicalinstruments&supplies']"
"['unitedstates', 'consumerdiscretionary', 'specialtyretail', 'unitedstatesconsumerdiscretionary', 'unitedstatesspecialtyretail']"
"['china', 'financials', 'capitalmarkets', 'chinafinancials', 'chinacapitalmarkets']"
"['unitedstates', 'basicmaterials', 'buildingmaterials', 'unitedstatesbasicmaterials', 'unitedstatesbuildingmaterials']"
"['japan', 'financials', 'creditservices', 'japanfinancials', 'japancreditservices']"
"['switzerland', 'industrials', 'specialtyindustrialmachinery', 'switzerlandindustrials', 'switzerlandspecialtyindustrialmachinery']"
"['russia', 'basicmaterials', 'gold', 'russiabasicmaterials', 'russiagold']"
"['japan', 'industrials', 'railroads', 'japanindustrials', 'japanrailroads']"
"['netherlands', 'consumerstaples', 'beverages—brewers', 'netherlandsconsumerstaples', 'netherlandsbeverages—brewers']"
"['saudiarabia', 'basicmaterials', 'agriculturalinputs', 'saudiarabiabasicmaterials', 'saudiarabiaagriculturalinputs']"
"['denmark', 'healthcare', 'biotechnology', 'denmarkhealthcare', 'denmarkbiotechnology']"
