00-avengers-country,01-DDD-country,02-GioPonSpiz-country,03-gren-country,04-iGMM-country,05-MalPatSaj-country,06-MarScoToc-country
india,brazil,usa,india,,usa,japan
,usa,usa,chile,,usa,canada
canada,hong-kong,hong kong,usa,USA,japan,usa
israel,usa,australia,usa,,usa,germany
usa,japan,spain,japan,,usa,usa
usa,france,germany,usa,,hong kong,japan
usa,china,denmark,usa,India,uk,usa
usa,south-korea,canada,canada,,japan,usa
usa,india,india,israel,,canada,usa
usa,thailand,usa,usa,,usa,usa
india,china,hong kong,indonesia,India,usa,usa
usa,canada,usa,usa,Hong Kong,usa,usa
usa,japan,norway,luxembourg,,usa,usa
usa,china,usa,belgium,,usa,germany
south africa,china,usa,germany,USA,norway,usa
japan,usa,usa,usa,China,india,usa
usa,france,usa,indonesia,,australia,norway
usa,spain,germany,usa,India,singapore,usa
canada,japan,usa,usa,,india,usa
usa,usa,hong kong,bermuda,,usa,usa
france,switzerland,spain,luxembourg,,uk,
usa,south-africa,usa,canada,USA,usa,
usa,usa,usa,spain,USA,india,usa
usa,usa,singapore,india,,canada,usa
,sweden,canada,usa,USA,usa,canada
usa,spain,japan,austria,USA,usa,usa
usa,usa,austria,canada,,usa,
india,japan,usa,usa,,israel,spain
usa,japan,usa,japan,,malaysia,germany
usa,canada,usa,singapore,,usa,uk
japan,china,usa,usa,USA,switzerland,finland
usa,japan,uk,usa,,india,usa
india,usa,germany,india,,usa,usa
usa,ireland,usa,usa,Germany,usa,usa
france,china,brazil,uk,,s. korea,uk
usa,singapore,usa,hong kong,,s. korea,usa
usa,china,usa,usa,,usa,denmark
japan,usa,japan,usa,,canada,usa
usa,usa,finland,romania,,germany,uk
usa,denmark,poland,usa,,japan,usa
usa,united-kingdom,usa,usa,USA,usa,canada
usa,usa,bermuda,usa,,s. korea,usa
india,usa,uk,india,USA,usa,usa
usa,canada,austria,hong kong,,germany,usa
usa,united-kingdom,germany,switzerland,,hong kong,usa
usa,united-kingdom,italy,australia,India,turkey,mexico
usa,japan,usa,usa,,usa,singapore
india,hong-kong,turkey,usa,USA,usa,usa
india,south-korea,argentina,indonesia,,usa,usa
italy,switzerland,usa,usa,,usa,
india,usa,usa,usa,,china,italy
usa,hong-kong,denmark,usa,,usa,turkey
usa,china,canada,usa,,usa,indonesia
india,taiwan,usa,germany,,south africa,indonesia
sweden,finland,germany,italy,USA,uk,usa
india,japan,france,usa,,luxembourg,south korea
india,canada,india,south africa,,switzerland,usa
canada,usa,usa,usa,,usa,usa
usa,sweden,bermuda,usa,,usa,france
usa,usa,china,usa,USA,japan,usa
india,usa,usa,sweden,USA,canada,denmark
usa,india,usa,india,,germany,finland
usa,usa,argentina,germany,,switzerland,brazil
usa,china,brazil,usa,,denmark,india
usa,usa,usa,usa,India,india,usa
usa,singapore,usa,usa,USA,hong kong,usa
india,switzerland,usa,argentina,,turkey,usa
india,china,usa,usa,,thailand,canada
india,usa,usa,usa,USA,usa,poland
usa,india,india,denmark,,australia,south africa
usa,japan,usa,japan,,australia,south korea
usa,india,usa,switzerland,,japan,usa
usa,china,usa,china,USA,usa,brazil
usa,australia,switzerland,spain,,hong kong,japan
usa,switzerland,japan,india,,spain,canada
india,switzerland,singapore,usa,,usa,usa
canada,usa,canada,monaco,USA,usa,uk
usa,australia,usa,india,USA,usa,
china,usa,indonesia,usa,,usa,usa
usa,usa,usa,usa,,japan,usa
usa,usa,india,usa,,usa,india
china,denmark,s. korea,uk,India,usa,usa
canada,china,south africa,usa,India,austria,usa
india,germany,usa,usa,USA,usa,united arab emirates
,usa,finland,s. korea,,japan,usa
poland,japan,austria,indonesia,,usa,belgium
canada,canada,usa,uk,USA,india,indonesia
india,hong-kong,hong kong,usa,,mexico,india
usa,japan,usa,usa,USA,india,usa
usa,usa,usa,south africa,,usa,usa
usa,usa,s. korea,usa,,s. korea,india
hong kong,usa,uk,uk,India,usa,canada
usa,china,usa,s. korea,,israel,usa
australia,india,uae,usa,USA,usa,usa
usa,canada,norway,denmark,,switzerland,portugal
usa,usa,india,france,,usa,india
usa,usa,usa,germany,,usa,switzerland
south africa,united-kingdom,usa,france,USA,france,usa
usa,usa,usa,canada,,india,sweden
usa,china,usa,germany,USA,poland,usa
usa,usa,belgium,japan,,south africa,australia
israel,china,japan,usa,,brazil,australia
usa,canada,usa,usa,,uk,uk
india,ireland,usa,usa,,india,usa
usa,japan,france,usa,Israel,usa,switzerland
usa,usa,uk,china,,usa,australia
india,south-africa,usa,south africa,USA,bermuda,usa
usa,usa,mexico,usa,USA,usa,canada
usa,usa,india,india,,usa,switzerland
china,usa,luxembourg,usa,USA,italy,indonesia
uk,usa,usa,usa,,spain,usa
usa,usa,usa,usa,India,uk,india
switzerland,usa,usa,hong kong,UK,israel,usa
,hong-kong,usa,poland,,usa,india
thailand,usa,s. korea,finland,USA,usa,usa
usa,china,usa,usa,USA,belgium,usa
usa,united-kingdom,usa,usa,,usa,usa
usa,usa,bermuda,usa,,usa,usa
usa,usa,usa,uk,,chile,usa
usa,spain,canada,usa,India,usa,india
usa,denmark,usa,usa,USA,uk,switzerland
india,usa,usa,israel,India,uk,usa
usa,usa,iceland,switzerland,France,usa,
usa,usa,usa,usa,India,germany,usa
usa,usa,usa,usa,,usa,uk
usa,canada,usa,canada,,usa,canada
usa,japan,canada,usa,,france,usa
usa,finland,japan,usa,,india,usa
,usa,canada,usa,,france,usa
india,brazil,usa,brazil,Cyprus,canada,usa
usa,usa,india,singapore,USA,usa,usa
usa,saudi-arabia,chile,austria,,usa,usa
usa,japan,usa,uk,,brazil,usa
india,japan,indonesia,usa,,usa,usa
usa,usa,usa,usa,Switzerland,singapore,france
usa,switzerland,brazil,usa,USA,usa,usa
usa,usa,s. korea,peru,USA,france,usa
india,france,usa,usa,,usa,
usa,united-kingdom,usa,india,USA,uk,chile
uk,japan,usa,usa,,india,south africa
india,usa,switzerland,uk,USA,usa,
singapore,france,usa,usa,USA,usa,germany
,china,sweden,india,,canada,israel
usa,usa,france,usa,USA,usa,usa
usa,usa,usa,usa,,germany,japan
poland,united-kingdom,israel,usa,,denmark,india
usa,switzerland,switzerland,usa,,usa,south korea
usa,poland,south africa,usa,,usa,usa
usa,belgium,indonesia,canada,,india,india
canada,usa,australia,malaysia,India,canada,japan
india,usa,usa,germany,,canada,usa
usa,usa,usa,australia,,usa,usa
usa,china,usa,usa,USA,canada,usa
usa,germany,south africa,australia,New Zealand,usa,usa
usa,usa,usa,south africa,,austria,poland
usa,usa,uk,jersey,,austria,india
india,usa,canada,hong kong,India,usa,usa
usa,usa,s. korea,austria,USA,usa,
usa,saudi-arabia,usa,brazil,India,usa,brazil
usa,japan,uk,india,,uk,australia
china,japan,usa,china,,germany,usa
usa,brazil,belgium,belgium,,usa,usa
usa,norway,australia,canada,,brazil,uk
usa,usa,usa,usa,,usa,usa
india,canada,australia,usa,USA,usa,belgium
usa,japan,china,usa,,usa,usa
india,denmark,usa,usa,USA,mexico,hong kong
china,usa,monaco,switzerland,,india,canada
india,usa,switzerland,uk,,india,south korea
israel,germany,usa,india,,usa,hong kong
canada,china,austria,germany,,usa,usa
usa,usa,usa,usa,Spain,uk,usa
usa,china,usa,usa,India,japan,usa
usa,japan,usa,usa,USA,usa,australia
usa,united-kingdom,usa,germany,USA,india,usa
usa,canada,usa,usa,India,usa,usa
usa,china,germany,usa,,australia,
usa,sweden,usa,usa,,usa,singapore
uk,usa,hong kong,usa,USA,israel,germany
usa,south-korea,uk,india,,canada,france
india,usa,india,india,USA,spain,usa
usa,italy,canada,usa,USA,uk,usa
usa,usa,usa,canada,,,south africa
usa,china,china,usa,,,usa
usa,usa,austria,usa,,usa,usa
india,canada,usa,japan,,usa,uk
usa,usa,usa,usa,,new zealand,usa
usa,hong-kong,belgium,switzerland,,taiwan,china
usa,japan,turkey,cyprus,,usa,usa
usa,hong-kong,brazil,mexico,Canada,usa,china
uk,switzerland,usa,india,,austria,canada
usa,netherlands,iceland,usa,,israel,israel
canada,usa,usa,canada,USA,germany,canada
,usa,usa,france,,brazil,india
usa,south-korea,usa,india,Canada,usa,uk
india,usa,japan,usa,USA,usa,spain
usa,israel,usa,uk,,canada,usa
usa,hong-kong,switzerland,usa,,india,usa
usa,usa,usa,austria,,sweden,norway
usa,japan,france,usa,USA,usa,
france,germany,india,usa,Austria,usa,usa
usa,usa,israel,usa,USA,uk,usa
usa,thailand,uk,usa,,usa,canada
france,japan,india,colombia,,austria,usa
usa,japan,usa,israel,India,usa,usa
usa,japan,usa,usa,USA,usa,usa
usa,india,poland,usa,,usa,hong kong
japan,japan,usa,usa,,usa,usa
usa,japan,india,usa,,spain,
india,usa,india,usa,,canada,malaysia
india,china,canada,canada,USA,s. korea,canada
usa,none,south africa,usa,India,usa,japan
india,canada,usa,usa,,usa,india
usa,india,japan,switzerland,,usa,france
usa,ireland,canada,india,,usa,canada
usa,usa,germany,india,,s. korea,usa
usa,switzerland,austria,usa,,taiwan,south korea
usa,thailand,usa,usa,,poland,uk
canada,hong-kong,usa,usa,USA,usa,usa
usa,south-korea,usa,india,,usa,usa
canada,china,uk,canada,,usa,germany
usa,taiwan,usa,australia,USA,denmark,germany
india,usa,peru,iceland,,usa,usa
italy,canada,spain,china,USA,usa,indonesia
usa,usa,usa,usa,USA,canada,uk
usa,india,canada,japan,,usa,usa
israel,usa,australia,usa,,usa,usa
,usa,uk,usa,,finland,usa
israel,switzerland,usa,usa,Australia,usa,spain
usa,india,usa,usa,India,uk,south africa
india,usa,china,ireland,,norway,
usa,usa,usa,usa,,usa,
usa,usa,hong kong,india,,usa,usa
usa,france,singapore,canada,,canada,
malaysia,russia,canada,usa,,denmark,usa
usa,germany,usa,spain,,usa,brazil
usa,usa,india,australia,USA,usa,usa
usa,usa,usa,usa,,usa,usa
poland,india,ireland,france,Finland,germany,germany
japan,none,cyprus,usa,,australia,usa
usa,canada,india,india,USA,greece,usa
canada,india,india,spain,,usa,usa
israel,china,usa,india,,india,usa
usa,netherlands,malaysia,usa,,chile,usa
usa,italy,usa,usa,,usa,usa
germany,usa,usa,switzerland,USA,hong kong,usa
usa,united-kingdom,usa,france,USA,usa,japan
usa,china,usa,india,USA,switzerland,usa
usa,usa,india,usa,USA,usa,usa
usa,japan,france,indonesia,USA,usa,india
usa,saudi-arabia,singapore,india,,switzerland,denmark
usa,none,colombia,canada,USA,usa,usa
usa,usa,usa,usa,,usa,israel
usa,spain,usa,israel,,usa,usa
usa,usa,usa,usa,,south africa,canada
usa,hong-kong,japan,usa,India,usa,usa
usa,japan,usa,china,,switzerland,
usa,usa,usa,turkey,,austria,
usa,china,usa,indonesia,,usa,canada
japan,australia,india,canada,,s. korea,indonesia
finland,china,uk,canada,,usa,india
usa,usa,usa,usa,Germany,chile,india
usa,japan,germany,canada,USA,usa,switzerland
india,india,usa,s. arabia,,germany,usa
canada,usa,usa,usa,,usa,usa
usa,china,canada,india,USA,usa,usa
taiwan,usa,india,japan,,italy,usa
india,united-kingdom,usa,usa,Brazil,usa,usa
usa,usa,usa,india,,usa,spain
usa,usa,india,usa,USA,usa,switzerland
usa,france,spain,usa,,usa,switzerland
usa,usa,s. korea,usa,,usa,usa
usa,usa,canada,india,India,switzerland,usa
india,usa,canada,usa,,canada,india
usa,usa,france,china,,uk,israel
india,usa,sweden,usa,,usa,china
usa,canada,usa,usa,,usa,spain
india,germany,usa,usa,,usa,usa
france,usa,israel,denmark,Israel,usa,turkey
usa,germany,spain,singapore,,canada,usa
usa,united-arab-emirates,switzerland,uk,Taiwan,hong kong,china
usa,usa,usa,usa,USA,australia,usa
usa,usa,usa,iceland,,usa,usa
usa,china,spain,usa,USA,canada,uk
canada,sweden,india,switzerland,,usa,usa
usa,sweden,switzerland,germany,Sweden,uk,usa
usa,usa,usa,turkey,,usa,usa
india,switzerland,usa,israel,,usa,singapore
canada,ireland,india,usa,,south africa,usa
,usa,switzerland,ireland,India,india,switzerland
india,usa,usa,usa,Israel,india,france
,usa,usa,usa,USA,israel,usa
usa,usa,india,uk,,usa,uk
usa,usa,usa,new zealand,,hong kong,ireland
usa,china,usa,usa,,south africa,usa
usa,france,usa,usa,Finland,usa,south korea
usa,japan,indonesia,usa,,usa,usa
usa,usa,usa,usa,Poland,germany,israel
canada,italy,usa,denmark,,india,india
usa,usa,usa,spain,USA,usa,usa
japan,usa,india,usa,USA,germany,canada
usa,india,israel,usa,,israel,usa
usa,japan,usa,usa,,turkey,denmark
usa,usa,usa,india,,germany,usa
uk,united-kingdom,new zealand,usa,,spain,usa
india,switzerland,usa,usa,,italy,australia
china,usa,usa,usa,,usa,usa
netherlands,mexico,usa,usa,USA,usa,canada
usa,mexico,canada,italy,,canada,usa
poland,germany,uk,india,India,uk,usa
brazil,usa,usa,japan,,switzerland,usa
india,usa,new zealand,usa,India,switzerland,china
canada,usa,usa,uk,South Korea,usa,usa
usa,singapore,usa,india,USA,canada,usa
usa,indonesia,usa,s. korea,,china,uk
usa,china,denmark,usa,,usa,usa
usa,usa,china,new zealand,,usa,india
usa,canada,usa,uk,,canada,india
usa,united-arab-emirates,usa,canada,USA,usa,usa
usa,usa,s. arabia,usa,,germany,new zealand
canada,usa,canada,s. korea,,south africa,usa
usa,china,usa,india,USA,usa,usa
usa,australia,usa,turkey,Germany,usa,turkey
usa,usa,usa,usa,,usa,usa
usa,switzerland,usa,usa,,usa,canada
usa,switzerland,china,s. korea,,turkey,usa
india,saudi-arabia,usa,india,,usa,usa
india,canada,india,uk,,taiwan,usa
italy,china,usa,india,,india,new zealand
usa,china,india,portugal,,usa,usa
usa,japan,japan,new zealand,USA,germany,usa
china,usa,usa,usa,,usa,india
usa,japan,italy,germany,,germany,canada
usa,saudi-arabia,usa,india,Argentina,usa,japan
usa,indonesia,uk,usa,USA,usa,usa
usa,china,usa,usa,,usa,usa
usa,ireland,india,brazil,,usa,usa
usa,sweden,germany,usa,India,greece,
usa,none,germany,mexico,USA,chile,saudi arabia
canada,india,usa,usa,,canada,usa
usa,united-kingdom,brazil,south africa,,india,uk
usa,malaysia,india,germany,,usa,italy
usa,switzerland,usa,usa,,usa,india
usa,usa,india,usa,,israel,usa
usa,canada,new zealand,canada,,iceland,usa
usa,usa,s. korea,usa,,usa,japan
usa,usa,usa,india,,uk,usa
usa,usa,canada,japan,Germany,france,usa
usa,denmark,usa,usa,,netherlands,chile
uk,china,usa,usa,USA,usa,usa
usa,spain,usa,france,Turkey,netherlands,new zealand
usa,china,israel,usa,India,usa,india
hong kong,usa,usa,usa,,canada,usa
usa,usa,usa,south africa,Canada,usa,brazil
usa,india,india,austria,,usa,uk
usa,germany,india,usa,,yman islands,hong kong
hong kong,taiwan,canada,usa,,israel,india
usa,china,china,uk,,usa,india
switzerland,sweden,usa,usa,,uk,india
usa,denmark,usa,germany,,spain,italy
india,germany,india,usa,,canada,usa
usa,ireland,australia,usa,,uk,south korea
usa,india,india,finland,Brazil,usa,usa
uk,usa,usa,switzerland,,usa,uk
usa,finland,usa,usa,Canada,uk,usa
india,usa,canada,usa,USA,portugal,france
india,usa,portugal,usa,,usa,usa
usa,usa,finland,japan,,usa,germany
usa,netherlands,germany,usa,,uk,germany
china,usa,indonesia,india,South Korea,china,usa
usa,canada,usa,germany,USA,sweden,usa
india,france,denmark,canada,USA,japan,uk
usa,usa,india,india,,usa,spain
usa,usa,indonesia,hong kong,Germany,,canada
,finland,uk,india,,usa,china
usa,israel,usa,canada,,india,uk
usa,spain,canada,usa,,usa,canada
usa,united-kingdom,uk,uk,,usa,india
usa,germany,usa,usa,India,norway,israel
china,usa,usa,usa,,usa,mexico
sweden,india,uk,australia,USA,usa,usa
,usa,usa,china,USA,canada,usa
hong kong,china,usa,usa,USA,usa,usa
canada,japan,usa,usa,,austria,turkey
usa,japan,japan,india,,germany,china
usa,canada,germany,usa,,usa,usa
usa,ireland,turkey,usa,,usa,usa
usa,france,germany,canada,,usa,canada
canada,usa,usa,india,,ech republic,usa
india,china,usa,usa,,usa,india
,china,usa,singapore,,usa,sweden
china,usa,usa,usa,USA,canada,finland
india,united-kingdom,usa,uk,USA,usa,south africa
india,spain,usa,usa,India,canada,india
usa,germany,usa,usa,,canada,germany
usa,sweden,usa,israel,,ru,india
usa,germany,usa,canada,,usa,india
usa,usa,south africa,usa,Malaysia,usa,south africa
usa,norway,turkey,uk,,usa,chile
usa,usa,usa,usa,,denmark,usa
usa,finland,germany,usa,,usa,spain
usa,canada,india,australia,USA,usa,china
usa,usa,canada,china,,usa,usa
india,usa,usa,uk,,india,usa
usa,usa,usa,canada,,canada,usa
usa,australia,usa,bermuda,,usa,usa
usa,india,india,usa,USA,singapore,china
china,united-kingdom,usa,germany,,india,usa
india,usa,usa,canada,,usa,usa
japan,usa,south africa,usa,USA,usa,france
usa,usa,usa,uk,USA,usa,australia
australia,switzerland,germany,s. korea,,usa,canada
india,usa,spain,s. arabia,Singapore,usa,usa
usa,switzerland,usa,usa,,usa,uk
india,germany,denmark,usa,USA,usa,australia
usa,thailand,india,canada,,le of man,usa
usa,taiwan,usa,uk,,japan,india
usa,canada,usa,usa,UK,usa,germany
usa,hong-kong,uk,usa,,usa,germany
usa,usa,usa,usa,,india,japan
germany,switzerland,india,chile,India,israel,switzerland
uk,canada,usa,usa,USA,taiwan,usa
usa,usa,israel,usa,,spain,germany
hong kong,japan,mexico,canada,,usa,usa
south korea,netherlands,chile,usa,Canada,uk,usa
india,usa,usa,india,,brazil,usa
usa,china,sweden,uk,India,usa,india
finland,australia,usa,south africa,USA,usa,india
usa,usa,australia,hong kong,USA,usa,usa
indonesia,china,france,france,USA,usa,uk
india,united-kingdom,uk,usa,,usa,usa
cambodia,usa,hong kong,singapore,,israel,new zealand
usa,usa,spain,finland,,new zealand,
,usa,south africa,usa,,usa,south korea
usa,canada,australia,usa,USA,usa,uk
usa,china,china,uk,UK,usa,usa
usa,usa,uk,usa,,uk,switzerland
india,usa,usa,switzerland,,usa,usa
,india,france,usa,,poland,usa
usa,china,switzerland,canada,USA,usa,switzerland
germany,usa,china,usa,,usa,usa
usa,france,usa,spain,Germany,usa,canada
usa,usa,new zealand,usa,,usa,usa
south korea,china,australia,usa,USA,denmark,usa
usa,germany,usa,uk,USA,usa,usa
germany,usa,japan,spain,,usa,india
usa,netherlands,usa,usa,,usa,uk
usa,usa,uk,usa,,canada,australia
india,usa,india,usa,India,usa,japan
usa,usa,usa,singapore,,india,usa
canada,usa,usa,china,,usa,usa
usa,usa,usa,australia,India,singapore,saudi arabia
usa,china,uk,usa,,usa,usa
singapore,china,usa,canada,,usa,brazil
usa,usa,canada,canada,USA,ernsey,singapore
usa,usa,s. arabia,india,,usa,usa
canada,usa,chile,usa,,india,usa
usa,china,usa,india,China,germany,france
india,france,usa,hong kong,USA,usa,usa
india,usa,usa,usa,,russia,canada
usa,united-kingdom,canada,usa,,germany,usa
china,usa,italy,usa,,usa,usa
taiwan,australia,switzerland,usa,,usa,uk
usa,switzerland,s. korea,india,USA,france,usa
usa,france,uk,sweden,,usa,usa
india,usa,usa,usa,,south africa,ireland
usa,india,usa,singapore,USA,uk,india
usa,ireland,usa,usa,USA,usa,
,usa,singapore,south africa,USA,turkey,taiwan
usa,usa,turkey,usa,,usa,denmark
usa,china,brazil,usa,,france,hong kong
france,usa,japan,usa,,usa,israel
usa,united-kingdom,usa,germany,,bermuda,canada
israel,japan,switzerland,usa,Monaco,usa,usa
india,usa,south africa,china,,canada,finland
usa,usa,ireland,malta,,usa,singapore
india,usa,usa,canada,,uk,usa
india,usa,usa,taiwan,USA,germany,usa
germany,usa,usa,brazil,,usa,usa
,china,taiwan,usa,India,india,usa
usa,usa,usa,chile,,usa,usa
usa,usa,canada,japan,USA,usa,usa
hong kong,united-arab-emirates,austria,usa,,uk,france
india,denmark,s. korea,france,,indonesia,singapore
usa,switzerland,austria,canada,,luxembourg,usa
usa,france,usa,usa,USA,austria,
uk,netherlands,india,usa,,usa,usa
usa,usa,usa,usa,,canada,usa
usa,usa,usa,austria,,australia,canada
usa,united-kingdom,canada,sweden,,usa,india
switzerland,usa,usa,canada,USA,usa,usa
usa,usa,usa,usa,Switzerland,usa,usa
usa,usa,usa,indonesia,,usa,usa
usa,switzerland,india,new zealand,Finland,usa,france
canada,usa,usa,usa,,austria,canada
usa,usa,usa,usa,,usa,india
usa,south-korea,india,germany,,usa,
usa,usa,hong kong,usa,,s. korea,uk
usa,usa,israel,bermuda,Canada,usa,uk
malaysia,usa,singapore,usa,Germany,uk,usa
india,usa,usa,usa,USA,usa,usa
china,france,uk,usa,Brazil,usa,
usa,usa,usa,usa,Canada,spain,usa
usa,usa,uk,usa,,usa,india
usa,usa,singapore,usa,,israel,india
usa,china,usa,luxembourg,USA,usa,india
usa,usa,usa,china,Saudi Arabia,taiwan,indonesia
,usa,usa,uk,,japan,uk
usa,usa,usa,usa,,usa,usa
india,saudi-arabia,france,uk,,new zealand,south africa
usa,usa,usa,india,USA,uk,usa
china,china,luxembourg,india,India,finland,usa
usa,taiwan,uk,usa,,usa,japan
usa,usa,switzerland,usa,,france,south africa
south korea,usa,usa,japan,,brazil,usa
usa,usa,bermuda,austria,,usa,india
usa,usa,usa,uk,USA,india,usa
usa,usa,usa,usa,,germany,germany
usa,usa,usa,israel,,usa,canada
israel,south-korea,greece,usa,Brazil,usa,usa
usa,usa,usa,germany,,india,taiwan
usa,netherlands,usa,india,,usa,hong kong
usa,none,france,uk,,usa,uk
canada,usa,finland,denmark,,usa,usa
usa,norway,usa,switzerland,Argentina,usa,finland
usa,usa,usa,usa,USA,usa,
usa,usa,india,new zealand,,canada,canada
usa,usa,usa,canada,,usa,netherlands
usa,usa,canada,canada,UK,usa,usa
canada,usa,canada,poland,,usa,singapore
usa,canada,china,s. korea,,singapore,usa
usa,new-zealand,usa,greece,,japan,usa
usa,canada,spain,usa,Germany,canada,india
netherlands,usa,india,uk,USA,indonesia,south korea
india,usa,usa,usa,,usa,usa
usa,india,usa,usa,,usa,usa
usa,none,hong kong,usa,USA,usa,uk
usa,usa,indonesia,canada,USA,germany,usa
israel,new-zealand,finland,germany,,canada,portugal
usa,usa,canada,usa,,turkey,india
japan,japan,canada,germany,,uk,usa
usa,usa,usa,india,India,canada,spain
usa,south-korea,switzerland,spain,USA,usa,usa
canada,usa,germany,canada,India,canada,poland
south korea,usa,japan,south africa,USA,norway,usa
usa,usa,italy,usa,,usa,usa
usa,japan,austria,taiwan,USA,usa,canada
singapore,usa,usa,usa,Australia,canada,switzerland
uk,usa,usa,usa,Germany,new zealand,usa
south korea,usa,canada,india,,usa,usa
usa,germany,usa,usa,,usa,italy
india,usa,singapore,switzerland,,usa,sweden
australia,usa,taiwan,usa,,france,denmark
india,usa,usa,usa,India,canada,uk
usa,none,usa,usa,,usa,usa
france,usa,canada,usa,,france,usa
switzerland,usa,canada,switzerland,,usa,usa
india,usa,usa,canada,USA,india,usa
china,usa,usa,india,,usa,usa
usa,usa,india,india,,bermuda,usa
india,germany,uk,switzerland,,usa,usa
usa,india,usa,usa,USA,canada,india
usa,usa,uk,australia,,usa,usa
usa,usa,usa,austria,,india,uk
usa,india,poland,switzerland,Taiwan,uk,usa
usa,germany,usa,usa,,canada,new zealand
india,canada,usa,usa,,spain,india
usa,usa,germany,usa,,singapore,south korea
usa,brazil,usa,usa,,usa,usa
usa,israel,uk,switzerland,India,usa,india
,usa,japan,usa,,s. korea,
usa,usa,germany,usa,Thailand,,
usa,thailand,new zealand,india,,usa,usa
ireland,usa,usa,usa,,india,usa
israel,usa,usa,usa,,uk,usa
usa,india,india,canada,Finland,uk,canada
usa,usa,usa,canada,India,usa,usa
usa,brazil,usa,usa,Singapore,usa,usa
usa,india,germany,south africa,,germany,germany
new zealand,usa,usa,usa,USA,usa,
usa,germany,usa,denmark,USA,usa,canada
switzerland,usa,usa,usa,,sweden,germany
usa,usa,usa,usa,,sweden,usa
india,india,india,usa,USA,sta rica,germany
new zealand,usa,s. korea,usa,Canada,hong kong,brazil
usa,united-kingdom,india,usa,,usa,usa
usa,chile,india,usa,France,usa,usa
usa,usa,india,india,,uk,usa
usa,usa,germany,usa,,usa,canada
india,usa,usa,usa,,india,usa
india,usa,usa,italy,USA,usa,usa
usa,canada,netherlands,canada,South Korea,usa,usa
germany,united-kingdom,usa,usa,,usa,usa
canada,usa,australia,usa,India,usa,usa
usa,usa,canada,uk,India,new zealand,germany
germany,singapore,usa,finland,India,usa,taiwan
usa,ireland,uk,usa,Israel,usa,germany
taiwan,usa,usa,usa,,usa,usa
usa,finland,canada,usa,,denmark,uk
usa,usa,uk,chile,India,usa,south africa
china,usa,usa,uk,,usa,india
switzerland,usa,usa,usa,,usa,
usa,usa,luxembourg,hong kong,Poland,usa,india
usa,canada,india,uk,,usa,usa
usa,usa,germany,turkey,,usa,usa
india,canada,usa,usa,USA,usa,india
usa,hong-kong,usa,norway,India,australia,usa
india,usa,south africa,taiwan,,china,denmark
usa,finland,india,usa,USA,usa,usa
usa,india,usa,canada,USA,usa,canada
usa,usa,australia,usa,USA,usa,switzerland
usa,usa,usa,usa,USA,hong kong,norway
,usa,taiwan,usa,,india,
usa,usa,usa,s. korea,,usa,canada
usa,usa,usa,usa,,usa,canada
india,finland,usa,usa,,usa,usa
usa,usa,usa,usa,,usa,uk
usa,none,usa,usa,USA,usa,uk
india,spain,canada,germany,,usa,usa
usa,usa,usa,germany,,gentina,usa
usa,usa,usa,switzerland,USA,usa,uk
usa,china,denmark,turkey,USA,usa,south africa
usa,usa,argentina,australia,,usa,canada
usa,finland,switzerland,usa,Bermuda,usa,switzerland
usa,usa,switzerland,canada,USA,usa,usa
usa,poland,usa,usa,,japan,usa
usa,south-korea,uk,usa,,canada,turkey
usa,norway,s. korea,indonesia,India,usa,usa
usa,usa,uk,india,,netherlands,uk
canada,usa,norway,portugal,,india,usa
germany,usa,usa,usa,,usa,usa
usa,none,canada,usa,Canada,usa,usa
usa,usa,brazil,usa,Germany,hong kong,germany
india,usa,canada,usa,India,s. korea,
usa,usa,norway,italy,,france,taiwan
usa,brazil,denmark,usa,USA,japan,switzerland
china,china,usa,usa,USA,india,canada
usa,india,usa,usa,,usa,israel
,canada,usa,usa,India,usa,usa
usa,india,usa,usa,,usa,usa
usa,usa,usa,usa,,india,usa
usa,usa,usa,usa,Netherlands,uk,usa
usa,usa,germany,australia,India,india,chile
india,usa,canada,uk,,india,usa
usa,germany,usa,india,Israel,netherlands,usa
usa,usa,usa,taiwan,Luxembourg,poland,canada
usa,usa,usa,usa,Spain,usa,canada
usa,usa,usa,germany,UK,uk,usa
usa,israel,usa,germany,USA,china,india
usa,none,canada,usa,USA,finland,uk
usa,india,uk,denmark,,switzerland,usa
usa,india,usa,cayman islands,,norway,usa
germany,united-kingdom,switzerland,brazil,Cambodia,south africa,south korea
usa,india,usa,india,USA,bermuda,portugal
usa,norway,usa,netherlands,USA,hong kong,usa
usa,usa,cayman islands,usa,,israel,usa
usa,germany,usa,india,USA,germany,israel
china,australia,usa,usa,,usa,usa
india,brazil,portugal,canada,USA,usa,usa
india,usa,canada,usa,,s. korea,usa
usa,ireland,india,usa,USA,s. korea,usa
usa,israel,south africa,india,Netherlands,usa,usa
israel,usa,usa,canada,,uk,usa
india,usa,usa,peru,,uk,usa
denmark,finland,usa,usa,,canada,south africa
usa,israel,usa,germany,,canada,canada
usa,united-kingdom,usa,canada,Canada,uk,norway
usa,india,canada,israel,,canada,usa
usa,usa,usa,usa,,usa,usa
usa,india,usa,hong kong,,usa,usa
usa,none,taiwan,isle of man,,canada,usa
usa,usa,usa,usa,Canada,india,usa
usa,sweden,india,usa,,usa,india
israel,usa,israel,india,,usa,usa
sweden,usa,usa,usa,Canada,india,indonesia
finland,singapore,switzerland,usa,,india,usa
canada,india,indonesia,usa,,india,usa
