00-avengers-categories,01-DDD-categories,04-iGMM-categories
"['banks', 'financial services']",banks financial-services ,['Investment']
,cac-40 semiconductors tech tech-hardware manufacturing ,
['media/press'],pharmaceuticals biotech ,
,insurance ,[]
['professional services'],professional-services ,
['investment'],automotive-suppliers manufacturing ,
"['video games', 'entertainment']",conglomerate construction engineering ,
"['it services', 'professional services', 'tech']",pharmaceuticals biotech ,['Investment']
"['banks', 'financial services']",chemicals retail fertilizer ,
"['biotech', 'pharmaceuticals', 'software', 'tech']",tech tech-hardware electronics ,
,pharmaceuticals biotech ,
"['oil&gas', 'energy']",oil-gas energy ,[]
['medical devices'],tech software ,['Furniture']
"['software', 'tech']",waste-recycling ,
['internet'],banks financial-services ,
"['pharmaceuticals', 'biotech']",tech software it-security networking-hardware ,
"['video games', 'entertainment']",transportation maritime-transportation container-shipping ,['Chemicals']
"['bitcoin', 'tech', 'bitcoin mining']",food ,['Financialservices']
['chemicals'],transportation container-shipping maritime-transportation ,['Biotech']
"['mining', 'gold mining']",oil-gas energy ,
"['video games', 'entertainment']",banks financial-services ,
['uranium'],banks financial-services ,['Travel']
,real-estate ,
"['software', 'tech']",automakers manufacturing ,[]
"['iot', 'tech', 'tech hardware']",banks financial-services ,
"['banks', 'financial services']",dow-jones chemicals ,
"['software', 'tech']",none,['Packaging']
,alcoholic-beverages beverages ,
"['pharmaceuticals', 'biotech']",renewable-energy electricity energy ,[]
['pharmaceuticals'],mining fertilizer ,
['clothing'],steel-producers steel-industry ,
"['education', 'tech', 'software']",none,
"['financial services', 'tech']",banks financial-services ,[]
"['pharmaceuticals', 'biotech']",food ,
"['banks', 'financial services']",internet tech ,['Packaging']
"['banks', 'financial services']",alcoholic-beverages beverages ,
"['software', 'tech']",sports ,
['diagnostics and testing'],retail sports clothing ,
,none,
"['pharmaceuticals', 'biotech']",supermarkets retail ,[]
"['software', 'tech']",professional-services it-services tech ,
"['food', 'dairy companies']",internet media-press entertainment ,['Telecommunication']
"['banks', 'financial services']",hotels gambling entertainment travel ,[]
['footwear'],tech tech-hardware semiconductors ,
['internet'],insurance ,['Fertilizercompanies']
"['software', 'tech']",financial-services ,
,none,['Pulpandpaper']
"['pharmaceuticals', 'biotech']",retail clothing ,['Healthcare']
"['software', 'tech']",alcoholic-beverages beverages ,
"['video games', 'entertainment']",mining gold-mining ,['MediaPress']
"['banks', 'financial services']",pharmaceuticals medical-devices biotech ,['Insurance']
"['real estate', 'investment', 'reits']",food ,
['biotech'],pharmaceuticals biotech ,
['media/press'],oil-gas transportation infrastructure energy ,
"['construction', 'real estate']",banks financial-services ,['Transportation']
['food'],electricity energy ,[]
['real estate'],electricity ,[]
"['pharmaceuticals', 'biotech']",financial-services tech ,['MedicalCareFacilities']
['auto parts'],healthcare insurance ,['MediaPress']
"['retail', 'cannabis']",professional-services ,
"['cannabis', 'tobacco']",telecommunication media-press ,
"['pharmaceuticals', 'biotech']",insurance ,
"['pharmaceuticals', 'biotech']",banks financial-services ,
"['banks', 'financial services']",oil-gas energy ,
"['oil&gas', 'energy']",banks financial-services ,['Internet']
"['pharmaceuticals', 'biotech']",medical-devices biotech ,['Medicaldevices']
['financial services'],banks financial-services ,
['aerospace'],pharmaceuticals biotech ,
,real-estate ,
['mining'],real-estate financial-services ,['AutomotiveSuppliers']
"['software', 'tech']",chemicals ,[]
,fertilizer ,[]
"['renewable energy', 'electricity', 'energy']",cac-40 advertising professional-services ,
"['financial services', 'investment']",pharmaceuticals biotech ,['Advertising']
"['tech', 'software', 'healthcare', 'telehealth', 'internet']",real-estate ,
"['e-commerce', 'tech', 'internet']",medical-devices ,['Food']
"['transportation', 'maritime transportation']",conglomerate ,[]
['food'],automakers manufacturing ,
"['transportation', 'maritime transportation']",oil-gas energy ,['Investment']
"['energy', 'oil&gas', 'utility companies']",glasses-and-contact-lenses ,
"['video games', 'entertainment', 'tech']",investment ,
"['real estate', 'investment']",insurance ,
"['banks', 'financial services']",oil-gas energy ,
,none,
['mining'],entertainment ,['Construction']
,entertainment ,
"['software', 'tech']",professional-services financial-services ,
,none,[]
['electronics'],dax healthcare ,['Dairycompanies']
"['mining', 'gold mining']",healthcare insurance ,
,none,
,transportation ,[]
"['waste & recycling', 'software', 'tech']",none,['Energy']
"['bitcoin', 'tech', 'bitcoin mining']",fertilizer ,['AutomotiveSuppliers']
"['financial services', 'banks']",insurance ,
"['internet', 'tech', 'financial services']",pharmaceuticals biotech ,
['financial services'],banks financial-services ,
"['pharmaceuticals', 'biotech']",none,
"['transportation', 'maritime transportation']",oil-gas energy ,
"['airlines', 'travel', 'transportation']",none,[]
"['banks', 'financial services', 'financial services']",food ,
,banks financial-services ,['Medicaldevices']
"['video games', 'entertainment']",electronics networking-hardware tech-hardware ,
['clothing'],video-games esports entertainment tech ,
"['tech', 'autonomous driving']",telecommunication infrastructure real-estate ,
['mining'],none,
,asset-management financial-services ,['Engineering']
['pharmaceuticals'],financial-services banks investment ,['Financialservices']
"['3d printing', 'tech']",none,['Medicaldevices']
"['education', 'internet', 'tech']",food ,[]
"['banks', 'financial services']",none,[]
"['pharmaceuticals', 'biotech', 'gene therapy', 'genomics']",telecommunication ,
['beverages'],internet tech entertainment ,
"['pharmaceuticals', 'biotech']",consumer-goods ,[]
"['pharmaceuticals', 'biotech']",none,
['clothing'],none,['Transportation']
"['pharmaceuticals', 'biotech']",energy infrastructure ,['Financialservices']
"['uranium', 'energy', 'mining']",none,
"['tech', 'software']",alcoholic-beverages beverages ,
"['energy', 'oil&gas', 'oil & gas equipment & services']",packaging ,
,oil-gas energy ,
"['staffing & employment services', 'professional services']",internet ,
,real-estate ,
"['restaurant chains', 'food']",electronics semiconductors tech tech-hardware ,
['transportation'],real-estate investment ,['Financialservices']
['diagnostics and testing'],packaging ,
['aerospace'],investment ,
"['mining', 'gold mining']",none,['Financialservices']
"['video games', 'entertainment']",electricity energy utility-companies ,
['financial services'],financial-services banks ,['SilverMining']
['luxury goods'],none,[]
['insurance'],energy electricity renewable-energy ,
"['pharmaceuticals', 'biotech']",oil-gas energy ,
"['software', 'tech']",restaurant-chains food ,
"['semiconductors', 'tech', 'tech hardware']",steel-producers steel-industry ,['Investment']
"['biotech', 'pharmaceuticals']",investment financial-services dax ,['Construction']
['medical devices'],financial-services ,['Utilitycompanies']
['insurance'],telecommunication ,
"['pharmaceuticals', 'biotech']",semiconductors tech tech-hardware ,
"['real estate', 'investment', 'reits']",cosmetics consumer-goods ,['Beverages']
"['banks', 'financial services']",none,['Chemicals']
"['it security', 'tech', 'software']",steel-producers steel-industry ,
,pharmaceuticals ,
['advertising'],none,
,internet e-commerce tech ,
"['tech', 'software']",staffing-employment ,[]
['construction'],energy renewable-energy electricity ,[]
,food ,
"['banks', 'financial services']",none,
"['banks', 'financial services']",pharmaceuticals ,
,electricity energy ,
['medical devices'],none,
['packaging'],retail supermarkets ,
['cannabis'],electricity energy ,['Pharmaceuticals']
"['real estate', 'investment', 'reits']",steel-producers steel-industry ,
"['energy', 'renewable energy', 'biofuel']",food dairy ,
"['energy', 'mining', 'coal mining']",chemicals ,[]
['construction'],tech software ,
"['airports', 'infrastructure']",automotive-suppliers ,[]
['medical devices'],healthcare ,['Manufacturing']
"['biotech', 'pharmaceuticals', 'genomics', 'gene therapy']",electricity infrastructure ,
['telecommunication'],real-estate investment reit ,
['financial services'],none,
"['tech', 'networking hardware', 'tech hardware']",none,['Education']
"['pharmaceuticals', 'biotech']",automakers ,[]
"['electricity', 'energy']",energy oil-gas ,
"['oil&gas', 'transportation', 'biofuel', 'renewable energy']",food ,
['aerospace'],pharmaceuticals packaging ,
['insurance'],alcoholic-beverages cac-40 beverages ,
,machinery-manufacturing manufacturing ,
"['investment', 'financial services', 'asset management']",delivery-services dax ,
"['pharmaceuticals', 'biotech']",insurance investment ,['Telecommunication']
"['healthcare', 'diagnostics and testing']",beverages ,
"['video games', 'entertainment', 'tech']",insurance ,['Professionalservices']
['food'],e-commerce internet tech ,
"['tech', 'tech hardware']",media-press ,['Medicaldevices']
['cannabis'],telecommunication ,
"['gambling', 'video games', 'entertainment']",banks financial-services ,
"['biotech', 'scientific & technical instruments']",alcoholic-beverages beverages ,
"['banks', 'financial services']",energy oil-gas ,
"['pharmaceuticals', 'biotech']",oil-gas energy ,['Pharmaceuticals']
"['banks', 'financial services']",professional-services ,['MedicalCareFacilities']
"['biotech', 'pharmaceuticals']",food ,[]
"['software', 'tech']",insurance ,['Medicaldevices']
['transportation'],electronics semiconductors tech tech-hardware ,['Financialservices']
['cannabis'],banks financial-services ,
['insurance'],electricity utility-companies energy ,[]
['financial services'],oil-gas energy ,
"['oil&gas', 'transportation', 'maritime transportation']",banks financial-services ,
['specialty vehicles'],none,
"['mining', 'gold mining']",stock-exchanges financial-services exchanges ,[]
['aerospace'],banks financial-services ,
['biotech'],railways infrastructure ,
"['banks', 'financial services']",video-games entertainment tech ,
"['video games', 'entertainment', 'tech']",banks financial-services ,
"['entertainment', 'video games']",home-and-kitchen-appliances manufacturing ,
"['asset management', 'investment']",financial-services ,[]
"['banks', 'financial services']",clothing retail ,['Aerospace']
['chemicals'],financial-services banks ,
"['mining', 'gold mining']",ridesharing internet tech transportation ,
"['oil&gas', 'oil & gas equipment & services', 'energy']",telecommunication ,['Pharmaceuticals']
"['video games', 'entertainment']",video-games esports entertainment tech ,
,mining ,['Realestate']
['medical devices'],investment ,
"['reits', 'real estate', 'investment']",mining ,['ScientificTechnicalInstruments']
['financial services'],cac-40 aerospace defense-contractors ,
"['banks', 'financial services']",stock-exchanges financial-services exchanges ,
['telecommunications equipment'],telecommunication ,[]
,insurance ,
"['it security', 'tech']",banks financial-services ,
,oil-gas energy ,
"['pharmaceuticals', 'biotech']",banks financial-services ,
['automotive suppliers'],healthcare dax ,
"['video games', 'tech', 'entertainment']",banks financial-services ,['Telecommunication']
"['pharmaceuticals', 'biotech']",pharmaceuticals chemicals dax biotech ,
,telecommunication ,['Realestate']
"['banks', 'financial services']",semiconductors tech tech-hardware ,['Manufacturing']
"['pharmaceuticals', 'biotech']",investment ,
,medical-devices manufacturing ,['Healthcare']
"['mining', 'gold mining', 'silver mining']",manufacturing ,
"['software', 'tech']",investment conglomerate ,['Food']
"['internet', 'e-commerce', 'tech']",tech tech-hardware semiconductors ,
['pharmaceuticals'],engineering ,
"['pizza', 'food', 'restaurant chains']",conglomerate ,
['insurance'],semiconductors tech tech-hardware ,['Financialservices']
"['cement', 'building materials']",consumer-goods ,['Advertising']
"['maritime transportation', 'transportation']",travel internet online-travel tech ,[]
"['pharmaceuticals', 'biotech']",stock-exchanges financial-services exchanges ,
['beverages'],paint-and-coating ,
['medical devices'],beverages ,
"['oil&gas', 'energy']",cac-40 construction ,['Construction']
"['tech', 'iot', 'tech hardware']",pharmaceuticals biotech ,
"['banks', 'financial services']",real-estate investment reit telecommunication infrastructure ,[]
"['alcoholic beverages', 'beverages']",electricity utility-companies energy ,
"['construction', 'engineering']",mining ,[]
"['video games', 'entertainment']",waste-recycling ,[]
"['banks', 'financial services']",banks financial-services ,
"['real estate', 'investment']",telecommunication ,
"['pharmaceuticals', 'biotech']",railways transportation infrastructure ,
"['pharmaceuticals', 'biotech']",professional-services insurance ,
['agriculture'],banks financial-services ,
"['tech', 'financial services']",chemicals ,
"['biotech', 'pharmaceuticals']",telecommunication ,['Food']
['real estate'],retail supermarkets ,
['pulp and paper'],automakers dax manufacturing ,[]
['education'],medical-devices ,
"['telecommunication', 'internet']",financial-services tech ,['Transportation']
"['oil&gas', 'energy']",internet tech reit real-estate investment ,['Entertainment']
,banks financial-services ,['AutomotiveSuppliers']
"['pharmaceuticals', 'biotech']",banks financial-services ,
"['banks', 'financial services']",banks financial-services ,
"['clothing', 'retail']",defense-contractors ,
"['reits', 'real estate', 'investment']",oil-gas energy ,
"['software', 'tech']",conglomerate ,[]
"['pharmaceuticals', 'biotech']",dow-jones glove-ppe ,
['mining'],internet e-commerce tech ,
"['renewable energy', 'electricity', 'energy']",retail ,[]
"['pharmaceuticals', 'biotech']",banks financial-services ,[]
"['networking hardware', 'telecommunications equipment']",retail cosmetics ,
"['banks', 'financial services']",investment ,
['telecommunication'],insurance ,
['telecommunication'],electricity energy ,
,banks financial-services ,
"['video games', 'tech', 'entertainment']",oil-gas energy ,
"['biotech', 'pharmaceuticals', 'genomics', 'gene therapy']",electricity utility-companies ,
"['batteries', 'electricity', 'energy', 'renewable energy']",tires ,[]
"['diagnostics and testing', 'biotech']",aerospace defense-contractors ,
"['led lighting manufacturers', 'manufacturing']",investment financial-services telecommunication conglomerate ,
"['retail', 'sports goods']",banks financial-services ,[]
"['gambling', 'video games', 'entertainment']",telecommunication ,['Telecommunication']
"['healthcare', 'medical care facilities']",none,
,pharmaceuticals ,
"['investment', 'financial services']",engineering machinery-manufacturing manufacturing ,['Mining']
['medical devices'],cac-40 steel-producers steel-industry ,['Defensecontractors']
"['mining', 'gold mining']",none,
['electronics'],beverages ,
"['lidar', 'tech', 'tech hardware', 'autonomous driving']",banks ,
['medical devices'],food ,
"['banks', 'financial services']",software tech ,
"['internet', 'e-commerce', 'tech', 'retail']",insurance ,
['medical devices'],medical-devices ,
"['banks', 'financial services']",banks financial-services ,
"['it services', 'software', 'tech']",real-estate ,['Realestate']
['waste & recycling'],none,
"['restaurant chains', 'food']",automakers manufacturing ,['Realestate']
"['silver mining', 'mining']",telecommunication ,[]
"['pharmaceuticals', 'biotech']",semiconductors tech ,['Transportation']
"['hotels', 'travel']",none,
['chemicals'],professional-services ,['Cannabis']
,luxury-goods ,
,specialty-vehicles manufacturing dax ,
"['pharmaceuticals', 'biotech']",oil-gas energy ,
"['banks', 'financial services']",none,
"['pharmaceuticals', 'biotech']",none,
"['automakers', 'electric vehicles', 'manufacturing']",pharmaceuticals biotech ,
['pharmaceuticals'],banks financial-services dax ,
"['diagnostics and testing', 'biotech']",gambling entertainment ,
,financial-services ,['Retail']
"['travel', 'internet', 'online travel']",investment ,
"['pharmaceuticals', 'biotech']",insurance ,['Cannabis']
['travel'],real-estate investment ,['Chemicals']
"['construction', 'engineering']",energy oil-gas ,
"['pharmaceuticals', 'biotech']",tech tech-hardware electronics ,
"['reits', 'real estate', 'investment']",software tech ,
['education'],financial-services ,['Food']
"['banks', 'financial services']",mining investment gold-mining ,['Batteries']
,defense-contractors cac-40 ,['Professionalservices']
"['pharmaceuticals', 'biotech']",energy electricity utility-companies ,
['pharmaceuticals'],retail ,[]
"['oil&gas', 'transportation', 'maritime transportation', 'energy']",tech ,
"['pharmaceuticals', 'biotech']",autonomous-driving software tech ,
"['financial services', 'tech', 'software']",none,
"['pharmaceuticals', 'biotech']",insurance ,
"['banks', 'financial services']",dax consumer-goods ,[]
"['video games', 'entertainment']",rental-and-leasing-services ,
['telecommunication'],professional-services it-services ,[]
['transportation'],oil-gas energy ,['Pulpandpaper']
"['hotels', 'travel']",drugstore internet e-commerce healthcare tech ,['Internet']
,pharmaceuticals biotech ,
"['pharmaceuticals', 'biotech']",it-services professional-services ,
"['banks', 'financial services']",financial-services insurance ,
"['reits', 'real estate', 'investment']",automotive-suppliers autonomous-driving ,
['financial services'],telecommunication cac-40 ,
['construction'],construction ,
['clothing'],pharmaceuticals ,
"['beverages', 'alcoholic beverages']",none,
"['video games', 'entertainment']",none,['Professionalservices']
['energy'],none,['Professionalservices']
['automotive suppliers'],software tech travel ,['Professionalservices']
"['telecommunications equipment', 'tech', 'manufacturing']",scientific-and-technical-instruments dax ,
"['semiconductors', 'tech', 'tech hardware']",investment ,
"['reits', 'real estate', 'investment']",electricity dax energy utility-companies ,
"['banks', 'financial services']",utility-companies ,['Conglomerate']
"['banks', 'financial services']",financial-services ,
"['insurance', 'tech']",pharmaceuticals biotech ,
"['e-commerce', 'internet', 'tech']",engineering professional-services ,
['retail'],retail supermarkets ,['Pharmaceuticals']
"['financial services', 'internet', 'tech']",tech tech-hardware electronics ,
['chemicals'],energy utility-companies electricity ,
"['tech', 'lidar', 'tech hardware', 'autonomous driving']",financial-services ,
['investment'],toll-road-operators infrastructure ,
,retail ,['Footwear']
['electric vehicles'],none,
['construction'],none,
"['video games', 'entertainment']",chemicals ,['Professionalservices']
"['pharmaceuticals', 'biotech']",semiconductors electronics tech ,['Furniture']
"['uranium', 'energy', 'mining']",insurance ,
['media/press'],none,[]
['furniture'],transportation ,
,footwear sports dax clothing ,['Pharmaceuticals']
"['pharmaceuticals', 'biotech']",oil-gas energy ,
"['medical devices', 'biotech']",telecommunication ,
"['pharmaceuticals', 'biotech']",oil-gas energy ,['Financialservices']
"['biotech', 'scientific & technical instruments']",real-estate investment ,
['tobacco'],dow-jones machinery-manufacturing manufacturing ,
"['internet', 'e-commerce', 'tech', 'retail']",telecommunication ,['Retail']
"['defense contractors', 'manufacturing']",restaurant-chains food ,['Aerospace']
"['pharmaceuticals', 'biotech']",flavors-and-fragrances cosmetics ,
['biotech'],delivery-services ,
"['airlines', 'travel', 'transportation']",retail food supermarkets ,[]
['professional services'],none,
"['real estate', 'investment', 'reits']",oil-gas energy ,['Renewableenergy']
['clothing'],supermarkets retail ,[]
"['telecommunications equipment', 'networking hardware']",telecommunication ,[]
"['banks', 'financial services']",home-and-kitchen-appliances electronics manufacturing ,[]
['steel industry'],banks ,
"['ports', 'infrastructure']",tech semiconductors tech-hardware ,
['media/press'],dow-jones aerospace defense-contractors ,
"['energy', 'renewable energy', 'construction']",aerospace defense-contractors ,
"['semiconductors', 'tech']",banks financial-services ,['Financialservices']
"['hotels', 'real estate', 'investment', 'reits', 'travel']",insurance ,[]
,financial-services banks ,
['packaging'],entertainment internet tech ,
['insurance'],it-services professional-services ,
"['pharmaceuticals', 'biotech']",banks financial-services ,['Healthcare']
"['real estate', 'investment']",oil-gas energy ,
"['software', 'tech']",luxury-goods clothing ,[]
"['pharmaceuticals', 'biotech']",software dow-jones tech ,
"['airlines', 'travel', 'transportation']",banks financial-services ,['Transportation']
"['biotech', 'pharmaceuticals']",tech software dax ,[]
"['alcoholic beverages', 'beverages']",pharmaceuticals dow-jones biotech ,
"['banks', 'financial services']",investment ,
"['restaurant chains', 'food']",banks financial-services ,
,telecommunication media-press entertainment ,['Realestate']
,telecommunication dow-jones ,
"['mining', 'silver mining']",software tech ,
"['software', 'tech']",delivery-services transportation ,['Chemicals']
,banks financial-services ,
"['pharmaceuticals', 'biotech']",batteries electricity ,
"['biotech', 'pharmaceuticals']",semiconductors tech tech-hardware ,['Insurance']
['pharmaceuticals'],energy electricity utility-companies renewable-energy ,
['aerospace'],banks financial-services investment ,
"['biotech', 'pharmaceuticals']",telecommunication ,[]
"['oil&gas', 'energy']",oil-gas energy cac-40 ,[]
['automotive suppliers'],tobacco ,
['manufacturing'],dax chemicals ,
,pharmaceuticals biotech ,
"['video games', 'entertainment', 'internet']",mining ,
"['automakers', 'electric vehicles']",pharmaceuticals biotech ,['Healthcare']
"['investment', 'financial services']",luxury-goods cac-40 ,
"['restaurant chains', 'food']",restaurant-chains dow-jones food ,
"['pharmaceuticals', 'biotech']",conglomerate ,['Cannabis']
,professional-services ,['Financialservices']
"['cruise lines', 'transportation', 'travel', 'maritime transportation']",conglomerate ,[]
"['oil&gas', 'energy']",telecommunication ,
"['pharmaceuticals', 'biotech']",banks financial-services ,
"['energy', 'renewable energy']",sports footwear dow-jones clothing ,
"['clothing', 'retail']",oil-gas energy ,
"['tech', 'software', 'internet']",automakers manufacturing ,[]
['fertilizer companies'],entertainment dow-jones ,
"['banks', 'financial services']",tech electronics networking-hardware dow-jones telecommunications-equipment tech-hardware ,
,medical-devices ,
['financial services'],retail supermarkets ,['Buildingmaterials']
"['asset management', 'investment']",semiconductors tech ,
['insurance'],e-commerce tech internet retail ,[]
"['banks', 'financial services']",pharmaceuticals biotech ,
['pharmaceuticals'],scientific-and-technical-instruments diagnostics biotech ,['MedicalCareFacilities']
"['clothing', 'retail']",investment conglomerate ,
['pulp and paper'],pharmaceuticals biotech ,
['media/press'],pharmaceuticals biotech ,
"['software', 'tech']",consumer-goods cac-40 cosmetics ,['Beverages']
"['aluminum', 'manufacturing']",semiconductors tech tech-hardware ,
['pharmaceuticals'],banks financial-services ,
"['furniture', 'retail', 'rental & leasing services']",tech software ,
"['banks', 'financial services']",pharmaceuticals biotech ,
"['pharmaceuticals', 'biotech']",biotech pharmaceuticals ,['Aluminum']
"['pharmaceuticals', 'biotech']",pharmaceuticals dow-jones biotech ,['Financialservices']
"['biotech', 'pharmaceuticals']",beverages dow-jones ,
['investment'],food ,['Machinerymanufacturing']
['batteries'],tech semiconductors electronics tech-hardware autonomous-driving ,
,retail dow-jones supermarkets ,
"['pharmaceuticals', 'biotech']",tech electronics tech-hardware manufacturing semiconductors ,
['medical devices'],dow-jones consumer-goods ,
"['real estate', 'investment', 'reits']",pharmaceuticals dow-jones biotech ,[]
"['dairy companies', 'beverages']",pharmaceuticals biotech ,['Financialservices']
"['home & kitchen appliances', 'manufacturing']",healthcare insurance dow-jones ,['Telecommunication']
"['e-commerce', 'internet', 'tech']",luxury-goods cac-40 clothing ,['Education']
"['pharmaceuticals', 'biotech']",oil-gas dow-jones energy ,[]
"['internet', 'infrastructure', 'tech']",tech internet ,
"['software', 'tech']",automakers tech electric-vehicles bitcoin manufacturing ev-charging autonomous-driving ,
['financial services'],alcoholic-beverages beverages ,['WasteRecycling']
,banks financial-services dow-jones ,['ITservices']
"['online travel', 'travel', 'internet', 'tech']",financial-services ,
['biotech'],retail dow-jones ,
"['pharmaceuticals', 'biotech']",energy oil-gas ,
"['oil&gas', 'energy']",financial-services dow-jones ,['MediaPress']
"['restaurant chains', 'food']",tech internet video-games esports ,['Chemicals']
"['media/press', 'entertainment']",semiconductors tech manufacturing tech-hardware ,
['investment'],investment ,
"['video games', 'entertainment', 'tech']",oil-gas energy ,
"['software', 'tech']",e-commerce internet tech retail ,
,internet tech software autonomous-driving ,[]
"['steel industry', 'steel producers']",software tech dow-jones video-games ,
"['video games', 'entertainment']",real-estate investment reit ,
,oil-gas energy ,['Education']
['chemicals'],real-estate investment reit ,
"['pharmaceuticals', 'biotech']",telecommunications-equipment manufacturing ,
['medical devices'],food restaurant-chains ,
['cannabis'],none,
['financial services'],real-estate ,['Realestate']
"['electronics', 'manufacturing']",software tech ,[]
"['banks', 'financial services']",insurance ,
"['restaurant chains', 'food']",financial-services ,
['construction'],real-estate investment reit ,[]
"['uranium', 'energy', 'mining']",software tech ,
"['banks', 'financial services']",oil-gas energy ,
"['e-commerce', 'internet', 'tech']",healthcare ,
,energy oil-gas ,[]
"['video games', 'entertainment', 'advertising']",software tech ,['Healthcare']
,pharmaceuticals biotech ,
,none,
['furniture'],none,['Realestate']
"['healthcare', 'medical care facilities']",advertising software tech ,['Financialservices']
['medical devices'],reit real-estate investment ,
"['tech', 'software', 'autonomous driving']",none,
"['tech', 'software']",none,
,none,['Mining']
['construction'],none,[]
"['oil&gas', 'transportation', 'maritime transportation']",real-estate investment reit ,[]
"['video games', 'tech', 'entertainment']",bitcoin financial-services ,['Realestate']
"['retail', 'clothing']",electronics ,
"['it services', 'professional services']",none,['Financialservices']
"['video games', 'entertainment']",advertising ,['Mining']
"['aerospace', 'aircraft manufacturers', 'manufacturing']",gambling entertainment ,[]
"['video games', 'entertainment', 'tech']",medical-devices ,
['telecommunication'],biofuel renewable-energy energy ,
"['video games', 'tech', 'esports']",diagnostics biotech ,
"['pharmaceuticals', 'biotech']",none,
,none,[]
,transportation maritime-transportation container-shipping ,
['medical care facilities'],none,
"['pharmaceuticals', 'biotech']",oil-gas chemicals ,
['real estate'],cannabis ,['Insurance']
"['software', 'tech']",software tech financial-services ,
"['banks', 'financial services']",healthcare ,
"['pharmaceuticals', 'biotech']",none,
,financial-services ,[]
"['energy', 'biofuel', 'renewable energy']",banks financial-services ,
"['real estate', 'professional services']",real-estate professional-services ,
['agriculture'],telecommunications-equipment networking-hardware tech-hardware ,['ElectricVehicles']
,none,
,entertainment ,
"['pharmaceuticals', 'biotech']",banks financial-services ,
,healthcare ,
"['software', 'tech']",none,['Financialservices']
['internet'],reit real-estate investment ,
,pharmaceuticals biotech ,['GlovesPPE']
"['software', 'tech']",glove-ppe ,
"['biotech', 'pharmaceuticals']",none,
"['electronics', 'defense contractors']",semiconductors tech tech-hardware lidar autonomous-driving ,
"['biotech', 'pharmaceuticals', 'gene therapy', 'genomics']",none,['Retail']
"['electric vehicles', 'hydrogen fuel cell', 'specialty vehicles', 'manufacturing']",banks financial-services ,['Financialservices']
['medical care facilities'],education ,['Realestate']
['financial services'],none,
"['restaurant chains', 'food']",financial-services ,[]
"['specialty vehicles', 'manufacturing']",none,[]
['automotive suppliers'],pharmaceuticals biotech ,
"['oil&gas', 'energy']",biotech pharmaceuticals ,
['beverages'],construction ,[]
['dairy companies'],tech it-services professional-services ,['Investment']
"['reits', 'real estate', 'investment']",e-commerce retail clothing ,
"['used car retailer', 'car retail', 'retail']",oil-gas energy ,['Food']
,none,
['investment'],real-estate investment reit ,
['construction'],entertainment gambling internet ,
,oil-gas energy ,['Electronics']
['transportation'],oil-gas oil-gas-equipment-services energy ,['Pharmaceuticals']
['football'],none,
"['pharmaceuticals', 'biotech']",none,['Professionalservices']
['insurance'],none,[]
"['aircraft manufacturers', 'aerospace', 'manufacturing']",delivery-services transportation ,[]
"['banks', 'financial services']",internet e-commerce tech ,[]
"['restaurant chains', 'food']",biotech pharmaceuticals ,
"['clothing', 'tech']",machinery-manufacturing ,
"['pharmaceuticals', 'biotech']",footwear ,[]
"['video games', 'entertainment']",internet tech ,
"['drugstore', 'e-commerce', 'internet', 'retail']",none,
"['pharmaceuticals', 'biotech', 'mrna therapeutics']",financial-services tech ,[]
['financial services'],none,
"['automakers', 'electric vehicles']",chemicals ,
"['steel producers', 'steel industry']",it-services professional-services ,['Footwear']
,banks financial-services ,[]
['financial services'],financial-services investment ,
"['real estate', 'investment', 'reits']",banks financial-services ,['Retail']
['manufacturing'],pharmaceuticals biotech ,[]
['financial services'],medical-devices medical-equipment ,['Biotech']
"['banks', 'financial services']",pharmaceuticals biotech genomics ,[]
"['pharmaceuticals', 'biotech']",financial-services ,
"['video games', 'tech', 'entertainment']",pharmaceuticals biotech ,
"['pharmaceuticals', 'biotech']",aircraft-manufacturers manufacturing aerospace ,
"['cement', 'building materials']",beverages alcoholic-beverages ,
"['real estate', 'investment', 'reits']",pharmaceuticals ,
"['batteries', 'electricity']",banks financial-services ,['Financialservices']
,ev-charging electricity energy ,
"['banks', 'financial services']",media-press ,
"['medical devices', 'biotech']",energy electricity utility-companies ,['Professionalservices']
"['pharmaceuticals', 'biotech', 'genomics', 'gene therapy']",video-games entertainment ,[]
['rental & leasing services'],insurance ,
"['pharmaceuticals', 'biotech']",airlines travel transportation ,['Insurance']
"['pharmaceuticals', 'biotech']",advertising internet software tech ,[]
"['energy', 'uranium']",software tech ,
,airlines travel transportation ,
"['banks', 'financial services']",airlines travel transportation ,[]
"['banks', 'financial services', 'investment']",none,
['financial services'],financial-services insurance ,
"['automotive suppliers', 'manufacturing']",banks financial-services ,
['clothing'],pharmaceuticals biotech ,['Financialservices']
"['scientific & technical instruments', 'tech']",real-estate investment reit ,[]
,financial-services investment asset-management ,['Financialservices']
"['energy', 'oil&gas']",retail ,
"['banks', 'financial services']",education ,['Retail']
"['internet', 'tech', 'video games', 'entertainment']",video-games entertainment ,['Healthcare']
"['it security', 'software', 'tech']",none,
"['banks', 'financial services']",none,['Engineering']
,mining ,
"['real estate', 'agriculture']",beverages ,
"['diagnostics and testing', 'biotech']",building-materials ,[]
"['biotech', 'pharmaceuticals']",entertainment gambling ,[]
"['pharmaceuticals', 'biotech']",healthcare ,
['real estate'],none,['Telecommunication']
"['it security', 'software', 'tech']",none,['Agriculture']
