,Unnamed: 0,Name,Industry,Sector,Headquarters,Founded,Notes
1488,1488,Prapopoulos Bros s.a.,Industrials,Mechanical equipment,Patras,1886,Agricultural equipment
1489,1489,Profile Systems and Software,Technology,Software & computer,Athens,1990,Software
1490,1490,Prometheus Gas,Oil & gas,"Oil Equip., serv. & distr.",Athens,1991,Oil equipment & services
1491,1491,Psichogios Publications,Consumer services,Publishing,Athens,1979,Magazine and book publishing
1492,1492,Public Power Corporation,Oil & gas,Alternative energy,Athens,1950,Alternative fuels
1493,1493,Pyramis,Consumer goods,Household goods,Thessaloniki,1959,Durable Household Products
1494,1494,RCH,Consumer goods,Automobiles & parts,Katerini,2007,Auto parts
1495,1495,Research Acad. Computer Tech. Institute,Technology,Research,Patras,1985,Research institute
1496,1496,Brink's,Consumer goods,Beverages,Rethymno,2001,Distillers & Vintners
1497,1497,ROAR! Rock of Angels Records,Consumer services,Media,Angelochori,2012,Record producer
1498,1498,Rokas Constructions S.A.,Industrials,Heavy construction,Athens,1958,Electromechanical projects
1499,1499,Santorini Brewing Company,Consumer goods,Beverages,Santorini,2011,Distillers & Vintners
1500,1500,Saracakis,Consumer goods,Automobiles & parts,Athens,1922,Auto parts
1501,1501,Seajets,Industrials,Marine transportation,Piraeus,1989,Ferry service
1502,1502,SEKA,Oil & gas,"Oil Equip., serv. & distr.",Kaloi Limenes,1961,Oil equipment & services
1503,1503,Sergal,Consumer services,Food & Beverages,Serres,1964,Dairy products
1504,1504,Sfakianakis,Consumer goods,Automobiles & parts,Athens,1957,Auto parts
1505,1505,Skai Group,Consumer services,Media,Piraeus,1992,Broadcasting & Entertainment
1506,1506,Sky Express,Consumer services,Airlines,Athens,2005,Airline
1507,1507,Sleaszy Rider Records,Consumer services,Media,Athens,1999,Record producer
1508,1508,Social Insurance Institute,Financials,Full line insurance,Athens,1934,Commercial insurance
1509,1509,Softex,Consumer goods,Nondurable products,Athens,1936,Paper towel
1510,1510,Space Internetworking Center,Technology,Research,Xanthi,2010,Research institute
1511,1511,Spinalonga Records,Consumer services,Media,Athens,2004,Record producer
1512,1512,Star Channel,Consumer services,Media,Athens,1993,Broadcasting & Entertainment
1513,1513,State Aircraft Factory,Industrials,Aerospace & defense,Athens,1917,Aerospace
1514,1514,Superfast Ferries,Industrials,Industrial transportation,Athens,1993,Marine transportation
1515,1515,Temax,Industrials,Industrial engineering,Athens,1925,Commercial vehicles & trucks
1516,1516,Terkenlis,Consumer goods,Food products,Thessaloniki,1948,Food processing
1517,1517,Terna Energy,Oil & Gas,Alternative energy,Athens,1997,Renewable energy equipment
1518,1518,The Spicy Effect,Consumer services,Media,Athens,2009,Record producer
1519,1519,Thessaloniki Metro,Consumer services,Travel & leisure,Thessaloniki,2020,Thessaloniki subway
1520,1520,Thessaloniki Waterbus,Consumer goods,Food products,Thessaloniki,-,Ferry services
1521,1521,Theon Sensors,Industrials,Defense,Athens,2004,Defense
1522,1522,Titan Cement,Industrials,Construction & materials,Brussels,1902,Building Materials & fixtures
1523,1523,TrainOSE,Consumer services,Travel & leisure,Athens,2005,Travel & tourism
1524,1524,Tropical,Consumer goods,Automobiles & parts,Athens,1976,Auto parts
1525,1525,Tsantali,Consumer goods,Beverages,Agios Pavlos,1938,Distillers & Vintners
1526,1526,Variety Cruises,Industrials,Marine transportation,Athens,2006,Cruise service
1527,1527,Ventouris Ferries,Industrials,Marine transportation,Piraeus,1978,Ferry service
1528,1528,Vegas Oil and Gas,Oil & gas,Exploration & production,Athens,2003,Founded by Vardis Vardinogiannis
1529,1529,Vianex S.A.,Health care,Biotechnology,Athens,1971,Pharmaceuticals
1530,1530,Viohalco,Basic materials,Industrial metals & mining,Brussels,1937,Nonferrous Metals
1531,1531,Viva Services,Consumer services,Technology,Athens,1998,Online service provider
1532,1532,Vivartia,Consumer goods,Food producers,Athens,1968,Food products
1533,1533,Vodafone Greece,Telecommunications,Mobile telecommunications,Chalandri,1992,Fixed and mobile line communications
1534,1534,Watt+Volt,Utilities,Conventional electricity,Athens,2011,Energy trade
1535,1535,WIND Hellas,Telecommunications,Fixed line telecom.,Athens,1992,Fixed and mobile line communications
1536,1536,Zante Ferries,Industrials,Marine transportation,Piraeus,1991,Ferry service
1537,1537,ASL Airlines Hungary,Consumer services,Airlines,Budapest,1990,"Airline, part of ASL Airlines Ireland"
1538,1538,Association of Hungarian Record Companies,Consumer services,Broadcasting & entertainment,Budapest,1992,Music association
1539,1539,Balabit,Technology,Computer services,Budapest,2000,IT security solution
1540,1540,BKV Zrt.,Consumer services,Travel & tourism,Budapest,1968,Public transport
1541,1541,Borsod Brewery,Consumer goods,Brewers,Bőcs,1969,Brewery
1542,1542,BorsodChem,Basic materials,Specialty chemicals,Budapest,1949,Chemicals
1543,1543,Budapest Aircraft Service,Consumer services,Airlines,Budapest,1991,Charter airline
1544,1544,CBA,Consumer services,Food retailers & wholesalers,Alsónémedi,1992,Supermarket chain
1545,1545,AMC Networks International Central Europe,Consumer services,Broadcasting & entertainment,Budapest,2014,"Television network, part of AMC Networks International (UK)"
1546,1546,CIB Bank,Financials,Banks,Budapest,1979,Commercial bank
1547,1547,Cinema City Hungary,Consumer services,Recreational services,Budapest,1997[3],"Cinemas, part of Cinema City International"
1548,1548,CityLine Hungary,Consumer services,Airlines,Vecsés,2003,Airline
1549,1549,CLS Music,Consumer services,Broadcasting & entertainment,Budapest,2002,Record label
1550,1550,Corvin Film,Consumer services,Broadcasting & entertainment,Budapest,1914,"Silent film studio, defunct 1925"
1551,1551,Corvus Hungary,Industrials,Aerospace,Ballószög,2011,Aircraft
1552,1552,Csepel,Consumer goods,Automobiles,Szigetszentmiklós,1944,"Vehicles, defunct 1996"
1553,1553,Danubius Hotels Group,Consumer services,Hotels,Budapest,1972,International hotels
1554,1554,Digital Reality,Technology,Software,Budapest,1991,"Video games, defunct 2013"
1555,1555,Dreher Brewery,Consumer goods,Brewers,Budapest,1854,"Brewery, part of SABMiller (UK)"
1556,1556,Fegyver- és Gépgyár,Industrials,Building materials & fixtures,Budapest,1891,"HVAC, part of MPF Industry Group (Singapore)"
1557,1557,FHB Mortgage Bank,Financials,Banks,Budapest,1997,Mortgage bank
1558,1558,Ganz Works,Consumer goods,Automobiles,Budapest,1844,Tramcars
1559,1559,Richter Gedeon Co.,Health care,Pharmaceuticals,Budapest,1901,Pharmaceuticals
1560,1560,Gramy Records,Consumer services,Broadcasting & entertainment,Budapest,1999,Record label
1561,1561,Graphisoft,Technology,Software,Budapest,1982,Computer software development
1562,1562,Gundel,Consumer services,Restaurants & bars,Budapest,1910,Restaurant
1563,1563,Győri Keksz,Consumer goods,Food products,Győr,1880,Foods
1564,1564,Hálózat TV,Consumer services,Broadcasting & entertainment,Budapest,2002,"Television broadcasting company, defunct 2013"
1565,1565,Hell Energy,Consumer goods,Food & beverage,Miskolc,2006,Soft drinks
1566,1566,Herend Porcelain Manufactory,Consumer goods,Durable household products,Herend,1826,Porcelain manufacturer
1567,1567,Hungarian National Bank,Financials,Banks,Budapest,1924,Central bank
1568,1568,Hungarian State Railways,Industrials,Railroads,Budapest,1869,National railways
1569,1569,Hungaroton,Consumer services,Broadcasting & entertainment,Budapest,1951,Record label
1570,1570,Hunnia Film Studio,Consumer services,Broadcasting & entertainment,Budapest,?,Film studio
1571,1571,Ikarus Bus,Industrials,Commercial vehicles & trucks,Budapest,1895,Bus manufacturer
1572,1572,International Training Center for Bankers,Financials,Banks,Budapest,1988,Financial consultancy
1573,1573,Invictus Games,Technology,Software,Debrecen,2000,Video games
1574,1574,IP Systems,Technology,Software,Budapest,2008,IT solution provider
1575,1575,iWiW,Technology,Internet,Budapest,2002,"Social network service, defunct 2014"
1576,1576,K&H Bank,Financials,Banks,Budapest,1987,Commercial bank
1577,1577,Lehel,Consumer goods,Durable household products,Jászberény,1945,"Appliances, now part of Electrolux (Sweden)"
1578,1578,Magyar Posta,Industrials,Delivery services,Budapest,1867,Postal administration
1579,1579,Magyar Telekom,Telecommunications,Fixed line telecommunications,Budapest,1991,"Telephone and internet, part of Deutsche Telekom (Germany)"
1580,1580,MAL Hungarian Aluminium,Basic materials,Aluminum,Ajka,1995,Aluminum
1581,1581,Malév,Consumer services,Airlines,Budapest,1956,"Airline, defunct 2012"
1582,1582,Match,Consumer services,Food retailers & wholesalers,Budapest,1952,"Supermarkets, part of Louis Delhaize Group (Belgium)"
1583,1583,MKB Bank,Financials,Banks,Budapest,1950,Commercial bank
1584,1584,MOL Group,Oil & gas,Exploration & production,Budapest,1957,Petrol and gas
1585,1585,MTVA,Consumer services,Broadcasting & entertainment,Budapest,2011,National media provider
1586,1586,MVK Zrt.,Consumer services,Travel & tourism,Miskolc,1954,Public transport
1587,1587,MVM Group,Utilities,Conventional electricity,Budapest,1948,"Power, electricity distribution"
1588,1588,NeocoreGames,Technology,Software,Budapest,2005,Video games
1589,1589,Oncotherm,Health care,Medical equipment,Budapest,1988,Medical devices
1590,1590,Organica Technologies,Utilities,Water,Budapest,1998,Wastewater treatment plants construction
1591,1591,Orion Electronics,Industrials,Electronic equipment,Budapest,1913,Microelectronics
1592,1592,OTP Bank,Financials,Banks,Budapest,1949,Financial services
1593,1593,Pannon,Telecommunications,Mobile telecommunications,Törökbálint,1994,"Telecommunications, part of Telenor (Norway)"
1594,1594,Pannonia Film Studio,Consumer services,Broadcasting & entertainment,Budapest,1956,Animation studio
1595,1595,Panrusgáz,Oil & gas,Exploration & production,Budapest,1994,Natural gas
1596,1596,Pécs Brewery,Consumer goods,Brewers,Pécs,1848,Brewery
1597,1597,Pick Szeged,Consumer goods,Food products,Szeged,1869,Cold cuts
1598,1598,Prezi,Technology,Software,Budapest,2009,Visual storytelling software development
1599,1599,Puli Space Technologies,Industrials,Aerospace,Budapest,2010,Space technology
1600,1600,Rába,Consumer goods,Automobiles,Győr,1896,Vehicles
1601,1601,Scarab Research,Technology,Software,Budapest,2009,Research
1602,1602,State Printing Company,Consumer services,Publishing,Budapest,1851,Printing
1603,1603,Szerencsejáték Zrt.,Consumer services,Gambling,Budapest,1991,Gambling service provider
1604,1604,Takarékbank,Financials,Banks,Budapest,1989,Financial services
1605,1605,ThalesNano,Industrials,Electronic equipment,Budapest,2002,Flow chemistry products
1606,1606,Tisza Cipő,Consumer goods,Clothing & accessories,Martfű,1942,Apparel
1607,1607,Törley,Consumer goods,Distillers & vintners,Budapest,1882,Champagne producer
1608,1608,Travel Service,Consumer services,Airlines,Budapest,2001,Airline
1609,1609,TriGránit,Financials,Real estate holding & development,Budapest,1997,Development
1610,1610,Tungsram,Industrials,Electrical components & equipment,Újpest,1896,"Vacuum tubes, light bulbs, now part of General Electric (USA)"
1611,1611,Turner Broadcasting System Hungary,Consumer services,Broadcasting & entertainment,Budapest,?,Part of Time Warner (USA)
1612,1612,UPC Magyarország,Telecommunications,Fixed line telecommunications,Budapest,1998,"Telecommunications, part of Liberty Global (USA)"
1613,1613,Videoton,Consumer goods,Consumer electronics,Székesfehérvár,1938,Electric goods
1614,1614,VirusBuster,Technology,Computer services,Budapest,1997,Computer security
1615,1615,Vodafone Hungary,Telecommunications,Mobile telecommunications,Budapest,1999,"Mobile, part of the Vodafone Group (UK)"
1616,1616,Wizz Air,Consumer services,Airlines,Budapest,2003,Airline
1617,1617,Zen Studios,Technology,Software,Budapest,2003,Video games
1618,1618,Zsolnay,Consumer goods,Durable household products,Pécs,1853,Porcelain manufacturer
1619,1619,Zwack,Consumer goods,Distillers & vintners,Budapest,1790,Short drinks
1620,1620,Abrakebabra,Consumer services,Food Retailers & Wholesalers,Dublin,1982,"Fast-food, part of Abrakebabra Investments"
1621,1621,Abrakebabra Investments,Consumer services,Food Retailers & Wholesalers,Dublin,1982,Restaurant holding company
1622,1622,Accenture,Industrials,Business support services,Dublin,1989,Management consulting
1623,1623,Aer Lingus,Consumer services,Airlines,Dublin,1936,"Flag carrier, part of International Airlines Group (Spain)"
1624,1624,Aer Lingus Regional,Consumer services,Airlines,Dublin,2010,"Commuter and regional airline, part of Aer Lingus"
1625,1625,AerCap,Industrials,Transport,Dublin,2006,Aircraft leasing
1626,1626,Aircoach,Consumer services,Travel & tourism,Dublin,1999,Part of FirstGroup (UK)
1627,1627,Airtricity,Utilities,Alternative electricity,Dublin,1997,"Electricity generation, part of Scottish and Southern Energy (UK)"
1628,1628,Allied Irish Banks (AIB),Financials,Banks,Dublin,1966,One of the Big Four banks
1629,1629,An Post,Industrials,Delivery services,Dublin,1984,Postal services
1630,1630,Apache Pizza,Consumer services,Food Retailers & Wholesalers,Dublin,2006,Pizza chain
1631,1631,Aptiv,Industrials,Automotive,Dublin,1994,Automotive technology supplier
1632,1632,Arnotts,Consumer services,Broadline retailers,Dublin,1843,"Department store, part of Selfridges (UK)"
1633,1633,Baltimore Technologies,Technology,Internet,Dublin,1976,Part of Oryx International Growth Fund
1634,1634,Bank of Ireland,Financials,Banks,Dublin,1783,One of the Big Four banks
1635,1635,Barry's Tea,Consumer goods,Beverages,Cork,1901,One of the largest importers of tea in Ireland
1636,1636,Bewley's,Consumer services,Food Retailers & Wholesalers,Dublin,1840,Hot beverages
1637,1637,Bord na Móna,Utilities,Multiutilities,Newbridge,1946,Power generation and land development
1638,1638,Boylesports,Consumer services,Gambling,Dundalk,1989,Betting shops
1639,1639,BT Ireland,Telecommunications,Fixed line telecommunications,Dublin[2],1990,"Part of BT Group (UK), formerly Esat BT"
1640,1640,Bus Éireann,Consumer services,Travel & tourism,Dublin,1987,"Irish national bus company, part of CIÉ"
1641,1641,Butlers Chocolates,Consumer goods,Food products,Dublin,1932,Luxury chocolate and chocolate products
1642,1642,BWG Foods,Consumer services,Food retailers & wholesalers,Dublin,1963[3],Wholesaler and grocery franchise
1643,1643,C&C Group,Consumer goods,Brewers,Dublin,1852,Alcoholic drinks
1644,1644,Central Bank of Ireland,Financials,Banks,Dublin,1943,Central bank and financial services regulator
1645,1645,CIÉ,Consumer services,Travel & tourism,Dublin,1945,Public transportation
1646,1646,CityJet,Consumer services,Airlines,Dublin,1992,Regional airline
1647,1647,Communicorp,Consumer services,Broadcasting & Entertainment,Dublin,1989,Media holdings
1648,1648,Covidien,Health care,Medical equipment,Dublin,2007,Merged with Medtronic in 2016
1649,1649,CRH plc,Industrials,Building materials & fixtures,Dublin,1936,Building materials and retail
1650,1650,Cúram Software,Technology,Software,Dublin,1990,"Social enterprise management software, acquired by IBM"
1651,1651,DAA,Consumer services,Transportation services,Dublin,1937,"Airport management, formerly the Dublin Airport Authority"
1652,1652,DCC Plc,Industrials,Business support services,Dublin,1976,Sales and marketing support
1653,1653,Dealz,Consumer services,Broadline retailers,Dublin,2011,"Discount retail, part of Poundland (UK)"
1654,1654,Digiweb,Telecommunications,Fixed line telecommunications,Dundalk,1997,Broadband
1655,1655,Doolittles,Consumer services,Food Retailers & Wholesalers,Laghey,2001,Lliquidated in 2009
1656,1656,Dublin Bus,Consumer services,Travel & tourism,Dublin,1987,"Bus company, part of CIÉ"
1657,1657,Dunnes Stores,Consumer services,Broadline retailers,Dublin,1944,Retail chain
1658,1658,Eaton Corporation,Conglomerate,-,Dublin,1911,-
1659,1659,Eason & Son,Consumer services,Specialty retailers,Dublin,1819,Book stores
1660,1660,EBS,Financials,Banks,Dublin,1935,Financing
1661,1661,Eddie Rocket's,Consumer services,Food Retailers & Wholesalers,Dublin,1989,American-style food chain
1662,1662,EDUN,Consumer goods,Clothing & accessories,Dublin,2005,"Fashion brand, part of LVMH (France)"
1663,1663,Eir,Telecommunications,Fixed line telecommunications,Dublin,1999,Broadband
1664,1664,Eir Sport,Consumer services,Broadcasting & Entertainment,Dublin,1990,"Sports television, part of Eir"
1665,1665,Energia Group,Utilities,Conventional electricity,Belfast,1998,"Electricity generation, formerly Viridian Group"
1666,1666,EQTEC,Utilities,Alternative electricity,Cork,2005,Renewable energy
1667,1667,Ervia,Utilities,Gas distribution,Cork,1976,Gas and electricity distribution
1668,1668,ESB Group,Utilities,Conventional electricity,Dublin,1927,Electricity distribution and generation
1669,1669,Experian,Financials,Business services,Dublin,1996,Credit services
1670,1670,FBD Holdings,Financials,Full line insurance,Dublin,1969,Auto and property insurance
1671,1671,FINEOS,Technology,Software,Dublin,1993,Software development
1672,1672,First Trust Bank,Financials,Banks,Belfast,1991,"One of the Big Four banks, part of Allied Irish Banks"
1673,1673,Four Star Pizza,Consumer services,Food Retailers & Wholesalers,Dublin,1986,Fast-food pizza chain
1674,1674,Fyffes,Consumer goods,Food products,Dublin,1888,Banana and fruit importers
1675,1675,Glanbia,Consumer goods,Food products,Kilkenny,1997,Nutrition
1676,1676,GlenDimplex,Consumer goods,Consumer electronics,Dublin,1973,Manufacturer of consumer electrical goods
1677,1677,GoCar,Consumer services,Specialized consumer services,Dublin,2008,Car sharing service
1678,1678,Greencore,Consumer goods,Food products,Dublin,1991,Food conglomerate
1679,1679,Guineys,Consumer services,Apparel retailers,Dublin,1971,Clothing and department stores
1680,1680,Guinness,Consumer goods,Brewers,Dublin,1759,Part of Diageo (UK)
1681,1681,Havok,Technology,Software,Dublin,1998,"Software development, part of Microsoft (US)"
1682,1682,Heatons,Consumer services,Broadline retailers,Dublin,1946,"Department stores, part of Sports Direct (UK)"
1683,1683,Horizon Therapeutics,Consumer services,Biopharmaceutical,Dublin,2005,Pharmaceutical
1684,1684,Iarnród Éireann,Consumer services,Travel & tourism,Dublin,1987,"Passenger rail company, part of CIÉ"
1685,1685,Independent News & Media,Consumer services,Publishing,Dublin,1904,News publisher
1686,1686,Insomnia Coffee Company,Consumer services,Food Retailers & Wholesalers,Dublin,1997,Coffee chain
1687,1687,Intel Ireland,Technology,Semiconductors,Leixlip,1989,Largest manufacturing plant outside of the United States
1688,1688,IONA Technologies,Technology,Software,Dublin,1991,Acquired by Progress Software in 2008
1689,1689,Irish Citylink,Consumer services,Travel & tourism,Dublin,1994,Part of ComfortDelGro (Singapore)
1690,1690,Irish Continental Group,Industrials,Industrial transportation,Dublin,1972,Shipping and transport
1691,1691,Irish Ferries,Industrials,Industrial transportation,Dublin,1992,Part of Irish Continental Group
1692,1692,Johnson Controls,Industrials,Electrical components & equipment,Cork,1885,Electronic equipment
1693,1693,KBC Bank Ireland,Financials,Banks,Dublin,1973,Formerly IIB Bank
1694,1694,Kerry Group,Consumer goods,Food products,Tralee,1972,Food and dairy
1695,1695,Kingspan Group,Industrials,Building materials,Dublin,1966,Building materials
1696,1696,Laya Healthcare,Financials,Life insurance,Little Island,1997,Private health insurance
1697,1697,Magnet Networks,Telecommunications,Fixed line telecommunications,Dublin,2004,Broadband
1698,1698,Mannok,Industrials,Building materials & fixtures,Derrylin,1973,"Construction, formerly Aventas and the QUINN group"
1699,1699,Medtronic,Health care,Medical equipment,Dublin,1949,"Medical devices, operational headquarters in Fridley, Minnesota (US)"
1700,1700,Meteor,Telecommunications,Mobile telecommunications,Dublin,1998,Merged into Eir
1701,1701,Metro,Consumer services,Travel & tourism,Belfast,1973,"Formerly Citybus, part of Northern Ireland Transport Holding Company"
1702,1702,Musgrave Group,Consumer services,Food retailers & wholesalers,Cork,1876,Food and grocery
1703,1703,National Lottery,Consumer services,Gambling,Dublin,1987,"National lottery, part of private firm Premier Lotteries Ireland"
1704,1704,NI Railways,Consumer services,Travel & tourism,Belfast[4],1967,"Passenger rail, part of Northern Ireland Transport Holding Company"
1705,1705,Norkom,Technology,Software,Dublin,1998,Now a part of Detica
1706,1706,Northern Ireland Electricity,Utilities,Conventional electricity,Belfast,1991,Part of ESB Group
1707,1707,Northern Ireland Transport Holding Company,Consumer services,Travel & tourism,Belfast[5],1967,"Holding company for passenger bus and rail, branded as Translink"
1708,1708,NTR plc,Utilities,Alternative electricity,Dublin,1978,Infrastructure development
1709,1709,Oatfield,Consumer goods,Food products,Letterkenny,1927,"Defunct, brand now part of Zed Candy"
1710,1710,O'Briens Irish Sandwich Bars,Consumer services,Food Retailers & Wholesalers,Dublin,1988,"Sandwich chain, part of Abrakebabra Investments"
1711,1711,Openet,Technology,Software,Dublin,1999,Telecom software
1712,1712,Paddy Power,Consumer services,Gambling,Dublin,1988,Betting shops
1713,1713,Pat the Baker,Consumer goods,Baked goods,Granard,1953[6],Bakery
1714,1714,Permanent TSB,Financials,Life insurance,Dublin,1884,"Financial services, life insurance"
1715,1715,Penneys,Consumer services,Apparel retailers,Dublin,1962,Part of Associated British Foods (UK)
1716,1716,Rabobank Ireland,Financials,Banks,Dublin,1994,Part of Rabobank (Netherlands)
1717,1717,Raidió Teilifís Éireann (RTÉ),Consumer services,Broadcasting & Entertainment,Dublin,1960,Television and radio
1718,1718,Ryanair,Consumer services,Airlines,Dublin,1985,Low-cost airline
1719,1719,Shire,Health care,Pharmaceuticals,Dublin,1986,Biopharmaceutical
1720,1720,Smart Telecom,Telecommunications,Mobile telecommunications,Dublin,1989,"Telecom, defunct 2011"
1721,1721,Smurfit Kappa,Consumer goods,Paper,Dublin,1934,Packaging
1722,1722,Smyths,Consumer services,Specialty retailers,Galway,1986,Toy retailer
1723,1723,Stobart Air,Consumer services,Airlines,Dublin,2014,"Regional airline, defunct 2021"
1724,1724,Supermac's,Consumer services,Food Retailers & Wholesalers,Ballybrit[7],1978,Fast food chain
1725,1725,SuperValu,Consumer services,Food retailers & wholesalers,Cork,1968,Supermarkets
1726,1726,Teilifís na Gaeilge,Consumer services,Broadcasting & Entertainment,Baile na hAbhann,2007,Operator of TG4 and Cúla 4
1727,1727,Tesco Ireland,Consumer services,Food retailers & wholesalers,Dublin,1997,"Supermarkets, part of Tesco (UK)"
1728,1728,The Airporter,Consumer services,Travel & tourism,Derry,1990,Coach connection between Derry and Belfast airports
1729,1729,The Irish Times,Consumer services,Publishing,Dublin,1859,Daily newspaper
1730,1730,Thomas Crosbie Holdings,Consumer services,Publishing,Cork,1841,"Newspaper holdings, defunct 2013"
1731,1731,Three Ireland,Telecommunications,Fixed line telecommunications,Dublin,2005,Part of CK Hutchison Holdings (Hong Kong)
1732,1732,Tipperary Natural Mineral Water,Consumer goods,Beverages,Borrisoleigh,1986,"Mineral water, part of the Gleeson Group"
1733,1733,Today FM,Consumer services,Broadcasting & Entertainment,Dublin,1997,Subsidiary of Communicorp
1734,1734,Trane Technologies,Conglomerate,-,Swords,1871,-
1735,1735,Transport Infrastructure Ireland,Industrials,Heavy construction,Dublin,2015,National road and public transport infrastructure
1736,1736,Virgin Media Television,Consumer services,Broadcasting & Entertainment,Dublin,1998,"Television, part of Virgin Media Ireland"
1737,1737,UDG Healthcare,Health care,Pharmaceuticals,Dublin,1948,Health care support
1738,1738,Ulster Bank,Financials,Banks,Dublin,1836,"Big Four bank, part of NatWest Group (UK)"
1739,1739,Ulsterbus Foyle,Consumer services,Travel & tourism,Derry,2006,"Bus, part of Northern Ireland Transport Holding Company"
1740,1740,Ulsterbus,Consumer services,Travel & tourism,Belfast,1967,"Bus, part of Northern Ireland Transport Holding Company"
1741,1741,Vhi Healthcare,Financials,Life insurance,Purcellsinch,1957,Health insurance
1742,1742,Virgin Media Ireland,Telecommunications,Fixed line telecommunications,Dublin,2005,Subsidiary of Liberty Global (US)
1743,1743,Vizor,Technology,Software,Dublin,2000,Creator of regulator software for central banks
1744,1744,Vodafone Ireland,Telecommunications,Mobile telecommunications,Dublin,1984,"Subsidiary of Vodafone (UK), formerly Eircell"
1745,1745,Wireless Group,Consumer services,Broadcasting & Entertainment,Belfast,2007,Radio and television
1746,1746,Wrightbus,Industrials,Commercial vehicles & trucks,Ballymena,1946,Coach-builder
1747,1747,A&G Management Consulting,Industrials,Business support services,Turin,1988,Management consulting
1748,1748,A2A,Utilities,Multiutilities,Brescia,2008,"Gas, water, electricity distribution"
1749,1749,Abarth,Consumer goods,Automobiles,Turin,1949,"Road and race cars, part of Stellantis"
1750,1750,Abon Plastic,Industrials,Containers & packaging,Gornate-Olona,1973,Containers
1751,1751,Aermacchi,Industrials,Aerospace,Varese,1912,"Aircraft, defunct 2003, now Leonardo S.p.A."
1752,1752,Agip,Oil & gas,Oil & gas refining & marketing,Rome,1926,Retail fuel marketing
1753,1753,AgustaWestland,Industrials,Aerospace & defense,Rome,2000,"Helicopters, part of Leonardo S.p.A."
1754,1754,AGV,Consumer goods,Auto parts,Alessandria,1946,Helmets
1755,1755,Air Dolomiti,Consumer services,Airlines,Villafranca di Verona,1991,"Regional airline, part of Lufthansa (Germany)"
1756,1756,Air One,Consumer services,Airlines,Fiumicino,1983,"Airline, defunct 2014, merged in Alitalia"
1757,1757,ALAN,Consumer goods,Recreational products,Veggiano,1972,Bicycles
1758,1758,Alenia Aermacchi,Industrials,Aerospace,Venegono Superiore,2012,"Defunct 2015, merged into Leonardo S.p.A."
1759,1759,Alenia Aeronautica,Industrials,Aerospace,Rome,1990,"Defunct 2012, merged into Leonardo S.p.A."
1760,1760,Alessi,Consumer goods,Durable household products,Omegna,1921,"Design objects, kitchenware"
1761,1761,Alfa Romeo,Consumer goods,Automobiles,Turin,1910,"Road and race cars, part of Stellantis"
1762,1762,Alitalia,Consumer services,Airlines,Fiumicino,1999,"Flag carrier, defunct 2020"
1763,1763,Alleanza Assicurazioni,Financials,Life insurance,Milan,1898,Life insurance
1764,1764,Alpinestars,Consumer goods,Clothing & accessories,Asolo,1963,Sportswear
1765,1765,Andrea Moda,Consumer goods,Clothing & accessories,Morrovalle,1985,Fashion
1766,1766,Angelini,Health care,Pharmaceuticals,Rome,1919,Pharmaceuticals
1767,1767,Anonima Petroli Italiana,Oil & gas,Petroleum products,Rome,1933,Petrochemical industry
1768,1768,Ansaldo Energia,Utilities,Conventional electricity,Genoa,1853,Power
1769,1769,Ansaldo STS,Industrials,Railroads,Genoa,2006,Railway signaling and support
1770,1770,Aprilia,Consumer goods,Automobiles,Noale,1945,Motorbikes
1771,1771,Arflex,Consumer goods,Furnishings,Milan,1947,Contemporary furniture
1772,1772,Armani,Consumer goods,Clothing & accessories,Milan,1975,Fashion house
1773,1773,Arnoldo Mondadori Editore,Consumer services,Publishing,Segrate,1907,Publishing house
1774,1774,Artemide,Consumer goods,Furnishings,Pregnana Milanese,1960,Design objects
1775,1775,Assicurazioni Generali,Financials,Full line insurance,Trieste,1831,Insurance
1776,1776,Atala,Consumer goods,Recreational products,Monza,1921,Bicycles
1777,1777,Autobianchi,Consumer goods,Automobiles,Milan,1995,"Automobiles, production ceased"
1778,1778,Autogrill,Consumer services,Food retailers & wholesalers,Rozzano,1947,Catering
1779,1779,Avio,Industrials,Aerospace & defense,Rome,1908,Aerospace manufacturing
1780,1780,Azimut Yachts,Industrials,Shipbuilding,Turin,1969,Yachts
1781,1781,B Engineering,Consumer goods,Automobiles,Campogalliano,2000,Road cars
1782,1782,B&B Italia,Consumer goods,Furnishings,Novedrate,1966,Modern furniture
1783,1783,Baldinini,Consumer goods,Footwear,San Mauro Pascoli,1910,Shoes
1784,1784,Banca Carige,Financials,Banks,Genoa,1483,Bank
1785,1785,Banca Monte dei Paschi di Siena,Financials,Banks,Siena,1472,Oldest operating bank in the world
1786,1786,Banca Nazionale del Lavoro,Financials,Banks,Rome,1913,Bank
1787,1787,Banca Popolare di Milano,Financials,Banks,Milan,1865,"Bank, part of Banco BPM"
1788,1788,Banco Popolare,Financials,Banks,Verona,2007,"Bank, defunct 2016"
1789,1789,Bandini Automobili,Consumer goods,Automobiles,Forlì,1946,"Road and race cars, defunct 1992"
1790,1790,Barilla Group,Consumer goods,Food products,Parma,1877,"Food, pasta"
1791,1791,Basso Bikes,Consumer goods,Recreational products,San Zenone degli Ezzelini,1977,Bicycles
1792,1792,Benelli Armi SpA,Industrials,Defense,Urbino,1967,Firearms
1793,1793,Benelli,Consumer goods,Automobiles,Pesaro,1911,"Motorbikes, defunct 2005, sold to Chinese Qianjiang Motorcycle"
