,Name,Industry,Sector,Headquarters,Founded
1333,Zagato,Industrials,Commercial vehicles & trucks,Rho,1919
1334,Zambon,Health care,Pharmaceuticals,Bresso,1906
1335,Zamperla,Consumer goods,Recreational products,Vicenza,1966
1336,Zanussi,Consumer goods,Durable household products,Pordenone,1916
1337,Abrakebabra,Consumer services,Food Retailers & Wholesalers,Dublin,1982
1338,Abrakebabra Investments,Consumer services,Food Retailers & Wholesalers,Dublin,1982
1339,Accenture,Industrials,Business support services,Dublin,1989
1340,Aer Lingus,Consumer services,Airlines,Dublin,1936
1341,Aer Lingus Regional,Consumer services,Airlines,Dublin,2010
1342,AerCap,Industrials,Transport,Dublin,2006
1343,Aircoach,Consumer services,Travel & tourism,Dublin,1999
1344,Airtricity,Utilities,Alternative electricity,Dublin,1997
1345,Allied Irish Banks,Financials,Banks,Dublin,1966
1346,An Post,Industrials,Delivery services,Dublin,1984
1347,Apache Pizza,Consumer services,Food Retailers & Wholesalers,Dublin,2006
1348,Aptiv,Industrials,Automotive,Dublin,1994
1349,Arnotts,Consumer services,Broadline retailers,Dublin,1843
1350,Baltimore Technologies,Technology,Internet,Dublin,1976
1351,Bank of Ireland,Financials,Banks,Dublin,1783
1352,Barry's Tea,Consumer goods,Beverages,Cork,1901
1353,Bewley's,Consumer services,Food Retailers & Wholesalers,Dublin,1840
1354,Bord na Móna,Utilities,Multiutilities,Newbridge,1946
1355,Boylesports,Consumer services,Gambling,Dundalk,1989
1356,BT Ireland,Telecommunications,Fixed line telecommunications,Dublin,1990
1357,Bus Éireann,Consumer services,Travel & tourism,Dublin,1987
1358,Butlers Chocolates,Consumer goods,Food products,Dublin,1932
1359,BWG Foods,Consumer services,Food retailers & wholesalers,Dublin,1963
1360,C&C Group,Consumer goods,Brewers,Dublin,1852
1361,Central Bank of Ireland,Financials,Banks,Dublin,1943
1362,CIÉ,Consumer services,Travel & tourism,Dublin,1945
1363,CityJet,Consumer services,Airlines,Dublin,1992
1364,Communicorp,Consumer services,Broadcasting & Entertainment,Dublin,1989
1365,Covidien,Health care,Medical equipment,Dublin,2007
1366,CRH plc,Industrials,Building materials & fixtures,Dublin,1936
1367,Cúram Software,Technology,Software,Dublin,1990
1368,DAA,Consumer services,Transportation services,Dublin,1937
1369,DCC Plc,Industrials,Business support services,Dublin,1976
1370,Dealz,Consumer services,Broadline retailers,Dublin,2011
1371,Digiweb,Telecommunications,Fixed line telecommunications,Dundalk,1997
1372,Doolittles,Consumer services,Food Retailers & Wholesalers,Laghey,2001
1373,Dublin Bus,Consumer services,Travel & tourism,Dublin,1987
1374,Dunnes Stores,Consumer services,Broadline retailers,Dublin,1944
1375,Eaton Corporation,Conglomerate,-,Dublin,1911
1376,Eason & Son,Consumer services,Specialty retailers,Dublin,1819
1377,EBS,Financials,Banks,Dublin,1935
1378,Eddie Rocket's,Consumer services,Food Retailers & Wholesalers,Dublin,1989
1379,EDUN,Consumer goods,Clothing & accessories,Dublin,2005
1380,Eir,Telecommunications,Fixed line telecommunications,Dublin,1999
1381,Eir Sport,Consumer services,Broadcasting & Entertainment,Dublin,1990
1382,Energia Group,Utilities,Conventional electricity,Belfast,1998
1383,EQTEC,Utilities,Alternative electricity,Cork,2005
1384,Ervia,Utilities,Gas distribution,Cork,1976
1385,ESB Group,Utilities,Conventional electricity,Dublin,1927
1386,Experian,Financials,Business services,Dublin,1996
1387,FBD Holdings,Financials,Full line insurance,Dublin,1969
1388,FINEOS,Technology,Software,Dublin,1993
1389,First Trust Bank,Financials,Banks,Belfast,1991
1390,Four Star Pizza,Consumer services,Food Retailers & Wholesalers,Dublin,1986
1391,Fyffes,Consumer goods,Food products,Dublin,1888
1392,Glanbia,Consumer goods,Food products,Kilkenny,1997
1393,GlenDimplex,Consumer goods,Consumer electronics,Dublin,1973
1394,GoCar,Consumer services,Specialized consumer services,Dublin,2008
1395,Greencore,Consumer goods,Food products,Dublin,1991
1396,Guineys,Consumer services,Apparel retailers,Dublin,1971
1397,Guinness,Consumer goods,Brewers,Dublin,1759
1398,Havok,Technology,Software,Dublin,1998
1399,Heatons,Consumer services,Broadline retailers,Dublin,1946
1400,Horizon Therapeutics,Consumer services,Biopharmaceutical,Dublin,2005
1401,Iarnród Éireann,Consumer services,Travel & tourism,Dublin,1987
1402,Independent News & Media,Consumer services,Publishing,Dublin,1904
1403,Insomnia Coffee Company,Consumer services,Food Retailers & Wholesalers,Dublin,1997
1404,Intel Ireland,Technology,Semiconductors,Leixlip,1989
1405,IONA Technologies,Technology,Software,Dublin,1991
1406,Irish Citylink,Consumer services,Travel & tourism,Dublin,1994
1407,Irish Continental Group,Industrials,Industrial transportation,Dublin,1972
1408,Irish Ferries,Industrials,Industrial transportation,Dublin,1992
1409,Johnson Controls,Industrials,Electrical components & equipment,Cork,1885
1410,KBC Bank Ireland,Financials,Banks,Dublin,1973
1411,Kerry Group,Consumer goods,Food products,Tralee,1972
1412,Kingspan Group,Industrials,Building materials,Dublin,1966
1413,Laya Healthcare,Financials,Life insurance,Little Island,1997
1414,Magnet Networks,Telecommunications,Fixed line telecommunications,Dublin,2004
1415,Mannok,Industrials,Building materials & fixtures,Derrylin,1973
1416,Medtronic,Health care,Medical equipment,Dublin,1949
1417,Meteor,Telecommunications,Mobile telecommunications,Dublin,1998
1418,Metro,Consumer services,Travel & tourism,Belfast,1973
1419,Musgrave Group,Consumer services,Food retailers & wholesalers,Cork,1876
1420,National Lottery,Consumer services,Gambling,Dublin,1987
1421,NI Railways,Consumer services,Travel & tourism,Belfast,1967
1422,Norkom,Technology,Software,Dublin,1998
1423,Northern Ireland Electricity,Utilities,Conventional electricity,Belfast,1991
1424,Northern Ireland Transport Holding Company,Consumer services,Travel & tourism,Belfast,1967
1425,NTR plc,Utilities,Alternative electricity,Dublin,1978
1426,Oatfield,Consumer goods,Food products,Letterkenny,1927
1427,O'Briens Irish Sandwich Bars,Consumer services,Food Retailers & Wholesalers,Dublin,1988
1428,Openet,Technology,Software,Dublin,1999
1429,Paddy Power,Consumer services,Gambling,Dublin,1988
1430,Pat the Baker,Consumer goods,Baked goods,Granard,1953
1431,Permanent TSB,Financials,Life insurance,Dublin,1884
1432,Penneys,Consumer services,Apparel retailers,Dublin,1962
1433,Rabobank Ireland,Financials,Banks,Dublin,1994
1434,Raidió Teilifís Éireann,Consumer services,Broadcasting & Entertainment,Dublin,1960
1435,Ryanair,Consumer services,Airlines,Dublin,1985
1436,Shire,Health care,Pharmaceuticals,Dublin,1986
1437,Smart Telecom,Telecommunications,Mobile telecommunications,Dublin,1989
1438,Smurfit Kappa,Consumer goods,Paper,Dublin,1934
1439,Smyths,Consumer services,Specialty retailers,Galway,1986
1440,Stobart Air,Consumer services,Airlines,Dublin,2014
1441,Supermac's,Consumer services,Food Retailers & Wholesalers,Ballybrit,1978
1442,SuperValu,Consumer services,Food retailers & wholesalers,Cork,1968
1443,Teilifís na Gaeilge,Consumer services,Broadcasting & Entertainment,Baile na hAbhann,2007
1444,Tesco Ireland,Consumer services,Food retailers & wholesalers,Dublin,1997
1445,The Airporter,Consumer services,Travel & tourism,Derry,1990
1446,Thomas Crosbie Holdings,Consumer services,Publishing,Cork,1841
1447,Three Ireland,Telecommunications,Fixed line telecommunications,Dublin,2005
1448,Tipperary Natural Mineral Water,Consumer goods,Beverages,Borrisoleigh,1986
1449,Today FM,Consumer services,Broadcasting & Entertainment,Dublin,1997
1450,Trane Technologies,Conglomerate,-,Swords,1871
1451,Transport Infrastructure Ireland,Industrials,Heavy construction,Dublin,2015
1452,Virgin Media Television,Consumer services,Broadcasting & Entertainment,Dublin,1998
1453,UDG Healthcare,Health care,Pharmaceuticals,Dublin,1948
1454,Ulster Bank,Financials,Banks,Dublin,1836
1455,Ulsterbus Foyle,Consumer services,Travel & tourism,Derry,2006
1456,Ulsterbus,Consumer services,Travel & tourism,Belfast,1967
1457,Vhi Healthcare,Financials,Life insurance,Purcellsinch,1957
1458,Virgin Media Ireland,Telecommunications,Fixed line telecommunications,Dublin,2005
1459,Vizor,Technology,Software,Dublin,2000
1460,Vodafone Ireland,Telecommunications,Mobile telecommunications,Dublin,1984
1461,Wireless Group,Consumer services,Broadcasting & Entertainment,Belfast,2007
1462,Wrightbus,Industrials,Commercial vehicles & trucks,Ballymena,1946
1463,ASL Airlines Hungary,Consumer services,Airlines,Budapest,1990
1464,Association of Hungarian Record Companies,Consumer services,Broadcasting & entertainment,Budapest,1992
1465,Balabit,Technology,Computer services,Budapest,2000
1466,BKV Zrt.,Consumer services,Travel & tourism,Budapest,1968
1467,Borsod Brewery,Consumer goods,Brewers,Bőcs,1969
1468,BorsodChem,Basic materials,Specialty chemicals,Budapest,1949
1469,Budapest Aircraft Service,Consumer services,Airlines,Budapest,1991
1470,CBA,Consumer services,Food retailers & wholesalers,Alsónémedi,1992
1471,AMC Networks International Central Europe,Consumer services,Broadcasting & entertainment,Budapest,2014
1472,CIB Bank,Financials,Banks,Budapest,1979
1473,Cinema City Hungary,Consumer services,Recreational services,Budapest,1997
1474,CityLine Hungary,Consumer services,Airlines,Vecsés,2003
1475,CLS Music,Consumer services,Broadcasting & entertainment,Budapest,2002
1476,Corvin Film,Consumer services,Broadcasting & entertainment,Budapest,1914
1477,Corvus Hungary,Industrials,Aerospace,Ballószög,2011
1478,Csepel,Consumer goods,Automobiles,Szigetszentmiklós,1944
1479,Danubius Hotels Group,Consumer services,Hotels,Budapest,1972
1480,Digital Reality,Technology,Software,Budapest,1991
1481,Dreher Brewery,Consumer goods,Brewers,Budapest,1854
1482,Fegyver- és Gépgyár,Industrials,Building materials & fixtures,Budapest,1891
1483,FHB Mortgage Bank,Financials,Banks,Budapest,1997
1484,Ganz Works,Consumer goods,Automobiles,Budapest,1844
1485,Richter Gedeon Co.,Health care,Pharmaceuticals,Budapest,1901
1486,Gramy Records,Consumer services,Broadcasting & entertainment,Budapest,1999
1487,Graphisoft,Technology,Software,Budapest,1982
1488,Gundel,Consumer services,Restaurants & bars,Budapest,1910
1489,Győri Keksz,Consumer goods,Food products,Győr,1880
1490,Hálózat TV,Consumer services,Broadcasting & entertainment,Budapest,2002
1491,Hell Energy,Consumer goods,Food & beverage,Miskolc,2006
1492,Herend Porcelain Manufactory,Consumer goods,Durable household products,Herend,1826
1493,Hungarian National Bank,Financials,Banks,Budapest,1924
1494,Hungarian State Railways,Industrials,Railroads,Budapest,1869
1495,Hungaroton,Consumer services,Broadcasting & entertainment,Budapest,1951
1496,Hunnia Film Studio,Consumer services,Broadcasting & entertainment,Budapest,?
1497,Ikarus Bus,Industrials,Commercial vehicles & trucks,Budapest,1895
1498,International Training Center for Bankers,Financials,Banks,Budapest,1988
1499,Invictus Games,Technology,Software,Debrecen,2000
1500,IP Systems,Technology,Software,Budapest,2008
1501,iWiW,Technology,Internet,Budapest,2002
1502,K&H Bank,Financials,Banks,Budapest,1987
1503,Lehel,Consumer goods,Durable household products,Jászberény,1945
1504,Magyar Posta,Industrials,Delivery services,Budapest,1867
1505,Magyar Telekom,Telecommunications,Fixed line telecommunications,Budapest,1991
1506,MAL Hungarian Aluminium,Basic materials,Aluminum,Ajka,1995
1507,Malév,Consumer services,Airlines,Budapest,1956
1508,Match,Consumer services,Food retailers & wholesalers,Budapest,1952
1509,MKB Bank,Financials,Banks,Budapest,1950
1510,MOL Group,Oil & gas,Exploration & production,Budapest,1957
1511,MTVA,Consumer services,Broadcasting & entertainment,Budapest,2011
1512,MVK Zrt.,Consumer services,Travel & tourism,Miskolc,1954
1513,MVM Group,Utilities,Conventional electricity,Budapest,1948
1514,NeocoreGames,Technology,Software,Budapest,2005
1515,Oncotherm,Health care,Medical equipment,Budapest,1988
1516,Organica Technologies,Utilities,Water,Budapest,1998
1517,Orion Electronics,Industrials,Electronic equipment,Budapest,1913
1518,OTP Bank,Financials,Banks,Budapest,1949
1519,Pannon,Telecommunications,Mobile telecommunications,Törökbálint,1994
1520,Pannonia Film Studio,Consumer services,Broadcasting & entertainment,Budapest,1956
1521,Panrusgáz,Oil & gas,Exploration & production,Budapest,1994
1522,Pécs Brewery,Consumer goods,Brewers,Pécs,1848
1523,Pick Szeged,Consumer goods,Food products,Szeged,1869
1524,Prezi,Technology,Software,Budapest,2009
1525,Puli Space Technologies,Industrials,Aerospace,Budapest,2010
1526,Rába,Consumer goods,Automobiles,Győr,1896
1527,Scarab Research,Technology,Software,Budapest,2009
1528,State Printing Company,Consumer services,Publishing,Budapest,1851
1529,Szerencsejáték Zrt.,Consumer services,Gambling,Budapest,1991
1530,Takarékbank,Financials,Banks,Budapest,1989
1531,ThalesNano,Industrials,Electronic equipment,Budapest,2002
1532,Tisza Cipő,Consumer goods,Clothing & accessories,Martfű,1942
1533,Törley,Consumer goods,Distillers & vintners,Budapest,1882
1534,Travel Service,Consumer services,Airlines,Budapest,2001
1535,TriGránit,Financials,Real estate holding & development,Budapest,1997
1536,Tungsram,Industrials,Electrical components & equipment,Újpest,1896
1537,Turner Broadcasting System Hungary,Consumer services,Broadcasting & entertainment,Budapest,?
1538,UPC Magyarország,Telecommunications,Fixed line telecommunications,Budapest,1998
1539,Videoton,Consumer goods,Consumer electronics,Székesfehérvár,1938
1540,VirusBuster,Technology,Computer services,Budapest,1997
1541,Vodafone Hungary,Telecommunications,Mobile telecommunications,Budapest,1999
1542,Wizz Air,Consumer services,Airlines,Budapest,2003
1543,Zen Studios,Technology,Software,Budapest,2003
1544,Zsolnay,Consumer goods,Durable household products,Pécs,1853
1545,Zwack,Consumer goods,Distillers & vintners,Budapest,1790
1546,4E TV,Consumer services,Media,Thessaloniki,1994
1547,Abea,Consumer goods,Food products,Chania,1889
1548,Achaia Clauss,Consumer Goods,Beverages,Patras,1861
1549,ADMIE,Utilities,Electricity,Athens,2012
1550,Aegean Airlines,Consumer services,Travel & Leisure,Athens,1987
1551,Aegean Motorway S.A.,Industrials,Transportation services,Athens,2007
1552,Aegean Speed Lines,Industrials,Marine transportation,Glyfada,2005
1553,Aegek SA,Industrials,Heavy construction,Marousi,1949
1554,Aeolian Investment Fund S.A.,Financials,Financial services,Athens,1992
1555,Air Mediterranean,Consumer services,Airlines,Athens,2017
1556,Alfa-Beta Vassilopoulos,Consumer services,Food retailers,Athens,1939
1557,Allatini,Consumer goods,Food products,Thessaloniki,1858
1558,Alpha Bank,Financials,Banks,Athens,1879
1559,Alpha Records,Consumer services,Media,Athens,1987
1560,Alpha TV,Consumer services,Media,Athens,1996
1561,ALUMIL Aluminium Industry S.A,Basic materials,Industrial metals & mining,Kilkis,1988
1562,Aluminium of Greece,Basic materials,Industrial metals & mining,Marousi,1960
1563,Amjet Executive,Consumer services,Travel & Leisure,Athens,2009
1564,ANEK Lines,Industrials,Industrial Transportation,Chania,1967
1565,ANT1 Group,Consumer services,Media,Athens,1989
1566,ANT1,Consumer services,Media,Athens,1989
1567,Arapian,Consumer goods,Food products,Athens,1935
1568,Arcadia Shipmanagement,Industrials,Marine transportation,Athens,1998
1569,Archirodon,Industrials,Heavy construction,Dordrecht,1959
1570,Atcom,Technology,Software & computer,Athens,1997
1571,Athens Exchange,Financials,Equity investment,Athens,1876
1572,Athens International Airport S.A.,Consumer services,Travel & leisure,Athens,1996
1573,Athens-Macedonian News Agency,Consumer services,Media,Athens,2008
1574,Athens Mass Transit System,Consumer services,Travel & tourism,Athens,1993
1575,Athens Metro,Consumer services,Travel & leisure,Athens,1869
1576,Atlas Maritime,Industrials,Marine transportation,Athens,2004
1577,Attica Bank,Financials,Banks,Athens,1925
1578,Attica Group,Industrials,Marine transportation,Athens,1918
1579,Attiki Odos consortium,Industrials,Transportation services,Athens,1996
1580,Aventurine SA,Technology,Video game industry,Athens,2003
1581,Avin International,Industrials,Marine transportation,Maroussi,1977
1582,Bank of Greece,Financials,Banks,Athens,1928
1583,Barbastathis,Consumer services,Food & Beverages,Thessaloniki,1969
1584,Bazaar,Consumer services,Food retailers,Athens,-
1585,Beat,Consumer services,Transportation networking,Athens,2011
1586,Berios,Industrials,Heavy construction,Athens,1984
1587,Bioman,Consumer goods,Industrial parts,Tavros,1976
1588,Black Lotus Records,Consumer services,Media,Athens,1998
1589,Bluebird Airways,Consumer services,Airlines,Heraklion,2008
1590,Blue Star Ferries,Industrials,Marine transportation,Athens,2000
1591,Centric Multimedia,Consumer services,Multimedia,Athens,1995
1592,Ceres Hellenic Shipping Enterprises,Industrials,Marine transportation,Pireus,1949
1593,CERETETH,Technology,Research,Volos,2006
1594,Chalkis Shipyards (Aulida),Industrials,Heavy construction,Chalkis,1971
1595,Chipita,Food & Beveradges,Food & Beveradges,Athens,1973
1596,Coca-Cola Hellenic Bottling Company,Consumer services,Food & Beverages,Zug,1969
1597,Coffee Island,Consumer services,Restaurants & bars,Patras,1999
1598,Compupress,Consumer services,Publishing,Athens,1982
1599,Consolidated Contractors Company,Industrials,Heavy construction,Athens,1952
1600,Cosmote,Telecommunications,Mobile telecommunications,Athens,1998
1601,Costamare,Industrials,Marine transportation,Monaco,1975
1602,DEPA,Oil & gas,Exploration & production,Athens,1988
1603,DESFA,Oil & gas,Exploration & production,Chalandri,2007
1604,Diana,Consumer goods,Automobiles & parts,Tavros,1976
1605,Digea,Broadcast,Digital Provider,Athens,2009
1606,Digital Union,Consumer services,Media,Athens,2008
1607,Dodekanisos Seaways,Industrials,Marine transportation,Rhodes,1990
1608,DryShips Inc,Industrials,Marine transportation,Athens,2004
1609,EAS,Industrials,Defense,Athens,2004
1610,Egnatia Odos S.A.,Industrials,Transportation services,Athens,1997
1611,ELCO,Consumer goods,Household goods,Lykovrysi,1960
1612,Epsa,Consumer goods,Soft drinks,Pilio,1924
1613,Elefsis Shipyards,Industrials,Heavy construction,Eleusis,1962
1614,ELFE,Basic materials,Speciality chemicals,Athens,1961
1615,Ellaktor,Industrials,Heavy construction,Kifissia,1977
1616,Ellinair,Consumer services,Airlines,Thessaloniki,2013
1617,Energean Oil & Gas,Oil & gas,Exploration & production,Maroussi,2007
1618,Open TV,Consumer services,Broadcasting & entertainment,Koropi,1990
1619,Eskimo (Feidakis Group),Consumer goods,Household goods,Athens,1958
1620,Estia Newspaper S.A.,Consumer services,Media,Athens,1876
1621,ETEM,Basic materials,Aluminium,Athens,1971
1622,Eurobank Ergasias,Financials,Banks,Athens,1990
1623,European Reliance,Financials,Full line insurance,Athens,1977
1624,European Seaways,Industrials,Marine transportation,Athens,1990
1625,Euroseas,Industrials,Marine transportation,Maroussi,1917
1626,Evga S.A.,Consumer goods,Food products,Athens,1934
1627,EYDAP,Utilities,Water,Galatsi,1980
1628,Fage,Consumer services,Food & Beverages,Strassen,1926
1629,Fast Ferries,Industrials,Marine transportation,Piraeus,1998
1630,Flocafé,Consumer services,Restaurants & bars,Athens,1994
1631,Finos Film,Consumer services,Film production,Athens,1943
1632,Fix Brewery,Consumer goods,Brewers,Athens,1864
1633,Folli Follie,Consumer goods,Clothing & accessories,Athens,1982
1634,Forthnet,Telecommunications,Fixed line telecom.,Athens,1995
1635,Frigoglass,Industrial,Commercial Refrigeration,Kifissia,1993
1636,GainJet Aviation,Consumer services,Airlines,Athens,2006
1637,Galaxias,Consumer services,Food retailers,Athens,1982
1638,GEK Terna,Industrials,Heavy construction,Athens,1969
1639,Germanos Group,Industrials,Electrical components,Athens,1980
1640,Golden Star Ferries,Industrials,Marine transportation,Andros,2011
1641,Goody's Burger House,Consumer services,Travel & leisure,Athens,1975
1642,Grecotel,Consumer services,Hospitality,Rethymno,-
1643,Greek Internet Exchange,Technology,Internet,Athens,2009
1644,A. Lange & Söhne,Consumer goods,Clothing & accessories,Glashütte,1845
1645,Aareal Bank,Financials,Banks,Wiesbaden,1922
1646,Adidas,Consumer goods,Clothing & accessories,Herzogenaurach,1924
1647,Aldi,Consumer services,Food retailers & wholesalers,Essen,1913
1648,Allianz,Financials,Full line insurance,Munich,1890
1649,Alpina,Consumer goods,Automobiles,Buchloe,1965
1650,Altana,Basic materials,Speciality chemicals,Wesel,1977
1651,Aral AG,Consumer services,Specialty retailers,Bochum,1898
1652,ARAG SE,Financials,Full line insurance,Düsseldorf,1935
1653,Arburg,Industrials,Industrial machinery,Loßburg,1923
1654,Arcandor,Consumer services,Broadline retailers,Essen,1999
1655,Arcor,Telecommunications,Fixed line telecommunications,Eschborn,1996
1656,Armedangels,Consumer goods,Clothing & accessories,Cologne,2007
1657,Audi,Consumer goods,Automobiles,Ingolstadt,1910
1658,August Storck,Consumer goods,Food products,Berlin,1903
1659,Aurubis,Basic materials,Nonferrous metals,Hamburg,2008
1660,Auto Union,Consumer goods,Automobiles,Neckarsulm,1932
1661,Axel Springer AG,Consumer services,Publishing,Berlin,1946
1662,B. Braun,Health care,Pharmaceuticals,Melsungen,1839
1663,Babelsberg Studio,Consumer services,Broadcasting & entertainment,Potsdam,1912
1664,Bahlsen,Consumer goods,Food products,Hanover,1889
1665,BASF,Basic materials,Speciality chemicals,Ludwigshafen,1865
1666,Bavaria Film Studios,Consumer services,Broadcasting & entertainment,Grünwald,1919
1667,Bayer,Health care,Pharmaceuticals,Leverkusen,1863
1668,BayWa,Consumer goods,Farming & fishing,Munich,1923
1669,BBS Kraftfahrzeugtechnik,Consumer goods,Auto parts,Schiltach,1970
1670,Bechtle,Technology,Software,Neckarsulm,1983
1671,Beck's Brewery,Consumer goods,Brewers,Bremen,1873
1672,Behr GmbH & Co. KG,Industrials,Industrial suppliers,Stuttgart,1905
1673,Behringer,Consumer goods,Consumer electronics,Willich,1989
1674,Beiersdorf,Consumer goods,Personal products,Hamburg,1882
1675,Bellevue Investments,Technology,Software,Berlin,1993
1676,Benecke-Kaliko,Industrials,Industrial suppliers,Hanover,1718
1677,Bertelsmann,Consumer services,Broadcasting & entertainment,Gütersloh,1835
1678,Beyerdynamic,Consumer goods,Consumer electronics,Heilbronn,1924
1679,Bilfinger,Industrials,Heavy construction,Mannheim,1880
1680,Birkenstock,Consumer goods,Clothing & accessories,Neustadt,1774
1681,Bitburger Brewery,Consumer goods,Brewers,Bitburg,1817
1682,BioNTech,Healthcare,Vaccine,Mainz,2008
1683,Blohm+Voss,Industrials,Commercial vehicles & trucks,Hamburg,1877
1684,BMG Rights Management,Consumer services,Broadcasting & entertainment,Berlin,2008
1685,BMW,Consumer goods,Automobiles,Munich,1916
1686,Boehringer Ingelheim,Health care,Pharmaceuticals,Ingelheim am Rhein,1885
1687,BOMAG,Industrials,Commercial vehicles & trucks,Boppard,1957
1688,Brabus,Consumer services,Specialty retailers,Bottrop,1977
1689,Braun,Consumer goods,Personal products,Kronberg,1921
1690,Brenntag,Basic materials,Commodity chemicals,Mülheim,1874
1691,C. Bechstein,Consumer goods,Recreational products,Berlin,1853
1692,C. Illies & Co.,Industrials,Business support services,Hamburg,1859
1693,Carl Walther GmbH,Industrials,Defense,Ulm,1886
1694,Carl Zeiss AG,Health care,Medical equipment,Oberkochen,1846
1695,CureVac,Health care,Vaccine,Tübingen,2000
1696,Celesio,Health care,Pharmaceuticals,Stuttgart,1835
1697,CineStar,Consumer services,Recreational services,Lübeck,1948
1698,Circus Krone,Consumer services,Broadcasting & entertainment,Munich,1905
1699,Claas,Industrials,Commercial vehicles & trucks,Harsewinkel,1913
1700,Commerzbank,Financials,Banks,Frankfurt,1870
1701,Condor Flugdienst,Consumer services,Airlines,Frankfurt,1955
1702,Continental AG,Industrials,Industrial suppliers,Hanover,1871
1703,Covestro,Basic materials,Speciality chemicals,Leverkusen,2015
1704,Daimler AG,Consumer goods,Automobiles,Stuttgart,2007
1705,Dba,Consumer services,Airlines,Munich,1992
1706,Delton,Conglomerates,-,Bad Homburg vor der Höhe,1989
1707,Deutsche Bahn,Industrials,Railroads,Berlin,1994
1708,Deutsche Bank,Financials,Banks,Frankfurt,1870
1709,Deutsche Börse,Financials,Investment services,Frankfurt,1992
1710,Deutsche Grammophon,Consumer goods,Broadcasting & entertainment,Hanover,1898
1711,Deutsche Messe,Consumer services,Recreational services,Hanover,1947
1712,Deutsche Pfandbriefbank,Financials,Banks,Unterschleißheim,2015
1713,Deutsche Post,Industrials,Delivery services,Bonn,1995
1714,Deutsche Telekom,Telecommunications,Fixed line telecommunications,Bonn,1995
1715,Deutsche Vermögensberatung,Financials,Asset managers,Frankfurt,1975
1716,Deutz AG,Industrials,Industrial machinery,Cologne,1864
1717,DHL Express,Industrials,Delivery services,Bonn,1969
1718,Dieffenbacher,Industrials,Industrial machinery,Eppingen,1873
1719,Diehl Aerospace,Industrials,Aerospace,Überlingen,2006
1720,Diehl Defence,Industrials,Defense,Überlingen,2004
1721,Diehl Metall,Industrials,Industrial machinery,Röthenbach an der Pegnitz,1938
1722,Diezel,Consumer goods,Recreational products,Bad Steben,1994
1723,Djshop,Consumer services,Broadcasting & entertainment,Vachendorf,1993
1724,Accor,Consumer services,Hospitality,Paris,1967
1725,Aéropostale,Consumer services,Airlines,Toulouse,1918
1726,Aérospatiale-Matra,Industrials,Defense,Paris,1999
1727,Air France,Consumer services,Airlines,Tremblay-en-France,1933
1728,Air France–KLM,Consumer services,Airlines,Tremblay-en-France,2004
1729,Airbus,Industrials,Aerospace,Toulouse,1970
1730,Air Liquide,Industrial,Chemical,Paris,1902
1731,Alcatel-Lucent,Technology,Telecommunications equipment,Boulogne-Billancourt,2006
1732,Ales Groupe,Consumer goods,Personal products,Paris,1969
1733,Alstom,Industrials,Railroads,Saint-Ouen,1928
1734,Altran,Industrials,Business support services,Paris,1982
1735,Amaury Sport Organisation,Consumer services,Recreational services,Issy-les-Moulineaux,1992
1736,ArianeGroup,Industrials,Aerospace & defense,Issy-les-Moulineaux,2015
1737,Arianespace,Industrials,Aerospace,Courcouronnes,1980
1738,Arkane Studios,Technology,Software,Lyon,1999
1739,Arte,Consumer services,Broadcasting & entertainment,Strasburg,1991
1740,Astrium,Industrials,Aerospace,Paris,2006
1741,AT Internet,Technology,Internet,Bordeaux,1995
1742,Atari SA,Technology,Software,Paris,1983
1743,Atisreal,Financials,Real estate services,Levallois-Perret,2003
1744,Atos,Technology,Software,Bezons,1988
1745,Auchan,Consumer services,Food retailers & wholesalers,Croix,1961
1746,Axa,Financials,Full line insurance,Paris,1817
1747,Babolat,Consumer goods,Recreational products,Lyon,1875
1748,Baccarat,Consumer goods,Durable household products,Paris,1764
1749,Banijay,Consumer services,Broadcasting & entertainment,Paris,2008
1750,Banque de l'Indochine,Financials,Banks,Paris,1875
1751,Bel Group,Consumer goods,Food products,Paris,1865
1752,BNP Paribas,Financials,Banks,Paris,1848
1753,Bolloré,Industrials,Delivery services,Puteaux,1822
1754,Bonduelle,Consumer goods,Food products,Villeneuve d'Ascq,1853
1755,Bouygues Telecom,Telecommunications,Mobile telecommunications,Paris,1994
1756,Bouygues,Conglomerates,-,Paris,1952
1757,Brittany Ferries,Industrials,Marine transportation,Roscoff,1972
1758,Bugatti Automobiles,Consumer goods,Automobiles,Molsheim,1998
1759,Canal+,Consumer services,Broadcasting & entertainment,Issy-les-Moulineaux,1984
1760,Capgemini,Industrials,Business support services,Paris,1967
1761,Carrefour,Consumer services,Food retailers & wholesalers,Boulogne-Billancourt,1958
1762,Cartier,Consumer goods,Clothing & accessories,Saint-Ouen,1847
1763,Celio,Consumer services,Apparel retailers,Paris,1978
1764,Chanel,Consumer goods,Clothing & accessories,Neuilly-sur-Seine,1909
1765,Chantelle,Consumer goods,Clothing & accessories,Cachan,1876
1766,Christian Dior SE,Consumer goods,Clothing & accessories,Paris,1946
1767,Citroën,Consumer goods,Automobiles,Rueil-Malmaison,1919
1768,CMA CGM,Industrials,Delivery services,Marseille,1978
1769,Com One group,Technology,Telecommunications equipment,Cestas,1987
1770,Crédit Agricole,Financials,Banks,Montrouge,1894
1771,Crédit Commercial de France,Financials,Banks,Paris,1894
1772,Crédit Mutuel,Financials,Banks,Paris,1882
