00-avengers-country,01-DDD-country,02-GioPonSpiz-country,03-gren-country,04-iGMM-country,05-MalPatSaj-country,06-MarScoToc-country
usa,usa,usa,canada,saudi arabia,usa,canada
belgium,india,india,usa,canada,usa,denmark
usa,netherlands,usa,norway,india,canada,usa
usa,usa,usa,usa,japan,usa,usa
india,usa,india,south africa,usa,canada,germany
india,usa,uk,spain,canada,canada,usa
usa,china,south africa,usa,india,ru,usa
india,usa,canada,usa,usa,usa,usa
canada,india,usa,turkey,usa,usa,poland
usa,usa,usa,china,india,usa,usa
usa,thailand,india,usa,usa,denmark,usa
usa,usa,spain,usa,usa,usa,
usa,india,usa,usa,japan,usa,uk
usa,china,poland,israel,india,usa,india
usa,usa,czech republic,usa,usa,india,hong kong
usa,usa,usa,usa,south africa,canada,usa
poland,australia,australia,netherlands,usa,usa,israel
usa,india,usa,usa,netherlands,singapore,usa
usa,usa,india,usa,usa,india,france
india,india,hong kong,usa,usa,usa,usa
india,usa,uk,usa,usa,usa,india
usa,usa,usa,usa,usa,usa,india
usa,usa,israel,brazil,usa,usa,usa
usa,usa,usa,usa,usa,usa,usa
canada,usa,germany,israel,usa,usa,spain
germany,usa,brazil,canada,austria,usa,usa
canada,india,usa,india,sweden,le of man,usa
usa,india,usa,usa,south africa,japan,usa
usa,netherlands,usa,usa,bahamas,usa,israel
australia,spain,usa,usa,usa,usa,australia
usa,taiwan,france,netherlands,usa,india,usa
malaysia,usa,israel,uk,india,israel,indonesia
israel,usa,usa,usa,usa,taiwan,india
finland,norway,hong kong,canada,brazil,spain,
spain,usa,japan,usa,usa,usa,usa
india,united-kingdom,austria,australia,usa,uk,israel
china,usa,usa,usa,ireland,brazil,canada
usa,usa,germany,guernsey,usa,usa,china
usa,usa,usa,germany,spain,usa,portugal
canada,india,india,usa,usa,usa,india
india,usa,spain,usa,usa,usa,japan
india,usa,israel,usa,canada,usa,uk
india,usa,usa,usa,france,israel,usa
india,germany,uk,usa,spain,new zealand,usa
india,united-kingdom,israel,france,india,usa,brazil
india,usa,usa,belgium,usa,usa,france
,usa,usa,germany,usa,usa,usa
usa,usa,canada,usa,usa,uk,usa
usa,usa,malta,usa,netherlands,usa,usa
turkey,usa,isle of man,usa,usa,poland,uk
usa,usa,usa,usa,usa,usa,usa
usa,usa,canada,usa,usa,usa,usa
taiwan,none,canada,usa,germany,usa,brazil
sweden,canada,usa,usa,india,usa,usa
usa,united-kingdom,usa,usa,usa,denmark,usa
china,usa,netherlands,uk,france,usa,canada
india,usa,usa,usa,usa,usa,usa
usa,usa,usa,japan,usa,usa,usa
usa,cambodia,india,france,canada,canada,
usa,usa,usa,germany,italy,usa,usa
usa,usa,turkey,usa,india,india,canada
usa,usa,usa,japan,usa,usa,canada
usa,usa,usa,usa,canada,singapore,uk
usa,israel,guernsey,usa,indonesia,usa,usa
brazil,canada,usa,usa,usa,usa,netherlands
norway,usa,canada,germany,usa,ernsey,usa
finland,usa,usa,usa,israel,usa,usa
usa,usa,usa,usa,china,india,germany
,usa,usa,usa,usa,germany,usa
canada,usa,usa,uk,canada,usa,germany
usa,canada,usa,argentina,sweden,russia,usa
usa,usa,usa,brazil,usa,germany,usa
usa,usa,usa,usa,usa,usa,usa
usa,netherlands,usa,usa,hong kong,usa,usa
usa,china,usa,uk,canada,france,usa
usa,usa,usa,india,usa,usa,usa
usa,usa,usa,usa,usa,south africa,usa
usa,brazil,uk,usa,germany,uk,canada
germany,none,usa,usa,usa,usa,usa
usa,usa,usa,usa,usa,turkey,france
south korea,usa,usa,usa,norway,usa,uk
sweden,usa,uk,usa,canada,france,usa
japan,poland,germany,usa,brazil,usa,usa
india,usa,usa,singapore,bermuda,bermuda,usa
usa,germany,usa,usa,usa,usa,usa
malaysia,netherlands,usa,usa,usa,canada,usa
usa,usa,france,usa,south korea,usa,canada
usa,germany,canada,usa,china,uk,usa
usa,none,usa,usa,hong kong,germany,usa
new zealand,usa,usa,india,spain,usa,usa
india,usa,germany,usa,usa,india,usa
canada,usa,usa,israel,usa,usa,india
usa,usa,argentina,canada,usa,usa,brazil
usa,usa,usa,taiwan,australia,uk,france
usa,netherlands,usa,usa,usa,indonesia,
usa,usa,usa,canada,usa,luxembourg,usa
australia,usa,usa,israel,usa,austria,israel
usa,canada,usa,usa,usa,usa,chile
usa,usa,usa,usa,germany,canada,usa
usa,usa,usa,usa,israel,australia,usa
usa,usa,canada,usa,usa,usa,usa
united arab emirates,usa,france,spain,usa,usa,usa
usa,united-kingdom,usa,indonesia,usa,usa,uk
israel,usa,usa,india,china,usa,usa
usa,italy,germany,usa,usa,usa,usa
india,usa,usa,germany,spain,austria,usa
hong kong,spain,usa,usa,uk,usa,usa
south korea,hong-kong,usa,austria,canada,usa,usa
germany,canada,usa,chile,usa,s. korea,usa
india,canada,usa,france,germany,usa,usa
usa,usa,usa,canada,france,uk,south korea
usa,usa,usa,usa,china,usa,turkey
usa,usa,france,usa,usa,usa,taiwan
usa,usa,israel,usa,canada,spain,usa
usa,china,usa,spain,usa,usa,usa
israel,brazil,uk,usa,usa,israel,sweden
usa,france,india,new zealand,china,usa,usa
usa,united-kingdom,germany,uk,usa,taiwan,
usa,usa,usa,canada,greece,japan,singapore
germany,germany,usa,usa,usa,usa,canada
usa,usa,usa,uk,usa,new zealand,india
usa,usa,usa,usa,india,uk,germany
usa,hong-kong,usa,usa,usa,finland,japan
usa,usa,taiwan,uk,canada,usa,usa
usa,canada,usa,usa,canada,france,usa
india,belgium,brazil,usa,india,brazil,
uk,usa,uk,switzerland,usa,usa,usa
ireland,usa,usa,usa,usa,india,germany
usa,usa,usa,usa,usa,germany,uk
usa,brazil,usa,usa,usa,usa,usa
usa,spain,chile,usa,usa,usa,usa
south korea,usa,usa,new zealand,monaco,india,usa
usa,south-korea,canada,austria,bermuda,usa,usa
canada,new-zealand,usa,france,usa,usa,usa
united arab emirates,usa,usa,hong kong,usa,usa,belgium
usa,australia,japan,germany,usa,usa,switzerland
usa,usa,germany,usa,brazil,usa,usa
usa,usa,usa,usa,usa,canada,canada
china,usa,india,turkey,usa,usa,
usa,netherlands,usa,usa,usa,usa,uk
netherlands,canada,usa,usa,india,usa,france
usa,finland,s. korea,uk,usa,singapore,usa
usa,usa,uk,usa,germany,japan,usa
usa,usa,belgium,s. korea,usa,canada,uk
usa,spain,switzerland,france,usa,indonesia,usa
usa,usa,canada,uk,uk,usa,south korea
uk,cambodia,usa,usa,israel,usa,usa
south korea,usa,usa,new zealand,usa,usa,usa
usa,canada,singapore,usa,usa,germany,usa
usa,norway,usa,usa,usa,canada,sweden
usa,china,s. korea,usa,usa,turkey,south korea
usa,canada,uk,brazil,usa,uk,canada
germany,usa,czech republic,norway,usa,canada,usa
usa,netherlands,usa,canada,netherlands,usa,new zealand
usa,usa,austria,sweden,usa,canada,new zealand
usa,brazil,usa,denmark,netherlands,norway,usa
china,usa,india,india,mexico,usa,usa
india,usa,canada,canada,usa,usa,sweden
australia,canada,usa,usa,finland,canada,usa
singapore,usa,usa,s. korea,cambodia,new zealand,usa
india,poland,usa,canada,uk,usa,india
usa,none,uk,usa,india,usa,
usa,usa,new zealand,usa,switzerland,usa,usa
usa,usa,spain,usa,poland,france,canada
usa,usa,sweden,usa,israel,canada,uk
india,india,usa,usa,usa,usa,usa
usa,usa,usa,usa,new zealand,france,uk
usa,south-korea,usa,india,usa,usa,usa
brazil,united-kingdom,canada,hong kong,usa,india,
usa,usa,uruguay,usa,usa,usa,usa
usa,china,canada,singapore,usa,bermuda,usa
germany,usa,usa,australia,usa,usa,usa
israel,france,usa,india,usa,canada,usa
australia,switzerland,usa,israel,usa,usa,usa
canada,poland,uk,new zealand,usa,india,usa
uk,usa,usa,switzerland,usa,uk,netherlands
usa,usa,canada,japan,usa,canada,usa
germany,canada,usa,usa,usa,spain,usa
india,usa,sweden,czech republic,australia,singapore,spain
usa,usa,france,uruguay,canada,usa,singapore
usa,hong-kong,usa,canada,usa,usa,usa
usa,usa,s. korea,canada,india,s. korea,canada
usa,saudi-arabia,usa,india,brazil,switzerland,singapore
germany,usa,usa,canada,uk,usa,
usa,united-kingdom,netherlands,bermuda,usa,india,portugal
india,none,india,usa,usa,uk,usa
usa,india,turkey,hong kong,usa,uk,new zealand
new zealand,usa,spain,usa,canada,usa,turkey
canada,finland,switzerland,s. korea,usa,usa,usa
usa,usa,bermuda,germany,usa,germany,canada
south korea,usa,germany,netherlands,canada,usa,usa
usa,usa,germany,usa,usa,usa,usa
usa,usa,usa,usa,usa,sweden,canada
usa,japan,uk,japan,usa,sweden,usa
south africa,usa,japan,usa,usa,sta rica,switzerland
poland,usa,usa,usa,usa,hong kong,usa
usa,none,usa,usa,usa,usa,japan
usa,new-zealand,uk,usa,finland,usa,uk
usa,usa,singapore,indonesia,canada,uk,usa
usa,usa,usa,usa,usa,usa,usa
ireland,germany,canada,finland,canada,india,usa
usa,germany,usa,singapore,canada,usa,hong kong
usa,germany,norway,usa,usa,usa,usa
usa,israel,hong kong,usa,china,usa,canada
finland,new-zealand,usa,usa,usa,usa,canada
usa,netherlands,new zealand,usa,usa,new zealand,usa
germany,switzerland,netherlands,indonesia,israel,usa,usa
china,canada,canada,india,germany,usa,usa
,india,indonesia,canada,usa,usa,usa
usa,usa,usa,india,canada,denmark,canada
usa,spain,canada,hong kong,india,usa,india
germany,canada,uk,india,usa,usa,australia
canada,usa,usa,uk,turkey,usa,usa
usa,usa,usa,usa,usa,usa,germany
usa,usa,usa,usa,usa,usa,germany
usa,usa,new zealand,south africa,usa,usa,usa
usa,canada,singapore,india,spain,usa,usa
usa,usa,india,uk,japan,australia,norway
,usa,usa,canada,usa,china,south korea
usa,usa,usa,canada,spain,usa,usa
usa,germany,usa,canada,usa,usa,usa
saudi arabia,canada,usa,south africa,usa,usa,usa
usa,usa,usa,usa,france,hong kong,spain
usa,usa,australia,canada,usa,india,uk
brazil,south-africa,brazil,usa,usa,usa,canada
india,usa,canada,canada,usa,usa,india
usa,none,usa,usa,usa,usa,usa
usa,usa,usa,usa,usa,usa,uk
usa,usa,india,usa,norway,usa,japan
usa,switzerland,turkey,usa,germany,usa,canada
usa,usa,usa,canada,usa,gentina,usa
usa,usa,canada,s. korea,uk,usa,japan
usa,none,usa,usa,usa,usa,uk
usa,united-kingdom,canada,usa,france,usa,south korea
south korea,usa,denmark,switzerland,usa,usa,indonesia
canada,united-kingdom,finland,usa,uk,usa,usa
usa,canada,uk,france,usa,japan,brazil
usa,usa,usa,uk,usa,canada,usa
usa,usa,usa,usa,usa,usa,usa
usa,usa,canada,usa,usa,netherlands,usa
usa,usa,usa,india,usa,india,usa
usa,usa,usa,germany,usa,usa,india
usa,south-africa,usa,bermuda,usa,usa,hong kong
india,usa,usa,usa,usa,hong kong,usa
india,usa,india,s. korea,mexico,s. korea,usa
poland,none,japan,usa,belgium,france,india
usa,usa,s. korea,usa,usa,japan,
norway,usa,hong kong,usa,usa,india,usa
brazil,united-kingdom,s. korea,usa,india,usa,south korea
usa,usa,india,malaysia,poland,usa,usa
usa,china,uk,south africa,russia,usa,france
china,ireland,india,usa,lithuania,india,usa
canada,usa,usa,usa,usa,uk,turkey
usa,usa,germany,usa,usa,india,india
usa,italy,canada,canada,usa,india,canada
norway,usa,usa,usa,usa,netherlands,usa
india,usa,brazil,poland,usa,poland,uk
israel,china,usa,usa,usa,usa,usa
finland,usa,hong kong,usa,usa,uk,south africa
india,usa,poland,canada,israel,china,denmark
usa,france,bermuda,usa,china,finland,singapore
usa,usa,usa,usa,usa,switzerland,usa
usa,spain,usa,usa,uk,norway,denmark
usa,netherlands,usa,usa,poland,south africa,india
,usa,india,usa,india,bermuda,canada
finland,usa,usa,india,taiwan,hong kong,india
usa,united-kingdom,usa,canada,usa,israel,uk
sweden,usa,argentina,uk,usa,germany,new zealand
usa,canada,india,usa,usa,usa,india
,usa,usa,hong kong,usa,usa,canada
india,canada,usa,usa,canada,s. korea,usa
india,sweden,singapore,germany,germany,s. korea,usa
usa,none,s. korea,bermuda,usa,usa,uk
usa,south-africa,canada,usa,usa,uk,uk
germany,usa,france,france,usa,uk,usa
usa,south-africa,japan,usa,usa,canada,usa
india,china,bermuda,chile,usa,canada,hong kong
uk,usa,india,usa,austria,uk,south africa
usa,usa,canada,usa,india,canada,usa
india,usa,usa,india,usa,usa,finland
usa,usa,s. korea,india,usa,usa,canada
usa,india,usa,israel,usa,canada,usa
usa,india,usa,china,israel,india,usa
,none,usa,usa,norway,usa,usa
canada,brazil,usa,usa,usa,usa,india
usa,none,usa,germany,usa,india,usa
usa,canada,usa,usa,usa,india,hong kong
usa,usa,usa,usa,finland,india,canada
germany,usa,usa,usa,usa,usa,south korea
usa,usa,canada,usa,china,usa,germany
usa,usa,south africa,canada,germany,india,south africa
india,sweden,austria,uk,usa,germany,usa
india,usa,usa,usa,usa,usa,switzerland
usa,usa,usa,usa,uk,india,usa
usa,usa,costa rica,japan,india,usa,china
usa,south-korea,uk,argentina,uk,germany,indonesia
australia,usa,switzerland,india,netherlands,south africa,usa
canada,india,usa,india,india,usa,uk
singapore,canada,usa,india,usa,usa,
usa,canada,israel,usa,india,usa,canada
usa,usa,chile,india,usa,usa,usa
denmark,usa,usa,india,usa,usa,canada
uk,usa,south africa,usa,india,usa,
uk,usa,usa,usa,canada,usa,
usa,usa,usa,usa,germany,usa,usa
india,usa,usa,usa,usa,usa,usa
uk,usa,usa,germany,norway,chile,usa
canada,usa,usa,usa,usa,belgium,france
canada,japan,usa,usa,japan,usa,usa
usa,usa,canada,s. korea,usa,canada,usa
usa,usa,sweden,usa,usa,canada,usa
usa,indonesia,india,china,south korea,uguay,usa
usa,india,france,canada,cayman islands,usa,usa
usa,usa,usa,canada,usa,usa,india
south korea,usa,usa,usa,uk,norway,usa
canada,usa,hong kong,usa,brazil,usa,finland
taiwan,spain,usa,india,usa,ech republic,usa
usa,none,usa,costa rica,usa,usa,india
usa,canada,usa,usa,nigeria,france,usa
netherlands,netherlands,usa,usa,usa,switzerland,usa
usa,usa,indonesia,russia,canada,france,usa
usa,usa,usa,usa,usa,usa,india
usa,usa,germany,usa,bermuda,brazil,usa
usa,usa,usa,usa,bermuda,usa,usa
finland,usa,new zealand,switzerland,india,usa,usa
india,usa,switzerland,usa,india,luxembourg,usa
india,usa,s. korea,usa,usa,usa,japan
usa,india,finland,china,austria,usa,usa
usa,none,australia,finland,usa,usa,canada
finland,usa,india,canada,usa,chile,canada
usa,united-kingdom,malaysia,usa,usa,russia,usa
usa,usa,usa,norway,usa,usa,germany
india,usa,usa,usa,usa,gentina,malaysia
usa,singapore,usa,south africa,usa,usa,usa
usa,canada,canada,usa,usa,canada,south korea
usa,usa,india,usa,usa,usa,switzerland
usa,none,south africa,usa,usa,usa,usa
ireland,south-korea,canada,canada,china,canada,usa
taiwan,china,usa,s. korea,usa,south africa,usa
uk,india,india,india,israel,s. korea,usa
india,united-kingdom,usa,switzerland,usa,canada,usa
china,india,usa,usa,canada,uk,poland
usa,germany,switzerland,usa,india,usa,usa
uk,usa,china,usa,new zealand,usa,usa
india,usa,canada,brazil,spain,usa,usa
usa,usa,japan,guernsey,usa,usa,chile
hong kong,china,usa,usa,usa,usa,usa
usa,usa,turkey,india,usa,canada,usa
china,usa,usa,india,usa,usa,
usa,usa,uk,finland,usa,usa,india
netherlands,usa,canada,s. korea,usa,canada,india
canada,new-zealand,usa,usa,usa,usa,
usa,usa,usa,israel,indonesia,usa,israel
usa,usa,usa,bermuda,bermuda,usa,usa
usa,japan,usa,usa,usa,bermuda,spain
usa,japan,uk,usa,usa,ernsey,usa
usa,norway,canada,usa,usa,india,india
india,usa,canada,usa,germany,usa,usa
usa,usa,usa,canada,usa,usa,usa
israel,usa,india,sweden,india,hong kong,usa
usa,usa,south africa,cambodia,greece,denmark,russia
usa,usa,germany,usa,norway,canada,israel
israel,usa,usa,usa,usa,india,usa
usa,canada,russia,usa,usa,japan,poland
usa,usa,india,canada,usa,india,usa
usa,united-kingdom,india,japan,uk,usa,usa
spain,usa,usa,usa,poland,poland,usa
usa,finland,usa,usa,usa,lombia,usa
usa,usa,usa,singapore,usa,india,usa
usa,usa,usa,luxembourg,usa,usa,uk
norway,usa,usa,canada,usa,s. korea,finland
usa,india,luxembourg,poland,austria,usa,malaysia
poland,malaysia,bermuda,uk,usa,usa,canada
usa,poland,usa,usa,finland,uk,usa
india,usa,finland,usa,usa,usa,canada
uk,south-korea,usa,usa,usa,india,usa
usa,none,usa,colombia,brazil,canada,usa
usa,usa,usa,usa,india,singapore,australia
usa,usa,germany,india,germany,usa,usa
usa,usa,guernsey,usa,malaysia,canada,brazil
usa,usa,canada,usa,canada,usa,usa
thailand,poland,usa,usa,usa,usa,usa
usa,usa,india,usa,south korea,usa,usa
usa,south-korea,usa,south africa,usa,usa,usa
canada,spain,usa,usa,germany,usa,usa
usa,usa,spain,canada,malaysia,canada,canada
usa,usa,brazil,sweden,canada,usa,usa
usa,usa,usa,usa,austria,usa,south korea
,usa,france,uk,usa,switzerland,
usa,india,usa,usa,usa,usa,canada
uk,usa,usa,usa,usa,usa,japan
usa,israel,usa,taiwan,luxembourg,germany,singapore
usa,usa,usa,india,usa,south africa,
usa,usa,south africa,usa,usa,usa,usa
thailand,united-kingdom,bermuda,usa,canada,israel,uk
canada,usa,malaysia,south africa,usa,usa,india
usa,india,israel,usa,poland,poland,south africa
usa,germany,usa,usa,switzerland,india,south africa
usa,usa,india,usa,usa,usa,usa
usa,france,usa,usa,japan,usa,usa
canada,usa,canada,india,india,finland,sweden
chile,malaysia,china,usa,india,usa,usa
usa,usa,usa,nigeria,poland,south africa,india
usa,usa,usa,south africa,usa,bermuda,usa
canada,germany,usa,canada,canada,canada,norway
canada,usa,usa,usa,usa,canada,usa
india,canada,usa,usa,usa,s. korea,usa
saudi arabia,usa,usa,uk,new zealand,usa,canada
usa,sweden,usa,usa,usa,uk,usa
india,none,india,usa,usa,brazil,usa
usa,none,usa,malaysia,india,usa,usa
,canada,canada,usa,usa,usa,usa
canada,usa,usa,south africa,colombia,usa,india
usa,germany,china,usa,canada,usa,usa
usa,canada,usa,usa,usa,usa,usa
usa,thailand,south africa,canada,canada,spain,switzerland
usa,usa,south africa,poland,usa,usa,usa
usa,germany,india,usa,usa,usa,usa
usa,india,usa,india,usa,usa,india
usa,usa,colombia,usa,usa,usa,usa
israel,india,canada,usa,usa,usa,canada
usa,usa,uk,usa,usa,usa,india
netherlands,usa,south africa,usa,usa,usa,usa
netherlands,canada,usa,india,usa,usa,usa
usa,usa,india,usa,usa,usa,usa
usa,usa,usa,brazil,cambodia,india,usa
usa,usa,norway,usa,usa,usa,france
italy,usa,japan,germany,usa,malaysia,usa
uk,poland,poland,usa,usa,usa,uk
south korea,denmark,usa,usa,india,usa,indonesia
usa,usa,usa,usa,usa,south africa,cambodia
finland,india,india,usa,south africa,usa,south africa
usa,usa,usa,usa,india,usa,canada
germany,usa,usa,uk,usa,usa,usa
usa,usa,usa,bermuda,usa,india,usa
new zealand,usa,indonesia,uk,malaysia,taiwan,usa
usa,usa,usa,usa,usa,usa,usa
switzerland,india,usa,indonesia,south africa,usa,usa
usa,germany,uk,usa,usa,usa,usa
usa,germany,usa,usa,usa,usa,uk
usa,united-kingdom,canada,canada,usa,usa,usa
usa,usa,canada,india,bermuda,usa,
singapore,usa,usa,usa,usa,usa,sweden
germany,canada,usa,usa,germany,switzerland,usa
usa,none,usa,spain,canada,usa,south africa
usa,usa,india,bermuda,taiwan,cambodia,india
usa,usa,usa,usa,usa,usa,usa
usa,usa,usa,usa,usa,usa,usa
usa,united-kingdom,usa,denmark,usa,usa,india
canada,usa,usa,usa,malaysia,usa,usa
canada,usa,germany,india,usa,usa,germany
china,usa,usa,canada,south korea,s. korea,china
germany,united-kingdom,usa,usa,usa,gentina,usa
usa,canada,cambodia,malaysia,usa,canada,south africa
usa,new-zealand,singapore,usa,singapore,usa,usa
canada,germany,usa,usa,canada,south africa,usa
usa,usa,usa,usa,usa,usa,usa
new zealand,usa,canada,india,usa,usa,taiwan
hong kong,usa,usa,usa,usa,usa,india
south africa,canada,luxembourg,canada,bermuda,india,usa
,canada,usa,usa,usa,japan,usa
spain,usa,usa,austria,usa,usa,usa
usa,china,usa,usa,usa,poland,canada
south africa,poland,usa,india,usa,usa,usa
usa,usa,taiwan,usa,argentina,usa,usa
ireland,canada,sweden,japan,poland,canada,usa
usa,india,austria,malaysia,canada,usa,usa
south africa,netherlands,finland,usa,canada,usa,
,usa,malaysia,thailand,usa,indonesia,usa
usa,israel,canada,usa,india,india,canada
usa,finland,thailand,usa,usa,usa,germany
usa,usa,usa,usa,canada,usa,usa
usa,usa,usa,usa,uk,india,usa
ireland,usa,usa,usa,usa,usa,poland
usa,usa,s. korea,usa,usa,usa,
,usa,uk,usa,south korea,canada,usa
usa,usa,nigeria,usa,usa,usa,usa
usa,india,usa,usa,usa,usa,usa
usa,norway,usa,bermuda,usa,usa,canada
usa,usa,usa,usa,germany,usa,norway
,usa,usa,finland,usa,usa,poland
,usa,poland,usa,usa,canada,usa
germany,none,usa,canada,south africa,india,usa
usa,usa,india,china,usa,usa,india
usa,usa,usa,usa,usa,uk,usa
,israel,usa,usa,canada,usa,usa
usa,usa,usa,usa,usa,usa,canada
usa,brazil,usa,germany,usa,usa,usa
china,canada,canada,australia,usa,india,usa
usa,usa,india,poland,india,usa,usa
uk,usa,bermuda,canada,usa,usa,usa
canada,usa,norway,poland,usa,s. korea,canada
south africa,india,usa,usa,usa,canada,spain
usa,india,usa,canada,usa,usa,india
spain,south-korea,usa,usa,usa,india,usa
france,usa,austria,austria,denmark,brazil,south korea
usa,usa,usa,usa,usa,usa,usa
usa,usa,usa,usa,usa,canada,india
usa,taiwan,mexico,usa,hong kong,malaysia,china
brazil,usa,usa,germany,india,usa,
usa,none,usa,finland,argentina,bermuda,usa
usa,usa,usa,usa,usa,india,usa
sweden,canada,usa,canada,usa,canada,usa
usa,none,usa,india,usa,usa,finland
usa,india,usa,india,india,canada,usa
uk,usa,usa,usa,canada,usa,turkey
germany,usa,usa,usa,south africa,usa,denmark
,india,usa,germany,uk,usa,thailand
canada,usa,canada,usa,russia,bermuda,usa
usa,israel,bermuda,s. korea,usa,austria,malaysia
usa,israel,sweden,usa,usa,malaysia,usa
usa,usa,usa,usa,usa,germany,usa
usa,usa,usa,usa,usa,usa,india
china,usa,usa,usa,india,poland,usa
usa,india,usa,norway,india,germany,usa
usa,usa,usa,usa,brazil,usa,usa
germany,usa,malaysia,usa,usa,south africa,usa
india,usa,s. korea,new zealand,poland,usa,mexico
usa,usa,canada,brazil,india,new zealand,usa
usa,usa,usa,austria,usa,usa,usa
china,usa,usa,usa,canada,germany,
usa,usa,usa,india,usa,austria,france
india,usa,india,india,france,usa,usa
canada,france,usa,usa,uk,usa,canada
usa,usa,denmark,norway,usa,brazil,usa
canada,united-kingdom,india,poland,canada,usa,usa
japan,usa,usa,usa,usa,usa,usa
uk,usa,usa,mexico,germany,austria,usa
india,usa,usa,india,uruguay,brazil,new zealand
spain,usa,india,usa,south africa,india,usa
usa,israel,usa,india,usa,usa,
usa,usa,usa,japan,usa,usa,usa
usa,usa,usa,usa,usa,luxembourg,usa
usa,ireland,usa,usa,usa,sweden,usa
sweden,norway,usa,usa,norway,uk,germany
usa,spain,poland,usa,finland,india,usa
uk,usa,usa,usa,luxembourg,usa,usa
netherlands,usa,india,usa,usa,usa,usa
usa,canada,usa,usa,czech republic,usa,usa
usa,usa,germany,canada,canada,canada,malaysia
usa,israel,poland,usa,usa,india,usa
indonesia,usa,usa,usa,usa,usa,canada
usa,canada,usa,s. korea,usa,india,usa
india,usa,usa,s. korea,india,canada,usa
usa,usa,usa,usa,usa,malaysia,poland
usa,china,usa,uk,usa,usa,uk
brazil,usa,usa,usa,usa,usa,usa
uk,usa,usa,usa,usa,usa,norway
usa,brazil,usa,usa,usa,new zealand,usa
usa,usa,usa,france,usa,usa,usa
india,spain,canada,usa,india,usa,
usa,usa,usa,usa,canada,usa,usa
usa,usa,usa,usa,uk,usa,india
usa,usa,usa,usa,japan,finland,germany
india,usa,usa,usa,france,s. korea,usa
,usa,usa,usa,usa,uk,usa
south korea,china,usa,usa,usa,japan,usa
usa,finland,usa,canada,netherlands,greece,usa
usa,india,usa,usa,south korea,usa,china
usa,france,france,netherlands,uk,usa,usa
germany,usa,usa,usa,india,norway,india
india,usa,norway,china,usa,israel,south korea
usa,india,usa,austria,usa,s. korea,
usa,canada,india,china,germany,germany,usa
usa,canada,s. korea,usa,sweden,usa,germany
usa,usa,israel,brazil,usa,usa,brazil
usa,united-kingdom,usa,usa,usa,usa,canada
india,usa,china,usa,usa,usa,usa
uk,india,israel,usa,usa,uk,japan
finland,usa,usa,usa,canada,usa,germany
usa,usa,india,usa,usa,finland,israel
portugal,israel,norway,usa,south africa,canada,usa
brazil,taiwan,usa,israel,usa,usa,usa
france,canada,germany,cayman islands,usa,norway,usa
usa,australia,usa,greece,israel,geria,usa
canada,usa,brazil,bermuda,turkey,usa,japan
usa,russia,usa,uk,india,uk,usa
usa,india,germany,canada,south africa,china,usa
usa,usa,germany,usa,usa,india,usa
uk,usa,canada,luxembourg,canada,usa,india
usa,usa,usa,canada,switzerland,usa,india
usa,spain,usa,usa,usa,canada,usa
,india,usa,usa,canada,usa,
netherlands,usa,usa,germany,usa,usa,usa
taiwan,germany,japan,usa,usa,usa,israel
usa,usa,japan,new zealand,usa,usa,usa
usa,canada,canada,usa,australia,germany,india
usa,usa,india,usa,india,usa,usa
usa,usa,india,usa,usa,usa,canada
germany,usa,finland,usa,chile,usa,
usa,none,canada,norway,usa,usa,usa
uk,germany,usa,usa,usa,usa,germany
usa,china,uk,uk,chile,usa,usa
usa,usa,usa,germany,israel,usa,canada
usa,usa,usa,israel,germany,brazil,india
portugal,india,india,germany,usa,bermuda,south korea
new zealand,india,usa,usa,uk,usa,norway
usa,usa,china,usa,usa,usa,usa
canada,new-zealand,spain,india,canada,usa,israel
usa,usa,usa,usa,uk,india,usa
usa,usa,usa,canada,usa,norway,
usa,usa,new zealand,usa,france,spain,usa
canada,india,usa,usa,usa,usa,usa
usa,usa,usa,india,usa,netherlands,usa
hong kong,usa,usa,usa,usa,usa,india
canada,usa,usa,usa,brazil,germany,usa
usa,usa,usa,usa,canada,usa,china
hong kong,usa,usa,usa,south korea,canada,netherlands
usa,mexico,india,france,bermuda,turkey,india
usa,usa,india,usa,belgium,thailand,usa
canada,switzerland,cayman islands,turkey,usa,yman islands,usa
usa,netherlands,india,china,usa,india,usa
usa,usa,israel,usa,costa rica,usa,usa
spain,finland,usa,usa,usa,china,usa
belgium,usa,s. korea,usa,usa,usa,usa
brazil,usa,bermuda,norway,china,usa,usa
usa,germany,usa,india,usa,usa,usa
usa,usa,israel,usa,usa,usa,usa
canada,usa,uk,uk,new zealand,usa,india
usa,usa,uk,usa,uk,new zealand,usa
usa,israel,usa,sweden,bermuda,germany,finland
netherlands,china,usa,usa,argentina,usa,uk
usa,united-kingdom,canada,china,usa,usa,usa
australia,usa,usa,usa,usa,india,usa
china,canada,usa,usa,norway,usa,usa
usa,usa,greece,canada,usa,usa,usa
usa,china,poland,usa,denmark,usa,france
canada,united-kingdom,usa,israel,india,usa,usa
spain,usa,uk,spain,canada,taiwan,usa
germany,usa,usa,china,usa,usa,brazil
brazil,usa,usa,usa,usa,india,usa
india,usa,usa,usa,usa,usa,germany
usa,india,germany,germany,indonesia,poland,norway
usa,usa,chile,usa,usa,usa,taiwan
usa,usa,bermuda,usa,usa,india,usa
poland,usa,usa,canada,usa,india,usa
usa,norway,netherlands,lithuania,usa,uk,usa
cambodia,india,usa,usa,usa,austria,usa
usa,usa,usa,canada,usa,india,usa
