,name,country,sector,revenue_2020_eu,revenue_2017_eu,employees_number_2020,employees_number_2017,founding_year
758,smart battery solutions,germany,technology,doll_10.2 m,3264000,69.0,28,2010
759,eu-bay commerce,germany,retail,doll_8.12 m,2601485,20.0,10,2003
760,jens rabe academy,germany,education,doll_3.66 m,1171373,20.0,6,2009
761,hyperoptic,uk,telecoms,doll_57.77 m,18649681,1251.0,407,2010
762,sepale,france,energy,doll_7.88 m,2531055,21.0,2,2009
763,3a informatica,italy,telecoms,doll_1.97 m,633990,33.0,19,2005
764,emsproto,france,ecommerce,doll_3.14 m,1009846,22.0,10,2014
765,laboratoires dermosun,france,chemicals & pharmaceuticals,doll_5.63 m,1815835,13.0,9,2011
766,saico,italy,construction,doll_6.74 m,2177950,23.0,13,2013
767,nutis,italy,food & beverage,doll_6.57 m,2124990,19.0,9,1956
768,ogrodosfera.pl,poland,ecommerce,doll_13.26 m,4693330,23.0,12,2011
769,svti,france,industrial goods,doll_3.98 m,1290312,30.0,17,2010
770,enhancers,italy,technology,doll_3.35 m,1087520,38.0,13,2011
771,agripower france,france,waste management & recycling,doll_7.7 m,2498792,16.0,6,2012
772,next turbo technologies,italy,industrial goods,doll_9.48 m,3080610,18.0,8,2014
773,velvet media italia,italy,advertising,doll_5.41 m,1759490,98.0,46,2013
774,booster box,italy,advertising,doll_2.05 m,667837,35.0,9,2016
775,rmf group,slovakia,food & beverage,doll_3.29 m,1072117,2.0,3,2014
776,darwin group limited,uk,construction,doll_70.39 m,23141358,140.0,89,2005
777,itfs,poland,technology,doll_10.45 m,3730405,230.0,90,2012
778,skillsday,france,education,doll_3.15 m,1031988,25.0,9,2015
779,gapps,finland,technology,doll_8.71 m,2850000,34.0,23,2010
780,maxfel,italy,interiors,doll_2.2 m,720650,15.0,6,1984
781,herrero brigantina,spain,insurance,doll_14.73 m,4832212,55.0,33,2012
782,manitech,italy,industrial goods,doll_3.83 m,1263420,6.0,3,2016
783,tradeco,italy,industrial goods,doll_5.89 m,1944720,16.0,6,2016
784,mon chasseur immo,france,property,doll_4.79 m,1585727,28.0,13,2012
785,upslide,france,support services,doll_8.27 m,2737704,75.0,20,2013
786,cogeclim energies,france,construction,doll_2.62 m,868406,18.0,5,2015
787,cellarius,hungary,sales & marketing,doll_2.57 m,989785,14.0,10,2004
788,careful-service,germany,health,doll_3.54 m,1173908,141.0,75,2014
789,softneta,lithuania,health,doll_1.78 m,590642,30.0,24,2007
790,progeny,uk,financial services,doll_16.6 m,5561585,161.0,64,2016
791,web geo services,france,technology,doll_24.11 m,8022358,57.0,29,2009
792,spedition ibov,germany,transport,doll_3.42 m,1140000,,,2013
793,mypostcard.com,germany,retail,doll_6.36 m,2119022,25.0,21,2014
794,variosan,germany,retail,doll_3.23 m,1078808,3.0,2,2013
795,riedle + bertsch,germany,technology,doll_2.33 m,777849,36.0,8,2013
796,mobili fiver,italy,interiors,doll_11.9 m,3973460,50.0,23,1999
797,klc desamiantage,france,construction,doll_6.18 m,2065220,46.0,11,2015
798,secret arts of spirits,france,retail,doll_3.31 m,1105569,6.0,3,2014
799,mpb group limited,uk,ecommerce,doll_72.5 m,24429686,184.0,68,2011
800,3zehn auto discount,germany,automobiles,doll_25.45 m,8527777,12.0,5,2016
801,adikteev,france,technology,doll_45.62 m,15292051,67.0,50,2012
802,fundis reitsport,germany,retail,doll_7.07 m,2370645,50.0,3,2009
803,antriebstechnik ebner-seibold,germany,retail,doll_2.25 m,753352,17.0,9,2009
804,invibes advertising,belgium,technology,doll_11.53 m,3880663,102.0,30,2011
805,jointly il welfare condiviso,italy,support services,doll_2.4 m,808700,34.0,18,2014
806,abtot mark & anläggning ab,sweden,construction,doll_9.98 m,3450305,23.0,10,2012
807,dusapro immobilien,germany,property,doll_33.9 m,11484801,36.0,10,2012
808,soldats films,france,media,doll_2.32 m,787160,8.0,4,2012
809,eagleprojects,italy,telecoms,doll_15.14 m,5137900,287.0,120,2016
810,agile lab,italy,technology,doll_5.59 m,1897650,43.0,15,2013
811,importpris.no,norway,ecommerce,doll_3.11 m,1126971,8.0,4,2012
812,truu,germany,industrial goods,doll_12.47 m,4245861,72.0,18,2011
813,l’atelier,france,technology,doll_4.29 m,1461226,15.0,5,2016
814,frigoclim kälte-klima,germany,construction,doll_3.89 m,1326082,22.0,7,2014
815,m coffee company,germany,retail,doll_2.12 m,722795,5.0,3,2013
816,protextyl,france,retail,doll_5.32 m,1818032,22.0,12,2011
817,sp architecte,france,construction,doll_2.83 m,964998,18.0,14,2009
818,embargos a lo bestia,spain,retail,doll_22.56 m,7709375,178.0,54,2011
819,snigel,ireland,technology,doll_20.48 m,7000063,3.0,2,2011
820,ims rettungsdienst,germany,health,doll_1.9 m,650000,120.0,5,2006
821,way2global sb,italy,support services,doll_2.41 m,828820,16.0,1,2017
822,media access solutions,uk,support services,doll_3.41 m,1181642,33.0,3,2014
823,exadi,spain,sales and marketing,doll_42.53 m,14649568,44.0,21,2008
824,fiber-service-gesellschaft,germany,telecoms,doll_4.05 m,1395607,29.0,10,2014
825,tenderhut (group),poland,technology,doll_10.26 m,3868483,280.0,140,2010
826,worldwide fishing company,spain,food & beverage,doll_140.44 m,48449141,30.0,12,2016
827,doctor hail spa,italy,automobiles,doll_18.1 m,6246592,43.0,26,2013
828,kbs group,germany,support services,doll_42.01 m,14500000,1500.0,650,2011
829,terre ehitus,estonia,construction,doll_2.09 m,723064,12.0,5,2017
830,bauer energiekonzepte,germany,energy,doll_36.22 m,12554325,19.0,7,2013
831,new euroart,italy,construction,doll_9.31 m,3226280,77.0,26,2001
832,capelli for you,italy,beauty,doll_1.66 m,575120,16.0,8,2015
833,ogury,uk,advertising,doll_108.76 m,37992902,371.0,133,2014
834,tft ernst,germany,construction,doll_2.01 m,698300,17.0,7,2017
835,somerford associates,uk,technology,doll_18.76 m,6564162,55.0,31,2001
836,arcadia investment,germany,property,doll_8.1 m,2818652,38.0,12,2012
837,filoblu,italy,management consulting,doll_55.56 m,19351090,186.0,112,2009
838,tribus digital,uk,technology,doll_1.95 m,685567,21.0,8,2016
839,doit,italy,technology,doll_3.04 m,1060000,35.0,20,2014
840,global perspectives,uk,health,doll_6.63 m,2329522,23.0,8,2009
841,pirene,italy,support services,doll_1.51 m,527910,25.0,8,1999
842,ipulse,uk,personal & household goods,doll_105.15 m,36995102,183.0,39,2012
843,blue networks,germany,technology,doll_6.63 m,2322241,47.0,23,2002
844,n. schwegler,germany,construction,doll_10.51 m,3686000,35.0,20,2009
845,marcus lutz bau,germany,construction,doll_1.87 m,659402,15.0,7,2002
846,hkr-technik,germany,retail,doll_7.0 m,2462478,4.0,3,2008
847,licht + strom,germany,technology,doll_4.04 m,1424633,30.0,18,2007
848,die autowelt,germany,automobiles,doll_16.75 m,5915499,40.0,15,2009
849,artheau aviation,france,aerospace & defence,doll_11.26 m,3977562,9.0,4,2012
850,cepo,italy,industrial goods,doll_4.5 m,1592170,22.0,13,2000
851,sneakers & jackets,france,financial services,doll_2.89 m,1022714,2.0,1,2013
852,89up,uk,advertising,doll_1.81 m,647020,26.0,11,2009
853,luxury & performance selection,france,automobiles,doll_6.44 m,2281929,4.0,na,2016
854,grayce group,uk,management consulting,doll_17.89 m,6381674,395.0,117,2012
855,nemesi italia,italy,technology,doll_1.64 m,581520,4.0,1,1993
856,halo service solutions,uk,technology,doll_5.04 m,1799189,40.0,12,1994
857,raspberry pi,uk,technology,doll_80.07 m,28668484,73.0,36,2012
858,giopato & coombes,italy,interiors,doll_5.47 m,1944000,17.0,8,2010
859,ship it,germany,retail,doll_3.39 m,1207009,8.0,4,2016
860,rheinische scheidestätte,germany,retail,doll_83.04 m,29564866,47.0,19,2012
861,whites agency,poland,advertising,doll_4.08 m,1586246,90.0,34,2011
862,casa di riposo medicalizzata sempione*,italy,health,doll_2.44 m,867960,38.0,1,2017
863,cshark,poland,technology,doll_11.83 m,4608343,269.0,135,2014
864,zinox laser,italy,interiors,doll_6.36 m,2269510,47.0,30,2015
865,tera automation,italy,industrial goods,doll_4.99 m,1778890,20.0,14,2013
866,innova hts,italy,health,doll_8.79 m,3137630,16.0,12,2014
867,kentigen,czech republic,technology,doll_1.51 m,554004,20.0,8,2013
868,teal partners,belgium,technology,doll_3.87 m,1386701,23.0,13,2015
869,lm medical division,italy,health,doll_11.28 m,4040060,47.0,16,2010
870,bec,germany,technology,doll_7.84 m,2809036,47.0,25,2003
871,xylon,croatia,technology,doll_4.49 m,1610149,81.0,41,1995
872,spedition kai rindert,germany,transport,doll_3.02 m,1083821,9.0,2,2017
873,co.ge.sa. costruzioni generali saba,italy,construction,doll_3.45 m,1241760,22.0,16,2009
874,skärgårdstunnan/skargards,sweden,ecommerce,doll_15.08 m,5547537,20.0,13,2010
875,autonova milano,italy,automobiles,doll_2.79 m,1006280,14.0,1,2015
876,polarstern,germany,energy,doll_30.27 m,10925375,40.0,25,2011
877,halsdorfer + ingenieure projekt,germany,property,doll_31.04 m,11207566,15.0,5,2013
878,opna,france,support services,doll_2.32 m,838200,23.0,9,2015
879,stikets,spain,ecommerce,doll_9.32 m,3372820,39.0,25,2010
880,campustore,italy,education,doll_34.41 m,12479120,18.0,18,1994
881,ars futura,croatia,technology,doll_1.58 m,574487,27.0,14,2013
882,cemir security,italy,support services,doll_2.84 m,1028730,116.0,64,2015
883,borgy cz,czech republic,personal & household goods,doll_22.42 m,8362568,60.0,40,2009
884,groupe zephyr,france,health,doll_16.26 m,5908517,600.0,190,2007
885,dernier cri,france,technology,doll_3.96 m,1438184,57.0,25,2015
886,yes!devs,germany,technology,doll_2.2 m,800000,37.0,10,2016
887,hydroflex group,germany,retail,doll_13.17 m,4788000,36.0,19,2009
888,proteko service,italy,support services,doll_5.5 m,2003540,31.0,7,2016
889,minicrm,hungary,technology,doll_2.23 m,944107,26.0,26,2012
890,cnq consorzio nazionale qualità,italy,waste management & recycling,doll_2.15 m,783460,39.0,13,2001
891,accolade,czech republic,property,doll_83.98 m,31477723,,,2010
892,panel sandwich,spain,construction,doll_9.64 m,3517519,27.0,9,2009
893,symbiose informatique,france,technology,doll_33.08 m,12074454,32.0,28,1991
894,g.engineering,italy,industrial goods,doll_16.5 m,6024830,51.0,24,2012
895,i-particuliers,france,property,doll_4.07 m,1488875,200.0,50,2011
896,henco,germany,retail,doll_6.97 m,2550263,48.0,25,2012
897,giglio.com,italy,ecommerce,doll_25.36 m,9283620,53.0,25,2007
898,alphaspel,sweden,retail,doll_4.54 m,1699234,16.0,5,2013
899,sapiegos klinika,lithuania,health,doll_1.58 m,579436,24.0,14,2014
900,opencorporates,uk,technology,doll_2.73 m,1010498,25.0,9,2010
901,be cloud,france,support services,doll_10.37 m,3811605,49.0,22,2012
902,drukarnia piga.pl,poland,ecommerce,doll_4.06 m,1632988,130.0,60,2014
903,groupe mister menuiserie,france,ecommerce,doll_68.01 m,25003047,227.0,84,2010
904,insetto,germany,retail,doll_6.01 m,2210651,79.0,51,1999
905,technophage,portugal,pharmaceuticals,doll_2.24 m,823381,13.0,9,2005
906,skalis portage salarial,france,support services,doll_6.2 m,2287420,68.0,25,2008
907,peoplegrapher,germany,advertising,doll_3.56 m,1314806,11.0,5,2016
908,reveg fruit,italy,food & beverage,doll_2.36 m,870070,4.0,2,2016
909,sciant,bulgaria,technology,doll_3.19 m,1178653,79.0,39,2016
910,boender & beutel,germany,industrial goods,doll_14.55 m,5376347,130.0,50,2012
911,ekinops,france,telecoms,doll_92.8 m,34291000,456.0,419,2003
912,sano-técnica,portugal,health,doll_4.97 m,1838120,13.0,12,1938
913,möbelando,germany,retail,doll_16.69 m,6170577,24.0,16,2013
914,democom,italy,telecoms,doll_3.35 m,1238210,37.0,12,2011
915,erbagil,italy,pharmaceuticals,doll_4.02 m,1490280,11.0,3,2009
916,axopar boats,finland,travel & leisure,doll_78.77 m,29247774,32.0,9,2014
917,advanced composites solutions,italy,automobiles,doll_5.39 m,2006100,54.0,11,2012
918,spartivento yachts & charter,italy,travel & leisure,doll_5.19 m,1932580,34.0,12,2000
919,seargin,poland,technology,doll_18.62 m,7576080,64.0,39,2014
920,ttp holding,germany,support services,doll_37.61 m,13997000,32.0,28,2009
921,sweef furniture,sweden,retail,doll_9.51 m,3620585,14.0,5,2011
922,sonic tanácsadó és szolgáltató kft,hungary,technology,doll_4.65 m,2009719,10.0,5,2008
923,spotit,belgium,cyber security,doll_20.39 m,7606472,71.0,30,2014
924,label experience,france,financial services,doll_1.76 m,655366,27.0,11,2016
925,lmm logistics,italy,transport,doll_14.11 m,5268390,724.0,2,2015
926,medicalfit,spain,health,doll_2.38 m,888395,35.0,15,2008
927,nuova mg,italy,industrial goods,doll_2.13 m,794770,26.0,23,2017
928,innov and co handicap,france,technology,doll_1.88 m,702609,30.0,7,2016
929,alma entreprise,france,construction,doll_13.44 m,5023015,31.0,33,2003
930,radit,italy,support services,doll_1.88 m,703190,15.0,8,2016
931,regional express,france,transport,doll_22.84 m,8552857,220.0,80,2013
932,aravati,france,support services,doll_6.67 m,2500644,59.0,26,2004
933,pöhner hamburg,germany,retail,doll_15.6 m,5851000,7.0,4,2013
934,schreinerei huber,germany,construction,doll_2.63 m,986286,21.0,18,2010
935,isr,france,technology,doll_4.64 m,1741112,12.0,12,1996
936,kinga mathe,germany,retail,doll_1.8 m,676431,5.0,2,2008
937,rivile,lithuania,technology,doll_3.91 m,1467195,24.0,20,1992
938,magarantie5ans,france,retail,doll_9.25 m,3477788,20.0,8,2016
939,bebeboutik,france,retail,doll_29.08 m,10944325,98.0,36,2012
940,radar cyber security,austria,technology,doll_12.73 m,4794822,122.0,88,2011
941,clair group,france,aerospace & defence,doll_38.96 m,14683064,121.0,49,2004
942,appsfactory,germany,technology,doll_18.04 m,6801966,221.0,105,2009
943,stiltz homelifts,uk,interiors,doll_36.96 m,14051407,250.0,142,2010
944,star stone,romania,construction,doll_4.41 m,1729707,105.0,48,2012
945,coptrz,uk,aerospace & defence,doll_6.3 m,2395445,22.0,10,2016
946,nurole,uk,technology,doll_3.25 m,1236098,35.0,15,2014
947,abao energy,germany,construction,doll_2.41 m,910386,15.0,10,2016
948,welol next,italy,technology,doll_2.69 m,1017320,32.0,16,2011
949,intent hq,uk,technology,doll_5.76 m,2199126,75.0,22,2010
950,café du cycliste,france,ecommerce,doll_7.45 m,2826571,20.0,14,2009
951,langer lüftungs- und klimaanlagen,germany,construction,doll_4.61 m,1749794,8.0,5,2016
952,formind,france,cyber security,doll_16.85 m,6398583,130.0,60,2010
953,oasis smart sim europe**,france,telecoms,doll_3.07 m,1167000,20.0,4,2010
954,aferetica,italy,health,doll_6.38 m,2429230,13.0,9,2013
955,zero,italy,energy,doll_42.0 m,16000000,37.0,15,2014
956,skills,france,support services,doll_11.65 m,4443710,70.0,20,2011
957,3e studio,italy,support services,doll_2.8 m,1071090,22.0,1,2015
958,pannonia steel,slovakia,construction,doll_1.77 m,675645,5.0,1,2013
959,kronos,italy,fashion,doll_23.58 m,9009270,21.0,15,2009
960,lasaponaria,italy,beauty,doll_6.3 m,2409730,22.0,11,2007
961,die wuhlewanderer,germany,health,doll_4.97 m,1900000,95.0,50,2013
962,imint vidhance,sweden,technology,doll_4.85 m,1897113,27.0,26,2007
963,arte e passione,italy,restaurants,doll_1.67 m,639410,47.0,18,2016
964,paul marius,france,retail,doll_24.87 m,9515000,87.0,29,2011
965,scalefocus,bulgaria,technology,doll_33.14 m,12686177,730.0,330,2012
966,whiskyzone,germany,retail,doll_10.75 m,4117340,16.0,7,2014
967,targa telematics,italy,technology,doll_37.39 m,14327610,113.0,63,2002
968,sian wholesale ltd,uk,transport,doll_74.72 m,28939861,50.0,23,2003
969,visage technologies,sweden,technology,doll_5.68 m,2233448,104.0,54,2002
970,riotloc,lithuania,games industry,doll_1.55 m,596906,1.0,1,2016
971,bullionvault,uk,precious metals,doll_16.2 m,6278456,34.0,31,2003
972,3a antioxidants,spain,chemicals & pharmaceuticals,doll_7.7 m,2968892,23.0,9,2000
973,on metall,germany,industrial goods,doll_2.59 m,997518,6.0,3,2016
974,scribbr,the netherlands,education,doll_8.86 m,3417536,39.0,22,2012
975,selectra,france,energy,doll_62.95 m,24320734,1000.0,500,2007
976,energetic,italy,energy,doll_1.71 m,661860,13.0,7,2010
977,faveod,france,support services,doll_2.6 m,1005658,9.0,7,2007
978,cye energia,spain,energy,doll_23.67 m,9161867,15.0,5,2013
979,integrata oy,finland,financial services,doll_9.41 m,3647000,105.0,33,2008
980,regular trade,germany,retail,doll_11.67 m,4526000,25.0,15,2010
981,expleo,hungary,energy,doll_2.7 m,900686,15.0,6,2011
982,confezioni velvet,italy,fashion,doll_3.36 m,1302640,21.0,21,2015
983,activ bilanz,germany,property,doll_17.29 m,6712146,10.0,12,1998
984,family nation,italy,ecommerce,doll_5.3 m,2059190,12.0,5,2011
985,majar – matzaridis bros,greece,technology,doll_13.22 m,5144442,19.0,13,1994
986,izertis,spain,technology,doll_50.74 m,19753150,791.0,431,1996
987,fashion commerce,italy,ecommerce,doll_2.35 m,916000,5.0,1,2016
988,bulk tainer logistics limited,uk,transport,doll_56.05 m,21717432,105.0,41,2009
989,wingeco,italy,industrial goods,doll_3.41 m,1332330,22.0,12,2016
990,meblobranie.pl,poland,ecommerce,doll_19.3 m,6909799,25.0,12,2021
991,queraltó,spain,ecommerce,doll_21.9 m,8575344,67.0,39,1898
992,phobos,slovakia,automobiles,doll_3.53 m,1382844,12.0,8,1993
993,archita engineering,italy,support services,doll_2.74 m,1074130,5.0,13,2013
994,celeritas,spain,transport,doll_58.14 m,22805398,27.0,10,2006
995,peopleforecast,germany,technology,doll_2.09 m,818658,45.0,15,2014
996,digitalpa,italy,management consulting,doll_1.73 m,679440,12.0,41,2014
997,faktenkontor,germany,advertising,doll_30.97 m,12153143,150.0,100,2003
998,clareo,france,retail,doll_18.85 m,7399729,53.0,13,2012
999,laca trade,italy,property,doll_24.74 m,9717860,5.0,5,2013
